,FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",STATE,AREA_NAME,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guidelines,foreign travel ban,County FIPS,County Name,Area in square miles - Total area,Area in square miles - Land area,2010 Density per square mile of land area - Population,2010 Density per square mile of land area - Housing units,Unnamed: 0_x,state,county,hospitals,staffed_beds,licensed_beds,icu_beds_Pre,icu_beds_Post,total_pop,60plus,State,Area_name_x,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Stabr,Area_name_y,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2018,CI90LBAll_2018,CI90UBALL_2018,PCTPOVALL_2018,CI90LBALLP_2018,CI90UBALLP_2018,POV017_2018,CI90LB017_2018,CI90UB017_2018,PCTPOV017_2018,CI90LB017P_2018,CI90UB017P_2018,POV517_2018,CI90LB517_2018,CI90UB517_2018,PCTPOV517_2018,CI90LB517P_2018,CI90UB517P_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Name,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit,Population,Total_2000,Total_2004,Total_2008,Total_2012,Total_2016,Dem_2000,Dem_2004,Dem_2008,Dem_2012,Dem_2016,Unnamed: 0_y,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population.1,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
299,24005,"50,831","150,542","150,963","221,773",8.9,26.2,26.3,38.6,MD,baltimore county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24005,Baltimore County,681.76,598.3,1345.5,561.0,1195,MD,Baltimore,5,1739.0,1969.0,94.0,123,828637,186412,MD,"Baltimore County, MD",1,1,1,"450,366","432,164","18,202",4.0,"$75,836 ",91.3,MD,Baltimore County,1,1,1,1,"79,482","71,436","87,528",9.9,8.9,10.9,"22,854","19,079","26,629",13.0,10.9,15.1,"16,589","13,794","19,384",13.0,10.8,15.2,"75,836","73,843","77,829","baltimore county, md",4.4,5.0,83893,902,3,16,5,828637,304084.0,353479.0,380938.0,384782.0,390682.0,0.5282586390602597,0.5162230288079348,0.5621675968267802,0.5725891543783234,0.5590531429653784,672,"Baltimore County, Maryland",828431,392736,435695,48855,47474,52529,52396,50076,113916,101379,105655,56593,57016,79614,42568,20360,39.5,178822,668802,649609,616193,176888,142542,649609,301648,347961,142542,59856,82686,828431,800921,27510,800921,490687,240297,3878,1833,N,N,N,N,50320,14302,7850,7189,290,5178,2006,13505,4785,N,N,N,N,12999,27510,10892,3289,5892,483,828431,514401,256152,8413,59250,5770,15438,828431,46831,13631,8778,367,24055,781600,467765,237552,1542,50139,336,1375,22891,456,22435,337245
300,24005,"50,831","150,542","150,963","221,773",8.9,26.2,26.3,38.6,MD,baltimore county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24005,Baltimore County,681.76,598.3,1345.5,561.0,1195,MD,Baltimore City,5,3735.0,3816.0,377.0,123,828637,186412,MD,"Baltimore County, MD",1,1,1,"450,366","432,164","18,202",4.0,"$75,836 ",91.3,MD,Baltimore County,1,1,1,1,"79,482","71,436","87,528",9.9,8.9,10.9,"22,854","19,079","26,629",13.0,10.9,15.1,"16,589","13,794","19,384",13.0,10.8,15.2,"75,836","73,843","77,829","baltimore county, md",4.4,5.0,83893,902,3,16,5,828637,304084.0,353479.0,380938.0,384782.0,390682.0,0.5282586390602597,0.5162230288079348,0.5621675968267802,0.5725891543783234,0.5590531429653784,672,"Baltimore County, Maryland",828431,392736,435695,48855,47474,52529,52396,50076,113916,101379,105655,56593,57016,79614,42568,20360,39.5,178822,668802,649609,616193,176888,142542,649609,301648,347961,142542,59856,82686,828431,800921,27510,800921,490687,240297,3878,1833,N,N,N,N,50320,14302,7850,7189,290,5178,2006,13505,4785,N,N,N,N,12999,27510,10892,3289,5892,483,828431,514401,256152,8413,59250,5770,15438,828431,46831,13631,8778,367,24055,781600,467765,237552,1542,50139,336,1375,22891,456,22435,337245
301,24009,"3,773","18,724","20,001","19,212",6.1,30.3,32.4,31.1,MD,calvert county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24009,Calvert County,345.07,213.15,416.3,158.5,1196,MD,Calvert,1,41.0,74.0,4.0,4,90824,18153,MD,"Calvert County, MD",1,1,1,"49,121","47,382","1,739",3.5,"$106,270 ",127.9,MD,Calvert County,1,1,1,1,"4,912","3,737","6,087",5.4,4.1,6.7,"1,394",992,"1,796",6.6,4.7,8.5,970,667,"1,273",6.0,4.1,7.9,"106,270","101,259","111,281","calvert county, md",1.2,0.6,2992,120,2,4,3,90824,29806.0,39351.0,44057.0,45518.0,47408.0,0.4356840904515869,0.4057584305354375,0.4607440361350069,0.451008392284371,0.3844287883901451,771,"Calvert County, Maryland",92003,46221,45782,4628,4914,7459,6038,5351,11335,10631,14076,7965,6131,8347,3573,1555,40.4,21300,73713,70703,68542,17160,13475,70703,34597,36106,13475,6230,7245,92003,89289,2714,89289,74058,11823,1322,0,N,N,N,N,2346,N,N,N,N,N,N,N,0,N,N,N,N,1062,2714,N,N,N,N,92003,76691,13305,927,2781,N,1062,92003,3818,1861,610,151,1196,88185,71289,11453,0,2280,0,543,2620,0,2620,35420
302,24013,"9,045","34,707","30,950","41,280",7.8,29.9,26.7,35.6,MD,carroll county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24013,Carroll County,452.69,447.59,373.4,139.4,1198,MD,Carroll,1,675.0,668.0,12.0,10,167319,36730,MD,"Carroll County, MD",1,1,1,"94,339","91,277","3,062",3.2,"$95,956 ",115.5,MD,Carroll County,1,1,1,1,"9,828","8,142","11,514",6.0,5.0,7.0,"2,197","1,640","2,754",6.1,4.6,7.6,"1,528","1,107","1,949",5.7,4.1,7.3,"95,956","90,944","100,968","carroll county, md",0.4,0.2,1907,17,1,1,0,167319,64027.0,79349.0,84760.0,87536.0,91848.0,0.3146485076608306,0.2895310589925519,0.3310523831996225,0.31917154085176386,0.2892496298231861,372,"Carroll County, Maryland",168429,83560,84869,8701,9066,11120,12652,10186,18890,18356,25813,14022,12114,15914,8225,3370,42.1,36578,136522,131851,125633,35162,27509,131851,64471,67380,27509,12328,15181,168429,164232,4197,164232,153478,5767,730,186,N,N,N,N,3359,998,547,180,0,680,517,437,27,N,N,N,N,1415,4197,2143,658,992,0,168429,157675,8314,844,4736,N,1434,168429,6248,681,1103,146,4318,162181,149294,5666,186,3359,27,127,3522,0,3522,63725
303,24015,"7,768","26,586","20,081","16,072",11.0,37.7,28.5,22.8,MD,cecil county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24015,Cecil County,417.84,346.27,292.0,118.7,1199,MD,Cecil,1,182.0,82.0,5.0,5,102416,21069,MD,"Cecil County, MD",1,1,1,"52,632","50,315","2,317",4.4,"$72,739 ",87.6,MD,Cecil County,1,1,1,1,"8,406","6,418","10,394",8.3,6.3,10.3,"2,914","2,049","3,779",12.8,9.0,16.6,"1,789","1,146","2,432",10.5,6.7,14.3,"72,739","68,173","77,305","cecil county, md",1.0,0.5,6217,83,1,5,1,102416,28876.0,37674.0,42494.0,42480.0,45269.0,0.4268943066906774,0.3896586505282157,0.4157057466936509,0.3897598870056497,0.3015308489253131,673,"Cecil County, Maryland",102826,50795,52031,5670,7442,5775,6830,6263,12399,12087,15012,6361,8783,10255,4055,1894,41.3,23118,82700,79708,76399,21866,16204,79708,39062,40646,16204,7619,8585,102826,99946,2880,99946,90629,7325,985,33,N,N,N,N,1403,N,N,N,N,N,N,N,0,N,N,N,N,556,2880,N,N,N,N,102826,92942,9304,585,2363,N,885,102826,4698,1483,1999,308,908,98128,87131,7015,33,1403,0,155,2391,50,2341,42674
304,24017,"7,240","32,983","34,476","30,379",6.9,31.4,32.8,28.9,MD,charles county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24017,Charles County,642.97,457.75,320.2,120.1,1200,MD,Charles,1,98.0,109.0,10.0,10,156021,26064,MD,"Charles County, MD",1,1,1,"85,104","81,805","3,299",3.9,"$92,616 ",111.5,MD,Charles County,1,1,1,1,"10,487","8,209","12,765",6.6,5.2,8.0,"3,559","2,574","4,544",9.3,6.7,11.9,"2,503","1,768","3,238",8.8,6.2,11.4,"92,616","86,446","98,786","charles county, md",2.3,1.3,9703,301,4,10,6,156021,44592.0,58241.0,70127.0,75222.0,78303.0,0.4905139935414424,0.5040092031386824,0.6222282430447617,0.6484007338278696,0.6301291138270564,33,"Charles County, Maryland",161503,77505,83998,9703,10969,10224,11161,11026,20860,20140,25704,10755,11044,12206,5389,2322,38.2,38138,128614,123365,117872,25942,19917,123365,58179,65186,19917,8720,11197,161503,153804,7699,153804,68969,77394,2075,1079,N,N,N,N,5200,N,N,N,N,N,N,N,0,N,N,N,N,1162,7699,2503,831,660,1184,161503,73638,82732,4123,7269,N,1874,161503,9754,3424,2509,126,3695,151749,62159,76768,581,5133,0,344,6764,128,6636,61244
305,24021,"12,884","40,866","46,253","68,432",7.6,24.3,27.5,40.6,MD,frederick county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24021,Frederick County,667.38,660.22,353.5,136.5,1202,MD,Frederick,1,281.0,257.0,18.0,18,246105,46881,MD,"Frederick County, MD",1,1,1,"130,831","126,233","4,598",3.5,"$95,196 ",114.6,MD,Frederick County,1,1,1,1,"15,552","12,936","18,168",6.2,5.2,7.2,"4,320","3,308","5,332",7.4,5.7,9.1,"3,081","2,315","3,847",7.1,5.3,8.9,"95,196","91,485","98,907","frederick county, md",1.9,1.1,38610,181,4,9,3,246105,78661.0,100594.0,111186.0,117115.0,125677.0,0.3906001703512541,0.3926973775771915,0.4857895778245462,0.4708705118900226,0.4497402070386785,34,"Frederick County, Maryland",255648,126543,129105,15098,16857,16653,17478,15266,32605,33575,36628,17546,17122,22016,10175,4629,39.1,59288,202982,196360,187007,47602,36820,196360,96090,100270,36820,16235,20585,255648,246970,8678,246970,207110,26200,1241,304,N,N,N,N,10441,1227,4053,1024,419,933,1196,1589,260,N,N,N,N,2655,8678,2706,1273,3357,0,255648,215162,29364,1835,14278,N,3602,255648,25988,2151,3815,100,19922,229660,185575,25279,91,10365,260,385,7705,243,7462,99032
306,24025,"12,561","46,075","52,724","62,062",7.2,26.6,30.4,35.8,MD,harford county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24025,Harford County,526.64,437.09,560.1,218.6,1204,MD,Harford,2,231.0,257.0,19.0,19,250132,53295,MD,"Harford County, MD",1,1,1,"138,162","133,157","5,005",3.6,"$87,959 ",105.9,MD,Harford County,1,1,1,1,"17,528","14,725","20,331",7.0,5.9,8.1,"5,404","4,259","6,549",9.7,7.6,11.8,"3,562","2,681","4,443",8.6,6.5,10.7,"87,959","84,236","91,682","harford county, md",1.6,0.9,12715,112,2,6,1,250132,91424.0,112728.0,123295.0,125954.0,133672.0,0.3901054427721386,0.35204208359946065,0.3937872582018736,0.3948187433507471,0.3521829552935544,772,"Harford County, Maryland",253956,124169,129787,14289,15959,15790,15813,16325,29996,31434,36757,17592,17996,24914,12301,4790,40.9,56172,204316,197784,189244,52075,42005,197784,95159,102625,42005,18058,23947,253956,244495,9461,244495,198408,35479,1493,490,N,N,N,N,6519,1515,1731,809,362,701,305,1096,180,N,N,N,N,3419,9461,3304,1161,2972,407,253956,207059,39817,2285,9949,733,4256,253956,12036,2632,3446,1111,4847,241920,191398,34969,490,6113,0,448,8502,405,8097,100963
307,24027,"9,527","29,650","42,897","130,437",4.5,14.0,20.2,61.4,MD,howard county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24027,Howard County,253.39,250.74,1144.9,435.8,1205,MD,Howard,1,267.0,267.0,16.0,16,312495,57302,MD,"Howard County, MD",1,1,1,"183,889","178,360","5,529",3.0,"$116,719 ",140.5,MD,Howard County,1,1,1,1,"16,874","13,770","19,978",5.2,4.2,6.2,"4,871","3,670","6,072",6.2,4.7,7.7,"3,389","2,496","4,282",5.7,4.2,7.2,"116,719","111,825","121,613","howard county, md",2.9,1.7,135489,368,4,21,4,312495,112779.0,133810.0,145233.0,153108.0,162193.0,0.5192101366389132,0.5399970106867947,0.59986366734833,0.5969185150351386,0.6325612079436227,152,"Howard County, Maryland",323196,157591,165605,19110,21627,23478,21371,18670,39040,45652,47247,23121,19141,28055,13076,3608,39.2,78570,253875,244626,234870,56714,44739,244626,117406,127220,44739,19882,24857,323196,310922,12274,310922,181707,64624,2403,657,N,N,N,N,59189,18058,12618,2460,318,13437,3246,9052,130,N,N,N,N,4615,12274,4570,1164,3963,0,323196,191935,70343,2335,65105,N,6134,323196,23100,6146,3800,936,12218,300096,163542,62416,294,59164,130,3107,11443,1117,10326,120822
308,24031,"62,517","94,875","135,383","421,720",8.7,13.3,18.9,59.0,MD,montgomery county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24031,Montgomery County,506.95,491.25,1978.2,765.2,1207,MD,Montgomery,6,1716.0,1439.0,143.0,150,1039198,209461,MD,"Montgomery County, MD",1,1,1,"554,989","537,429","17,560",3.2,"$107,758 ",129.7,MD,Montgomery County,1,1,1,1,"72,247","64,145","80,349",6.9,6.1,7.7,"20,168","16,351","23,985",8.4,6.8,10.0,"14,622","11,759","17,485",8.3,6.7,9.9,"107,758","105,247","110,269","montgomery county, md",6.9,8.6,228284,3054,10,48,16,1039198,371688.0,415225.0,439261.0,455992.0,478873.0,0.6253981834226555,0.6597290625564453,0.7158477533858002,0.7092229688240145,0.7472482265652898,153,"Montgomery County, Maryland",1052567,509380,543187,65827,69115,67548,64224,59610,133940,144885,145797,72605,65371,92931,48949,21765,39.2,244087,835782,808480,774268,202674,163645,808480,384753,423727,163645,70804,92841,1052567,998499,54068,998499,542829,196316,3611,2818,N,N,N,N,152890,41916,45033,14389,2894,15268,12211,21179,391,N,N,N,N,103255,54068,12381,2990,16124,1082,1052567,585855,218589,10188,178006,2243,117466,1052567,209033,17673,10521,4158,176681,843534,452893,190069,1807,152005,264,7982,38514,4593,33921,390673
309,24033,"82,288","156,769","172,415","199,620",13.5,25.7,28.2,32.7,MD,prince george's county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24033,Prince George's County,498.84,482.69,1788.8,679.9,1208,MD,Prince Georges,5,490.0,654.0,78.0,89,905161,159437,MD,"Prince George's County, MD",1,1,1,"504,423","483,850","20,573",4.1,"$82,445 ",99.2,MD,Prince George's County,1,1,1,1,"73,777","64,694","82,860",8.3,7.3,9.3,"23,778","19,155","28,401",12.0,9.7,14.3,"15,002","11,453","18,551",10.8,8.3,13.3,"82,445","80,750","84,140","prince george's county, md",5.9,6.4,110582,1709,7,32,16,905161,271909.0,318474.0,374026.0,387744.0,390385.0,0.7948210614580613,0.8180636409879614,0.8886975771737794,0.8973394817198976,0.8813069149685567,35,"Prince George's County, Maryland",909308,437625,471683,59540,54858,56125,57990,61596,132468,122060,126065,64956,53025,75705,32980,11940,37.4,201928,727791,707380,666203,153042,120625,707380,335139,372241,120625,50345,70280,909308,880320,28988,880320,142297,566790,4300,2331,N,N,N,N,37029,9850,6567,10918,372,3017,2420,3885,187,N,N,N,N,131686,28988,8211,1840,4443,3041,909308,163198,586711,10591,46063,625,136400,909308,173295,26442,8224,1886,136743,736013,111468,557311,1677,36938,118,5122,23379,692,22687,333858
310,24037,"7,479","22,068","20,893","23,164",10.2,30.0,28.4,31.5,MD,st. mary's county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24037,St. Mary's County,764.25,357.18,294.4,115.6,1210,,,1,,,,12,110979,18983,MD,"St. Mary's County, MD",3,2,1,"55,295","53,193","2,102",3.8,"$89,964 ",108.3,MD,St. Mary's County,4,3,3,2,"8,770","7,008","10,532",8.0,6.4,9.6,"2,847","2,143","3,551",10.6,8.0,13.2,"1,986","1,447","2,525",10.0,7.3,12.7,"89,964","83,552","96,376","st. mary's county, md",1.6,0.6,7554,274,3,6,2,110979,29501.0,37916.0,44409.0,47824.0,49842.0,0.4037829226127928,0.3633294651334529,0.4283591163953253,0.4121570759451322,0.3517916616508166,674,"St. Mary's County, Maryland",112664,55523,57141,5828,5778,10463,8912,8435,13189,14535,16634,7112,6772,8696,5178,1132,37.5,27201,88694,85463,79732,18702,15006,85463,41977,43486,15006,6818,8188,112664,108622,4042,108622,86881,17155,1131,89,N,N,N,N,2693,N,N,N,N,N,N,N,0,N,N,N,N,1804,4042,1571,660,1634,27,112664,90861,18788,776,4362,N,1919,112664,5995,2239,192,90,3474,106669,82345,16934,89,2693,0,752,3856,115,3741,45998
311,24043,"13,723","37,982","30,357","22,409",13.1,36.4,29.1,21.4,MD,washington county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24043,Washington County,467.34,457.78,322.1,132.8,1213,MD,Washington,1,340.0,362.0,17.0,48,149546,33148,MD,"Washington County, MD",2,2,1,"74,742","71,493","3,249",4.3,"$62,556 ",75.3,MD,Washington County,3,2,2,2,"15,871","13,210","18,532",11.1,9.2,13.0,"5,304","4,011","6,597",16.5,12.5,20.5,"3,566","2,550","4,582",15.1,10.8,19.4,"62,556","60,230","64,882","washington county, md",1.1,0.5,4113,141,2,1,1,149546,47470.0,57904.0,61600.0,62755.0,65991.0,0.3838424267958711,0.3520827576678641,0.4260551948051948,0.3990439008843917,0.3201800245488021,675,"Washington County, Maryland",150926,77920,73006,8304,8269,10673,8495,9488,20066,18604,21438,8382,11141,14612,8703,2751,39.6,32970,121988,117956,112556,31559,26066,117956,59894,58062,26066,11364,14702,150926,145870,5056,145870,124032,16959,1887,184,N,N,N,N,2931,N,N,N,N,N,N,N,843,N,N,N,N,921,5056,3285,96,702,72,150926,128696,20862,532,3865,906,1432,150926,8144,2028,1345,128,4643,142782,118045,16868,117,2931,718,0,4103,0,4103,61621
312,24045,"7,633","20,867","18,468","17,188",11.9,32.5,28.8,26.8,MD,wicomico county,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24045,Wicomico County,400.24,374.44,263.7,110.0,1214,MD,Wicomico,1,418.0,348.0,24.0,24,102014,21277,MD,"Wicomico County, MD",2,2,1,"51,041","48,365","2,676",5.2,"$54,313 ",65.4,MD,Wicomico County,3,2,2,2,"14,327","11,770","16,884",14.6,12.0,17.2,"4,484","3,280","5,688",20.1,14.7,25.5,"3,356","2,451","4,261",20.8,15.2,26.4,"54,313","50,242","58,384","wicomico county, md",1.2,0.5,7332,116,2,2,0,102014,31795.0,37503.0,41854.0,42259.0,42547.0,0.4550715521308382,0.40362104364984136,0.4643761647632245,0.464634752360444,0.4242367264436975,373,"Wicomico County, Maryland",103195,48745,54450,6336,5914,6806,8305,10618,13058,10969,12043,7087,5813,9275,5220,1751,35.5,22715,83402,80480,72376,19341,16246,80480,37031,43449,16246,6951,9295,103195,100347,2848,100347,67846,27727,1337,195,N,N,N,N,3277,N,N,N,N,N,N,N,0,N,N,N,N,1302,2848,1020,480,331,0,103195,70501,29426,894,3655,N,1523,103195,5605,N,N,N,N,97590,64305,27416,0,3277,0,0,2592,75,2517,42469
313,24510,"64,129","126,763","101,071","132,615",15.1,29.9,23.8,31.2,MD,baltimore city,737514.0,737500.0,737497.0,737500.0,737500.0,737500.0,737500.0,737495.0,24510,Baltimore city,92.05,80.94,7671.5,3665.3,1216,,,12,,,,508,619796,115716,MD,"Baltimore city, MD",1,1,1,"289,758","273,304","16,454",5.7,"$50,501 ",60.8,MD,Baltimore city,1,1,1,1,"109,306","97,331","121,281",18.9,16.8,21.0,"31,447","25,839","37,055",26.1,21.4,30.8,"22,635","18,537","26,733",27.3,22.4,32.2,"50,501","49,218","51,784","baltimore city, md",8.4,17.0,289911,3930,11,49,18,619796,192404.0,213563.0,245968.0,254005.0,239402.0,0.8251647574894493,0.8195333461320548,0.8715971183243348,0.8719434656798094,0.8465802290707679,154,"Baltimore city, Maryland",602495,282677,319818,37967,33660,33196,35471,40702,114959,76016,69654,36826,39975,50141,23787,10141,35.5,123114,491977,479381,454928,107962,84069,479381,220247,259134,84069,33869,50200,602495,585434,17061,585434,183276,371664,3517,1600,N,N,N,N,15490,4044,4917,978,326,1768,738,2719,61,N,N,N,N,13343,17061,4620,1571,2920,1675,602495,194713,383157,5910,20437,1970,15732,602495,33061,7433,4029,1680,19919,569434,166647,369090,1467,15490,61,1643,15036,1865,13171,293633
314,25001,"7,448","40,194","46,899","70,795",4.5,24.3,28.4,42.8,MA,barnstable county,737508.0,737501.0,737501.0,737501.0,737501.0,737501.0,737500.0,737495.0,25001,Barnstable County,1305.54,393.72,548.3,407.1,1217,MA,Barnstable,2,410.0,407.0,21.0,34,213900,80676,MA,"Barnstable County, MA",3,2,1,"116,225","111,251","4,974",4.3,"$69,001 ",86.4,MA,Barnstable County,3,2,3,2,"16,661","14,057","19,265",8.0,6.8,9.2,"3,136","2,323","3,949",9.9,7.3,12.5,"2,269","1,635","2,903",9.5,6.8,12.2,"69,001","64,916","73,086","barnstable county, ma",1.2,0.7,3110,129,2,2,1,213900,121086.0,132148.0,132270.0,133115.0,133862.0,0.5150306393802752,0.5460241547355995,0.5614576245558328,0.5320362092927168,0.541079619309438,676,"Barnstable County, Massachusetts",213413,101183,112230,7195,8560,10308,10727,10027,20128,17952,25620,18769,18674,37322,20461,7670,53.8,32580,185817,180833,175153,77074,65453,180833,84572,96261,65453,28524,36929,213413,210442,2971,210442,195181,8036,711,1538,N,N,N,N,3229,N,N,N,N,N,N,N,95,N,N,N,N,2363,2971,721,772,891,53,213413,197916,8909,2613,4151,N,2857,213413,6833,957,1907,226,3743,206580,190122,7781,1469,3229,95,1505,2379,178,2201,164329
315,25003,"8,271","27,750","25,891","31,034",8.9,29.9,27.9,33.4,MA,berkshire county,737508.0,737501.0,737501.0,737501.0,737501.0,737501.0,737500.0,737495.0,25003,Berkshire County,946.43,926.82,141.6,73.9,1218,MA,Berkshire,2,245.0,323.0,24.0,24,127751,37339,MA,"Berkshire County, MA",3,2,1,"66,109","63,440","2,669",4.0,"$58,375 ",73.1,MA,Berkshire County,3,2,3,2,"13,673","11,353","15,993",11.3,9.4,13.2,"3,270","2,484","4,056",15.9,12.1,19.7,"2,314","1,728","2,900",15.2,11.4,19.0,"58,375","54,222","62,528","berkshire county, ma",1.6,0.7,6275,174,2,2,1,127751,59411.0,65291.0,66130.0,64486.0,64803.0,0.6385012876403361,0.7312340138763382,0.7494026916679268,0.7574202152405173,0.6745675354536056,374,"Berkshire County, Massachusetts",126348,61499,64849,5001,5881,6026,7914,8430,13694,12813,16737,9994,10619,16618,8792,3829,47.3,21564,108235,104784,99141,36854,29239,104784,50086,54698,29239,12765,16474,126348,122722,3626,122722,113854,3940,862,374,N,N,N,N,2133,N,N,N,N,N,N,N,189,N,N,N,N,2232,3626,2036,206,722,78,126348,117305,6178,714,2884,N,2760,126348,6402,654,3222,20,2506,119946,110577,3874,155,2133,189,378,2640,0,2640,69393
316,25005,"58,891","116,818","105,441","109,080",15.1,29.9,27.0,28.0,MA,bristol county,737508.0,737501.0,737501.0,737501.0,737501.0,737501.0,737500.0,737495.0,25005,Bristol County,691.23,553.1,991.3,416.8,1219,MA,Bristol,4,1492.0,1322.0,96.0,96,557016,124173,MA,"Bristol County, MA",1,1,1,"302,918","289,955","12,963",4.3,"$66,005 ",82.7,MA,Bristol County,1,1,1,1,"59,147","52,549","65,745",10.8,9.6,12.0,"16,341","13,703","18,979",14.3,12.0,16.6,"10,743","8,752","12,734",12.6,10.3,14.9,"66,005","64,147","67,863","bristol county, ma",2.4,2.1,20935,212,3,8,2,557016,211337.0,232878.0,243120.0,241509.0,248959.0,0.645059786028949,0.6348989599704566,0.6040679499835472,0.5919530949157175,0.5203266401294993,773,"Bristol County, Massachusetts",564022,273114,290908,29409,30489,35534,36042,36674,71902,69960,79510,39823,39823,55249,26366,13241,40.9,116098,461547,447924,426207,118849,94856,447924,213997,233927,94856,40629,54227,564022,547950,16072,547950,473728,25062,2691,753,N,N,N,N,13053,2835,5140,442,144,295,1935,2262,127,N,N,N,N,35227,16072,5048,2521,2059,192,564022,487342,33309,4167,15490,649,40669,564022,47555,3250,27168,605,16532,516467,453848,23165,436,12821,127,11689,14381,3803,10578,236308
