,FIPS,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
687,34035,"Somerset County, New Jersey",331164,161936,169228,16889,17443,24467,21089,19964,36719,44330,49692,24523,24429,28538,15854,7227,41.7,72516,266674,258648,246825,66837,51619,258648,124675,133973,51619,22209,29410,331164,321787,9377,321787,220871,32082,2218,500,N,N,N,N,61353,31974,14228,5908,843,2636,1421,4343,0,N,N,N,N,6981,9377,2228,117,2076,151,331164,228214,36027,2127,65147,N,10374,331164,49623,4025,7721,3978,33899,281541,183424,30050,330,61124,0,281,6332,1053,5279,127016
688,34037,"Sussex County, New Jersey",140799,70186,70613,6699,6920,8580,9121,8351,15815,15713,21491,12508,11925,14613,7116,1947,44.6,28019,116864,112780,107965,30069,23676,112780,55659,57121,23676,11142,12534,140799,138647,2152,138647,131040,3364,754,88,N,N,N,N,3090,1250,675,400,96,433,0,236,66,N,N,N,N,999,2152,433,362,735,0,140799,133110,4112,489,4058,N,1328,140799,12168,258,3078,2562,6270,128631,120749,3025,61,2938,0,35,1823,0,1823,62472
689,35005,"Chaves County, New Mexico",64689,32254,32435,4092,4513,4834,5084,4085,8312,7341,7692,3419,4487,5905,3366,1559,36.9,16484,50308,48205,45166,13095,10830,48205,23484,24721,10830,5033,5797,64689,63043,1646,63043,54650,1854,741,640,N,N,N,N,467,N,N,N,N,N,N,N,0,N,N,N,N,5432,1646,N,N,N,N,64689,55622,1960,1421,628,N,6538,64689,37003,N,N,N,N,27686,N,N,N,N,N,N,N,N,N,27428
690,35013,"DoÌ±a Ana County, New Mexico",217522,106963,110559,13604,15085,15486,16523,22577,28055,24386,22848,12347,11825,19851,11810,3125,33.6,52231,170868,165291,153538,42862,34786,165291,80691,84600,34786,16362,18424,217522,212933,4589,212933,192259,4341,785,2650,N,N,N,N,2084,N,N,N,N,N,N,N,73,N,N,N,N,11526,4589,640,489,1768,294,217522,196345,5373,3661,3931,N,12826,217522,149162,N,N,N,N,68360,57996,3860,1949,1924,0,193,2438,393,2045,89060
691,35061,"Valencia County, New Mexico",76456,39134,37322,4589,5805,4583,5348,3813,10006,9789,8419,4401,6028,8244,3677,1754,39.7,17895,60710,58561,55686,17077,13675,58561,29140,29421,13675,6416,7259,76456,73140,3316,73140,61354,1102,1069,2564,N,N,N,N,508,N,N,N,N,N,N,N,0,N,N,N,N,7612,3316,N,N,N,N,76456,64670,1156,4913,621,N,8407,76456,46654,N,N,N,N,29802,24375,1036,1768,429,0,105,2089,276,1813,31409
692,36065,"Oneida County, New York",229577,113987,115590,12745,13780,14365,14672,13912,30285,24998,29494,15652,17119,23065,12601,6889,41.0,48649,185887,180928,170641,52222,42555,180928,89512,91416,42555,18586,23969,229577,224658,4919,224658,195773,15517,965,580,N,N,N,N,9806,419,833,443,31,427,1057,6596,0,N,N,N,N,2982,4919,2291,459,822,3,229577,199756,18072,1161,10824,N,4126,229577,13916,1153,7570,60,5133,215661,187252,14821,565,9598,0,0,3425,0,3425,105447
693,36075,"Oswego County, New York",117898,59222,58676,6162,6045,7534,9102,8771,14844,12574,16103,9824,7490,11699,6041,1709,39.4,24424,97154,93474,86838,23360,19449,93474,46986,46488,19449,8990,10459,117898,115556,2342,115556,112120,1609,405,158,N,N,N,N,971,45,190,267,195,189,0,85,31,N,N,N,N,667,2342,516,806,369,60,117898,114018,2315,1154,1626,N,1206,117898,3158,416,2119,30,593,114740,110605,1383,158,821,0,0,1773,64,1709,54624
694,36081,"Queens County, New York",2278906,1105577,1173329,141025,114733,131467,114739,130400,366269,313311,308299,159360,141673,201575,110882,45173,39.2,458368,1869987,1820538,1750152,435146,357630,1820538,870620,949918,357630,151243,206387,2278906,2192666,86240,2192666,848180,419389,6208,10219,N,N,N,N,588677,134636,243947,41495,7143,45874,4308,111274,822,N,N,N,N,325379,86240,11760,3788,18491,1609,2278906,902599,453080,21234,627785,5306,361992,2278906,639612,86594,105226,8378,439414,1639294,563400,392589,6153,585745,822,37501,53084,13115,39969,865809
695,36085,"Richmond County, New York",476179,230765,245414,27413,28482,29742,29915,27976,64892,59313,65569,32166,33657,45983,22470,8601,40.1,104037,384432,372142,356111,98085,77054,372142,177463,194679,77054,33233,43821,476179,464095,12084,464095,347986,47098,2703,451,N,N,N,N,48714,10719,22225,4362,51,2909,702,7746,197,N,N,N,N,19649,12084,4862,429,2272,119,476179,357722,54888,1556,52604,260,22721,476179,88888,15510,44395,1540,27443,387291,286360,42991,41,48553,0,768,8578,817,7761,181186
696,36101,"Steuben County, New York",95796,48423,47373,5064,6200,5521,5729,5151,10970,11318,12561,7346,7273,10810,5693,2160,42.9,20389,78099,75407,72378,22620,18663,75407,37819,37588,18663,8679,9984,95796,94151,1645,94151,90696,1347,391,37,N,N,N,N,1564,N,N,N,N,N,N,N,0,N,N,N,N,507,1645,N,N,N,N,95796,92341,2219,581,1712,N,554,95796,1629,N,N,N,N,94167,89611,1302,37,1564,0,60,1593,0,1593,49684
697,36119,"Westchester County, New York",967612,468837,498775,53737,56684,62385,63626,60610,111221,123159,138580,69293,62980,88333,50422,26582,40.9,211845,783313,755767,718592,200656,165337,755767,359435,396332,165337,70421,94916,967612,938316,29296,938316,610737,143734,4281,2677,N,N,N,N,58946,21450,14405,5525,4810,4243,516,7997,223,N,N,N,N,121999,29296,8669,1688,6891,1036,967612,633317,158732,8854,68609,1272,129006,967612,243261,45006,50487,7267,140501,724351,511494,130197,1270,58582,0,4348,18460,546,17914,375864
698,37097,"Iredell County, North Carolina",178435,87384,91051,9938,10278,13423,11142,10176,20993,23617,26238,14059,10704,16741,8579,2547,40.0,41060,142536,137375,130805,34649,27867,137375,66932,70443,27867,12474,15393,178435,170773,7662,170773,144822,17120,2085,1808,N,N,N,N,4624,N,N,N,N,N,N,N,344,N,N,N,N,2055,7662,2333,4316,641,33,178435,152389,19625,6157,5404,N,2287,178435,13936,8018,1326,256,4336,164499,135113,16376,1392,4624,0,52,6942,70,6872,75611
699,37109,"Lincoln County, North Carolina",83770,41363,42407,3970,3753,6240,5589,3632,9004,10064,14360,7512,5365,8903,4014,1364,44.7,17649,68773,66121,63221,17293,14281,66121,32286,33835,14281,6379,7902,83770,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,83770,77586,5638,434,N,N,938,83770,5999,N,N,N,N,77771,70859,4754,0,181,65,494,1418,33,1385,36768
700,37147,"Pitt County, North Carolina",179914,83813,96101,10800,9713,11498,15494,21238,26668,21651,19768,8738,10806,14375,6856,2309,32.2,38427,145695,141487,128209,30303,23540,141487,64118,77369,23540,9985,13555,179914,175897,4017,175897,103416,62463,1477,967,N,N,N,N,3697,915,921,492,397,603,96,273,0,N,N,N,N,5354,4017,1901,260,785,96,179914,106436,65361,1323,5184,N,5378,179914,11419,7147,1100,160,3012,168495,97636,62442,579,3697,0,235,3906,0,3906,80244
701,38017,"Cass County, North Dakota",181516,93155,88361,13153,12726,9939,11411,18882,31822,24471,18395,8250,10868,12327,6066,3206,32.4,40853,143997,140663,130891,27616,21599,140663,71411,69252,21599,9833,11766,181516,177633,3883,177633,155954,12097,534,2075,N,N,N,N,6669,2657,569,378,43,764,531,1727,0,N,N,N,N,838,3883,410,2040,913,0,181516,159837,12721,4329,7831,N,1144,181516,5008,N,N,N,N,176508,152958,12097,1720,6669,0,26,3038,0,3038,83903
702,38101,"Ward County, North Dakota",67744,36023,31721,4752,4659,4341,3703,7127,12494,8671,6537,3787,3211,4562,2476,1424,31.4,15949,53531,51795,49093,10422,8462,51795,27497,24298,8462,3948,4514,67744,65037,2707,65037,58729,2863,869,1268,N,N,N,N,1224,N,N,N,N,N,N,N,167,N,N,N,N,786,2707,991,774,462,0,67744,61421,3854,2486,1701,N,1258,67744,4259,N,N,N,N,63485,55869,2751,1268,1174,167,0,2256,21,2235,33203
703,39101,"Marion County, Ohio",65256,34660,30596,3755,4329,3542,3880,4053,8788,7939,8401,4678,4484,6753,2965,1689,41.3,13958,52627,51298,49044,13776,11407,51298,27557,23741,11407,5221,6186,65256,63016,2240,63016,58259,3627,783,239,N,N,N,N,459,N,N,N,N,N,N,N,74,N,N,N,N,358,2240,N,N,N,N,65256,60427,5323,658,498,203,476,65256,1801,N,N,N,N,63455,57491,3172,136,459,74,24,2099,0,2099,27907
704,39173,"Wood County, Ohio",130696,64457,66239,7079,7326,7376,11561,15919,15805,14175,14810,7933,8661,11728,5533,2790,35.2,26382,107317,104314,92395,24792,20051,104314,51193,53121,20051,8950,11101,130696,127148,3548,127148,119500,3594,485,293,N,N,N,N,2210,N,N,N,N,N,N,N,45,N,N,N,N,1506,3548,893,1249,811,20,130696,122876,4787,1643,3095,N,1926,130696,7432,5665,308,238,1221,123264,115073,3566,168,2158,45,0,2254,0,2254,54092
705,41051,"Multnomah County, Oregon",811880,402662,409218,44657,42454,41765,41234,46492,152566,134084,106438,50414,42914,68421,28799,11642,37.6,152900,674392,658980,633973,134840,108862,658980,323816,335164,108862,47994,60868,811880,770773,41107,770773,636383,45483,3296,7906,784,341,437,317,64309,4565,15572,6846,3340,3313,18386,12287,5500,1329,663,189,3319,11192,41107,10199,8358,13671,1194,811880,674690,59459,19720,79948,7315,15024,811880,95385,68845,2467,3371,20702,716495,559625,43914,6660,63589,5419,2648,34640,826,33814,353878
706,41071,"Yamhill County, Oregon",107002,52963,54039,6110,6590,6813,7999,7567,13187,14715,12354,6603,7240,10561,5102,2161,38.5,23716,86169,83286,76747,21878,17824,83286,41179,42107,17824,8108,9716,107002,103136,3866,103136,95193,260,157,1271,N,N,N,N,1442,N,N,N,N,N,N,N,1279,N,N,N,N,3691,3866,197,1517,1348,0,107002,98874,457,2788,3046,1727,4047,107002,17306,15894,333,125,954,89696,82156,192,1185,1442,1266,190,3265,0,3265,39394
707,42003,"Allegheny County, Pennsylvania",1218452,588659,629793,64027,59164,65767,70727,75482,187387,143427,146536,85273,90743,127349,68737,33833,40.5,227749,1015769,990703,945318,282762,229919,990703,472588,518115,229919,96901,133018,1218452,1184854,33598,1184854,971262,157323,4194,1466,N,N,N,N,48655,15412,15293,1920,656,2967,1926,10481,157,N,N,N,N,5991,33598,17153,2453,5999,2540,1218452,1000184,180319,8430,56657,561,8526,1218452,26562,10205,6150,1221,8986,1191890,953335,155873,1293,48154,157,2323,30755,933,29822,602410
708,42011,"Berks County, Pennsylvania",420152,205971,214181,24088,25468,27230,30031,27433,51764,47962,56659,30661,26541,40863,20592,10860,40.2,93630,337231,326522,307867,87689,72315,326522,158960,167562,72315,32354,39961,420152,406938,13214,406938,349164,21274,2604,384,N,N,N,N,6085,1061,1835,406,65,1051,1246,421,0,N,N,N,N,30031,13214,7046,948,744,35,420152,360450,29718,2493,7380,723,33845,420152,92169,14333,46999,945,29892,327983,297614,17577,281,5997,0,561,5953,360,5593,167383
709,42021,"Cambria County, Pennsylvania",131730,65065,66665,6462,5803,8286,8517,8065,13671,13903,16816,9709,10834,16239,9060,4365,45.9,25226,109575,106504,101148,35865,29664,106504,52263,54241,29664,12964,16700,131730,128740,2990,128740,123050,4361,752,130,N,N,N,N,444,N,N,N,N,N,N,N,137,N,N,N,N,618,2990,1615,333,347,101,131730,125730,6455,720,1177,339,639,131730,2182,905,545,25,707,129548,121706,3989,66,444,137,443,2763,14,2749,66035
710,42071,"Lancaster County, Pennsylvania",543557,265726,277831,35227,32409,38814,36951,33386,70701,61646,65562,35817,34293,53268,33350,12133,38.7,127711,430023,415846,392647,119696,98751,415846,200562,215284,98751,43795,54956,543557,531115,12442,531115,476288,24117,2912,1484,N,N,N,N,12368,2564,2366,288,216,412,3148,3374,222,N,N,N,N,16636,12442,5779,1116,2848,128,543557,487499,31828,3163,16278,N,17646,543557,58761,4170,35367,3742,15482,484796,442555,19053,882,11805,153,990,9358,150,9208,212243
711,42107,"Schuylkill County, Pennsylvania",142067,73336,68731,6753,6371,9740,7783,6977,18317,15892,20461,10559,10335,16243,8488,4148,44.6,28190,117900,113877,110350,35236,28879,113877,58635,55242,28879,12873,16006,142067,140311,1756,140311,132576,5390,1144,373,N,N,N,N,714,N,N,N,N,N,N,N,0,N,N,N,N,1258,1756,649,375,354,86,142067,134246,6219,834,1147,N,1471,142067,6787,1097,2613,262,2815,135280,128679,4160,129,714,0,34,1564,21,1543,69918
712,42129,"Westmoreland County, Pennsylvania",350611,171859,178752,15538,17447,19079,19351,18095,37323,37976,48736,28171,29459,44074,24592,10770,47.4,64119,294601,286492,275874,97526,79436,286492,139051,147441,79436,34925,44511,350611,345689,4922,345689,331653,9092,998,198,N,N,N,N,3558,N,N,N,N,N,N,N,148,N,N,N,N,1040,4922,2691,867,672,19,350611,336462,12180,1425,4382,206,1277,350611,4350,1533,1892,421,504,346261,327890,9038,198,3484,124,821,4706,100,4606,170772
713,45035,"Dorchester County, South Carolina",160647,78351,82296,9562,12983,9743,11765,9063,20598,23475,20725,11297,8997,14149,6307,1983,37.4,39214,126542,121433,114225,26993,22439,121433,57991,63442,22439,9944,12495,160647,154104,6543,154104,107363,40410,2032,102,N,N,N,N,2639,N,N,N,N,N,N,N,492,N,N,N,N,3098,6543,1618,1621,362,135,160647,112060,42727,2341,4712,N,5607,160647,8955,3757,1106,0,4092,151692,101677,39776,102,2639,492,1626,5380,1507,3873,61654
714,45083,"Spartanburg County, South Carolina",313888,151082,162806,17673,19840,22597,20958,20858,42590,36913,41762,20532,19987,29925,15711,4542,38.0,72372,248960,241516,228128,60765,50178,241516,115280,126236,50178,21843,28335,313888,305781,8107,305781,230310,63608,1641,620,N,N,N,N,6695,1406,1243,448,271,156,781,2390,84,N,N,N,N,4464,8107,2902,1252,1624,508,313888,236671,68075,2561,9109,478,5164,313888,22259,13829,765,833,6832,291629,213469,63424,515,6695,20,172,7334,222,7112,131448
715,47155,"Sevier County, Tennessee",97892,48788,49104,5535,4734,6420,6077,4853,11796,11264,13539,8125,6389,11832,5337,1991,43.0,20174,80254,77718,74567,22611,19160,77718,37624,40094,19160,8744,10416,97892,97002,890,97002,95845,152,155,113,N,N,N,N,337,N,N,N,N,N,N,N,0,N,N,N,N,555,890,N,N,N,N,97892,96735,413,348,570,N,602,97892,6134,N,N,N,N,91758,N,N,N,N,N,N,N,N,N,58279
716,48099,"Coryell County, Texas",74808,37030,37778,4995,4121,5527,4875,8414,12135,10848,9340,4111,3143,4391,2358,550,32.9,17218,59586,57590,52644,9185,7299,57590,28464,29126,7299,3169,4130,74808,68553,6255,68553,53881,11903,1560,318,N,N,N,N,1560,N,N,N,N,N,N,N,96,N,N,N,N,795,6255,2191,1926,779,200,74808,59449,14800,3302,2557,602,858,74808,14001,8444,2704,179,2674,60807,43323,10829,278,1560,96,0,4721,0,4721,26850
717,48231,"Hunt County, Texas",96493,47884,48609,6220,5441,7580,7900,6248,11166,11768,12062,6031,7293,8756,5025,1003,38.8,23048,75537,73445,67725,19461,14784,73445,35828,37617,14784,6715,8069,96493,95852,641,95852,77998,8376,203,1622,N,N,N,N,1556,N,N,N,N,N,N,N,0,N,N,N,N,6300,641,N,N,N,N,96493,78622,8473,1960,1738,N,6300,96493,16395,N,N,N,N,80098,68435,8376,1108,1547,0,53,579,0,579,38087
718,48339,"Montgomery County, Texas",590925,294399,296526,40380,41196,47479,40999,34082,75166,81263,79999,40934,31013,49292,23511,5611,37.5,155734,452956,435191,414045,95049,78414,435191,213475,221716,78414,35128,43286,590925,575060,15865,575060,508494,30101,3015,2222,N,N,N,N,18352,7378,3190,3170,236,179,1696,2503,229,N,N,N,N,15662,15865,5449,3464,2558,0,590925,523030,35749,5863,22063,1426,18859,590925,146414,101675,3433,2025,39281,444511,384260,28628,912,18039,101,415,12156,734,11422,222600
719,48367,"Parker County, Texas",138371,68668,69703,8504,9315,10123,10472,6779,17194,16502,19264,10377,8485,13043,6363,1950,39.5,34227,108544,104144,98926,26685,21356,104144,51286,52858,21356,10181,11175,138371,135251,3120,135251,129550,2231,739,1662,N,N,N,N,1063,N,N,N,N,N,N,N,227,N,N,N,N,518,3120,N,N,N,N,138371,131850,3170,3296,1377,N,1578,138371,17686,N,N,N,N,120685,114674,2231,1129,985,227,68,1371,0,1371,50820
720,48485,"Wichita County, Texas",132064,67373,64691,8351,7680,8877,11444,11494,19296,16221,13262,8780,7497,10811,6000,2351,34.5,29552,105734,102512,93334,23973,19162,102512,53096,49416,19162,8212,10950,132064,127945,4119,127945,103422,14383,775,1287,N,N,N,N,3261,N,N,N,N,N,N,N,0,N,N,N,N,5592,4119,1534,1067,574,46,132064,107396,16007,2444,3972,321,6224,132064,25675,22707,1246,232,1490,106389,85349,14109,767,2970,0,187,3007,60,2947,56007
721,51015,"Augusta County, Virginia",75457,38441,37016,3449,3288,5211,4035,3532,8609,9259,10320,5419,6236,9242,4930,1927,45.3,14362,62717,61095,58721,19348,16099,61095,31192,29903,16099,7313,8786,75457,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75457,71009,4396,398,558,N,464,75457,2170,N,N,N,N,73287,N,N,N,N,N,N,N,N,N,32723
722,51087,"Henrico County, Virginia",329261,156568,172693,19677,21917,19944,20049,19268,46263,44029,44292,21511,20748,30230,13757,7576,39.3,74468,262611,254793,244345,64607,51563,254793,118461,136332,51563,21587,29976,329261,315316,13945,315316,184523,94961,3165,701,N,N,N,N,28428,12557,3767,1558,159,553,5069,4765,0,N,N,N,N,6703,13945,5829,1566,3058,1039,329261,197135,103377,4591,31873,N,7450,329261,19146,6087,2761,652,9646,310115,172637,94868,48,28428,0,907,13227,296,12931,138176
723,51121,"Montgomery County, Virginia",98985,51636,47349,3560,3507,4579,12950,18585,13909,8982,10613,5386,4771,7235,3302,1606,28.4,14304,86672,84681,68296,15452,12143,84681,44267,40414,12143,5280,6863,98985,97849,1136,97849,84925,4448,597,365,N,N,N,N,7318,2531,1598,318,0,698,1031,1142,70,N,N,N,N,723,1136,N,N,N,N,98985,86039,5022,N,7762,N,841,98985,3286,794,546,94,1852,95699,82693,4338,365,7318,70,0,915,0,915,40710
724,51550,"Chesapeake city, Virginia",242634,118384,124250,15072,17523,15751,16047,14803,34222,33733,31055,18070,14313,19636,9258,3151,37.1,58199,189761,184435,174674,39643,32045,184435,89348,95087,32045,13891,18154,242634,233610,9024,233610,146670,72849,2016,212,N,N,N,N,9053,1326,1278,3825,420,668,1020,516,128,N,N,N,N,4698,9024,3032,1316,1952,430,242634,154270,77688,2460,12604,810,5177,242634,15846,4615,4471,671,6089,226788,137621,70954,212,8754,128,612,8507,0,8507,91783
725,51650,"Hampton city, Virginia",134313,64444,69869,8344,6137,8461,8863,12393,20709,14893,15392,10499,7927,12090,5781,2824,36.6,27543,109757,106770,99435,24932,20695,106770,50609,56161,20695,8612,12083,134313,128039,6274,128039,55091,67768,1653,317,N,N,N,N,2668,N,N,N,N,N,N,N,237,N,N,N,N,1958,6274,2876,110,1401,0,134313,60292,71769,760,5084,803,2535,134313,8086,N,N,N,N,126227,50237,67216,243,2668,237,605,5021,136,4885,60096
726,51760,"Richmond city, Virginia",228783,107729,121054,13179,9420,10967,14555,19536,50447,27896,24378,14917,13275,18282,6998,4933,34.0,39707,193398,189076,176364,38011,30213,189076,88173,100903,30213,12292,17921,228783,222179,6604,222179,108092,106543,1780,236,N,N,N,N,5502,1886,920,838,37,719,699,403,0,N,N,N,N,1806,6604,2703,835,1074,558,228783,113866,110638,2017,6975,198,2320,228783,16176,4015,1276,379,10506,212607,94939,105654,106,5419,0,441,6048,206,5842,101081
727,51770,"Roanoke city, Virginia",99920,47479,52441,7311,6876,4839,4858,5867,15504,13744,11332,5841,6843,10452,3402,3051,38.1,22229,79177,77691,74815,20920,16905,77691,35687,42004,16905,6596,10309,99920,95432,4488,95432,61938,29378,1878,162,N,N,N,N,3048,N,N,N,N,N,N,N,0,N,N,N,N,906,4488,N,N,N,N,99920,66093,32563,N,3824,N,1371,99920,6538,368,1679,1443,3048,93382,57831,28130,162,3048,0,361,3850,0,3850,47009
728,53029,"Island County, Washington",84460,42186,42274,4336,3283,5068,3782,5617,12234,8769,8538,5382,6648,12673,6296,1834,44.2,14684,71556,69776,67690,24801,20803,69776,34755,35021,20803,9745,11058,84460,78971,5489,78971,71787,1717,657,379,N,N,N,N,3551,N,N,N,N,N,N,N,254,N,N,N,N,1283,5489,314,1288,337,0,84460,76303,3096,3551,5670,957,2231,84460,6859,5399,413,153,894,77601,66281,1717,379,3551,254,563,4856,548,4308,42274
729,54011,"Cabell County, West Virginia",93224,44918,48306,4918,4804,5632,6506,9005,12131,10642,10785,6103,5714,9817,5469,1698,38.3,18444,76498,74780,69636,20062,16984,74780,35533,39247,16984,7385,9599,93224,90411,2813,90411,84076,4272,887,330,N,N,N,N,974,N,N,N,N,N,N,N,24,N,N,N,N,735,2813,1082,324,570,68,93224,86335,5669,1076,1995,N,1169,93224,1275,N,N,N,N,91949,83698,4272,330,889,24,286,2450,71,2379,46324
730,55027,"Dodge County, Wisconsin",87847,45847,42000,3734,4229,5796,5188,4473,10503,11706,12354,7558,6735,8632,4318,2621,43.0,17381,72499,70466,68407,18868,15571,70466,37104,33362,15571,7030,8541,87847,86778,1069,86778,81092,2812,281,292,N,N,N,N,789,N,N,N,N,N,N,N,39,N,N,N,N,1754,1069,450,375,131,2,87847,82159,3264,669,920,N,1865,87847,4301,N,N,N,N,83546,78723,2794,292,680,39,60,958,0,958,37912
731,55035,"Eau Claire County, Wisconsin",104534,52101,52433,6016,5391,6106,7932,13957,13479,11497,11080,6644,5743,9766,5093,1830,34.5,20982,86017,83552,76485,20247,16689,83552,40979,42573,16689,7513,9176,104534,102144,2390,102144,95986,661,373,58,N,N,N,N,5320,N,N,N,N,N,N,N,0,N,N,N,N,119,2390,N,N,N,N,104534,98376,1998,N,6049,N,N,104534,2672,N,N,N,N,101862,93596,661,58,5320,0,0,2227,145,2082,44400
732,55039,"Fond du Lac County, Wisconsin",103066,50550,52516,6590,5557,6003,6145,6271,12461,11821,14302,7289,7615,10855,5187,2970,41.3,22030,83684,81036,77045,23221,19012,81036,39304,41732,19012,8503,10509,103066,100813,2253,100813,97095,2801,991,442,N,N,N,N,298,N,N,N,N,N,N,N,0,N,N,N,N,177,2253,N,N,N,N,103066,99348,4464,745,564,N,N,103066,5426,3150,509,162,1605,97640,91994,2748,442,298,0,18,2140,0,2140,45361
733,55063,"La Crosse County, Wisconsin",118230,57208,61022,6261,5916,7156,9205,13705,15196,12803,13943,7154,7769,10745,5560,2817,36.5,23383,97241,94847,86734,23813,19122,94847,45528,49319,19122,8531,10591,118230,116214,2016,116214,107165,2283,389,457,N,N,N,N,5264,N,N,N,N,N,N,N,0,N,N,N,N,1045,2016,611,448,894,0,118230,109181,2894,905,6221,N,1045,118230,2336,N,N,N,N,115894,105994,2241,441,5264,0,47,1907,0,1907,50573
734,55141,"Wood County, Wisconsin",73055,36342,36713,4233,4387,4193,4396,3646,8230,8332,9066,6352,5280,8175,4874,1891,43.9,15666,59152,57389,54783,18315,14940,57389,28540,28849,14940,6828,8112,73055,71250,1805,71250,68932,778,689,573,N,N,N,N,535,N,N,N,N,N,N,N,10,N,N,N,N,422,1805,N,N,N,N,73055,70737,2162,985,535,N,N,73055,2259,N,N,N,N,70796,67231,778,384,535,10,104,1754,0,1754,35186
735,72061,"Guaynabo Municipio, Puerto Rico",83787,40174,43613,2956,3548,4083,4182,5816,10530,10307,11232,5820,6481,9840,6509,2483,45.7,13345,72581,70442,68055,22276,18832,70442,32616,37826,18832,7795,11037,83787,77366,6421,77366,62126,7391,2382,78,N,N,N,N,121,N,N,N,N,N,N,N,0,N,N,N,N,7650,6421,N,N,N,N,83787,68059,13020,577,N,N,8635,83787,82591,167,78297,956,3171,1196,N,N,N,N,N,N,N,N,N,40082
736,1049,"DeKalb County, Alabama",71385,35048,36337,3989,3851,6121,5079,4176,8645,8261,9548,4533,4921,7377,3342,1542,39.5,17145,57239,54240,51984,15204,12261,54240,26083,28157,12261,5423,6838,71385,70116,1269,70116,60157,1335,201,868,N,N,N,N,173,N,N,N,N,N,N,N,0,N,N,N,N,7583,1269,N,N,N,N,71385,61426,1348,1722,588,N,7583,71385,10595,N,N,N,N,60790,57199,1335,814,173,0,0,1269,0,1269,31656
737,1073,"Jefferson County, Alabama",659300,312159,347141,41749,42651,40669,40760,41548,95714,84162,80533,41326,45488,61976,31130,11594,38.2,149547,527740,509753,483902,131563,104700,509753,235778,273975,104700,43526,61174,659300,646626,12674,646626,341227,282596,2292,1786,N,N,N,N,9564,3613,1844,697,351,1246,272,1541,724,N,N,N,N,10729,12674,4822,1686,2369,952,659300,351092,288682,4517,13687,1100,12896,659300,26246,18305,1845,665,5431,633054,326993,281806,1456,9564,724,972,11539,1259,10280,309579
