,FIPS,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
349,12017,"Citrus County, Florida",147929,72104,75825,5753,5928,6220,6485,5444,12180,11427,16150,10063,14447,29459,17563,6810,57.2,21949,128567,125980,122094,63023,53832,125980,61363,64617,53832,26184,27648,147929,144743,3186,144743,136707,4284,1293,430,N,N,N,N,2155,N,N,N,N,N,N,N,0,N,N,N,N,1167,3186,1075,599,793,0,147929,139670,5359,1252,2948,N,1746,147929,8800,1993,3227,1696,1884,139129,129632,3801,430,2043,0,616,2607,0,2607,79988
350,12109,"St. Johns County, Florida",254261,124435,129826,11639,14816,18574,19259,11102,21687,32431,36802,18186,18025,31588,15578,4574,44.3,54889,205592,199372,186770,63166,51740,199372,96493,102879,51740,24442,27298,254261,248563,5698,248563,224296,14093,957,819,N,N,N,N,7638,2258,982,2384,45,755,211,1003,0,N,N,N,N,1717,5698,559,1125,1900,0,254261,229774,15587,2825,10721,N,2287,254261,18315,1488,6468,3846,6513,235946,209047,13923,341,7638,0,485,4512,102,4410,110837
351,13031,"Bulloch County, Georgia",77296,38232,39064,4262,3211,5673,10372,11927,9320,7846,8365,3360,4415,5174,2408,963,28.1,14940,63454,62356,49560,11447,8545,62356,30612,31744,8545,3748,4797,77296,72748,4548,72748,49991,20136,1796,0,N,N,N,N,1108,N,N,N,N,N,N,N,1161,N,N,N,N,352,4548,N,N,N,N,77296,54025,23332,N,1301,N,1792,77296,3188,N,N,N,N,74108,48824,20045,0,1108,1161,171,2799,10,2789,31413
352,13045,"Carroll County, Georgia",118121,58237,59884,6405,8279,8460,10122,9768,16107,13574,15519,6290,6809,10265,5262,1261,34.9,28077,93282,90044,82167,20657,16788,90044,43419,46625,16788,7753,9035,118121,114763,3358,114763,86164,22574,2119,1960,N,N,N,N,312,N,N,N,N,N,N,N,0,N,N,N,N,3753,3358,N,N,N,N,118121,89346,24346,2108,N,N,4239,118121,8453,1390,1058,569,5436,109668,N,N,N,N,N,N,N,N,N,45537
353,13067,"Cobb County, Georgia",756865,366941,389924,46770,47455,52596,50760,48053,111257,106756,107868,50888,41634,58731,24744,9353,36.7,178195,601280,578670,548928,117308,92828,578670,276960,301710,92828,40597,52231,756865,732068,24797,732068,437149,208527,5012,1875,N,N,N,N,43013,18085,6067,4194,1200,4757,2525,6185,1444,N,N,N,N,40060,24797,9707,1312,3313,297,756865,456944,224977,5147,48147,2187,46667,756865,99824,52063,15473,2964,29324,657041,386869,202481,1775,42079,1165,4942,17730,892,16838,302644
354,13115,"Floyd County, Georgia",97927,46055,51872,6356,5198,7017,7235,6592,13437,11392,12109,5711,6347,9158,5532,1843,38.4,22625,78167,75302,71101,20975,16533,75302,35063,40239,16533,6700,9833,97927,95528,2399,95528,78436,13648,997,299,N,N,N,N,1807,N,N,N,N,N,N,N,0,N,N,N,N,1338,2399,N,N,N,N,97927,80773,15360,N,1807,N,1681,97927,11059,N,N,N,N,86868,69314,13486,125,1709,0,327,1907,0,1907,40639
355,13139,"Hall County, Georgia",202148,100325,101823,13104,13726,15229,15685,11939,27247,24099,26609,13187,11245,17504,9377,3197,36.8,51279,157289,150869,141465,36086,30078,150869,74140,76729,30078,13843,16235,202148,196832,5316,196832,174232,13415,2162,576,N,N,N,N,3392,N,N,N,N,N,N,N,0,N,N,N,N,5217,5316,2673,407,997,155,202148,178786,16808,1138,4944,N,5866,202148,58589,47152,1237,963,9237,143559,121551,12798,576,3392,0,264,4978,52,4926,74431
356,13217,"Newton County, Georgia",109541,52294,57247,6975,8002,8321,10326,7663,9988,15980,15316,6205,6386,8976,4109,1294,36.8,28413,83731,81128,74058,17807,14379,81128,37137,43991,14379,6012,8367,109541,107151,2390,107151,53664,50221,1417,0,N,N,N,N,1478,N,N,N,N,N,N,N,0,N,N,N,N,1788,2390,N,N,N,N,109541,55220,52138,1284,1501,N,1788,109541,6498,N,N,N,N,103043,49582,49773,0,1478,0,65,2145,0,2145,39691
357,16083,"Twin Falls County, Idaho",86081,43370,42711,5980,5477,7586,6820,4644,12056,10717,9571,4865,5440,7295,4423,1207,35.3,23536,66234,62545,60026,15958,12925,62545,30794,31751,12925,5677,7248,86081,84582,1499,84582,78253,190,242,383,N,N,N,N,2121,N,N,N,N,N,N,N,0,N,N,N,N,3635,1499,N,N,N,N,86081,79752,N,1129,2345,N,3945,86081,14557,N,N,N,N,71524,N,N,N,N,N,N,N,N,N,33711
358,17031,"Cook County, Illinois",5180493,2516466,2664027,316851,301489,323668,309410,334239,846833,701865,648939,325891,313367,432528,225300,100113,37.0,1129672,4176128,4050821,3870539,940839,757941,4050821,1941253,2109568,757941,319939,438002,5180493,5042695,137798,5042695,2964037,1204613,6697,14604,691,1328,119,57,389530,121868,80340,73896,11821,35915,18209,47481,2270,945,417,597,311,467641,137798,30598,12689,40875,4277,5180493,3077682,1258171,41587,445378,6874,501045,5180493,1323017,1031700,142506,14203,134608,3857476,2171754,1182899,6276,386900,1381,13737,94529,6364,88165,2200296
359,17115,"Macon County, Illinois",104712,50279,54433,6219,5756,7192,6892,5770,12651,12591,11664,6123,8687,11681,7045,2441,40.9,23097,84164,81615,77355,25870,21167,81615,38470,43145,21167,9365,11802,104712,101112,3600,101112,81660,17609,1261,149,N,N,N,N,1226,N,N,N,N,N,N,N,0,N,N,N,N,468,3600,2452,377,353,252,104712,85008,20336,844,1579,N,568,104712,2459,N,N,N,N,102253,79736,17525,88,1226,0,319,3359,0,3359,50405
360,17143,"Peoria County, Illinois",180621,87818,92803,12419,10652,12383,11689,11909,24042,21819,21719,11092,12696,17450,8191,4560,38.0,42559,143086,138062,130568,38411,30201,138062,66338,71724,30201,13125,17076,180621,173424,7197,173424,131960,30995,2139,637,N,N,N,N,7844,3469,728,712,723,373,942,897,0,N,N,N,N,1988,7197,5246,129,860,0,180621,139044,36799,1297,8967,N,2208,180621,8878,5426,1511,156,1785,171743,125806,30971,637,7326,0,30,6973,155,6818,83650
361,18059,"Hancock County, Indiana",76351,37401,38950,4588,4658,5570,3966,4343,9574,10027,10427,6172,4078,8105,3669,1174,38.8,17780,60569,58571,56690,14743,12948,58571,28535,30036,12948,6304,6644,76351,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76351,71919,4756,N,891,N,N,76351,226,N,N,N,N,76125,N,N,N,N,N,N,N,N,N,30586
362,18067,"Howard County, Indiana",82366,39675,42691,5046,5503,5083,4596,4583,10127,9664,10519,6082,5246,9014,4540,2363,42.1,18632,65655,63734,61531,18961,15917,63734,30122,33612,15917,6965,8952,82366,80747,1619,80747,72144,6281,1047,761,N,N,N,N,1291,N,N,N,N,N,N,N,0,N,N,N,N,270,1619,N,N,N,N,82366,73697,7599,879,1291,N,434,82366,2847,N,N,N,N,79519,69868,6105,599,1291,0,201,1455,0,1455,39559
363,18085,"Kosciusko County, Indiana",79344,39626,39718,4458,5031,6211,4886,5600,9541,9814,10184,4702,5849,7692,3828,1548,38.5,18892,62008,60452,57287,16859,13068,60452,29660,30792,13068,6033,7035,79344,78463,881,78463,74508,425,290,651,N,N,N,N,1105,N,N,N,N,N,N,N,0,N,N,N,N,1774,881,N,N,N,N,79344,75340,987,687,1292,N,1870,79344,6391,N,N,N,N,72953,68625,425,651,1105,0,1411,736,0,736,38744
364,18163,"Vanderburgh County, Indiana",180974,88305,92669,10765,10973,11509,11221,11846,26048,21965,21266,12188,13070,17208,8411,4504,38.6,39195,146144,141779,133824,37896,30123,141779,67271,74508,30123,12909,17214,180974,177170,3804,177170,153582,19069,1040,156,N,N,N,N,1826,N,N,N,N,N,N,N,0,N,N,N,N,2537,3804,1754,512,1205,0,180974,157187,20966,668,3173,N,2728,180974,4950,N,N,N,N,176024,150836,19011,156,1826,0,705,3490,0,3490,84494
365,18167,"Vigo County, Indiana",107386,54555,52831,6357,4798,6718,7805,12926,13881,12208,12130,6909,6536,9772,5257,2089,36.3,21693,88250,85693,78380,21054,17118,85693,43024,42669,17118,7110,10008,107386,104229,3157,104229,92707,7547,1203,48,N,N,N,N,2083,N,N,N,N,N,N,N,0,N,N,N,N,1844,3157,N,N,N,N,107386,95516,9061,1356,2604,N,2018,107386,2922,N,N,N,N,104464,91397,7494,48,2065,0,419,3041,58,2983,47525
366,21037,"Campbell County, Kentucky",93152,45006,48146,5510,5831,4474,6433,6921,13685,10938,11405,6615,6515,8677,4319,1829,38.5,19403,76020,73749,68942,17875,14825,73749,35147,38602,14825,6562,8263,93152,92085,1067,92085,87558,3016,498,214,N,N,N,N,944,N,N,N,N,N,N,N,0,N,N,N,N,353,1067,N,N,N,N,93152,88625,3686,343,1212,N,N,93152,2008,N,N,N,N,91144,85903,3016,214,944,0,0,1067,0,1067,40545
367,21047,"Christian County, Kentucky",71671,37000,34671,7034,5553,4509,4501,9714,11994,6894,6205,2714,3683,4930,2720,1220,28.2,19005,53933,52666,48760,10875,8870,52666,28030,24636,8870,3801,5069,71671,69291,2380,69291,50090,15698,1544,410,N,N,N,N,1394,N,N,N,N,N,N,N,1143,N,N,N,N,556,2380,1177,523,0,0,71671,52174,17139,933,1690,N,925,71671,5808,2429,1840,53,1486,65863,46570,14923,331,1394,1143,277,1225,0,1225,30004
368,22019,"Calcasieu Parish, Louisiana",203112,98084,105028,14701,14532,13257,12503,12631,29829,25171,23639,12216,14168,18380,8634,3451,36.2,50285,158015,152827,145972,39644,30465,152827,72873,79954,30465,13251,17214,203112,198777,4335,198777,142512,51649,1221,609,N,N,N,N,2662,N,N,N,N,N,N,N,0,N,N,N,N,1345,4335,2194,903,574,150,203112,146697,53993,1879,3353,N,1536,203112,7666,N,N,N,N,195446,136064,51560,609,2566,0,481,4166,0,4166,92041
369,22033,"East Baton Rouge Parish, Louisiana",440956,210721,230235,28730,28597,26158,31392,45503,64913,52692,47881,25843,26670,37907,18099,6571,34.2,100180,351769,340776,314184,78941,62577,340776,160275,180501,62577,26390,36187,440956,429062,11894,429062,205202,204056,2382,279,N,N,N,N,12497,1666,3036,1285,484,274,5174,578,0,N,N,N,N,7028,11894,4181,1442,3584,236,440956,215998,210024,3420,17082,N,7845,440956,18539,5872,664,1064,10939,422417,195000,203137,279,12497,0,260,11244,541,10703,195199
370,22097,"St. Landry Parish, Louisiana",82764,40269,42495,6466,5254,6917,6160,4870,10195,9469,9331,5417,5518,7810,3955,1402,37.0,22260,63347,60504,56633,16278,13167,60504,28395,32109,13167,5703,7464,82764,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,82764,47423,35745,N,N,N,N,82764,1882,N,N,N,N,80882,N,N,N,N,N,N,N,N,N,36932
371,22105,"Tangipahoa Parish, Louisiana",133777,65151,68626,9594,8307,9991,9243,9972,18052,16487,16664,8599,7781,12006,5765,1316,36.3,32871,104241,100906,93226,23228,19087,100906,48231,52675,19087,8405,10682,133777,131129,2648,131129,89592,39782,1419,188,N,N,N,N,1109,N,N,N,N,N,N,N,0,N,N,N,N,458,2648,N,N,N,N,133777,92004,41883,510,1266,N,762,133777,5855,N,N,N,N,127922,84364,39722,188,1109,0,50,2489,145,2344,56367
372,24013,"Carroll County, Maryland",168429,83560,84869,8701,9066,11120,12652,10186,18890,18356,25813,14022,12114,15914,8225,3370,42.1,36578,136522,131851,125633,35162,27509,131851,64471,67380,27509,12328,15181,168429,164232,4197,164232,153478,5767,730,186,N,N,N,N,3359,998,547,180,0,680,517,437,27,N,N,N,N,1415,4197,2143,658,992,0,168429,157675,8314,844,4736,N,1434,168429,6248,681,1103,146,4318,162181,149294,5666,186,3359,27,127,3522,0,3522,63725
373,24045,"Wicomico County, Maryland",103195,48745,54450,6336,5914,6806,8305,10618,13058,10969,12043,7087,5813,9275,5220,1751,35.5,22715,83402,80480,72376,19341,16246,80480,37031,43449,16246,6951,9295,103195,100347,2848,100347,67846,27727,1337,195,N,N,N,N,3277,N,N,N,N,N,N,N,0,N,N,N,N,1302,2848,1020,480,331,0,103195,70501,29426,894,3655,N,1523,103195,5605,N,N,N,N,97590,64305,27416,0,3277,0,0,2592,75,2517,42469
374,25003,"Berkshire County, Massachusetts",126348,61499,64849,5001,5881,6026,7914,8430,13694,12813,16737,9994,10619,16618,8792,3829,47.3,21564,108235,104784,99141,36854,29239,104784,50086,54698,29239,12765,16474,126348,122722,3626,122722,113854,3940,862,374,N,N,N,N,2133,N,N,N,N,N,N,N,189,N,N,N,N,2232,3626,2036,206,722,78,126348,117305,6178,714,2884,N,2760,126348,6402,654,3222,20,2506,119946,110577,3874,155,2133,189,378,2640,0,2640,69393
375,25011,"Franklin County, Massachusetts",70963,34401,36562,3020,3963,3408,3499,3401,8466,8267,9078,5090,7347,9668,3574,2182,46.7,12746,59819,58217,56775,20054,15424,58217,28030,30187,15424,7075,8349,70963,69517,1446,69517,65352,1107,362,276,N,N,N,N,1143,N,N,N,N,N,N,N,0,N,N,N,N,1639,1446,367,388,480,2,70963,66774,1515,666,1759,N,1689,70963,2956,N,N,N,N,68007,64063,1041,276,1143,0,77,1407,24,1383,34164
376,25013,"Hampden County, Massachusetts",470406,227450,242956,25427,27663,29383,33232,34475,62304,54524,60248,33567,30818,44824,21878,12063,39.1,101138,381901,369268,346724,96801,78765,369268,175391,193877,78765,33792,44973,470406,458039,12367,458039,382653,44607,3079,1082,N,N,N,N,11656,550,2263,1031,78,494,2507,4733,0,N,N,N,N,18041,12367,5574,1323,1534,849,470406,392718,52360,3420,13895,1142,20075,470406,122993,2649,107223,1219,11902,347413,290038,36094,1045,11622,0,1575,7039,346,6693,193880
377,25023,"Plymouth County, Massachusetts",518132,252706,265426,27274,31448,30145,34392,31955,56984,59178,75307,40296,37547,56045,26900,10661,43.0,110245,421771,407887,389092,115888,93606,407887,196082,211805,93606,41291,52315,518132,504629,13503,504629,428704,51695,2531,1136,N,N,N,N,7949,996,3038,533,0,537,1659,1186,58,N,N,N,N,15087,13503,3933,2447,1969,811,518132,438683,59350,4433,10264,N,19075,518132,21097,1952,8759,725,9661,497035,416832,50698,236,7949,58,9772,11490,2631,8859,208087
378,25027,"Worcester County, Massachusetts",830839,409838,421001,44457,46773,51176,56046,56538,108503,100554,118310,62675,55965,76499,37747,15596,40.0,174421,677563,656418,619742,164086,129842,656418,320601,335817,129842,58023,71819,830839,802264,28575,802264,689588,44256,3423,1371,N,N,N,N,41100,13315,9807,1436,672,947,8055,6868,561,N,N,N,N,25388,28575,10041,2651,6410,898,830839,714439,58243,6511,49170,1615,31758,830839,98988,7172,54611,2234,34971,731851,626563,39075,1060,41028,561,4895,18669,1499,17170,336474
379,26065,"Ingham County, Michigan",292735,142463,150272,16513,15944,15934,28488,37289,41708,32877,31215,15265,17686,24438,9619,5759,32.1,58406,242032,234329,206967,50376,39816,234329,113094,121235,39816,17536,22280,292735,276383,16352,276383,216991,34341,2230,837,N,N,N,N,20591,3994,6790,747,287,1352,4040,3381,30,N,N,N,N,3593,16352,6667,2204,2938,466,292735,232438,43493,5054,24032,N,5780,292735,23065,17508,2122,1488,1947,269670,202418,33351,669,20350,30,544,12308,0,12308,124135
380,26155,"Shiawassee County, Michigan",68192,33604,34588,3805,4123,3636,4648,3974,7760,7629,9678,5305,5037,7516,3662,1419,42.7,14566,55620,53626,51676,15484,12597,53626,26081,27545,12597,5704,6893,68192,66764,1428,66764,65441,644,252,60,N,N,N,N,119,N,N,N,N,N,N,N,0,N,N,N,N,500,1428,224,590,386,0,68192,66760,868,734,614,N,619,68192,2013,N,N,N,N,66179,64082,644,25,119,0,0,1309,0,1309,30272
381,27139,"Scott County, Minnesota",147381,72552,74829,9856,11737,11954,10387,7941,17773,21949,22029,10080,7383,9855,4438,1999,37.0,40100,111438,107281,101648,21085,16292,107281,52434,54847,16292,7451,8841,147381,144377,3004,144377,125083,7189,496,954,N,N,N,N,9629,1903,287,562,6,455,5226,1190,0,N,N,N,N,1522,3004,704,1006,494,62,147381,127704,8456,2156,10570,N,1678,147381,7865,2865,1740,692,2568,139516,119049,7189,928,9629,0,0,2721,19,2702,51942
382,29043,"Christian County, Missouri",86983,42661,44322,5642,6998,6327,5893,4588,10845,11283,11024,4791,6168,7994,3539,1891,38.2,23133,66749,63850,61087,16644,13424,63850,30892,32958,13424,6189,7235,86983,85480,1503,85480,82168,1950,1217,943,N,N,N,N,419,N,N,N,N,N,N,N,0,N,N,N,N,0,1503,N,N,N,N,86983,83671,2258,1502,954,N,N,86983,2627,N,N,N,N,84356,80923,1298,213,419,0,0,1503,31,1472,34792
383,29047,"Clay County, Missouri",246365,120169,126196,15666,15198,18249,16083,14102,35885,33132,32660,15513,15036,21151,10392,3298,37.3,59577,194578,186788,178492,44101,34841,186788,89806,96982,34841,15127,19714,246365,236000,10365,236000,209718,16327,1436,1300,N,N,N,N,4489,N,N,N,N,N,N,N,722,N,N,N,N,3444,10365,3402,1934,2767,529,246365,219230,20289,3994,7845,1313,4355,246365,17175,12764,998,58,3355,229190,198642,16007,1280,4228,722,108,8203,0,8203,98914
384,30049,"Lewis and Clark County, Montana",68700,33854,34846,4164,3270,5062,4163,3860,8269,8523,8413,5225,5083,7994,2861,1813,40.8,14986,55167,53714,51519,15589,12668,53714,26099,27615,12668,5936,6732,68700,67225,1475,67225,64688,270,268,1535,N,N,N,N,471,N,N,N,N,N,N,N,0,N,N,N,N,261,1475,N,N,N,N,68700,66130,504,2453,794,N,310,68700,2340,N,N,N,N,66360,62525,270,1535,471,0,116,1443,0,1443,31784
385,30063,"Missoula County, Montana",118791,59085,59706,6570,5226,6591,8000,11310,19597,15362,13362,7190,7326,11313,5416,1528,36.3,22121,98913,96670,90457,22538,18257,96670,47604,49066,18257,8720,9537,118791,114123,4668,114123,108625,826,197,1877,N,N,N,N,1838,N,N,N,N,N,N,N,515,N,N,N,N,442,4668,174,2525,1030,0,118791,113099,1028,4402,3090,709,1159,118791,3951,N,N,N,N,114840,105278,826,1782,1838,515,248,4353,412,3941,54922
386,30111,"Yellowstone County, Montana",160137,78902,81235,9445,10456,11819,9361,9693,21688,19937,18952,10636,10987,15657,7564,3942,37.9,37615,126633,122522,117398,32979,27163,122522,59921,62601,27163,12165,14998,160137,154645,5492,154645,144044,787,319,7763,N,N,N,N,1019,N,N,N,N,N,N,N,67,N,N,N,N,965,5492,1512,2485,762,0,160137,149536,2395,10327,2071,N,1408,160137,9248,6169,599,0,2480,150889,137840,787,6609,1019,67,51,4516,55,4461,72400
387,34019,"Hunterdon County, New Jersey",124714,62020,62694,5043,6887,7022,8528,7941,10894,13691,20290,12308,8830,14129,6229,2922,46.6,24239,103883,100475,95880,27779,23280,100475,49598,50877,23280,10741,12539,124714,122415,2299,122415,112770,3680,580,0,N,N,N,N,5446,1506,1127,344,311,269,0,1889,126,N,N,N,N,393,2299,N,N,N,N,124714,115029,4671,837,6136,N,N,124714,8506,538,2737,802,4429,116208,106007,3164,0,5363,126,103,1445,0,1445,50454
388,35025,"Lea County, New Mexico",69611,35698,33913,5121,4777,7304,6346,4763,9731,10461,5954,3526,3772,4770,2162,924,32.2,20628,51076,48983,44838,9119,7856,48983,24964,24019,7856,3495,4361,69611,68562,1049,68562,63369,2597,770,546,N,N,N,N,732,N,N,N,N,N,N,N,0,N,N,N,N,1318,1049,N,N,N,N,69611,64418,2881,884,765,N,1745,69611,41323,N,N,N,N,28288,24273,2397,546,732,0,43,297,45,252,26765
389,36045,"Jefferson County, New York",111755,58729,53026,8684,8073,6320,6461,11377,18072,12942,12009,5976,6383,9065,4745,1648,33.0,26799,87104,84956,80486,19263,15458,84956,45062,39894,15458,6947,8511,111755,106334,5421,106334,95447,6760,1092,250,N,N,N,N,1516,N,N,N,N,N,N,N,217,N,N,N,N,2144,5421,2135,1033,893,207,111755,100037,9591,1775,2851,436,2793,111755,8700,2658,3309,180,2553,103055,90724,6357,53,1516,217,0,4188,52,4136,60041
390,36063,"Niagara County, New York",210433,102743,107690,10889,10201,13221,12678,12336,25584,23381,28445,14789,19096,23034,10979,5800,43.7,42063,174363,168370,160231,50320,39813,168370,81372,86998,39813,17666,22147,210433,204802,5631,204802,183349,15579,1315,1496,N,N,N,N,2791,N,N,N,N,N,N,N,0,N,N,N,N,1587,5631,2445,1555,264,145,210433,188785,19262,4269,3181,N,1685,210433,6562,1959,2347,44,2212,203871,179411,15083,1496,2764,0,81,5036,63,4973,100617
391,36079,"Putnam County, New York",98892,49528,49364,4456,5287,5399,6771,6135,11523,10716,15885,7635,7991,10434,5064,1596,43.7,19590,82364,79302,76070,21756,17094,79302,39350,39952,17094,7793,9301,98892,97217,1675,97217,83229,3496,653,164,N,N,N,N,1949,373,336,783,67,140,0,250,0,N,N,N,N,8379,1675,N,N,N,N,98892,84719,3681,690,2631,N,8780,98892,15645,923,4274,94,10354,83247,76743,3047,56,1949,0,346,1106,121,985,38679
392,36087,"Rockland County, New York",325695,160230,165465,26348,24313,25878,23812,21799,36801,36443,39698,19836,19658,27953,15280,7876,35.9,91712,243733,233983,220897,63686,51109,233983,113018,120965,51109,21973,29136,325695,315235,10460,315235,233051,38958,2487,377,N,N,N,N,19660,9129,2200,4759,311,1920,23,1318,0,N,N,N,N,23189,10460,4481,584,1534,218,325695,241578,45384,1611,22163,552,25461,325695,58839,4572,16253,1518,36496,266856,203967,36123,301,19432,0,1100,5933,228,5705,106723
393,36105,"Sullivan County, New York",75498,38858,36640,4167,4242,4733,5280,3693,8462,8507,11018,5987,5211,8370,4711,1117,42.7,16002,61869,59496,55984,17853,14198,59496,30552,28944,14198,7082,7116,75498,73234,2264,73234,61078,6663,831,312,N,N,N,N,1321,N,N,N,N,N,N,N,0,N,N,N,N,3860,2264,N,N,N,N,75498,63005,8356,917,1622,N,3935,75498,12550,2221,5033,257,5039,62948,53256,6427,295,1297,0,525,1148,0,1148,50941
394,37037,"Chatham County, North Carolina",73139,35221,37918,3762,3904,4794,3537,3925,6599,7622,10501,5260,5359,10282,4754,2840,46.9,14993,59839,58146,56608,21081,17876,58146,27582,30564,17876,8175,9701,73139,71897,1242,71897,58855,9046,754,118,N,N,N,N,1222,N,N,N,N,N,N,N,0,N,N,N,N,2656,1242,N,N,N,N,73139,59929,9800,N,1710,N,2824,73139,9011,4960,895,148,3008,64128,52433,8910,74,1222,0,415,1074,0,1074,33007
395,37049,"Craven County, North Carolina",102912,52488,50424,6169,7892,5849,5153,9253,13584,10691,11932,5583,7218,11039,6919,1630,38.4,23254,82120,79658,75793,24112,19588,79658,40180,39478,19588,8579,11009,102912,100277,2635,100277,72552,23111,1207,226,N,N,N,N,2375,N,N,N,N,N,N,N,463,N,N,N,N,1550,2635,N,N,N,N,102912,74988,23908,503,3995,659,1597,102912,7590,4288,1418,296,1588,95322,67484,22402,226,2269,463,106,2372,0,2372,47453
396,37085,"Harnett County, North Carolina",134214,66838,67376,9796,10069,9652,8945,8640,20122,18632,16693,7945,6679,10179,5482,1380,34.9,34930,103270,99284,93799,21013,17041,99284,48630,50654,17041,7294,9747,134214,127145,7069,127145,92030,25909,2383,1224,N,N,N,N,1757,N,N,N,N,N,N,N,624,N,N,N,N,5601,7069,3623,1018,163,272,134214,97438,31361,2531,2754,1818,5947,134214,17464,12013,2304,11,3136,116750,81951,25226,978,1757,513,189,6136,82,6054,52561
397,37151,"Randolph County, North Carolina",143351,70559,72792,8362,8180,9935,8538,8060,17266,17396,19837,11241,9329,14752,8003,2452,40.7,32132,115053,111219,106051,31289,25207,111219,53719,57500,25207,11307,13900,143351,139742,3609,139742,121463,8133,890,885,N,N,N,N,1805,N,N,N,N,N,N,N,393,N,N,N,N,7063,3609,1182,875,419,0,143351,124950,10084,2386,2709,N,7562,143351,16774,14404,524,26,1820,126577,112387,7944,501,1805,54,822,3064,20,3044,62628
398,37195,"Wilson County, North Carolina",81455,37267,44188,4833,5553,5196,6691,3801,9536,9674,9937,5484,5946,8875,4428,1501,40.7,18683,64386,62772,58586,17391,14804,62772,28845,33927,14804,6264,8540,81455,78406,3049,78406,40059,32253,1871,400,N,N,N,N,787,N,N,N,N,N,N,N,0,N,N,N,N,4907,3049,2037,400,0,57,81455,42744,34729,932,809,N,5080,81455,8793,5353,228,1102,2110,72662,38136,30824,181,787,0,0,2734,142,2592,36316
399,39007,"Ashtabula County, Ohio",97493,49312,48181,5783,5705,6492,5220,5759,11139,10564,13418,6912,7932,10840,5448,2281,43.1,21423,78547,76070,72964,23383,18569,76070,38003,38067,18569,8304,10265,97493,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,97493,93080,5348,792,N,N,N,97493,4214,N,N,N,N,93279,N,N,N,N,N,N,N,N,N,46198
400,39013,"Belmont County, Ohio",67505,34519,32986,3579,3178,3987,3544,3340,8216,7821,8749,5003,5738,8320,3961,2069,45.1,13271,55885,54234,52365,17437,14350,54234,27817,26417,14350,6440,7910,67505,65500,2005,65500,62729,1916,742,107,N,N,N,N,571,N,N,N,N,N,N,N,0,N,N,N,N,177,2005,N,N,N,N,67505,64667,3050,686,710,67,402,67505,679,N,N,N,N,66826,N,N,N,N,N,N,N,N,N,32159
