,FIPS,Pop,Density,Area,UrbanRural,EconType,Policies,Movement,Transit
230,6089,0.894595,0.0938,0.9618550000000001,40.0,13.333333333333332,13.5,8.3,0.0
231,6091,0.014425,0.0068,0.2405525,6.666666666666666,0.0,5.0,4.4,3.9000000000000005e-08
232,6093,0.21765,0.014400000000000001,1.586835,60.0,6.666666666666666,3.0,5.1,0.0
233,6095,2.174905,1.006,0.2265475,6.666666666666666,0.0,20.5,7.3,1.1993678535
234,6097,2.504715,0.6142000000000001,0.44198750000000003,33.333333333333336,33.333333333333336,6.5,-4.4,1.738394337
235,6099,2.67842,0.6884,0.37867249999999997,6.666666666666666,6.666666666666666,17.0,9.05,0.0
236,6101,0.477915,0.3146,0.1521225,13.333333333333332,0.0,23.0,5.75,1.2867277275
237,6103,0.316235,0.043,0.7405425,26.666666666666664,26.666666666666664,12.0,6.0,0.0
238,6105,0.06518499999999999,0.0086,0.8019,33.333333333333336,13.333333333333332,22.5,1.65,1.6158343689999999
239,6107,2.294045,0.1834,1.2096624999999999,6.666666666666666,33.333333333333336,0.0,6.15,0.006809074
240,6109,0.26949500000000004,0.0498,0.5686074999999999,46.66666666666667,33.333333333333336,29.0,3.5,0.7622015235
241,6111,4.23917,0.8934,0.552095,46.66666666666667,13.333333333333332,0.0,7.1,0.874888304
242,6113,1.0630249999999999,0.39580000000000004,0.25588999999999995,60.0,33.333333333333336,0.0,13.75,0.0
243,6115,0.37322,0.2284,0.1609525,40.0,33.333333333333336,0.0,21.65,0.0
244,8001,2.43925,0.7564,0.29597500000000004,60.0,6.666666666666666,25.5,6.85,0.0
245,8003,0.08172499999999999,0.0428,0.18083500000000002,6.666666666666666,0.0,0.0,2.55,2.4036608705
246,8005,3.1330599999999995,1.4334000000000002,0.20136,60.0,6.666666666666666,0.0,5.8,0.0
247,8007,0.06296,0.0178,0.3388775,46.66666666666667,6.666666666666666,1.0,-0.3,0.0
248,8009,0.017905,0.0029999999999999996,0.639335,40.0,13.333333333333332,0.0,1.35,0.8187107455
249,8011,0.02903,0.0086,0.38527,26.666666666666664,33.333333333333336,0.0,5.4,0.0
250,8013,1.58391,0.8111999999999999,0.18509250000000002,13.333333333333332,33.333333333333336,0.0,7.7,0.1861005605
251,8014,0.321415,3.3838,0.008400000000000001,46.66666666666667,0.0,0.0,10.35,0.5310029085
252,8015,0.09409000000000001,0.0352,0.2537375,53.33333333333333,26.666666666666664,0.0,6.1,0.0
253,8017,0.010635,0.002,0.44535749999999996,46.66666666666667,26.666666666666664,39.0,-3.85,0.0
254,8019,0.046285,0.046,0.0991225,20.0,0.0,0.0,5.15,1.2928237165
255,8021,0.040735,0.0128,0.32274,60.0,33.333333333333336,10.5,11.75,0.0
256,8023,0.01814,0.0058,0.30759,46.66666666666667,13.333333333333332,14.0,0.55,0.0
257,8025,0.027569999999999997,0.0148,0.20008250000000002,40.0,0.0,0.0,0.6,0.0
258,8027,0.022525000000000003,0.0116,0.18498,26.666666666666664,0.0,12.0,5.2,0.0
259,8029,0.151085,0.054200000000000005,0.28714999999999996,40.0,20.0,0.0,2.8500000000000005,0.3104251705
260,8031,3.392335,7.8452,0.0386575,40.0,0.0,11.0,0.8499999999999999,0.293193329
261,8033,0.00868,0.0037999999999999996,0.26702499999999996,60.0,33.333333333333336,0.0,1.9500000000000002,0.0
262,8035,1.6047,0.6794,0.2107175,6.666666666666666,33.333333333333336,6.0,17.0,0.0
263,8037,0.26863000000000004,0.062,0.4229475,60.0,6.666666666666666,5.5,-1.15,0.0
264,8039,0.12276499999999999,0.025,0.46275499999999997,46.66666666666667,33.333333333333336,0.0,-2.9,3.6348100705000004
265,8041,3.37413,0.5852,0.5323875,46.66666666666667,0.0,0.0,1.25,0.4374072315
266,8043,0.233005,0.061000000000000006,0.3834825,20.0,0.0,0.0,3.3,1.3124235105000002
267,8045,0.289725,0.038200000000000005,0.7389600000000001,60.0,13.333333333333332,22.5,-7.0,0.0
268,8047,0.028965,0.0726,0.037565,46.66666666666667,0.0,0.0,-2.1,0.0
269,8049,0.073965,0.016,0.46739749999999997,46.66666666666667,33.333333333333336,0.0,5.5,0.0
270,8051,0.08107500000000001,0.0094,0.8149075,60.0,6.666666666666666,5.5,13.35,0.0
271,8053,0.0040999999999999995,0.0016,0.28079250000000006,60.0,33.333333333333336,0.0,31.9,0.0
272,8055,0.032490000000000005,0.008400000000000001,0.39831,60.0,33.333333333333336,15.0,5.8,0.0
273,8057,0.00686,0.0018000000000000002,0.40524,60.0,6.666666666666666,2.5,-6.25,0.0
