FIPS,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
18111,1,1,1,"7,117","6,808",309,4.3,"$53,060 ",95.2
18113,6,5,0,"23,666","22,972",694,2.9,"$61,341 ",110.1
18115,1,1,1,"3,201","3,089",112,3.5,"$58,022 ",104.1
18117,6,4,0,"8,597","8,264",333,3.9,"$44,968 ",80.7
18119,3,2,1,"9,350","8,943",407,4.4,"$49,731 ",89.2
18121,6,4,0,"7,169","6,883",286,4.0,"$49,639 ",89.1
18123,6,6,0,"9,323","8,979",344,3.7,"$52,332 ",93.9
18125,8,5,0,"6,140","5,926",214,3.5,"$54,265 ",97.4
18127,1,1,1,"86,770","83,434","3,336",3.8,"$69,298 ",124.4
18129,2,2,1,"13,731","13,343",388,2.8,"$68,162 ",122.3
18131,6,4,0,"6,528","6,324",204,3.1,"$49,730 ",89.2
18133,1,1,1,"16,882","16,245",637,3.8,"$54,718 ",98.2
18135,6,6,0,"11,614","11,160",454,3.9,"$46,441 ",83.3
18137,6,4,0,"14,080","13,573",507,3.6,"$57,436 ",103.1
18139,6,4,0,"9,038","8,778",260,2.9,"$53,271 ",95.6
18141,2,2,1,"136,728","131,857","4,871",3.6,"$54,674 ",98.1
18143,1,1,1,"10,612","10,197",415,3.9,"$44,913 ",80.6
18145,1,1,1,"23,195","22,476",719,3.1,"$57,193 ",102.6
18147,8,7,0,"10,983","10,623",360,3.3,"$56,862 ",102.0
18149,6,4,0,"10,484","10,030",454,4.3,"$49,972 ",89.7
18151,7,8,0,"20,351","19,809",542,2.7,"$58,295 ",104.6
18153,3,2,1,"8,616","8,214",402,4.7,"$47,554 ",85.3
18155,8,4,0,"5,096","4,898",198,3.9,"$47,713 ",85.6
18157,3,2,1,"97,693","94,612","3,081",3.2,"$52,269 ",93.8
18159,6,4,0,"9,238","8,979",259,2.8,"$60,896 ",109.3
18161,1,1,1,"3,671","3,556",115,3.1,"$50,300 ",90.3
18163,2,2,1,"95,249","92,211","3,038",3.2,"$50,500 ",90.6
18165,3,2,1,"7,169","6,774",395,5.5,"$49,287 ",88.4
18167,3,2,1,"49,142","46,989","2,153",4.4,"$48,335 ",86.7
18169,6,5,0,"14,901","14,381",520,3.5,"$51,487 ",92.4
18171,8,7,0,"4,219","4,083",136,3.2,"$60,596 ",108.7
18173,2,2,1,"33,148","32,176",972,2.9,"$75,534 ",135.5
18175,1,1,1,"13,767","13,282",485,3.5,"$44,534 ",79.9
18177,5,8,0,"31,319","30,193","1,126",3.6,"$45,130 ",81.0
18179,2,2,1,"14,396","13,991",405,2.8,"$60,010 ",107.7
18181,6,6,0,"13,639","13,220",419,3.1,"$58,380 ",104.8
18183,2,2,1,"17,645","17,141",504,2.9,"$67,758 ",121.6
19001,8,7,0,"4,116","4,018",98,2.4,"$54,282 ",90.4
19003,9,12,0,"2,119","2,078",41,1.9,"$51,577 ",85.9
19005,6,6,0,"7,366","7,140",226,3.1,"$53,359 ",88.8
19007,7,9,0,"5,856","5,662",194,3.3,"$44,298 ",73.7
19009,8,7,0,"3,116","3,040",76,2.4,"$51,210 ",85.2
19011,2,2,1,"13,356","12,995",361,2.7,"$62,799 ",104.5
19013,3,2,1,"68,953","67,044","1,909",2.8,"$52,320 ",87.1
19015,6,5,0,"14,816","14,499",317,2.1,"$63,099 ",105.0
19017,3,2,1,"13,845","13,564",281,2.0,"$74,646 ",124.3
19019,6,6,0,"11,185","10,899",286,2.6,"$59,724 ",99.4
19021,7,8,0,"11,349","11,108",241,2.1,"$52,683 ",87.7
19023,8,7,0,"7,833","7,618",215,2.7,"$57,971 ",96.5
19025,9,10,0,"4,290","4,182",108,2.5,"$54,865 ",91.3
19027,7,11,0,"10,811","10,609",202,1.9,"$60,531 ",100.8
19029,6,6,0,"7,098","6,908",190,2.7,"$50,356 ",83.8
19031,6,6,0,"10,759","10,499",260,2.4,"$67,597 ",112.5
19033,5,8,0,"23,298","22,691",607,2.6,"$51,939 ",86.5
19035,6,6,0,"5,943","5,815",128,2.2,"$56,312 ",93.7
19037,6,6,0,"6,407","6,234",173,2.7,"$64,190 ",106.9
19039,6,6,0,"4,801","4,665",136,2.8,"$52,541 ",87.5
19041,7,8,0,"8,583","8,310",273,3.2,"$56,338 ",93.8
19043,8,7,0,"10,133","9,812",321,3.2,"$53,968 ",89.8
19045,4,5,0,"22,606","21,878",728,3.2,"$51,317 ",85.4
19047,7,11,0,"8,122","7,846",276,3.4,"$54,828 ",91.3
19049,2,2,1,"47,653","46,835",818,1.7,"$87,267 ",145.3
19051,9,8,0,"4,251","4,138",113,2.7,"$54,830 ",91.3
19053,9,12,0,"4,322","4,225",97,2.2,"$41,101 ",68.4
19055,6,6,0,"10,411","10,196",215,2.1,"$61,342 ",102.1
19057,5,8,0,"19,450","18,816",634,3.3,"$51,805 ",86.2
19059,7,8,0,"9,865","9,554",311,3.2,"$55,603 ",92.6
19061,3,2,1,"55,213","53,880","1,333",2.4,"$60,367 ",100.5
19063,7,9,0,"5,292","5,147",145,2.7,"$51,497 ",85.7
19065,6,6,0,"10,572","10,259",313,3.0,"$50,893 ",84.7
19067,7,9,0,"8,806","8,569",237,2.7,"$53,811 ",89.6
19069,7,9,0,"5,783","5,660",123,2.1,"$59,367 ",98.8
19071,8,6,0,"3,704","3,635",69,1.9,"$54,658 ",91.0
19073,6,6,0,"5,400","5,278",122,2.3,"$51,861 ",86.3
19075,3,2,1,"6,544","6,382",162,2.5,"$65,060 ",108.3
19077,2,2,1,"5,570","5,426",144,2.6,"$60,306 ",100.4
19079,6,6,0,"6,936","6,749",187,2.7,"$56,738 ",94.5
19081,7,9,0,"5,974","5,836",138,2.3,"$60,859 ",101.3
19083,6,6,0,"8,248","8,013",235,2.8,"$55,303 ",92.1
19085,2,2,1,"7,291","7,130",161,2.2,"$60,044 ",100.0
19087,6,6,0,"9,580","9,343",237,2.5,"$55,856 ",93.0
19089,6,6,0,"5,180","5,049",131,2.5,"$53,500 ",89.1
19091,7,9,0,"5,180","5,050",130,2.5,"$60,166 ",100.2
19093,8,7,0,"4,091","4,011",80,2.0,"$60,312 ",100.4
19095,6,6,0,"10,407","10,192",215,2.1,"$64,188 ",106.9
19097,6,6,0,"10,932","10,631",301,2.8,"$54,663 ",91.0
19099,6,5,0,"19,266","18,760",506,2.6,"$60,378 ",100.5
19101,7,8,0,"9,203","8,984",219,2.4,"$46,715 ",77.8
19103,3,2,1,"85,186","83,551","1,635",1.9,"$64,387 ",107.2
19105,2,2,1,"10,484","10,172",312,3.0,"$55,405 ",92.2
19107,8,7,0,"5,088","4,941",147,2.9,"$52,122 ",86.8
19109,7,11,0,"8,514","8,342",172,2.0,"$55,486 ",92.4
19111,5,8,0,"15,996","15,358",638,4.0,"$48,241 ",80.3
19113,2,2,1,"119,524","116,211","3,313",2.8,"$64,878 ",108.0
19115,8,7,0,"6,075","5,916",159,2.6,"$49,585 ",82.5
19117,6,6,0,"4,467","4,378",89,2.0,"$49,956 ",83.2
19119,8,6,0,"6,949","6,842",107,1.5,"$69,048 ",114.9
19121,2,2,1,"8,397","8,132",265,3.2,"$74,794 ",124.5
19123,7,8,0,"11,695","11,406",289,2.5,"$56,492 ",94.0
19125,6,6,0,"17,849","17,486",363,2.0,"$63,491 ",105.7
19127,4,5,0,"18,008","17,210",798,4.4,"$59,552 ",99.1
19129,2,2,1,"7,307","7,156",151,2.1,"$64,271 ",107.0
19131,7,9,0,"5,732","5,625",107,1.9,"$59,558 ",99.1
19133,6,6,0,"4,456","4,333",123,2.8,"$50,530 ",84.1
19135,7,9,0,"3,898","3,784",114,2.9,"$56,541 ",94.1
19137,6,6,0,"4,923","4,803",120,2.4,"$49,966 ",83.2
19139,4,5,0,"21,734","21,159",575,2.6,"$58,465 ",97.3
19141,7,9,0,"8,111","7,950",161,2.0,"$53,147 ",88.5
19143,7,9,0,"3,512","3,444",68,1.9,"$60,627 ",100.9
19145,6,6,0,"6,377","6,217",160,2.5,"$54,313 ",90.4
19147,7,9,0,"4,895","4,788",107,2.2,"$55,322 ",92.1
19149,3,2,1,"14,786","14,507",279,1.9,"$66,360 ",110.5
19151,9,10,0,"4,311","4,232",79,1.8,"$55,865 ",93.0
19153,2,2,1,"264,356","257,650","6,706",2.5,"$68,479 ",114.0
19155,2,2,1,"47,848","46,733","1,115",2.3,"$56,337 ",93.8
19157,7,9,0,"10,435","10,193",242,2.3,"$56,170 ",93.5
19159,9,12,0,"2,524","2,454",70,2.8,"$48,754 ",81.2
19161,9,10,0,"5,273","5,148",125,2.4,"$56,698 ",94.4
19163,2,2,1,"86,878","84,311","2,567",3.0,"$59,865 ",99.7
19165,6,6,0,"6,651","6,519",132,2.0,"$58,862 ",98.0
19167,7,11,0,"20,433","20,069",364,1.8,"$70,162 ",116.8
19169,3,2,1,"57,756","56,840",916,1.6,"$57,464 ",95.7
19171,6,6,0,"9,509","9,228",281,3.0,"$56,954 ",94.8
19173,9,10,0,"3,227","3,163",64,2.0,"$47,781 ",79.5
19175,6,6,0,"6,375","6,149",226,3.5,"$49,887 ",83.0
19177,9,10,0,"3,666","3,567",99,2.7,"$47,905 ",79.7
19179,5,8,0,"17,604","17,002",602,3.4,"$48,226 ",80.3
19181,2,2,1,"27,637","27,007",630,2.3,"$78,192 ",130.2
19183,3,2,1,"12,123","11,840",283,2.3,"$65,849 ",109.6
19185,9,12,0,"2,769","2,693",76,2.7,"$46,725 ",77.8
19187,5,8,0,"19,109","18,487",622,3.3,"$52,093 ",86.7
19189,7,9,0,"4,979","4,850",129,2.6,"$54,433 ",90.6
19191,7,11,0,"11,775","11,460",315,2.7,"$61,807 ",102.9
19193,3,2,1,"55,149","53,777","1,372",2.5,"$60,059 ",100.0
19195,9,8,0,"4,162","4,049",113,2.7,"$58,587 ",97.5
19197,7,9,0,"6,451","6,284",167,2.6,"$54,802 ",91.2
20001,7,11,0,"6,313","6,059",254,4.0,"$44,423 ",76.4
20003,6,4,0,"4,133","3,989",144,3.5,"$50,646 ",87.1
20005,6,3,0,"6,985","6,662",323,4.6,"$49,332 ",84.8
20007,9,12,0,"2,396","2,334",62,2.6,"$47,634 ",81.9
20009,7,8,0,"13,413","12,970",443,3.3,"$49,991 ",86.0
20011,6,4,0,"7,120","6,822",298,4.2,"$41,807 ",71.9
20013,6,6,0,"5,353","5,190",163,3.0,"$47,529 ",81.7
20015,2,2,1,"31,938","30,833","1,105",3.5,"$65,953 ",113.4
20017,9,10,0,"1,484","1,445",39,2.6,"$50,981 ",87.7
20019,8,7,0,"1,417","1,360",57,4.0,"$41,129 ",70.7
20021,6,6,0,"10,046","9,669",377,3.8,"$44,475 ",76.5
20023,9,12,0,"1,313","1,282",31,2.4,"$43,274 ",74.4
20025,9,10,0,"1,065","1,039",26,2.4,"$51,235 ",88.1
20027,6,6,0,"3,791","3,669",122,3.2,"$52,681 ",90.6
20029,7,9,0,"3,784","3,651",133,3.5,"$44,467 ",76.5
20031,6,6,0,"4,030","3,836",194,4.8,"$58,371 ",100.4
20033,9,12,0,882,860,22,2.5,"$46,818 ",80.5
20035,4,5,0,"16,735","16,161",574,3.4,"$47,864 ",82.3
20037,4,5,0,"18,746","17,996",750,4.0,"$43,852 ",75.4
20039,9,12,0,"1,251","1,213",38,3.0,"$44,774 ",77.0
20041,7,9,0,"9,142","8,821",321,3.5,"$50,605 ",87.0
20043,3,2,1,"4,181","4,033",148,3.5,"$50,949 ",87.6
20045,3,2,1,"65,199","63,204","1,995",3.1,"$57,120 ",98.2
20047,9,10,0,"1,512","1,475",37,2.4,"$46,962 ",80.8
20049,8,7,0,"1,165","1,126",39,3.3,"$37,360 ",64.2
20051,5,8,0,"16,868","16,466",402,2.4,"$53,840 ",92.6
20053,7,9,0,"2,722","2,646",76,2.8,"$50,261 ",86.4
20055,5,8,0,"20,404","19,890",514,2.5,"$56,206 ",96.7
20057,5,8,0,"17,186","16,743",443,2.6,"$56,052 ",96.4
20059,6,3,0,"14,029","13,526",503,3.6,"$58,033 ",99.8
20061,4,5,0,"11,492","10,941",551,4.8,"$50,856 ",87.5
20063,9,12,0,"1,436","1,405",31,2.2,"$49,626 ",85.3
20065,9,12,0,"1,121","1,085",36,3.2,"$41,906 ",72.1
20067,7,9,0,"3,340","3,245",95,2.8,"$61,614 ",106.0
20069,9,10,0,"3,437","3,369",68,2.0,"$65,771 ",113.1
20071,9,12,0,855,838,17,2.0,"$51,606 ",88.7
20073,6,6,0,"3,205","3,089",116,3.6,"$43,083 ",74.1
20075,9,10,0,"1,637","1,605",32,2.0,"$51,559 ",88.7
20077,8,7,0,"2,748","2,669",79,2.9,"$45,570 ",78.4
20079,2,2,1,"16,864","16,319",545,3.2,"$57,934 ",99.6
20081,9,10,0,"2,211","2,163",48,2.2,"$60,808 ",104.6
20083,9,10,0,991,966,25,2.5,"$54,058 ",93.0
20085,3,2,1,"7,217","7,001",216,3.0,"$56,330 ",96.9
20087,3,2,1,"10,167","9,836",331,3.3,"$69,246 ",119.1
20089,9,12,0,"1,287","1,251",36,2.8,"$44,271 ",76.1
20091,1,1,1,"336,677","326,954","9,723",2.9,"$87,087 ",149.8
20093,9,8,0,"2,083","2,034",49,2.4,"$63,248 ",108.8
20095,2,2,1,"3,409","3,299",110,3.2,"$56,005 ",96.3
20097,9,10,0,"1,306","1,275",31,2.4,"$64,399 ",110.7
20099,7,8,0,"10,272","9,862",410,4.0,"$44,571 ",76.6
20101,9,12,0,796,774,22,2.8,"$59,240 ",101.9
20103,1,1,1,"36,546","35,216","1,330",3.6,"$70,807 ",121.8
20105,9,10,0,"1,684","1,642",42,2.5,"$44,439 ",76.4
20107,1,1,1,"4,448","4,187",261,5.9,"$47,153 ",81.1
20109,9,12,0,"1,670","1,634",36,2.2,"$50,267 ",86.4
20111,4,5,0,"16,617","16,030",587,3.5,"$47,982 ",82.5
20113,7,8,0,"16,312","15,893",419,2.6,"$58,017 ",99.8
20115,6,6,0,"6,041","5,853",188,3.1,"$51,712 ",88.9
20117,6,6,0,"5,442","5,299",143,2.6,"$51,066 ",87.8
20119,9,10,0,"2,291","2,243",48,2.1,"$67,220 ",115.6
20121,1,1,1,"17,469","16,840",629,3.6,"$71,770 ",123.4
20123,7,11,0,"3,426","3,348",78,2.3,"$51,514 ",88.6
20125,5,8,0,"14,834","14,194",640,4.3,"$42,479 ",73.1
20127,8,6,0,"2,985","2,902",83,2.8,"$49,287 ",84.8
20129,9,12,0,"1,169","1,131",38,3.3,"$53,785 ",92.5
20131,6,6,0,"5,499","5,373",126,2.3,"$59,567 ",102.4
20133,7,9,0,"6,010","5,716",294,4.9,"$46,176 ",79.4
20135,9,12,0,"1,329","1,292",37,2.8,"$51,757 ",89.0
20137,7,11,0,"2,746","2,687",59,2.1,"$47,252 ",81.3
20139,3,2,1,"7,945","7,641",304,3.8,"$53,864 ",92.6
20141,9,12,0,"2,004","1,951",53,2.6,"$46,101 ",79.3
20143,9,8,0,"3,005","2,918",87,2.9,"$56,451 ",97.1
20145,7,9,0,"2,940","2,847",93,3.2,"$47,039 ",80.9
20147,7,11,0,"2,800","2,729",71,2.5,"$47,405 ",81.5
20149,3,2,1,"12,278","11,935",343,2.8,"$69,975 ",120.3
20151,7,11,0,"4,952","4,815",137,2.8,"$52,567 ",90.4
20153,9,12,0,"1,467","1,436",31,2.1,"$46,638 ",80.2
20155,4,5,0,"29,916","28,841","1,075",3.6,"$49,341 ",84.9
20157,9,12,0,"2,401","2,335",66,2.7,"$48,566 ",83.5
20159,7,9,0,"5,287","5,132",155,2.9,"$51,686 ",88.9
20161,3,2,1,"35,429","34,407","1,022",2.9,"$47,057 ",80.9
20163,9,10,0,"2,522","2,441",81,3.2,"$47,365 ",81.5
20165,9,10,0,"1,660","1,615",45,2.7,"$44,121 ",75.9
20167,7,9,0,"3,352","3,252",100,3.0,"$45,879 ",78.9
20169,5,8,0,"30,094","29,170",924,3.1,"$53,961 ",92.8
20171,7,9,0,"2,858","2,801",57,2.0,"$63,790 ",109.7
20173,2,2,1,"246,605","237,249","9,356",3.8,"$56,381 ",97.0
20175,5,8,0,"9,554","9,239",315,3.3,"$50,671 ",87.1
20177,3,2,1,"91,125","87,941","3,184",3.5,"$53,612 ",92.2
20179,9,12,0,"1,398","1,366",32,2.3,"$50,553 ",86.9
20181,7,11,0,"2,894","2,812",82,2.8,"$45,966 ",79.0
20183,9,12,0,"1,946","1,897",49,2.5,"$41,899 ",72.1
20185,9,10,0,"1,952","1,899",53,2.7,"$47,835 ",82.3
20187,9,12,0,"1,010",984,26,2.6,"$60,136 ",103.4
20189,7,9,0,"2,655","2,580",75,2.8,"$58,817 ",101.1
20191,2,2,1,"10,784","10,403",381,3.5,"$56,946 ",97.9
20193,7,11,0,"4,230","4,120",110,2.6,"$55,345 ",95.2
20195,9,10,0,"1,381","1,337",44,3.2,"$48,520 ",83.4
20197,3,2,1,"3,648","3,533",115,3.2,"$59,744 ",102.7
20199,9,12,0,819,798,21,2.6,"$51,350 ",88.3
20201,9,12,0,"2,927","2,847",80,2.7,"$48,104 ",82.7
20203,9,12,0,"1,265","1,237",28,2.2,"$59,800 ",102.8
20205,7,10,0,"4,001","3,825",176,4.4,"$45,697 ",78.6
20207,9,12,0,"1,594","1,525",69,4.3,"$43,894 ",75.5
20209,1,1,1,"77,858","74,105","3,753",4.8,"$47,084 ",81.0
21001,7,9,0,"7,246","6,879",367,5.1,"$37,392 ",74.5
21003,3,2,1,"8,969","8,633",336,3.7,"$44,624 ",88.9
21005,6,3,0,"11,951","11,520",431,3.6,"$60,908 ",121.4
21007,9,8,0,"3,583","3,335",248,6.9,"$47,658 ",95.0
21009,6,5,0,"19,141","18,293",848,4.4,"$42,439 ",84.6
21011,8,5,0,"4,648","4,335",313,6.7,"$44,183 ",88.0
21013,7,8,0,"8,513","7,973",540,6.3,"$29,362 ",58.5
21015,1,1,1,"70,741","68,362","2,379",3.4,"$77,696 ",154.8
21017,2,2,1,"9,704","9,317",387,4.0,"$48,614 ",96.9
21019,2,2,1,"18,099","17,028","1,071",5.9,"$48,020 ",95.7
21021,7,8,0,"12,612","12,053",559,4.4,"$47,528 ",94.7
21023,1,1,1,"3,851","3,664",187,4.9,"$56,432 ",112.4
21025,7,12,0,"3,643","3,377",266,7.3,"$31,182 ",62.1
21027,8,7,0,"7,990","7,561",429,5.4,"$47,284 ",94.2
21029,1,1,1,"42,322","40,596","1,726",4.1,"$61,022 ",121.6
21031,3,2,1,"5,206","4,953",253,4.9,"$43,048 ",85.8
21033,7,9,0,"5,419","5,163",256,4.7,"$43,659 ",87.0
21035,7,8,0,"18,864","18,127",737,3.9,"$41,873 ",83.4
21037,1,1,1,"50,530","48,865","1,665",3.3,"$60,904 ",121.3
21039,9,10,0,"2,311","2,198",113,4.9,"$41,249 ",82.2
21041,6,4,0,"5,270","5,053",217,4.1,"$47,623 ",94.9
21043,6,6,0,"9,894","8,982",912,9.2,"$32,906 ",65.6
21045,9,10,0,"6,734","6,420",314,4.7,"$34,358 ",68.5
21047,2,2,1,"24,853","23,549","1,304",5.2,"$40,299 ",80.3
21049,2,2,1,"17,202","16,493",709,4.1,"$50,162 ",99.9
21051,7,10,0,"5,221","4,852",369,7.1,"$28,146 ",56.1
21053,9,12,0,"3,869","3,657",212,5.5,"$31,118 ",62.0
21055,7,9,0,"3,908","3,706",202,5.2,"$43,624 ",86.9
21057,9,10,0,"3,134","2,994",140,4.5,"$33,541 ",66.8
21059,3,2,1,"48,018","46,121","1,897",4.0,"$51,441 ",102.5
21061,3,2,1,"4,868","4,610",258,5.3,"$43,151 ",86.0
21063,9,12,0,"2,070","1,878",192,9.3,"$35,446 ",70.6
21065,6,6,0,"5,325","5,033",292,5.5,"$35,701 ",71.1
21067,2,2,1,"174,849","169,048","5,801",3.3,"$55,358 ",110.3
21069,7,9,0,"6,142","5,808",334,5.4,"$42,571 ",84.8
21071,7,11,0,"10,907","10,187",720,6.6,"$33,218 ",66.2
21073,4,3,0,"25,051","24,115",936,3.7,"$53,134 ",105.9
21075,9,8,0,"2,048","1,930",118,5.8,"$32,355 ",64.5
21077,1,1,1,"4,073","3,907",166,4.1,"$49,060 ",97.8
21079,6,6,0,"7,693","7,352",341,4.4,"$51,203 ",102.0
21081,1,1,1,"11,729","11,223",506,4.3,"$53,965 ",107.5
21083,7,8,0,"15,447","14,670",777,5.0,"$46,785 ",93.2
21085,6,6,0,"10,995","10,455",540,4.9,"$40,780 ",81.3
21087,8,7,0,"5,076","4,858",218,4.3,"$36,782 ",73.3
21089,2,2,1,"13,459","12,564",895,6.6,"$49,457 ",98.5
21091,3,2,1,"4,089","3,919",170,4.2,"$56,769 ",113.1
21093,3,2,1,"49,149","47,158","1,991",4.1,"$52,278 ",104.2
21095,7,10,0,"6,554","6,067",487,7.4,"$29,521 ",58.8
21097,6,4,0,"8,699","8,339",360,4.1,"$51,709 ",103.0
21099,8,7,0,"8,085","7,763",322,4.0,"$37,038 ",73.8
21101,2,2,1,"22,154","21,303",851,3.8,"$51,161 ",101.9
21103,1,1,1,"8,183","7,865",318,3.9,"$53,405 ",106.4
21105,9,10,0,"1,812","1,708",104,5.7,"$44,290 ",88.2
21107,5,8,0,"19,281","18,429",852,4.4,"$45,512 ",90.7
21109,9,10,0,"4,117","3,829",288,7.0,"$35,317 ",70.4
21111,1,1,1,"400,587","384,318","16,269",4.1,"$55,860 ",111.3
21113,2,2,1,"26,425","25,465",960,3.6,"$59,443 ",118.4
21115,7,11,0,"6,763","6,298",465,6.9,"$39,381 ",78.5
21117,1,1,1,"87,686","84,661","3,025",3.4,"$64,644 ",128.8
21119,9,12,0,"4,425","4,121",304,6.9,"$32,228 ",64.2
21121,7,8,0,"10,114","9,482",632,6.2,"$30,742 ",61.3
21123,3,2,1,"6,075","5,808",267,4.4,"$45,458 ",90.6
21125,5,8,0,"24,947","23,679","1,268",5.1,"$41,425 ",82.5
21127,6,7,0,"5,085","4,717",368,7.2,"$36,667 ",73.1
21129,9,12,0,"2,033","1,904",129,6.3,"$29,124 ",58.0
21131,9,10,0,"2,650","2,462",188,7.1,"$31,921 ",63.6
21133,9,10,0,"6,316","5,904",412,6.5,"$32,321 ",64.4
21135,8,7,0,"4,727","4,331",396,8.4,"$35,751 ",71.2
21137,7,8,0,"9,366","8,895",471,5.0,"$42,190 ",84.1
21139,9,8,0,"3,702","3,451",251,6.8,"$48,182 ",96.0
21141,6,6,0,"12,453","11,970",483,3.9,"$46,742 ",93.1
21143,9,9,0,"3,063","2,907",156,5.1,"$48,395 ",96.4
21145,5,8,0,"29,386","27,744","1,642",5.6,"$48,950 ",97.5
21147,9,10,0,"4,654","4,360",294,6.3,"$30,029 ",59.8
21149,3,2,1,"4,285","4,074",211,4.9,"$48,080 ",95.8
21151,4,5,0,"46,892","45,083","1,809",3.9,"$51,897 ",103.4
21153,9,12,0,"2,855","2,477",378,13.2,"$30,950 ",61.7
21155,7,9,0,"9,627","9,263",364,3.8,"$45,661 ",91.0
21157,7,9,0,"15,078","14,280",798,5.3,"$52,388 ",104.4
21159,9,12,0,"2,788","2,607",181,6.5,"$28,925 ",57.6
21161,6,3,0,"7,254","6,854",400,5.5,"$41,807 ",83.3
21163,3,2,1,"12,319","11,747",572,4.6,"$57,613 ",114.8
21165,9,8,0,"2,340","2,162",178,7.6,"$34,002 ",67.7
21167,6,6,0,"9,871","9,431",440,4.5,"$53,921 ",107.4
21169,9,8,0,"4,201","4,028",173,4.1,"$35,906 ",71.5
21171,8,7,0,"4,728","4,532",196,4.1,"$35,596 ",70.9
21173,6,5,0,"11,663","10,967",696,6.0,"$46,629 ",92.9
21175,9,11,0,"4,476","4,193",283,6.3,"$35,848 ",71.4
21177,6,6,0,"10,604","9,890",714,6.7,"$43,722 ",87.1
21179,6,3,0,"22,711","21,726",985,4.3,"$55,602 ",110.8
21181,8,7,0,"3,287","3,137",150,4.6,"$41,428 ",82.5
21183,6,6,0,"9,914","9,348",566,5.7,"$44,751 ",89.2
21185,1,1,1,"33,270","32,176","1,094",3.3,"$102,136 ",203.5
21187,8,4,0,"5,229","4,974",255,4.9,"$48,998 ",97.6
21189,9,12,0,"1,171","1,088",83,7.1,"$26,278 ",52.4
21191,1,1,1,"7,058","6,769",289,4.1,"$54,583 ",108.8
21193,7,11,0,"8,245","7,723",522,6.3,"$33,108 ",66.0
21195,7,11,0,"19,933","18,751","1,182",5.9,"$37,124 ",74.0
21197,6,6,0,"5,023","4,724",299,6.0,"$37,776 ",75.3
21199,5,8,0,"25,726","24,421","1,305",5.1,"$41,541 ",82.8
21201,8,4,0,815,775,40,4.9,"$45,146 ",90.0
21203,7,8,0,"6,693","6,363",330,4.9,"$37,732 ",75.2
21205,7,9,0,"10,706","10,153",553,5.2,"$41,196 ",82.1
21207,9,10,0,"6,270","5,906",364,5.8,"$34,648 ",69.0
21209,2,2,1,"28,607","27,661",946,3.3,"$73,500 ",146.4
21211,1,1,1,"24,920","24,052",868,3.5,"$66,056 ",131.6
21213,6,4,0,"8,836","8,493",343,3.9,"$51,769 ",103.1
21215,1,1,1,"10,061","9,694",367,3.6,"$85,899 ",171.2
21217,7,8,0,"12,494","11,959",535,4.3,"$45,429 ",90.5
21219,8,7,0,"5,312","5,100",212,4.0,"$51,027 ",101.7
21221,2,2,1,"6,001","5,717",284,4.7,"$49,767 ",99.2
21223,1,1,1,"3,893","3,726",167,4.3,"$51,674 ",103.0
21225,6,6,0,"6,039","5,739",300,5.0,"$47,067 ",93.8
21227,3,2,1,"64,400","62,028","2,372",3.7,"$53,478 ",106.6
21229,9,9,0,"6,201","5,969",232,3.7,"$50,246 ",100.1
21231,7,9,0,"7,598","7,064",534,7.0,"$33,701 ",67.1
21233,8,6,0,"5,862","5,616",246,4.2,"$47,132 ",93.9
21235,7,8,0,"13,920","13,224",696,5.0,"$36,863 ",73.4
21237,9,12,0,"1,904","1,758",146,7.7,"$30,144 ",60.1
21239,2,2,1,"14,793","14,336",457,3.1,"$66,164 ",131.8
22001,2,2,1,"23,952","22,665","1,287",5.4,"$40,484 ",84.3
22003,6,6,0,"8,784","8,290",494,5.6,"$44,395 ",92.4
22005,2,2,1,"62,979","60,370","2,609",4.1,"$77,758 ",161.9
22007,6,4,0,"8,941","8,345",596,6.7,"$48,120 ",100.2
22009,6,6,0,"15,313","14,437",876,5.7,"$37,731 ",78.6
22011,6,5,0,"14,542","13,769",773,5.3,"$57,005 ",118.7
22013,6,6,0,"5,670","5,339",331,5.8,"$34,047 ",70.9
22015,2,2,1,"57,620","55,156","2,464",4.3,"$56,754 ",118.2
22017,2,2,1,"104,778","99,027","5,751",5.5,"$40,467 ",84.3
22019,3,2,1,"109,878","105,683","4,195",3.8,"$50,531 ",105.2
22021,8,7,0,"3,826","3,607",219,5.7,"$40,842 ",85.1
22023,3,2,1,"4,057","3,914",143,3.5,"$57,299 ",119.3
22025,9,10,0,"3,381","3,151",230,6.8,"$35,812 ",74.6
22027,6,6,0,"5,779","5,476",303,5.2,"$33,659 ",70.1
22029,7,8,0,"6,956","6,467",489,7.0,"$35,840 ",74.6
22031,2,2,1,"10,754","10,136",618,5.7,"$44,457 ",92.6
22033,2,2,1,"232,663","222,618","10,045",4.3,"$52,945 ",110.3
22035,7,11,0,"1,962","1,759",203,10.3,"$27,714 ",57.7
22037,2,2,1,"8,008","7,634",374,4.7,"$45,174 ",94.1
22039,6,6,0,"12,061","11,364",697,5.8,"$34,113 ",71.0
22041,7,11,0,"7,311","6,790",521,7.1,"$34,446 ",71.7
22043,3,2,1,"8,071","7,595",476,5.9,"$43,502 ",90.6
