fips,num_neighbors,center_00,center_10,pop_00,pop_10
48417,6,54.257422879387214,53.79924055611769,51.05236216657227,50.818888244500634
48419,7,54.13827704267538,53.199670809632444,53.77257644767351,54.140811868711566
48421,5,60.9547891026985,59.93256868734473,59.75144429203747,59.71609111262728
48423,7,52.5162462020772,53.24564531409504,52.59551023564245,52.37796224383914
48425,4,37.761485241938836,36.60551100470573,39.28166192913512,39.33057184455655
48427,4,75.44580974709329,63.108678994420124,88.8596673591961,88.87863176817835
48429,5,51.264313100631554,50.18393439790311,50.79359170941691,50.545247579950924
48431,6,59.26095663876819,57.167679918484794,63.227988918320214,63.314968587141855
48433,5,46.872132163131006,51.14353959044671,49.31309263461573,49.219538828924634
48435,5,74.8812565204245,71.88107337289397,77.77382028106078,78.15257492464123
48437,6,54.307056373365334,53.70418039204165,56.861736969152126,56.88419297540738
48439,6,50.06888635595144,52.84993836642686,47.507891821940184,47.1618278315024
48441,5,56.30182830469787,53.34491378227999,54.61972197897971,54.34831343830448
48443,4,112.07283202227059,97.56503837435648,125.62145011447559,125.93972627689053
48445,5,52.50704046325321,51.35364238971069,51.890036101615365,52.149082622867844
