FIPS,03/29/20_grocery,03/29/20_parks,03/29/20_residential,03/29/20_transit,03/29/20_workplaces,03/29/20retail,04/05/20_grocery,04/05/20_parks,04/05/20_residential,04/05/20_transit,04/05/20_workplaces,04/05/20retail,04/11/20_grocery,04/11/20_parks,04/11/20_residential,04/11/20_transit,04/11/20_workplaces,04/11/20retail
29067,-14.0,,,,-21.0,-5.0,-21.0,,,,-20.0,-24.0,-21.0,,,,-33.0,-24.0
29069,10.0,,,,-23.0,-15.0,21.0,,,,-21.0,-15.0,21.0,,,,-9.0,-26.0
29071,2.0,61.0,8.0,-12.0,-25.0,-33.0,4.0,-14.0,9.0,-23.0,-29.0,-40.0,16.0,22.0,12.0,-23.0,-28.0,-39.0
29073,,,,,-25.0,-22.0,,,,,-25.0,-34.0,,,,,-30.0,-34.0
29075,,,,,-34.0,,,,,,-32.0,,,,,,-50.0,
29077,-30.0,43.0,10.0,-34.0,-36.0,-45.0,-21.0,-13.0,11.0,-39.0,-37.0,-49.0,-22.0,-25.0,12.0,-35.0,-36.0,-55.0
29079,-7.0,,,,-10.0,-16.0,2.0,,,,-12.0,-2.0,2.0,,,,-27.0,-2.0
29081,-20.0,,,-15.0,-20.0,-25.0,-20.0,,,-13.0,-20.0,-81.0,-20.0,,,-14.0,-32.0,-81.0
29083,2.0,,-1.0,,-20.0,-9.0,11.0,,-1.0,,-17.0,-22.0,11.0,,-1.0,,-20.0,-34.0
29085,,,,,-2.0,,,,,,-15.0,,,,,,-25.0,
29089,,,,,-23.0,,,,,,-27.0,,,,,,-33.0,
29091,-16.0,,12.0,-24.0,-28.0,-36.0,3.0,,15.0,-26.0,-30.0,-37.0,-5.0,,13.0,-12.0,-23.0,-43.0
29093,4.0,104.0,,,-9.0,-18.0,10.0,46.0,,,-13.0,-60.0,10.0,44.0,,,-32.0,-60.0
29095,-14.0,28.0,10.0,-13.0,-36.0,-43.0,-11.0,-8.0,10.0,-18.0,-38.0,-45.0,-3.0,-6.0,12.0,-10.0,-37.0,-46.0
29097,-10.0,42.0,7.0,-11.0,-22.0,-26.0,0.0,-7.0,8.0,-14.0,-28.0,-34.0,-1.0,1.0,11.0,-17.0,-30.0,-40.0
29099,-16.0,94.0,9.0,6.0,-33.0,-36.0,-11.0,6.0,11.0,17.0,-35.0,-43.0,5.0,6.0,13.0,-3.0,-32.0,-38.0
29101,-5.0,,16.0,,-20.0,-28.0,-12.0,,21.0,,-24.0,-39.0,10.0,,19.0,,-29.0,-41.0
29105,-2.0,,13.0,,-22.0,-21.0,1.0,,14.0,,-31.0,-34.0,-3.0,,15.0,,-26.0,-37.0
29107,-8.0,,13.0,-19.0,-24.0,-24.0,-3.0,,16.0,-21.0,-30.0,-31.0,-3.0,,15.0,-18.0,-27.0,-31.0
29109,-2.0,,11.0,-17.0,-25.0,-5.0,18.0,,12.0,-22.0,-22.0,-19.0,18.0,,12.0,-31.0,-29.0,-18.0
29111,,,,,-13.0,-14.0,,,,,-18.0,-27.0,,,,,-41.0,-27.0
29113,-14.0,,18.0,,-32.0,-40.0,2.0,,18.0,,-31.0,-45.0,14.0,,19.0,,-30.0,-36.0
29115,-7.0,,,,-7.0,-19.0,-4.0,,,,-25.0,-32.0,-4.0,,,,-29.0,-32.0
29117,-6.0,,,,-25.0,-15.0,11.0,,,,-23.0,-11.0,11.0,,,,-23.0,-11.0
29119,9.0,,-4.0,,-25.0,-9.0,1.0,,-4.0,,-25.0,-28.0,1.0,,-4.0,,-16.0,-28.0
29121,-19.0,,,-30.0,-19.0,-29.0,6.0,,,-28.0,-15.0,-20.0,6.0,,,-20.0,-25.0,-20.0
29123,,,,,-22.0,-5.0,,,,,-21.0,-19.0,,,,,-30.0,-19.0
29125,,,,,-21.0,,,,,,-17.0,,,,,,-38.0,
29127,1.0,,13.0,-46.0,-26.0,-38.0,-1.0,,11.0,-38.0,-22.0,-35.0,-2.0,,13.0,-38.0,-29.0,-38.0
29131,3.0,-32.0,-3.0,,-24.0,-15.0,13.0,-32.0,-3.0,,-29.0,-18.0,13.0,-32.0,-3.0,,-29.0,-34.0
29133,,,,-13.0,-16.0,-38.0,,,,-32.0,-24.0,-48.0,,,,-41.0,-26.0,-48.0
29135,14.0,,,,-25.0,-18.0,23.0,,,,-25.0,-22.0,23.0,,,,-38.0,-22.0
29137,,,,,-24.0,-54.0,,,,,-29.0,-61.0,,,,,-37.0,-61.0
29139,-8.0,,,,-18.0,-54.0,2.0,,,,-19.0,-54.0,2.0,,,,-30.0,-54.0
29141,23.0,,,,-33.0,-17.0,21.0,,,,-36.0,-26.0,21.0,,,,-26.0,-26.0
29143,-4.0,,,-12.0,-23.0,-22.0,7.0,,,-22.0,-19.0,-35.0,7.0,,,-37.0,-12.0,-28.0
29145,-7.0,7.0,13.0,-19.0,-26.0,-27.0,-3.0,40.0,15.0,-22.0,-28.0,-41.0,-7.0,52.0,16.0,-24.0,-28.0,-43.0
29147,-10.0,,,,-16.0,-30.0,-17.0,,,,-29.0,-40.0,-17.0,,,,-25.0,-40.0
29149,4.0,,,,-19.0,-2.0,2.0,,,,-26.0,-9.0,2.0,,,,-33.0,-9.0
29151,-6.0,,,,-26.0,-47.0,-7.0,,,,-31.0,-74.0,-7.0,,,,-44.0,-74.0
29153,,,,,-17.0,,,,,,-23.0,,,,,,-32.0,
29155,5.0,,,-27.0,-26.0,-37.0,22.0,,,-36.0,-25.0,-34.0,22.0,,,-40.0,-17.0,-34.0
29157,-13.0,,,,-33.0,-33.0,-16.0,,,,-36.0,-42.0,-16.0,,,,-19.0,-42.0
29159,7.0,,15.0,,-22.0,-27.0,22.0,,16.0,,-23.0,-31.0,-1.0,,17.0,,-29.0,-38.0
29161,-17.0,,16.0,-18.0,-27.0,-37.0,-8.0,,17.0,-18.0,-28.0,-46.0,-8.0,,18.0,-26.0,-26.0,-49.0
29163,-2.0,,,,-26.0,-28.0,-11.0,,,,-24.0,-38.0,-11.0,,,,-13.0,-38.0
29165,15.0,-19.0,15.0,-80.0,-40.0,-46.0,18.0,8.0,16.0,-84.0,-40.0,-48.0,26.0,8.0,14.0,-83.0,-36.0,-55.0
29167,-13.0,-46.0,10.0,,-23.0,-24.0,4.0,-63.0,12.0,,-23.0,-31.0,-2.0,-46.0,12.0,,-24.0,-37.0
29169,-9.0,,13.0,-45.0,-19.0,-32.0,-14.0,,16.0,-50.0,-23.0,-46.0,-6.0,,16.0,-60.0,-17.0,-40.0
29171,,,,,-28.0,,,,,,-33.0,,,,,,-33.0,
29173,,,,-9.0,-22.0,-54.0,,,,-23.0,-26.0,-54.0,,,,-17.0,-33.0,-54.0
29175,-17.0,,1.0,,-18.0,-31.0,-8.0,,1.0,,-25.0,-30.0,-8.0,,1.0,,-15.0,-35.0
29177,1.0,,7.0,,-22.0,-14.0,5.0,,7.0,,-24.0,-32.0,5.0,,7.0,,-34.0,-32.0
29181,-2.0,,,,-28.0,-5.0,-2.0,,,,-30.0,-5.0,-2.0,,,,-43.0,-5.0
29183,-13.0,63.0,11.0,-16.0,-37.0,-45.0,-10.0,-9.0,12.0,-26.0,-41.0,-50.0,6.0,24.0,14.0,-23.0,-39.0,-50.0
29185,-4.0,,,,-17.0,-27.0,8.0,,,-25.0,-26.0,-14.0,8.0,,,-25.0,-33.0,-14.0
29186,,,,-3.0,-17.0,-30.0,,,,-15.0,-28.0,-41.0,,,,-20.0,-20.0,-41.0
29187,3.0,-29.0,13.0,,-15.0,-26.0,-6.0,-29.0,15.0,,-24.0,-43.0,4.0,-29.0,15.0,,-22.0,-36.0
29189,-21.0,87.0,11.0,-59.0,-38.0,-45.0,-17.0,-42.0,13.0,-65.0,-41.0,-50.0,-5.0,-5.0,15.0,-55.0,-39.0,-49.0
29195,0.0,,0.0,,3.0,-26.0,1.0,,0.0,,-6.0,-30.0,1.0,,0.0,,-19.0,-30.0
29197,,,,,,,,,,,-31.0,,,,,,-33.0,
29201,0.0,,11.0,-19.0,-21.0,-34.0,-4.0,,12.0,-12.0,-28.0,-40.0,6.0,,15.0,-27.0,-20.0,-40.0
29203,,,,,-29.0,,,,,,-27.0,,,,,,-40.0,
29205,,,,,-28.0,,,,,,-19.0,,,,,,-28.0,
29207,-5.0,,-2.0,,-18.0,-19.0,-2.0,,-2.0,,-24.0,-32.0,-2.0,,-2.0,,-15.0,-32.0
29209,19.0,,9.0,,-39.0,-16.0,14.0,,9.0,,-41.0,-20.0,14.0,,9.0,,-32.0,-20.0
29211,,,,,-7.0,,,,,,-11.0,,,,,,-7.0,
29213,-7.0,41.0,13.0,,-49.0,-47.0,-2.0,-12.0,16.0,,-50.0,-54.0,-4.0,-27.0,16.0,,-48.0,-57.0
29215,13.0,,,,-23.0,-21.0,97.0,,,,-23.0,-76.0,97.0,,,,-18.0,-76.0
29217,13.0,,,-24.0,-14.0,-21.0,6.0,,,-29.0,-24.0,-35.0,6.0,,,-29.0,-14.0,-35.0
29219,-5.0,,16.0,-4.0,-26.0,-25.0,6.0,,16.0,-20.0,-32.0,-31.0,6.0,,18.0,-15.0,-31.0,-27.0
29221,-9.0,,,,-14.0,-9.0,20.0,,,,-13.0,-9.0,20.0,,,,-18.0,-9.0
29223,6.0,,,,-29.0,-21.0,9.0,,,,-29.0,0.0,9.0,,,,-39.0,0.0
29225,-13.0,,16.0,-38.0,-31.0,-1.0,4.0,,14.0,-38.0,-34.0,-29.0,4.0,,13.0,-36.0,-27.0,-31.0
29229,2.0,,,,-19.0,-27.0,23.0,,,,-21.0,-35.0,23.0,,,,-18.0,-35.0
30001,-11.0,,,,-31.0,-31.0,-20.0,,,,-31.0,-39.0,-20.0,,,,-34.0,-39.0
30003,-7.0,,,-13.0,-28.0,-51.0,-7.0,,,-19.0,-31.0,-31.0,-7.0,,,-20.0,-38.0,-31.0
30005,,,,,-41.0,,,,,,-46.0,,,,,,-51.0,
30007,-3.0,,,,-33.0,-62.0,-5.0,,,,-41.0,-67.0,-5.0,,,,-43.0,-67.0
30009,-30.0,,,,-45.0,-63.0,-21.0,,,,-47.0,-61.0,-21.0,,,,-47.0,-61.0
30013,-26.0,-22.0,12.0,-70.0,-32.0,-48.0,-14.0,-28.0,11.0,-60.0,-32.0,-37.0,-26.0,-60.0,15.0,-73.0,-41.0,-58.0
30017,,,,,-28.0,-48.0,,,,,-31.0,-35.0,,,,,-36.0,-35.0
30021,-7.0,,,,-23.0,-60.0,-2.0,,,,-32.0,-60.0,-2.0,,,,-34.0,-60.0
30023,-26.0,,,,-31.0,-57.0,-12.0,,,,-37.0,-51.0,-12.0,,,,-40.0,-51.0
30027,-31.0,,,,-32.0,-45.0,-22.0,,,,-26.0,-38.0,-22.0,,,,-38.0,-38.0
30029,-29.0,-35.0,10.0,-50.0,-42.0,-53.0,-27.0,-44.0,10.0,-46.0,-41.0,-48.0,-12.0,-56.0,13.0,-41.0,-39.0,-49.0
30031,-39.0,61.0,12.0,-66.0,-51.0,-63.0,-34.0,39.0,12.0,-67.0,-50.0,-57.0,-27.0,-61.0,19.0,-70.0,-50.0,-64.0
30035,-28.0,,,,-45.0,-71.0,-17.0,,,,-49.0,-59.0,-17.0,,,,-63.0,-59.0
30041,-4.0,,,,-24.0,-42.0,4.0,,,,-30.0,-32.0,4.0,,,,-32.0,-32.0
30043,,,,,-36.0,-69.0,,,,,-45.0,-64.0,,,,,-45.0,-64.0
30047,-22.0,,1.0,,-31.0,-41.0,-9.0,,1.0,,-33.0,-26.0,-9.0,,1.0,,-29.0,-26.0
30049,-34.0,19.0,18.0,,-37.0,-51.0,-21.0,23.0,21.0,,-39.0,-41.0,-22.0,-56.0,19.0,,-41.0,-55.0
30053,-29.0,,,,-38.0,-79.0,-18.0,,,,-43.0,-81.0,-18.0,,,,-32.0,-81.0
30057,,-42.0,,,-44.0,-100.0,,-47.0,,,-41.0,-100.0,,-62.0,,,-59.0,-100.0
30061,-54.0,,,,-38.0,,-61.0,,,,-38.0,,-61.0,,,,-38.0,
30063,-30.0,31.0,11.0,-28.0,-36.0,-55.0,-18.0,59.0,10.0,-30.0,-37.0,-49.0,-19.0,-44.0,15.0,-41.0,-41.0,-54.0
30067,-29.0,,,,-44.0,-54.0,-16.0,,,,-43.0,-49.0,-16.0,,,,-45.0,-49.0
30073,,,,,,-53.0,,,,,,-56.0,,,,,,-56.0
30077,,,,,-30.0,,,,,,-42.0,,,,,,-35.0,
30081,-20.0,,11.0,,-39.0,-49.0,-8.0,,14.0,,-31.0,-40.0,6.0,,12.0,,-35.0,-35.0
30083,-22.0,,,,-41.0,-36.0,-15.0,,,,-35.0,-43.0,-15.0,,,,-36.0,-43.0
30085,-20.0,,,,-42.0,-25.0,-20.0,,,,-42.0,-20.0,-20.0,,,,-50.0,-20.0
30087,,,,,-30.0,,,,,,-32.0,,,,,,-40.0,
30089,-27.0,,,,-36.0,-62.0,-24.0,,,,-39.0,-60.0,-24.0,,,,-39.0,-60.0
30093,-15.0,,13.0,-20.0,-37.0,-45.0,3.0,,16.0,-25.0,-33.0,-41.0,3.0,,11.0,-35.0,-40.0,-44.0
30095,,,,-4.0,-33.0,-47.0,,,,-9.0,-33.0,-47.0,,,,-28.0,-38.0,-47.0
30099,,,,,-38.0,,,,,,-42.0,,,,,,-34.0,
30105,,,,,-28.0,-64.0,,,,,-35.0,-68.0,,,,,-37.0,-68.0
30111,-21.0,114.0,8.0,-45.0,-32.0,-49.0,-8.0,100.0,8.0,-58.0,-30.0,-43.0,-7.0,-43.0,14.0,-59.0,-36.0,-53.0
31001,-14.0,,13.0,,-18.0,-24.0,-9.0,,17.0,,-26.0,-37.0,-9.0,,18.0,,-19.0,-38.0
31003,,,,,,,,,,,-26.0,,,,,,-26.0,
31013,-7.0,,,,-14.0,-20.0,-2.0,,,,-9.0,-28.0,-2.0,,,,-13.0,-28.0
31019,-16.0,,17.0,-3.0,-28.0,-39.0,-17.0,,19.0,-17.0,-30.0,-47.0,-8.0,,21.0,-17.0,-33.0,-53.0
31021,,,,,-18.0,-58.0,,,,,-27.0,-58.0,,,,,-33.0,-58.0
31023,,,,,-19.0,-53.0,,,,,-30.0,-55.0,,,,,-36.0,-55.0
31025,,-63.0,12.0,,-28.0,-33.0,,-63.0,12.0,,-33.0,-45.0,,-63.0,12.0,,-29.0,-45.0
31027,,,,,-19.0,,,,,,-32.0,,,,,,-42.0,
31031,,,,,-34.0,-70.0,,,,,-34.0,-68.0,,,,,-39.0,-68.0
31033,-20.0,,,-1.0,-26.0,-21.0,-20.0,,,-2.0,-26.0,-29.0,-20.0,,,6.0,-43.0,-29.0
31035,,,,,-28.0,,,,,,-28.0,,,,,,-42.0,
31037,-10.0,,,,-6.0,-52.0,-8.0,,,,-8.0,-65.0,-8.0,,,,-8.0,-65.0
31039,,,,,-24.0,-29.0,,,,,-27.0,-37.0,,,,,-36.0,-37.0
31041,-14.0,,,,-14.0,-33.0,-11.0,,,,-16.0,-49.0,-11.0,,,,-30.0,-49.0
31043,7.0,,1.0,,-23.0,-10.0,49.0,,1.0,,-16.0,-19.0,49.0,,1.0,,13.0,-18.0
31045,,,,,-30.0,-26.0,,,,,-28.0,-38.0,,,,,-35.0,-38.0
31047,3.0,,-2.0,,-12.0,-19.0,0.0,,-2.0,,-19.0,-21.0,0.0,,-2.0,,-20.0,-21.0
31049,,,,-5.0,,,,,,-19.0,,,,,,3.0,,
31051,,,,,-25.0,,,,,,-25.0,,,,,,-30.0,
31053,-5.0,,13.0,-2.0,-22.0,-21.0,3.0,,16.0,-32.0,-23.0,-32.0,3.0,,16.0,-14.0,-29.0,-24.0
31055,-7.0,55.0,9.0,-38.0,-30.0,-41.0,-5.0,20.0,9.0,-43.0,-31.0,-43.0,6.0,-4.0,12.0,-34.0,-34.0,-45.0
31059,,,,,-20.0,,,,,,-20.0,,,,,,-27.0,
31067,6.0,,1.0,,-21.0,-22.0,9.0,,1.0,,-19.0,-34.0,9.0,,1.0,,-21.0,-34.0
31079,-20.0,,12.0,-15.0,-26.0,-35.0,-27.0,,18.0,-29.0,-32.0,-49.0,-20.0,,20.0,-9.0,-35.0,-49.0
31081,,,,-6.0,-22.0,-58.0,,,,-13.0,-26.0,-58.0,,,,-1.0,-34.0,-58.0
31089,6.0,,,,-9.0,-20.0,-4.0,,,,-14.0,-25.0,-4.0,,,,-26.0,-25.0
31093,,,,,-21.0,,,,,,-29.0,,,,,,-38.0,
31095,,,,,-22.0,-13.0,,,,,-24.0,-25.0,,,,,-34.0,-25.0
31097,,,,,,,,,,,,,,,,,-34.0,
31099,,,,,-29.0,,,,,,-31.0,,,,,,-42.0,
31101,-20.0,,,14.0,-26.0,-31.0,-22.0,,,7.0,-24.0,-36.0,-22.0,,,0.0,-29.0,-36.0
31105,,,,,-41.0,,,,,,-38.0,,,,,,-49.0,
31107,,,,,-25.0,,,,,,-32.0,,,,,,-45.0,
31109,-19.0,156.0,8.0,-18.0,-26.0,-39.0,-18.0,83.0,9.0,-26.0,-30.0,-43.0,-5.0,117.0,11.0,-19.0,-30.0,-40.0
31111,-4.0,,14.0,-8.0,-14.0,-29.0,3.0,,15.0,-17.0,-21.0,-35.0,3.0,,14.0,-14.0,-22.0,-38.0
31119,-7.0,,14.0,,-17.0,-38.0,-18.0,,18.0,,-19.0,-42.0,3.0,,16.0,,-23.0,-38.0
31121,,,,,-24.0,-55.0,,,,,-30.0,-30.0,,,,,-37.0,-30.0
31123,,,,,-22.0,,,,,,-27.0,,,,,,-36.0,
31127,,,,,-27.0,-56.0,,,,,-30.0,-58.0,,,,,-32.0,-58.0
31131,3.0,,,,-16.0,-8.0,51.0,,,,-16.0,-21.0,51.0,,,,-23.0,-21.0
31137,-8.0,,,,-30.0,-20.0,16.0,,,,-29.0,-29.0,16.0,,,,-45.0,-29.0
31139,,,,,-24.0,,,,,,-24.0,,,,,,-40.0,
31141,-2.0,,15.0,-16.0,-17.0,-34.0,0.0,,19.0,-27.0,-17.0,-38.0,0.0,,19.0,-8.0,-16.0,-35.0
31143,,,,,-22.0,,,,,,-17.0,,,,,,-37.0,
31145,,,,,-18.0,-16.0,,,,,-38.0,-24.0,,,,,-24.0,-24.0
31147,-2.0,,,,-13.0,-24.0,-2.0,,,,-11.0,-36.0,-2.0,,,,-23.0,-36.0
31151,-10.0,,,,-24.0,-17.0,14.0,,,,-22.0,-23.0,14.0,,,,-34.0,-23.0
31153,-15.0,191.0,9.0,23.0,-30.0,-36.0,-11.0,112.0,10.0,-1.0,-32.0,-39.0,0.0,115.0,12.0,-6.0,-31.0,-38.0
31155,18.0,,,,-27.0,-29.0,20.0,,,,-27.0,-35.0,20.0,,,,-24.0,-35.0
31157,-3.0,,14.0,,-18.0,-25.0,-1.0,,17.0,,-23.0,-34.0,-1.0,,14.0,,-26.0,-36.0
31159,,,,,-32.0,-29.0,,,,,-40.0,-33.0,,,,,-19.0,-33.0
31167,,,,,-20.0,,,,,,-31.0,,,,,,-33.0,
31169,,,,,-19.0,,,,,,-12.0,,,,,,-17.0,
31173,,,,,-30.0,,,,,,-40.0,,,,,,-40.0,
31177,-9.0,,,,-23.0,-18.0,-9.0,,,,-36.0,-25.0,-9.0,,,,-21.0,-25.0
31179,,,,,-26.0,-53.0,,,,,-29.0,-39.0,,,,,-45.0,-39.0
31185,,,,-12.0,-31.0,-39.0,,,,-22.0,-31.0,-48.0,,,,-17.0,-27.0,-48.0
32001,-11.0,,5.0,,-28.0,-27.0,-15.0,,5.0,,-37.0,-32.0,-15.0,,5.0,,-31.0,-19.0
32003,-26.0,-47.0,15.0,-66.0,-56.0,-48.0,-24.0,-50.0,16.0,-67.0,-58.0,-49.0,-15.0,-50.0,18.0,-59.0,-56.0,-47.0
32005,-35.0,-35.0,18.0,,-47.0,-58.0,-42.0,-78.0,19.0,,-52.0,-66.0,-42.0,-32.0,19.0,,-46.0,-54.0
32007,10.0,7.0,17.0,-11.0,-35.0,-40.0,0.0,7.0,15.0,-14.0,-39.0,-43.0,20.0,7.0,16.0,0.0,-34.0,-43.0
32013,-1.0,,,-40.0,-20.0,-46.0,2.0,,,-55.0,-23.0,-49.0,2.0,,,-13.0,-26.0,-49.0
32015,-12.0,,,,-41.0,-59.0,-14.0,,,,-41.0,-57.0,-14.0,,,,-48.0,-57.0
32019,-5.0,,15.0,-10.0,-27.0,-14.0,-5.0,,16.0,-22.0,-34.0,-30.0,16.0,,18.0,-20.0,-40.0,-21.0
32021,,,,-29.0,,,,,,-20.0,,,,,,-21.0,,
32023,-15.0,-52.0,13.0,-20.0,-40.0,-26.0,-19.0,-64.0,13.0,-22.0,-40.0,-30.0,-14.0,-61.0,15.0,-20.0,-38.0,-29.0
32027,,,,6.0,-32.0,,,,,-13.0,-30.0,,,,,-10.0,-30.0,
32029,,,,,-38.0,-73.0,,,,,-43.0,-67.0,,,,,-51.0,-67.0
32031,-21.0,6.0,12.0,-64.0,-42.0,-44.0,-23.0,-28.0,14.0,-71.0,-48.0,-49.0,-11.0,19.0,14.0,-53.0,-45.0,-43.0
32033,-4.0,,,-4.0,-23.0,-65.0,-13.0,,,-11.0,-19.0,-57.0,-13.0,,,-14.0,-21.0,-57.0
32510,-13.0,-3.0,18.0,,-35.0,-36.0,-17.0,-26.0,19.0,,-44.0,-45.0,-2.0,34.0,20.0,,-40.0,-35.0
33001,-28.0,-53.0,18.0,,-35.0,-52.0,-11.0,-53.0,22.0,,-35.0,-37.0,0.0,-53.0,23.0,,-35.0,-33.0
33003,-30.0,-66.0,19.0,,-51.0,-69.0,-6.0,10.0,22.0,,-49.0,-58.0,-18.0,-15.0,22.0,,-42.0,-54.0
33005,-36.0,-46.0,18.0,,-34.0,-51.0,-20.0,-22.0,22.0,,-31.0,-43.0,-6.0,-22.0,23.0,,-33.0,-33.0
33007,-21.0,-68.0,10.0,,-37.0,-52.0,9.0,-23.0,10.0,,-36.0,-40.0,9.0,-56.0,10.0,,-37.0,-43.0
33009,-37.0,-71.0,20.0,-45.0,-44.0,-62.0,-23.0,-20.0,24.0,-27.0,-44.0,-55.0,-18.0,-63.0,25.0,-33.0,-43.0,-49.0
33011,-37.0,-55.0,14.0,-57.0,-38.0,-62.0,-28.0,55.0,12.0,-39.0,-38.0,-53.0,-9.0,97.0,14.0,-40.0,-38.0,-48.0
33013,-31.0,-59.0,13.0,-76.0,-37.0,-58.0,-22.0,17.0,11.0,-73.0,-36.0,-48.0,-6.0,-4.0,13.0,-57.0,-34.0,-39.0
33015,-36.0,-63.0,14.0,-60.0,-39.0,-59.0,-32.0,14.0,12.0,-59.0,-38.0,-50.0,-4.0,63.0,14.0,-57.0,-37.0,-41.0
33017,-38.0,-53.0,13.0,-39.0,-38.0,-51.0,-27.0,47.0,10.0,-52.0,-36.0,-42.0,-6.0,-20.0,13.0,-59.0,-36.0,-35.0
33019,-22.0,,16.0,,-28.0,-45.0,-9.0,,20.0,,-26.0,-35.0,-9.0,,23.0,,-30.0,-25.0
34001,-30.0,11.0,16.0,-72.0,-55.0,-56.0,2.0,53.0,15.0,-66.0,-56.0,-67.0,6.0,56.0,17.0,-62.0,-56.0,-60.0
34003,-37.0,-64.0,19.0,-64.0,-50.0,-66.0,-15.0,-20.0,18.0,-56.0,-51.0,-75.0,-5.0,-21.0,21.0,-56.0,-55.0,-72.0
34005,-39.0,7.0,14.0,-53.0,-38.0,-53.0,4.0,87.0,13.0,-50.0,-38.0,-67.0,17.0,3.0,16.0,-41.0,-38.0,-57.0
34007,-30.0,-29.0,13.0,-59.0,-37.0,-50.0,-1.0,22.0,12.0,-58.0,-37.0,-61.0,6.0,-33.0,16.0,-55.0,-40.0,-56.0
34009,-27.0,-14.0,19.0,-59.0,-41.0,-49.0,3.0,29.0,19.0,-54.0,-36.0,-59.0,7.0,25.0,12.0,-46.0,-36.0,-52.0
34011,-19.0,-35.0,10.0,-28.0,-25.0,-36.0,-1.0,16.0,10.0,-30.0,-28.0,-41.0,-2.0,-12.0,12.0,-26.0,-27.0,-36.0
34013,-27.0,-50.0,17.0,-78.0,-43.0,-60.0,-20.0,-21.0,17.0,-79.0,-45.0,-68.0,-13.0,-30.0,20.0,-77.0,-48.0,-65.0
34015,-30.0,-3.0,13.0,-15.0,-36.0,-54.0,-10.0,70.0,12.0,-16.0,-37.0,-64.0,-5.0,-8.0,15.0,-8.0,-37.0,-52.0
34017,-38.0,-69.0,18.0,-72.0,-51.0,-62.0,-18.0,-40.0,18.0,-67.0,-54.0,-70.0,-16.0,-51.0,21.0,-70.0,-58.0,-64.0
34019,-35.0,21.0,28.0,-31.0,-42.0,-64.0,-3.0,21.0,30.0,-39.0,-42.0,-64.0,14.0,,32.0,-38.0,-45.0,-62.0
34021,-25.0,-27.0,15.0,-74.0,-43.0,-55.0,31.0,9.0,14.0,-73.0,-41.0,-66.0,30.0,-2.0,17.0,-72.0,-42.0,-63.0
34023,-41.0,-31.0,17.0,-77.0,-44.0,-64.0,-7.0,78.0,16.0,-66.0,-45.0,-73.0,-1.0,-6.0,20.0,-69.0,-50.0,-70.0
34025,-34.0,-32.0,17.0,-67.0,-44.0,-62.0,5.0,77.0,15.0,-51.0,-43.0,-69.0,13.0,24.0,17.0,-49.0,-43.0,-63.0
34027,-39.0,-43.0,18.0,-64.0,-47.0,-63.0,-16.0,58.0,17.0,-47.0,-49.0,-68.0,9.0,15.0,19.0,-51.0,-49.0,-66.0
34029,-31.0,-25.0,15.0,-58.0,-42.0,-55.0,-3.0,5.0,14.0,-52.0,-41.0,-62.0,9.0,0.0,15.0,-50.0,-40.0,-55.0
34031,-34.0,-53.0,16.0,-55.0,-46.0,-66.0,-23.0,20.0,16.0,-47.0,-48.0,-70.0,-14.0,0.0,20.0,-46.0,-54.0,-67.0
34033,-21.0,-22.0,18.0,-61.0,-28.0,-39.0,0.0,45.0,19.0,-68.0,-31.0,-45.0,-16.0,-18.0,22.0,-61.0,-28.0,-37.0
34035,-36.0,-31.0,17.0,-60.0,-47.0,-61.0,-1.0,64.0,16.0,66.0,-47.0,-72.0,10.0,-12.0,20.0,-46.0,-47.0,-68.0
34037,-27.0,-39.0,15.0,-53.0,-39.0,-57.0,-24.0,100.0,13.0,-43.0,-36.0,-52.0,-1.0,42.0,16.0,-45.0,-40.0,-49.0
34039,-32.0,-40.0,17.0,-61.0,-44.0,-62.0,-19.0,38.0,17.0,-58.0,-47.0,-67.0,-12.0,-40.0,20.0,-53.0,-52.0,-63.0
34041,-37.0,-35.0,14.0,-40.0,-35.0,-47.0,2.0,51.0,13.0,-46.0,-35.0,-53.0,-8.0,32.0,16.0,-44.0,-37.0,-37.0
35001,-22.0,8.0,11.0,-43.0,-37.0,-46.0,-17.0,9.0,11.0,-41.0,-38.0,-44.0,-12.0,-2.0,14.0,-39.0,-40.0,-48.0
35005,-26.0,-41.0,12.0,-49.0,-26.0,-46.0,-20.0,-38.0,11.0,-51.0,-27.0,-41.0,-11.0,-38.0,11.0,-57.0,-26.0,-43.0
35006,-7.0,,,-16.0,-30.0,-27.0,8.0,,,-25.0,-25.0,-24.0,8.0,,,-28.0,-35.0,-44.0
35007,-29.0,,,-26.0,-40.0,-62.0,-29.0,,,-43.0,-40.0,-64.0,-29.0,,,-48.0,-43.0,-64.0
35009,-17.0,-32.0,16.0,-38.0,-25.0,-38.0,-5.0,-6.0,15.0,-28.0,-27.0,-29.0,-4.0,-33.0,18.0,-19.0,-23.0,-33.0
35015,-20.0,-39.0,12.0,-35.0,-20.0,-38.0,-14.0,-35.0,13.0,-19.0,-23.0,-37.0,-9.0,-36.0,13.0,-35.0,-23.0,-37.0
35017,-9.0,,2.0,,-25.0,-35.0,4.0,,2.0,,-20.0,-31.0,4.0,,2.0,,-32.0,-37.0
35019,-30.0,,,-9.0,,-39.0,-9.0,,,-10.0,,-44.0,-9.0,,,-21.0,,-44.0
