FIPS,03/29/20_grocery,03/29/20_parks,03/29/20_residential,03/29/20_transit,03/29/20_workplaces,03/29/20retail,04/05/20_grocery,04/05/20_parks,04/05/20_residential,04/05/20_transit,04/05/20_workplaces,04/05/20retail,04/11/20_grocery,04/11/20_parks,04/11/20_residential,04/11/20_transit,04/11/20_workplaces,04/11/20retail
35023,,,,-31.0,,-57.0,,,,-40.0,,-54.0,,,,-41.0,,-54.0
35025,-9.0,-24.0,13.0,-34.0,-26.0,-44.0,-8.0,-7.0,13.0,-40.0,-24.0,-43.0,-5.0,-22.0,13.0,-50.0,-19.0,-40.0
35027,-41.0,-72.0,,,-48.0,-71.0,-43.0,-73.0,,,-44.0,-70.0,-33.0,-76.0,,,-49.0,-72.0
35028,-33.0,,,,-53.0,-70.0,-34.0,,,,-50.0,-66.0,-34.0,,,,-53.0,-66.0
35029,-16.0,-45.0,,-22.0,-22.0,-41.0,-20.0,-37.0,,-26.0,-22.0,-34.0,-20.0,-55.0,,-38.0,-23.0,-43.0
35031,1.0,,22.0,-13.0,-20.0,-41.0,7.0,,19.0,-18.0,-23.0,-39.0,-48.0,,21.0,-25.0,-32.0,-70.0
35035,-25.0,-58.0,19.0,,-36.0,-39.0,-19.0,-50.0,16.0,,-36.0,-38.0,-12.0,-55.0,19.0,,-36.0,-41.0
35037,-4.0,,,-7.0,-25.0,-10.0,1.0,,,-17.0,-21.0,-15.0,1.0,,,-14.0,-39.0,-15.0
35039,-20.0,,12.0,,-37.0,-30.0,-15.0,,12.0,,-40.0,-20.0,-15.0,,12.0,,-35.0,-17.0
35041,-23.0,,,,-22.0,-31.0,-17.0,,,,-25.0,-26.0,-17.0,,,,-18.0,-26.0
35043,-13.0,3.0,11.0,-28.0,-42.0,-34.0,-4.0,14.0,10.0,-45.0,-43.0,-33.0,-4.0,18.0,14.0,-46.0,-43.0,-35.0
35045,-15.0,2.0,10.0,-38.0,-26.0,-42.0,-4.0,9.0,10.0,-31.0,-30.0,-35.0,-16.0,-9.0,16.0,-52.0,-34.0,-55.0
35047,-22.0,,-1.0,-41.0,-29.0,-29.0,-6.0,,-1.0,-48.0,-24.0,-22.0,-6.0,,-1.0,-46.0,-22.0,-22.0
35049,-23.0,-23.0,12.0,-51.0,-44.0,-52.0,-19.0,-14.0,11.0,-39.0,-44.0,-50.0,-15.0,-30.0,15.0,-36.0,-46.0,-51.0
35051,-4.0,,,,-24.0,-44.0,4.0,,,,-29.0,-39.0,4.0,,,,-28.0,-39.0
35053,-8.0,,,,-36.0,-42.0,-7.0,,,,-36.0,-42.0,-7.0,,,,-34.0,-42.0
35055,-29.0,-36.0,1.0,,-52.0,-59.0,-25.0,-12.0,1.0,,-57.0,-59.0,-14.0,-7.0,1.0,,-47.0,-62.0
35057,-7.0,,,-8.0,-25.0,-24.0,9.0,,,-19.0,-31.0,-24.0,9.0,,,-22.0,-22.0,-24.0
35059,,,,-34.0,,,,,,-43.0,,,,,,-46.0,,
35061,-8.0,-10.0,13.0,-21.0,-33.0,-38.0,27.0,15.0,12.0,-26.0,-36.0,-33.0,39.0,-25.0,13.0,-33.0,-34.0,-34.0
36001,-30.0,-15.0,13.0,-64.0,-36.0,-59.0,-23.0,91.0,11.0,-62.0,-37.0,-56.0,37.0,66.0,14.0,-54.0,-37.0,-62.0
36003,-15.0,,18.0,,-33.0,-40.0,-2.0,,20.0,,-33.0,-35.0,-15.0,,18.0,,-31.0,-35.0
36005,-30.0,-51.0,16.0,-55.0,-50.0,-64.0,-22.0,-27.0,16.0,-51.0,-52.0,-58.0,-12.0,-20.0,19.0,-48.0,-52.0,-61.0
36007,-27.0,5.0,11.0,-43.0,-34.0,-51.0,-23.0,74.0,10.0,-46.0,-35.0,-47.0,5.0,40.0,13.0,-38.0,-36.0,-50.0
36009,-15.0,-37.0,18.0,,-32.0,-40.0,-5.0,8.0,10.0,,-31.0,-36.0,19.0,7.0,25.0,,-38.0,-45.0
36011,-15.0,,20.0,-49.0,-29.0,-39.0,-12.0,,22.0,-42.0,-32.0,-39.0,10.0,,25.0,-46.0,-29.0,-38.0
36013,-8.0,-22.0,8.0,,-26.0,-33.0,3.0,-22.0,8.0,,-28.0,-33.0,12.0,-22.0,11.0,,-38.0,-38.0
36015,-14.0,,14.0,-58.0,-29.0,-48.0,-3.0,,12.0,-65.0,-29.0,-44.0,37.0,,13.0,-57.0,-23.0,-53.0
36017,-12.0,,20.0,,-23.0,-38.0,-10.0,,22.0,,-33.0,-35.0,9.0,,24.0,,-33.0,-45.0
36019,-18.0,,18.0,-67.0,-29.0,-52.0,-7.0,,21.0,-60.0,-31.0,-47.0,39.0,,23.0,-71.0,-30.0,-56.0
36021,-40.0,,19.0,-36.0,-35.0,-51.0,-10.0,,22.0,-39.0,-32.0,-48.0,20.0,,22.0,-29.0,-33.0,-48.0
36023,-9.0,,22.0,,-31.0,-42.0,-1.0,,23.0,-39.0,-32.0,-36.0,6.0,,21.0,-39.0,-33.0,-43.0
36025,-23.0,,10.0,,-29.0,-48.0,-13.0,,10.0,,-31.0,-40.0,0.0,,10.0,,-39.0,-40.0
36027,-28.0,-34.0,14.0,-72.0,-38.0,-54.0,-28.0,61.0,13.0,-61.0,-39.0,-50.0,51.0,102.0,16.0,-53.0,-39.0,-58.0
36029,-23.0,64.0,10.0,-49.0,-37.0,-52.0,-20.0,58.0,10.0,-52.0,-38.0,-51.0,12.0,20.0,15.0,-44.0,-44.0,-58.0
36031,-35.0,-70.0,3.0,,-48.0,-68.0,-29.0,-28.0,3.0,,-47.0,-66.0,-29.0,-37.0,3.0,,-47.0,-66.0
36033,-18.0,,17.0,,-34.0,-44.0,-13.0,,17.0,,-31.0,-56.0,-11.0,,19.0,,-33.0,-47.0
36035,-25.0,,15.0,,-23.0,-38.0,-12.0,,18.0,,-22.0,-39.0,-12.0,,20.0,,-25.0,-40.0
36037,-22.0,,20.0,-56.0,-27.0,-25.0,-16.0,,21.0,-58.0,-29.0,-34.0,1.0,,26.0,-58.0,-37.0,-40.0
36039,-30.0,-48.0,17.0,,-36.0,-46.0,-8.0,4.0,18.0,,-35.0,-38.0,5.0,-33.0,18.0,,-30.0,-32.0
36043,-19.0,,18.0,-70.0,-34.0,-45.0,-8.0,,20.0,-71.0,-31.0,-32.0,9.0,,23.0,-62.0,-32.0,-37.0
36045,-24.0,,9.0,,-27.0,-48.0,-13.0,,8.0,,-29.0,-43.0,21.0,,10.0,,-27.0,-39.0
36047,-33.0,-55.0,18.0,-63.0,-51.0,-68.0,-30.0,-23.0,17.0,-62.0,-52.0,-65.0,-19.0,-9.0,19.0,-61.0,-53.0,-67.0
36049,-17.0,,,,-29.0,-49.0,-9.0,,,,-31.0,-51.0,-9.0,,,,-23.0,-51.0
36051,-7.0,,21.0,-37.0,-30.0,-36.0,-8.0,,24.0,-37.0,-31.0,-36.0,36.0,,27.0,-41.0,-33.0,-44.0
36053,-18.0,,22.0,-62.0,-36.0,-40.0,-15.0,,25.0,-60.0,-34.0,-37.0,4.0,,26.0,-51.0,-32.0,-35.0
36055,-27.0,115.0,11.0,-41.0,-36.0,-48.0,-23.0,97.0,11.0,-45.0,-38.0,-48.0,12.0,97.0,14.0,-33.0,-40.0,-54.0
36057,-20.0,,17.0,2.0,-23.0,-40.0,-11.0,,19.0,9.0,-21.0,-32.0,-11.0,,21.0,-9.0,-27.0,-34.0
36059,-34.0,-60.0,19.0,-69.0,-47.0,-66.0,-32.0,-7.0,18.0,-66.0,-50.0,-64.0,-3.0,39.0,20.0,-61.0,-52.0,-67.0
36061,-51.0,-79.0,19.0,-78.0,-57.0,-86.0,-47.0,-67.0,18.0,-78.0,-56.0,-85.0,-42.0,-61.0,19.0,-78.0,-55.0,-86.0
36063,-15.0,14.0,10.0,-59.0,-33.0,-40.0,-9.0,18.0,10.0,-60.0,-37.0,-38.0,35.0,-24.0,13.0,-53.0,-41.0,-45.0
36065,-25.0,-6.0,10.0,-50.0,-33.0,-45.0,-14.0,91.0,9.0,-48.0,-34.0,-40.0,34.0,36.0,13.0,-31.0,-36.0,-48.0
36067,-29.0,38.0,11.0,-55.0,-36.0,-53.0,-27.0,72.0,11.0,-58.0,-38.0,-51.0,0.0,57.0,14.0,-47.0,-40.0,-55.0
36069,-21.0,-26.0,9.0,-62.0,-35.0,-55.0,-18.0,74.0,9.0,-60.0,-35.0,-53.0,1.0,79.0,13.0,-62.0,-37.0,-52.0
36071,-38.0,-24.0,15.0,-61.0,-40.0,-58.0,-31.0,101.0,14.0,-59.0,-41.0,-51.0,6.0,149.0,16.0,-45.0,-40.0,-54.0
36073,-7.0,,19.0,,-27.0,-22.0,8.0,,21.0,,-28.0,-29.0,8.0,,19.0,,-35.0,-41.0
36075,-14.0,15.0,10.0,,-26.0,-39.0,-6.0,-6.0,9.0,,-32.0,-38.0,20.0,-15.0,12.0,,-34.0,-31.0
36077,-29.0,,19.0,,-36.0,-49.0,-10.0,,21.0,,-34.0,-44.0,7.0,,24.0,,-39.0,-46.0
36079,-31.0,-36.0,28.0,-69.0,-40.0,-54.0,-20.0,-36.0,32.0,-63.0,-42.0,-50.0,-20.0,-36.0,31.0,-49.0,-45.0,-58.0
36081,-37.0,-52.0,20.0,-75.0,-58.0,-69.0,-38.0,-11.0,20.0,-77.0,-60.0,-69.0,-22.0,11.0,23.0,-73.0,-62.0,-71.0
36083,-23.0,-25.0,12.0,-54.0,-36.0,-50.0,-17.0,5.0,10.0,-51.0,-39.0,-41.0,32.0,-7.0,13.0,-47.0,-34.0,-47.0
36085,-31.0,-48.0,17.0,-60.0,-42.0,-59.0,-28.0,-9.0,16.0,-58.0,-46.0,-57.0,6.0,-9.0,19.0,-54.0,-48.0,-62.0
36087,-35.0,-49.0,20.0,-68.0,-47.0,-67.0,-24.0,62.0,19.0,-60.0,-47.0,-61.0,-8.0,146.0,17.0,-61.0,-50.0,-68.0
36089,-22.0,-47.0,11.0,,-30.0,-45.0,-16.0,0.0,10.0,,-32.0,-42.0,22.0,-6.0,11.0,,-34.0,-47.0
36091,-29.0,-48.0,13.0,-52.0,-35.0,-60.0,-21.0,47.0,11.0,-39.0,-36.0,-54.0,25.0,15.0,13.0,-40.0,-35.0,-55.0
36093,-24.0,-20.0,12.0,-48.0,-31.0,-46.0,-17.0,-2.0,11.0,-44.0,-34.0,-41.0,27.0,2.0,13.0,-39.0,-34.0,-50.0
36095,-22.0,,3.0,,-19.0,-38.0,-4.0,,3.0,,-22.0,-31.0,-4.0,,3.0,,-15.0,-31.0
36097,-4.0,,,,-29.0,-35.0,4.0,,,,-23.0,-27.0,4.0,,,,-26.0,-27.0
36099,31.0,,15.0,-67.0,-34.0,-42.0,2.0,,15.0,-73.0,-36.0,-39.0,2.0,,15.0,-62.0,-28.0,-37.0
36101,-23.0,-12.0,10.0,-22.0,-29.0,-39.0,-21.0,0.0,9.0,-22.0,-29.0,-38.0,8.0,-29.0,13.0,-32.0,-27.0,-46.0
36103,-31.0,-42.0,16.0,-70.0,-41.0,-58.0,-30.0,35.0,16.0,-66.0,-43.0,-55.0,9.0,109.0,17.0,-62.0,-45.0,-57.0
36105,-8.0,,18.0,,-34.0,-40.0,9.0,,20.0,,-34.0,-32.0,9.0,,24.0,,-35.0,-43.0
36107,-15.0,,19.0,,-35.0,-63.0,-8.0,,22.0,,-37.0,-41.0,-2.0,,24.0,,-33.0,-41.0
36109,-34.0,28.0,28.0,-50.0,-48.0,-59.0,-29.0,-15.0,31.0,-44.0,-47.0,-56.0,37.0,-34.0,32.0,-29.0,-43.0,-60.0
36111,-30.0,-41.0,14.0,-69.0,-35.0,-53.0,-23.0,79.0,12.0,-74.0,-35.0,-45.0,8.0,151.0,14.0,-59.0,-36.0,-46.0
36113,-21.0,-46.0,18.0,-43.0,-36.0,-56.0,-12.0,33.0,20.0,-41.0,-36.0,-49.0,7.0,51.0,21.0,-41.0,-37.0,-45.0
36115,-19.0,,17.0,,-24.0,-48.0,-11.0,,20.0,,-28.0,-32.0,20.0,,21.0,,-30.0,-32.0
36117,-8.0,,13.0,,-30.0,-31.0,-3.0,,11.0,,-31.0,-32.0,64.0,,11.0,,-31.0,-36.0
36119,-37.0,-47.0,18.0,-66.0,-47.0,-64.0,-34.0,41.0,17.0,-59.0,-48.0,-60.0,0.0,116.0,19.0,-51.0,-48.0,-68.0
36121,-4.0,,19.0,,-21.0,-26.0,-8.0,,17.0,,-20.0,-14.0,-8.0,,18.0,,-27.0,-14.0
36123,-13.0,,,,-31.0,-34.0,-2.0,,,,-30.0,-17.0,-2.0,,,,-32.0,-17.0
37001,-7.0,34.0,9.0,-18.0,-33.0,-39.0,-6.0,39.0,10.0,-29.0,-35.0,-41.0,4.0,57.0,11.0,-32.0,-32.0,-43.0
37003,10.0,,12.0,,-23.0,-24.0,13.0,,15.0,,-30.0,-32.0,13.0,,16.0,,-33.0,-30.0
37005,-11.0,,,,-22.0,-31.0,-5.0,,,,-28.0,-29.0,-5.0,,,,-42.0,-29.0
37007,2.0,,,,-21.0,-43.0,-1.0,,,,-31.0,-50.0,-1.0,,,,-28.0,-50.0
37009,1.0,,,,-29.0,-5.0,-14.0,,,,-40.0,-28.0,-14.0,,,,-29.0,-28.0
37011,-18.0,,,,-28.0,-50.0,-20.0,,,,-36.0,-57.0,-20.0,,,,-31.0,-57.0
37013,-7.0,58.0,13.0,,-25.0,-22.0,-5.0,15.0,14.0,,-29.0,-31.0,1.0,25.0,13.0,,-20.0,-26.0
37015,-3.0,,,,-20.0,105.0,3.0,,,,-20.0,-53.0,3.0,,,,-18.0,-53.0
37017,5.0,-27.0,12.0,,-21.0,-14.0,-4.0,-27.0,12.0,,-28.0,-23.0,6.0,-27.0,12.0,,-25.0,-23.0
37019,-11.0,26.0,8.0,-33.0,-33.0,-27.0,-17.0,12.0,9.0,-51.0,-36.0,-38.0,-3.0,-12.0,10.0,-62.0,-32.0,-32.0
37021,-30.0,-9.0,13.0,-70.0,-45.0,-60.0,-27.0,-15.0,12.0,-77.0,-47.0,-58.0,-18.0,7.0,12.0,-66.0,-43.0,-58.0
37023,-3.0,30.0,7.0,,-24.0,-26.0,-13.0,11.0,9.0,,-32.0,-38.0,3.0,43.0,8.0,,-29.0,-32.0
37025,-26.0,6.0,12.0,-33.0,-41.0,-50.0,-20.0,8.0,12.0,-46.0,-41.0,-49.0,-8.0,38.0,13.0,-34.0,-38.0,-46.0
37027,-8.0,-2.0,7.0,,-29.0,-20.0,-10.0,-2.0,9.0,,-32.0,-32.0,5.0,-2.0,9.0,,-28.0,-28.0
37029,,,,,-30.0,-41.0,,,,,-40.0,-46.0,,,,,-50.0,-46.0
37031,-13.0,-2.0,8.0,,-33.0,-25.0,-16.0,-13.0,15.0,,-34.0,-36.0,-3.0,-16.0,17.0,,-30.0,-38.0
37033,38.0,,,,-32.0,-25.0,4.0,,,,-40.0,-28.0,4.0,,,,-27.0,-28.0
37035,-8.0,49.0,8.0,-11.0,-29.0,-41.0,-19.0,39.0,10.0,-18.0,-33.0,-48.0,-7.0,39.0,11.0,-28.0,-35.0,-48.0
37037,-20.0,0.0,17.0,,-35.0,-21.0,-13.0,,19.0,,-35.0,-20.0,-11.0,,22.0,,-29.0,-26.0
37039,-14.0,,1.0,,-43.0,-33.0,-12.0,,1.0,,-46.0,-34.0,-12.0,,1.0,,-43.0,-38.0
37041,-1.0,,,,-12.0,-11.0,10.0,,,,-14.0,-13.0,10.0,,,,-24.0,-13.0
37043,-14.0,,,,-32.0,-26.0,-12.0,,,,-41.0,-54.0,-12.0,,,,-33.0,-54.0
37045,-5.0,8.0,7.0,,-27.0,-33.0,-4.0,16.0,9.0,,-31.0,-33.0,9.0,16.0,9.0,,-30.0,-32.0
37047,3.0,,10.0,,-23.0,-19.0,-1.0,,13.0,,-32.0,-27.0,10.0,,18.0,,-24.0,-28.0
37049,-2.0,35.0,7.0,-25.0,-32.0,-30.0,-10.0,10.0,9.0,-43.0,-35.0,-38.0,-3.0,12.0,10.0,-50.0,-32.0,-37.0
37051,-11.0,18.0,8.0,-32.0,-34.0,-31.0,-16.0,7.0,10.0,-41.0,-38.0,-36.0,-7.0,6.0,11.0,-40.0,-34.0,-39.0
37053,-7.0,,8.0,,-27.0,-14.0,-9.0,,8.0,,-35.0,-25.0,-9.0,,8.0,,-23.0,-25.0
37055,-27.0,3.0,12.0,,-31.0,-45.0,-28.0,-19.0,12.0,,-36.0,-49.0,-18.0,-39.0,12.0,,-34.0,-51.0
37057,-12.0,60.0,9.0,-18.0,-31.0,-32.0,-9.0,81.0,9.0,-27.0,-33.0,-37.0,6.0,81.0,9.0,-20.0,-35.0,-30.0
37059,-9.0,,14.0,-27.0,-30.0,-28.0,-12.0,,18.0,-29.0,-40.0,-36.0,3.0,,17.0,-41.0,-33.0,-29.0
37061,-3.0,,11.0,-20.0,-25.0,-34.0,-4.0,,13.0,-44.0,-26.0,-40.0,7.0,,17.0,-32.0,-24.0,-37.0
37063,-28.0,-7.0,13.0,-36.0,-43.0,-50.0,-21.0,-3.0,13.0,-31.0,-45.0,-49.0,-18.0,-6.0,14.0,-33.0,-41.0,-48.0
37065,12.0,,12.0,,-26.0,-9.0,6.0,,14.0,,-32.0,-11.0,17.0,,19.0,,-35.0,-13.0
37067,-28.0,57.0,11.0,-17.0,-39.0,-45.0,-21.0,44.0,11.0,-13.0,-40.0,-43.0,-8.0,95.0,11.0,1.0,-38.0,-39.0
37069,-8.0,,16.0,,-39.0,-21.0,-9.0,,17.0,,-39.0,-23.0,10.0,,22.0,,-30.0,-18.0
37071,-26.0,-7.0,10.0,,-33.0,-38.0,-20.0,0.0,10.0,,-37.0,-40.0,-9.0,7.0,11.0,,-33.0,-37.0
37073,,,,,-28.0,,,,,,-27.0,,,,,,-39.0,
37075,,,,,-30.0,,,,,,-37.0,,,,,,-49.0,
37077,-14.0,,16.0,,-32.0,-18.0,-15.0,,17.0,,-34.0,-26.0,-7.0,,23.0,,-32.0,-22.0
37079,-6.0,-14.0,,,-31.0,-37.0,2.0,-17.0,,,-24.0,-41.0,2.0,-17.0,,,-25.0,-41.0
37081,-29.0,20.0,12.0,-42.0,-39.0,-47.0,-21.0,20.0,11.0,-41.0,-39.0,-45.0,-11.0,50.0,12.0,-35.0,-40.0,-46.0
37083,-8.0,,11.0,,-20.0,-23.0,-11.0,,14.0,,-29.0,-31.0,1.0,,18.0,,-29.0,-32.0
37085,-3.0,0.0,8.0,-9.0,-32.0,-23.0,-6.0,-19.0,10.0,-16.0,-35.0,-29.0,6.0,-15.0,10.0,-24.0,-28.0,-29.0
37087,-21.0,24.0,9.0,-19.0,-35.0,-40.0,-22.0,15.0,16.0,-36.0,-38.0,-42.0,-1.0,12.0,19.0,-36.0,-31.0,-36.0
37089,-26.0,25.0,11.0,-46.0,-38.0,-49.0,-21.0,19.0,10.0,-48.0,-42.0,-46.0,-3.0,81.0,11.0,-23.0,-35.0,-45.0
37091,9.0,,,,-25.0,-46.0,47.0,,,,-20.0,-49.0,47.0,,,,-21.0,-43.0
37093,3.0,,14.0,,-29.0,-14.0,1.0,,16.0,,-37.0,-25.0,8.0,,20.0,,-32.0,-25.0
37097,-7.0,38.0,8.0,-15.0,-31.0,-35.0,-14.0,7.0,10.0,-22.0,-36.0,-41.0,1.0,55.0,11.0,-28.0,-36.0,-40.0
37099,-25.0,17.0,15.0,,-51.0,-40.0,-26.0,9.0,19.0,,-55.0,-40.0,-9.0,9.0,17.0,,-50.0,-42.0
37101,-14.0,21.0,9.0,-14.0,-33.0,-36.0,-13.0,30.0,11.0,-32.0,-36.0,-42.0,-4.0,30.0,12.0,-30.0,-32.0,-34.0
37103,-8.0,,,,-22.0,,-6.0,,,,-33.0,,-6.0,,,,-53.0,
37105,1.0,,14.0,,-27.0,-25.0,-4.0,,17.0,,-33.0,-32.0,1.0,,21.0,,-28.0,-30.0
37107,-4.0,,12.0,,-25.0,-30.0,1.0,,12.0,,-31.0,-36.0,12.0,,18.0,,-28.0,-31.0
37109,-2.0,-31.0,7.0,,-32.0,-16.0,-5.0,,10.0,,-32.0,-26.0,16.0,,10.0,,-33.0,-18.0
37111,-2.0,35.0,12.0,-23.0,-18.0,-20.0,-7.0,19.0,13.0,-27.0,-23.0,-24.0,5.0,9.0,18.0,-21.0,-18.0,-20.0
37113,-8.0,-7.0,13.0,,-38.0,-33.0,-9.0,-15.0,14.0,,-38.0,-36.0,-9.0,-15.0,14.0,,-33.0,-35.0
37115,-20.0,,,,-28.0,-38.0,-12.0,,,,-30.0,-62.0,-12.0,,,,-20.0,-62.0
37117,0.0,,,,-28.0,-21.0,7.0,,,,-33.0,-30.0,-4.0,,,,-24.0,-28.0
37119,-23.0,1.0,13.0,-70.0,-43.0,-53.0,-17.0,-4.0,13.0,-71.0,-43.0,-53.0,-9.0,-17.0,15.0,-68.0,-43.0,-52.0
37121,-10.0,,,,-24.0,-26.0,-10.0,,,,-17.0,-33.0,-10.0,,,,-24.0,-33.0
37123,24.0,9.0,-1.0,-19.0,-24.0,-21.0,4.0,9.0,-1.0,-35.0,-29.0,-34.0,4.0,9.0,-1.0,-49.0,-26.0,-34.0
37125,-11.0,21.0,9.0,,-39.0,-40.0,-18.0,12.0,12.0,,-42.0,-47.0,-2.0,12.0,21.0,,-39.0,-48.0
37127,-1.0,-39.0,7.0,-16.0,-29.0,-32.0,-3.0,-39.0,10.0,-41.0,-36.0,-42.0,3.0,,10.0,-32.0,-32.0,-36.0
37129,-17.0,12.0,9.0,-63.0,-34.0,-43.0,-21.0,-17.0,11.0,-70.0,-41.0,-52.0,-14.0,-25.0,13.0,-67.0,-39.0,-51.0
37131,22.0,,,,-18.0,-62.0,21.0,,,,-27.0,-67.0,21.0,,,,-24.0,-67.0
37133,-5.0,25.0,7.0,-61.0,-29.0,-30.0,-13.0,2.0,9.0,-66.0,-35.0,-37.0,-2.0,10.0,10.0,-71.0,-29.0,-35.0
37135,-39.0,-20.0,14.0,-50.0,-44.0,-56.0,-37.0,-11.0,14.0,-50.0,-45.0,-53.0,-18.0,-4.0,14.0,-31.0,-41.0,-52.0
37137,15.0,,,,-29.0,-15.0,9.0,,,,-35.0,-23.0,9.0,,,,-45.0,-23.0
37139,-9.0,,14.0,-49.0,-31.0,-24.0,-8.0,,16.0,,-29.0,-32.0,4.0,,20.0,,-21.0,-30.0
37141,-2.0,,14.0,,-27.0,-17.0,-15.0,,16.0,,-32.0,-32.0,0.0,,20.0,,-23.0,-23.0
37143,-10.0,,,,-24.0,-47.0,-2.0,,,,-30.0,-53.0,-2.0,,,,-43.0,-53.0
37145,15.0,,15.0,,-31.0,-21.0,11.0,,17.0,,-33.0,-28.0,10.0,,17.0,,-31.0,-26.0
37147,-20.0,6.0,9.0,-38.0,-32.0,-47.0,-17.0,1.0,10.0,-26.0,-35.0,-46.0,-10.0,-2.0,11.0,-29.0,-33.0,-43.0
37149,-14.0,,,,-34.0,-43.0,-19.0,,,,-42.0,-48.0,-19.0,,,,-29.0,-48.0
37151,-6.0,-13.0,8.0,,-25.0,-38.0,-11.0,-30.0,8.0,,-30.0,-43.0,-2.0,-20.0,9.0,,-30.0,-42.0
37153,-2.0,,10.0,,-26.0,-31.0,33.0,,11.0,,-24.0,-29.0,40.0,,11.0,,-24.0,-33.0
37155,-3.0,,6.0,-21.0,-26.0,-27.0,-2.0,,8.0,-44.0,-32.0,-33.0,7.0,,7.0,-40.0,-23.0,-29.0
37157,-3.0,-12.0,8.0,-8.0,-30.0,-20.0,-5.0,,9.0,-29.0,-34.0,-29.0,6.0,,10.0,-34.0,-30.0,-23.0
37159,-6.0,66.0,8.0,-28.0,-30.0,-38.0,-8.0,40.0,9.0,-39.0,-37.0,-42.0,2.0,35.0,10.0,-27.0,-33.0,-39.0
37161,-8.0,-10.0,9.0,,-29.0,-34.0,-5.0,-14.0,12.0,,-32.0,-34.0,4.0,9.0,17.0,,-26.0,-31.0
37163,4.0,,11.0,,-24.0,-14.0,2.0,,13.0,,-29.0,-24.0,8.0,,17.0,,-27.0,-23.0
37165,-4.0,,11.0,,-30.0,-25.0,-3.0,,12.0,,-25.0,-27.0,-7.0,,12.0,,-30.0,-21.0
37167,-13.0,,12.0,,-32.0,-18.0,-16.0,,14.0,,-34.0,-23.0,1.0,,20.0,,-33.0,-28.0
37169,-6.0,-25.0,12.0,,-26.0,-33.0,3.0,-22.0,15.0,,-26.0,-36.0,15.0,-22.0,15.0,,-30.0,-29.0
37171,-3.0,-20.0,12.0,-9.0,-29.0,-24.0,-6.0,-18.0,14.0,-23.0,-35.0,-32.0,4.0,-11.0,19.0,-31.0,-29.0,-30.0
37173,9.0,-31.0,,,-52.0,-77.0,0.0,-26.0,,,-58.0,-75.0,0.0,-25.0,,,-56.0,-75.0
37175,-11.0,14.0,6.0,,-37.0,-28.0,-19.0,-8.0,6.0,,-38.0,-38.0,-19.0,-8.0,6.0,,-24.0,-25.0
37179,-18.0,4.0,11.0,-17.0,-38.0,-33.0,-17.0,-18.0,12.0,-40.0,-42.0,-40.0,0.0,-14.0,13.0,-31.0,-35.0,-35.0
37181,0.0,,13.0,,-28.0,-24.0,-3.0,,15.0,,-35.0,-28.0,5.0,,19.0,,-30.0,-29.0
37183,-31.0,-1.0,13.0,-74.0,-43.0,-51.0,-28.0,5.0,13.0,-77.0,-45.0,-50.0,-18.0,26.0,15.0,-71.0,-40.0,-49.0
37185,18.0,,,,-20.0,-4.0,7.0,,,,-26.0,-4.0,7.0,,,,-23.0,-4.0
37187,8.0,,,,-15.0,-29.0,4.0,,,,-21.0,-29.0,4.0,,,,-38.0,-29.0
37189,-38.0,56.0,17.0,,-49.0,-55.0,-45.0,6.0,18.0,,-53.0,-66.0,-32.0,28.0,18.0,,-43.0,-62.0
37191,-5.0,22.0,7.0,-30.0,-24.0,-30.0,-7.0,-16.0,9.0,-22.0,-29.0,-36.0,0.0,-37.0,9.0,-29.0,-30.0,-35.0
37193,3.0,-49.0,10.0,,-25.0,-26.0,-4.0,-59.0,13.0,,-32.0,-42.0,14.0,-26.0,17.0,,-35.0,-36.0
37195,-7.0,-11.0,7.0,,-26.0,-27.0,-4.0,-11.0,9.0,,-34.0,-33.0,3.0,-11.0,10.0,,-25.0,-32.0
37197,-7.0,,11.0,,-31.0,-47.0,-12.0,,16.0,,-34.0,-46.0,0.0,,15.0,,-35.0,-46.0
37199,-7.0,,,,-31.0,-31.0,-5.0,,,,-35.0,-41.0,-5.0,,,,-19.0,-41.0
38003,,,,,-25.0,-22.0,,,,,-41.0,-34.0,,,,,-41.0,-34.0
38009,,,,,-35.0,-39.0,,,,,-38.0,-34.0,,,,,-51.0,-34.0
38015,-14.0,26.0,11.0,-56.0,-25.0,-44.0,-18.0,-23.0,15.0,-61.0,-31.0,-50.0,-8.0,-15.0,14.0,-54.0,-32.0,-51.0
38017,-26.0,69.0,12.0,-34.0,-30.0,-54.0,-26.0,4.0,13.0,-39.0,-30.0,-57.0,-11.0,8.0,15.0,-38.0,-32.0,-56.0
38025,-18.0,-26.0,,,,-56.0,-17.0,-28.0,,,,-56.0,-17.0,-54.0,,,,-56.0
38035,-20.0,-48.0,20.0,-38.0,-28.0,-46.0,-23.0,-62.0,28.0,-50.0,-32.0,-51.0,1.0,-53.0,24.0,-51.0,-31.0,-51.0
38053,-15.0,,,-25.0,-14.0,-40.0,-21.0,,,-38.0,-16.0,-48.0,-21.0,,,-45.0,-31.0,-48.0
38055,,,,,-26.0,-63.0,,,,,-32.0,-63.0,,,,,-40.0,-63.0
38057,10.0,,,,-27.0,,6.0,,,,-29.0,,6.0,,,,-41.0,
38059,2.0,,17.0,-12.0,-24.0,-33.0,6.0,,18.0,-23.0,-28.0,-41.0,6.0,,19.0,-11.0,-35.0,-45.0
