,Workplaces,Workplaces,Workplaces
Date,2020-03-29,2020-04-05,2020-04-11
FIPS,,,
32013,-20.0,-23.0,-26.0
32015,-41.0,-41.0,-48.0
32019,-27.0,-34.0,-40.0
32021,,,
32023,-40.0,-40.0,-38.0
32027,-32.0,-30.0,-30.0
32029,-38.0,-43.0,-51.0
32031,-42.0,-48.0,-45.0
32033,-23.0,-19.0,-21.0
32510,-35.0,-44.0,-40.0
33001,-35.0,-35.0,-35.0
33003,-51.0,-49.0,-42.0
33005,-34.0,-31.0,-33.0
33007,-37.0,-36.0,-37.0
33009,-44.0,-44.0,-43.0
33011,-38.0,-38.0,-38.0
33013,-37.0,-36.0,-34.0
33015,-39.0,-38.0,-37.0
33017,-38.0,-36.0,-36.0
33019,-28.0,-26.0,-30.0
34001,-55.0,-56.0,-56.0
34003,-50.0,-51.0,-55.0
34005,-38.0,-38.0,-38.0
34007,-37.0,-37.0,-40.0
34009,-41.0,-36.0,-36.0
34011,-25.0,-28.0,-27.0
34013,-43.0,-45.0,-48.0
34015,-36.0,-37.0,-37.0
34017,-51.0,-54.0,-58.0
34019,-42.0,-42.0,-45.0
34021,-43.0,-41.0,-42.0
34023,-44.0,-45.0,-50.0
34025,-44.0,-43.0,-43.0
34027,-47.0,-49.0,-49.0
34029,-42.0,-41.0,-40.0
34031,-46.0,-48.0,-54.0
34033,-28.0,-31.0,-28.0
34035,-47.0,-47.0,-47.0
34037,-39.0,-36.0,-40.0
34039,-44.0,-47.0,-52.0
34041,-35.0,-35.0,-37.0
35001,-37.0,-38.0,-40.0
35005,-26.0,-27.0,-26.0
35006,-30.0,-25.0,-35.0
35007,-40.0,-40.0,-43.0
35009,-25.0,-27.0,-23.0
35015,-20.0,-23.0,-23.0
35017,-25.0,-20.0,-32.0
35019,,,
35023,,,
35025,-26.0,-24.0,-19.0
35027,-48.0,-44.0,-49.0
35028,-53.0,-50.0,-53.0
35029,-22.0,-22.0,-23.0
35031,-20.0,-23.0,-32.0
35035,-36.0,-36.0,-36.0
35037,-25.0,-21.0,-39.0
35039,-37.0,-40.0,-35.0
35041,-22.0,-25.0,-18.0
35043,-42.0,-43.0,-43.0
35045,-26.0,-30.0,-34.0
35047,-29.0,-24.0,-22.0
35049,-44.0,-44.0,-46.0
35051,-24.0,-29.0,-28.0
35053,-36.0,-36.0,-34.0
35055,-52.0,-57.0,-47.0
35057,-25.0,-31.0,-22.0
35059,,,
35061,-33.0,-36.0,-34.0
36001,-36.0,-37.0,-37.0
36003,-33.0,-33.0,-31.0
36005,-50.0,-52.0,-52.0
36007,-34.0,-35.0,-36.0
36009,-32.0,-31.0,-38.0
36011,-29.0,-32.0,-29.0
36013,-26.0,-28.0,-38.0
36015,-29.0,-29.0,-23.0
36017,-23.0,-33.0,-33.0
36019,-29.0,-31.0,-30.0
36021,-35.0,-32.0,-33.0
36023,-31.0,-32.0,-33.0
36025,-29.0,-31.0,-39.0
36027,-38.0,-39.0,-39.0
36029,-37.0,-38.0,-44.0
36031,-48.0,-47.0,-47.0
36033,-34.0,-31.0,-33.0
36035,-23.0,-22.0,-25.0
36037,-27.0,-29.0,-37.0
36039,-36.0,-35.0,-30.0
36043,-34.0,-31.0,-32.0
36045,-27.0,-29.0,-27.0
36047,-51.0,-52.0,-53.0
36049,-29.0,-31.0,-23.0
36051,-30.0,-31.0,-33.0
36053,-36.0,-34.0,-32.0
36055,-36.0,-38.0,-40.0
36057,-23.0,-21.0,-27.0
36059,-47.0,-50.0,-52.0
36061,-57.0,-56.0,-55.0
36063,-33.0,-37.0,-41.0
36065,-33.0,-34.0,-36.0
36067,-36.0,-38.0,-40.0
36069,-35.0,-35.0,-37.0
36071,-40.0,-41.0,-40.0
36073,-27.0,-28.0,-35.0
36075,-26.0,-32.0,-34.0
36077,-36.0,-34.0,-39.0
36079,-40.0,-42.0,-45.0
36081,-58.0,-60.0,-62.0
36083,-36.0,-39.0,-34.0
36085,-42.0,-46.0,-48.0
36087,-47.0,-47.0,-50.0
36089,-30.0,-32.0,-34.0
36091,-35.0,-36.0,-35.0
36093,-31.0,-34.0,-34.0
36095,-19.0,-22.0,-15.0
36097,-29.0,-23.0,-26.0
36099,-34.0,-36.0,-28.0
36101,-29.0,-29.0,-27.0
36103,-41.0,-43.0,-45.0
36105,-34.0,-34.0,-35.0
36107,-35.0,-37.0,-33.0
36109,-48.0,-47.0,-43.0
36111,-35.0,-35.0,-36.0
36113,-36.0,-36.0,-37.0
36115,-24.0,-28.0,-30.0
36117,-30.0,-31.0,-31.0
36119,-47.0,-48.0,-48.0
36121,-21.0,-20.0,-27.0
36123,-31.0,-30.0,-32.0
37001,-33.0,-35.0,-32.0
37003,-23.0,-30.0,-33.0
37005,-22.0,-28.0,-42.0
37007,-21.0,-31.0,-28.0
37009,-29.0,-40.0,-29.0
37011,-28.0,-36.0,-31.0
37013,-25.0,-29.0,-20.0
37015,-20.0,-20.0,-18.0
37017,-21.0,-28.0,-25.0
37019,-33.0,-36.0,-32.0
37021,-45.0,-47.0,-43.0
37023,-24.0,-32.0,-29.0
37025,-41.0,-41.0,-38.0
37027,-29.0,-32.0,-28.0
37029,-30.0,-40.0,-50.0
37031,-33.0,-34.0,-30.0
37033,-32.0,-40.0,-27.0
37035,-29.0,-33.0,-35.0
37037,-35.0,-35.0,-29.0
37039,-43.0,-46.0,-43.0
37041,-12.0,-14.0,-24.0
37043,-32.0,-41.0,-33.0
37045,-27.0,-31.0,-30.0
37047,-23.0,-32.0,-24.0
37049,-32.0,-35.0,-32.0
37051,-34.0,-38.0,-34.0
37053,-27.0,-35.0,-23.0
37055,-31.0,-36.0,-34.0
37057,-31.0,-33.0,-35.0
37059,-30.0,-40.0,-33.0
37061,-25.0,-26.0,-24.0
37063,-43.0,-45.0,-41.0
37065,-26.0,-32.0,-35.0
37067,-39.0,-40.0,-38.0
37069,-39.0,-39.0,-30.0
37071,-33.0,-37.0,-33.0
37073,-28.0,-27.0,-39.0
37075,-30.0,-37.0,-49.0
37077,-32.0,-34.0,-32.0
37079,-31.0,-24.0,-25.0
37081,-39.0,-39.0,-40.0
37083,-20.0,-29.0,-29.0
37085,-32.0,-35.0,-28.0
37087,-35.0,-38.0,-31.0
37089,-38.0,-42.0,-35.0
37091,-25.0,-20.0,-21.0
37093,-29.0,-37.0,-32.0
37097,-31.0,-36.0,-36.0
37099,-51.0,-55.0,-50.0
37101,-33.0,-36.0,-32.0
37103,-22.0,-33.0,-53.0
37105,-27.0,-33.0,-28.0
37107,-25.0,-31.0,-28.0
37109,-32.0,-32.0,-33.0
37111,-18.0,-23.0,-18.0
37113,-38.0,-38.0,-33.0
37115,-28.0,-30.0,-20.0
37117,-28.0,-33.0,-24.0
37119,-43.0,-43.0,-43.0
37121,-24.0,-17.0,-24.0
37123,-24.0,-29.0,-26.0
37125,-39.0,-42.0,-39.0
37127,-29.0,-36.0,-32.0
37129,-34.0,-41.0,-39.0
37131,-18.0,-27.0,-24.0
37133,-29.0,-35.0,-29.0
37135,-44.0,-45.0,-41.0
37137,-29.0,-35.0,-45.0
37139,-31.0,-29.0,-21.0
37141,-27.0,-32.0,-23.0
37143,-24.0,-30.0,-43.0
37145,-31.0,-33.0,-31.0
37147,-32.0,-35.0,-33.0
37149,-34.0,-42.0,-29.0
37151,-25.0,-30.0,-30.0
37153,-26.0,-24.0,-24.0
37155,-26.0,-32.0,-23.0
37157,-30.0,-34.0,-30.0
37159,-30.0,-37.0,-33.0
37161,-29.0,-32.0,-26.0
37163,-24.0,-29.0,-27.0
37165,-30.0,-25.0,-30.0
37167,-32.0,-34.0,-33.0
37169,-26.0,-26.0,-30.0
37171,-29.0,-35.0,-29.0
37173,-52.0,-58.0,-56.0
37175,-37.0,-38.0,-24.0
37179,-38.0,-42.0,-35.0
37181,-28.0,-35.0,-30.0
37183,-43.0,-45.0,-40.0
37185,-20.0,-26.0,-23.0
37187,-15.0,-21.0,-38.0
37189,-49.0,-53.0,-43.0
37191,-24.0,-29.0,-30.0
37193,-25.0,-32.0,-35.0
37195,-26.0,-34.0,-25.0
37197,-31.0,-34.0,-35.0
37199,-31.0,-35.0,-19.0
38003,-25.0,-41.0,-41.0
38009,-35.0,-38.0,-51.0
38015,-25.0,-31.0,-32.0
38017,-30.0,-30.0,-32.0
38025,,,
38035,-28.0,-32.0,-31.0
38053,-14.0,-16.0,-31.0
38055,-26.0,-32.0,-40.0
38057,-27.0,-29.0,-41.0
38059,-24.0,-28.0,-35.0
38061,-27.0,-34.0,-36.0
38067,-22.0,-29.0,-44.0
38071,-29.0,-35.0,-41.0
38073,-13.0,-41.0,-56.0
38077,-23.0,-40.0,-29.0
38079,-37.0,-35.0,-57.0
38081,,,-56.0
38089,-10.0,-19.0,-23.0
38093,-15.0,-15.0,-25.0
38097,-31.0,-50.0,-50.0
38099,-22.0,-21.0,-41.0
38101,-23.0,-28.0,-30.0
38105,-21.0,-25.0,-29.0
39001,-22.0,-25.0,-23.0
39003,-29.0,-35.0,-32.0
39005,-28.0,-36.0,-40.0
39007,-22.0,-23.0,-29.0
39009,-44.0,-46.0,-39.0
39011,-27.0,-31.0,-28.0
39013,-27.0,-29.0,-27.0
39015,-25.0,-24.0,-24.0
39017,-35.0,-37.0,-34.0
39019,-32.0,-34.0,-30.0
39021,-33.0,-30.0,-39.0
39023,-34.0,-34.0,-31.0
39025,-37.0,-40.0,-37.0
39027,-34.0,-36.0,-31.0
39029,-31.0,-36.0,-37.0
39031,-27.0,-27.0,-23.0
39033,-38.0,-36.0,-38.0
39035,-36.0,-39.0,-40.0
39037,-28.0,-33.0,-27.0
39039,-33.0,-35.0,-31.0
39041,-43.0,-44.0,-41.0
39043,-44.0,-46.0,-43.0
39045,-36.0,-35.0,-29.0
39047,-26.0,-28.0,-31.0
39049,-40.0,-42.0,-40.0
39051,-34.0,-30.0,-32.0
39053,-22.0,-17.0,-21.0
39055,-36.0,-36.0,-39.0
39057,-42.0,-43.0,-37.0
39059,-25.0,-27.0,-27.0
39061,-37.0,-40.0,-38.0
39063,-45.0,-41.0,-45.0
39065,-32.0,-32.0,-38.0
39067,-22.0,-20.0,-25.0
39069,-29.0,-28.0,-36.0
39071,-30.0,-35.0,-27.0
39073,-31.0,-37.0,-32.0
39075,-24.0,-33.0,-31.0
39077,-36.0,-34.0,-38.0
39079,-22.0,-16.0,-28.0
39081,-27.0,-34.0,-30.0
39083,-33.0,-35.0,-36.0
39085,-32.0,-34.0,-37.0
39087,-25.0,-29.0,-31.0
39089,-32.0,-35.0,-33.0
39091,-41.0,-39.0,-48.0
39093,-35.0,-39.0,-35.0
39095,-35.0,-36.0,-38.0
39097,-38.0,-38.0,-35.0
39099,-36.0,-38.0,-38.0
39101,-35.0,-33.0,-39.0
39103,-37.0,-35.0,-34.0
39105,-24.0,-26.0,-18.0
39107,-30.0,-29.0,-32.0
39109,-32.0,-38.0,-35.0
39111,-38.0,-41.0,-44.0
39113,-36.0,-40.0,-37.0
39115,-39.0,-40.0,-34.0
39117,-29.0,-38.0,-31.0
39119,-26.0,-27.0,-30.0
39121,-33.0,-38.0,-39.0
39123,-27.0,-33.0,-32.0
39125,-26.0,-38.0,-38.0
39127,-20.0,-27.0,-25.0
39129,-28.0,-35.0,-25.0
39131,-32.0,-32.0,-22.0
39133,-35.0,-36.0,-38.0
39135,-32.0,-32.0,-32.0
39137,-34.0,-38.0,-40.0
39139,-33.0,-39.0,-39.0
39141,-28.0,-31.0,-25.0
39143,-30.0,-35.0,-35.0
39145,-20.0,-22.0,-22.0
39147,-37.0,-37.0,-38.0
39149,-31.0,-39.0,-41.0
39151,-32.0,-36.0,-35.0
39153,-36.0,-37.0,-39.0
39155,-30.0,-35.0,-37.0
39157,-31.0,-29.0,-35.0
39159,-35.0,-35.0,-40.0
39161,-27.0,-26.0,-34.0
39163,-35.0,-34.0,-46.0
39165,-40.0,-43.0,-37.0
39167,-34.0,-31.0,-31.0
39169,-32.0,-33.0,-36.0
39171,-38.0,-42.0,-32.0
39173,-36.0,-38.0,-40.0
39175,-45.0,-42.0,-39.0
40001,-23.0,-28.0,-33.0
40005,-27.0,-30.0,-28.0
40009,-13.0,-17.0,-22.0
40011,-23.0,-30.0,-36.0
40013,-34.0,-35.0,-31.0
40015,-35.0,-29.0,-25.0
40017,-37.0,-39.0,-35.0
40019,-29.0,-34.0,-29.0
40021,-33.0,-28.0,-31.0
40023,-21.0,-19.0,-21.0
40027,-39.0,-42.0,-37.0
40029,-28.0,-36.0,-38.0
40031,-38.0,-39.0,-36.0
40033,-33.0,-35.0,-41.0
40035,-24.0,-29.0,-22.0
40037,-31.0,-34.0,-30.0
40039,-28.0,-24.0,-33.0
40041,-20.0,-25.0,-25.0
40047,-23.0,-25.0,-23.0
40049,-19.0,-27.0,-24.0
40051,-37.0,-42.0,-24.0
40055,-38.0,-39.0,-43.0
40061,-30.0,-32.0,-30.0
40063,-29.0,-17.0,-24.0
40065,-25.0,-32.0,-20.0
40067,-41.0,-41.0,-46.0
40069,-26.0,-35.0,-40.0
40071,-32.0,-36.0,-28.0
40073,-33.0,-36.0,-36.0
40075,-20.0,-32.0,-32.0
40077,-32.0,-34.0,-44.0
40079,-23.0,-27.0,-29.0
40081,-31.0,-33.0,-26.0
40083,-26.0,-32.0,-25.0
40085,-44.0,-42.0,-44.0
40087,-38.0,-41.0,-36.0
40089,-18.0,-26.0,-22.0
40091,-22.0,-34.0,-23.0
40093,-24.0,-26.0,-38.0
40095,-27.0,-31.0,-21.0
40097,-25.0,-28.0,-24.0
40099,-30.0,-30.0,-35.0
40101,-24.0,-32.0,-23.0
40103,-33.0,-40.0,-50.0
40105,-29.0,-37.0,-52.0
40107,-31.0,-31.0,-44.0
40109,-35.0,-37.0,-35.0
40111,-25.0,-25.0,-26.0
40113,-39.0,-39.0,-28.0
40115,-35.0,-37.0,-34.0
40117,-28.0,-40.0,-26.0
40119,-41.0,-43.0,-31.0
40121,-24.0,-24.0,-27.0
40123,-34.0,-35.0,-33.0
40125,-35.0,-33.0,-32.0
40127,-17.0,-23.0,-33.0
40131,-32.0,-36.0,-32.0
40133,-22.0,-27.0,-26.0
40135,-32.0,-31.0,-28.0
40137,-29.0,-34.0,-28.0
40139,-24.0,-12.0,-25.0
40141,-30.0,-34.0,-48.0
40143,-36.0,-38.0,-36.0
40145,-35.0,-40.0,-34.0
40147,-26.0,-31.0,-28.0
40149,-28.0,-31.0,-31.0
40151,-38.0,-32.0,-38.0
40153,-25.0,-29.0,-18.0
41001,-31.0,-30.0,-31.0
41003,-46.0,-47.0,-44.0
41005,-38.0,-38.0,-37.0
41007,-44.0,-47.0,-40.0
41009,-34.0,-32.0,-32.0
41011,-38.0,-37.0,-34.0
41013,-29.0,-33.0,-33.0
41015,-35.0,-38.0,-31.0
41017,-42.0,-43.0,-37.0
41019,-33.0,-33.0,-26.0
41023,-30.0,-25.0,-28.0
41025,-20.0,-26.0,-22.0
41027,-51.0,-51.0,-41.0
41029,-34.0,-35.0,-33.0
41031,-36.0,-40.0,-33.0
41033,-30.0,-34.0,-29.0
41035,-33.0,-36.0,-28.0
41037,-26.0,-26.0,-30.0
41039,-40.0,-43.0,-37.0
41041,-52.0,-50.0,-45.0
41043,-32.0,-33.0,-28.0
41045,-23.0,-27.0,-17.0
41047,-34.0,-34.0,-30.0
41049,-19.0,-28.0,-21.0
41051,-41.0,-43.0,-43.0
41053,-39.0,-42.0,-37.0
41055,,,
41057,-37.0,-37.0,-29.0
41059,-28.0,-30.0,-28.0
41061,-29.0,-29.0,-26.0
41063,-30.0,-25.0,-27.0
41065,-41.0,-40.0,-31.0
41067,-41.0,-42.0,-39.0
41071,-39.0,-38.0,-33.0
42001,-41.0,-39.0,-40.0
42003,-41.0,-44.0,-45.0
42005,-26.0,-30.0,-33.0
42007,-37.0,-39.0,-42.0
42009,-26.0,-31.0,-28.0
42011,-37.0,-38.0,-43.0
42013,-31.0,-33.0,-34.0
42015,-19.0,-19.0,-18.0
42017,-40.0,-40.0,-41.0
42019,-40.0,-39.0,-40.0
42021,-28.0,-33.0,-32.0
42025,-35.0,-41.0,-38.0
42027,-54.0,-54.0,-47.0
42029,-41.0,-40.0,-40.0
42031,-27.0,-36.0,-23.0
42033,-23.0,-31.0,-27.0
42035,-20.0,-23.0,-27.0
42037,-28.0,-27.0,-34.0
42039,-31.0,-31.0,-38.0
42041,-37.0,-37.0,-38.0
42043,-35.0,-38.0,-37.0
42045,-40.0,-41.0,-40.0
42047,-33.0,-36.0,-38.0
42049,-32.0,-36.0,-40.0
42051,-31.0,-33.0,-36.0
42055,-30.0,-36.0,-35.0
42057,-33.0,-39.0,-53.0
42059,-24.0,-26.0,-30.0
42061,-26.0,-31.0,-25.0
42063,-33.0,-36.0,-29.0
42065,-20.0,-28.0,-24.0
42067,-40.0,-42.0,-42.0
42069,-34.0,-34.0,-37.0
42071,-39.0,-38.0,-39.0
42073,-29.0,-35.0,-29.0
42075,-32.0,-35.0,-37.0
42077,-37.0,-37.0,-41.0
42079,-32.0,-33.0,-40.0
42081,-32.0,-31.0,-33.0
42083,-26.0,-27.0,-28.0
42085,-30.0,-35.0,-37.0
42087,-24.0,-29.0,-26.0
42089,-45.0,-47.0,-47.0
42091,-44.0,-45.0,-45.0
42093,-13.0,-29.0,-28.0
42095,-39.0,-38.0,-41.0
42097,-22.0,-27.0,-29.0
42099,-25.0,-32.0,-30.0
42101,-42.0,-43.0,-43.0
42103,-39.0,-42.0,-39.0
42105,-28.0,-32.0,-25.0
42107,-28.0,-31.0,-35.0
42109,-33.0,-30.0,-29.0
42111,-26.0,-36.0,-30.0
42113,-42.0,-40.0,-51.0
42115,-30.0,-28.0,-27.0
42117,-27.0,-32.0,-34.0
42119,-35.0,-33.0,-28.0
42121,-28.0,-30.0,-30.0
42123,-27.0,-26.0,-32.0
42125,-35.0,-36.0,-38.0
42127,-41.0,-40.0,-36.0
42129,-35.0,-35.0,-37.0
42131,-35.0,-30.0,-33.0
42133,-37.0,-37.0,-39.0
44001,-37.0,-34.0,-39.0
44003,-36.0,-36.0,-38.0
44005,-39.0,-41.0,-40.0
44007,-36.0,-37.0,-42.0
44009,-40.0,-36.0,-33.0
45001,-30.0,-39.0,-25.0
45003,-33.0,-37.0,-33.0
45005,-16.0,-18.0,-43.0
45007,-34.0,-35.0,-33.0
45009,-26.0,-12.0,-30.0
45011,-24.0,-28.0,-24.0
45013,-39.0,-45.0,-38.0
45015,-32.0,-36.0,-34.0
45017,-32.0,-35.0,-27.0
45019,-42.0,-44.0,-41.0
45021,-24.0,-28.0,-36.0
45023,-25.0,-27.0,-28.0
45025,-26.0,-25.0,-22.0
45027,-28.0,-39.0,-27.0
45029,-31.0,-40.0,-30.0
45031,-22.0,-22.0,-30.0
45033,-19.0,-17.0,-30.0
45035,-36.0,-39.0,-37.0
45037,-32.0,-35.0,-23.0
45039,-33.0,-42.0,-27.0
45041,-30.0,-31.0,-29.0
45043,-30.0,-37.0,-30.0
45045,-39.0,-42.0,-39.0
45047,-27.0,-27.0,-23.0
45049,-23.0,-23.0,-22.0
45051,-39.0,-44.0,-41.0
45053,-39.0,-42.0,-34.0
45055,-30.0,-31.0,-24.0
45057,-35.0,-36.0,-31.0
45059,-26.0,-31.0,-31.0
45061,-20.0,-22.0,-18.0
45063,-35.0,-37.0,-30.0
45065,-30.0,-32.0,-43.0
45067,-25.0,-28.0,-28.0
45069,-22.0,-25.0,-37.0
45071,-25.0,-25.0,-29.0
45073,-28.0,-37.0,-29.0
45075,-24.0,-31.0,-28.0
45077,-35.0,-37.0,-28.0
45079,-35.0,-38.0,-34.0
45081,-26.0,-34.0,-23.0
45083,-34.0,-38.0,-35.0
45085,-31.0,-33.0,-33.0
45087,-23.0,-24.0,-35.0
45089,-19.0,-15.0,-19.0
45091,-35.0,-39.0,-37.0
46005,-26.0,-26.0,-24.0
46009,-27.0,-32.0,-43.0
46011,-30.0,-31.0,-28.0
46013,-23.0,-24.0,-29.0
46015,-32.0,-30.0,-41.0
46019,-17.0,-22.0,-34.0
46023,-18.0,-32.0,-34.0
46027,-28.0,-30.0,-35.0
46029,-24.0,-23.0,-27.0
46033,-23.0,-23.0,-36.0
46035,-19.0,-22.0,-25.0
46041,-42.0,-59.0,-46.0
46047,-23.0,-23.0,-30.0
46051,-21.0,-19.0,-23.0
46057,-32.0,-35.0,-40.0
46065,-16.0,-20.0,-22.0
46067,-17.0,-30.0,-36.0
46077,-27.0,-29.0,-24.0
46079,-27.0,-32.0,-45.0
46081,-46.0,-52.0,-55.0
46083,-24.0,-32.0,-34.0
46087,-24.0,-37.0,-41.0
46093,-32.0,-29.0,-35.0
46099,-23.0,-29.0,-37.0
46101,-27.0,-37.0,-43.0
46103,-30.0,-33.0,-35.0
46109,-29.0,-42.0,-45.0
46113,-30.0,-45.0,-45.0
46115,-28.0,-28.0,-38.0
46121,-43.0,-46.0,-46.0
46123,,,
46125,-21.0,-28.0,-38.0
46127,-17.0,-26.0,-32.0
46129,-37.0,-50.0,-34.0
46135,-22.0,-26.0,-33.0
47001,-31.0,-37.0,-28.0
47003,-33.0,-34.0,-34.0
47005,-30.0,-25.0,-32.0
47007,-29.0,-40.0,-48.0
47009,-39.0,-44.0,-37.0
47011,-24.0,-30.0,-34.0
47013,-29.0,-32.0,-22.0
47015,-24.0,-32.0,-34.0
47017,-26.0,-30.0,-25.0
47019,-21.0,-27.0,-27.0
47021,-32.0,-31.0,-32.0
47023,-28.0,-38.0,-21.0
47025,-26.0,-28.0,-27.0
47027,-28.0,-37.0,-44.0
47029,-36.0,-41.0,-42.0
47031,-33.0,-39.0,-32.0
47033,-11.0,-13.0,-31.0
47035,-32.0,-36.0,-31.0
47037,-44.0,-47.0,-41.0
47039,-28.0,-39.0,-44.0
47041,-34.0,-43.0,-34.0
47043,-34.0,-38.0,-30.0
47045,-21.0,-22.0,-23.0
47047,-35.0,-35.0,-26.0
47049,-19.0,-21.0,-9.0
47051,-35.0,-41.0,-36.0
47053,-25.0,-32.0,-30.0
47055,-24.0,-34.0,-27.0
47057,-20.0,-22.0,-26.0
47059,-19.0,-24.0,-26.0
47061,-33.0,-37.0,-44.0
47063,-28.0,-33.0,-33.0
47065,-36.0,-40.0,-36.0
47067,-39.0,-50.0,-55.0
47069,-28.0,-32.0,-37.0
47071,-29.0,-28.0,-23.0
47073,-25.0,-30.0,-19.0
47075,-24.0,-17.0,-26.0
47077,-33.0,-39.0,-33.0
47079,-30.0,-27.0,-26.0
47081,-26.0,-35.0,-27.0
47083,-27.0,-33.0,-53.0
47085,-26.0,-29.0,-31.0
47087,-31.0,-35.0,-53.0
47089,-37.0,-39.0,-36.0
47091,-20.0,-28.0,-20.0
47093,-40.0,-41.0,-36.0
47097,-21.0,-23.0,-27.0
47099,-28.0,-32.0,-26.0
47101,-39.0,-43.0,-50.0
47103,-21.0,-23.0,-20.0
47105,-40.0,-41.0,-28.0
47107,-29.0,-34.0,-32.0
47109,-17.0,-28.0,-20.0
47111,-33.0,-33.0,-23.0
47113,-33.0,-37.0,-37.0
47115,-28.0,-29.0,-32.0
47117,-29.0,-34.0,-32.0
47119,-33.0,-37.0,-36.0
47121,-28.0,-30.0,-37.0
47123,-37.0,-37.0,-30.0
47125,-32.0,-37.0,-33.0
47127,-29.0,-31.0,-52.0
47129,-11.0,-30.0,-21.0
47131,-24.0,-23.0,-28.0
47133,-30.0,-28.0,-25.0
47135,-30.0,-36.0,-50.0
47139,-29.0,-23.0,-31.0
47141,-30.0,-36.0,-28.0
47143,-26.0,-29.0,-28.0
47145,-27.0,-34.0,-27.0
47147,-36.0,-37.0,-34.0
47149,-35.0,-42.0,-34.0
47151,-20.0,-26.0,-19.0
47153,-25.0,-27.0,-25.0
47155,-53.0,-57.0,-57.0
47157,-32.0,-35.0,-29.0
47159,-13.0,-32.0,-18.0
47161,-23.0,-32.0,-49.0
47163,-30.0,-35.0,-28.0
47165,-36.0,-40.0,-35.0
47167,-29.0,-31.0,-21.0
47169,-33.0,-39.0,-52.0
47171,-23.0,-37.0,-28.0
47173,-17.0,-30.0,-25.0
47175,-32.0,-50.0,-58.0
47177,-33.0,-35.0,-24.0
47179,-33.0,-36.0,-33.0
47181,-28.0,-32.0,-50.0
47183,-23.0,-26.0,-28.0
47185,-44.0,-32.0,-19.0
47187,-45.0,-49.0,-37.0
47189,-38.0,-40.0,-37.0
48001,-22.0,-26.0,-24.0
48003,-33.0,-31.0,-36.0
48005,-25.0,-27.0,-29.0
48007,-29.0,-34.0,-27.0
48009,-27.0,-38.0,-42.0
48013,-24.0,-27.0,-25.0
48015,-24.0,-27.0,-29.0
48017,-31.0,-35.0,-35.0
48019,-35.0,-40.0,-30.0
48021,-34.0,-39.0,-36.0
48025,-27.0,-29.0,-26.0
48027,-33.0,-36.0,-34.0
48029,-38.0,-40.0,-41.0
48031,-39.0,-35.0,-35.0
48035,-17.0,-36.0,-16.0
48037,-32.0,-30.0,-30.0
48039,-30.0,-33.0,-32.0
48041,-39.0,-42.0,-35.0
48043,-28.0,-39.0,-50.0
48047,-31.0,-33.0,-44.0
48049,-21.0,-28.0,-23.0
48051,-24.0,-22.0,-29.0
48053,-36.0,-37.0,-32.0
48055,-36.0,-37.0,-33.0
48057,-20.0,-21.0,-20.0
48059,-8.0,-20.0,-20.0
48061,-37.0,-43.0,-42.0
48063,-13.0,-22.0,-35.0
48065,-30.0,-36.0,-52.0
48067,-23.0,-36.0,-26.0
48069,-20.0,-22.0,-31.0
48071,-27.0,-27.0,-35.0
48073,-22.0,-27.0,-29.0
48075,-32.0,-27.0,-41.0
48077,-24.0,-33.0,-38.0
48081,,,
48083,-20.0,-35.0,-35.0
48085,-45.0,-47.0,-44.0
48089,-18.0,-24.0,-15.0
48091,-36.0,-41.0,-38.0
48093,-25.0,-22.0,-40.0
48097,-32.0,-35.0,-31.0
48099,-27.0,-32.0,-32.0
48103,-37.0,-37.0,-53.0
48105,,,
48107,-35.0,-41.0,-52.0
48109,,,
48111,-10.0,-16.0,-28.0
48113,-38.0,-42.0,-42.0
48115,-26.0,-21.0,-36.0
48117,-18.0,-20.0,-39.0
48119,-37.0,-32.0,-42.0
48121,-42.0,-45.0,-43.0
48123,-19.0,-25.0,-25.0
48127,-30.0,-38.0,-49.0
48129,,,
48131,-36.0,-36.0,-53.0
48133,-28.0,-25.0,-14.0
48135,-24.0,-30.0,-33.0
48139,-34.0,-38.0,-36.0
48141,-37.0,-39.0,-42.0
48143,-25.0,-29.0,-24.0
48145,-10.0,-27.0,-20.0
48147,-25.0,-29.0,-23.0
48149,-17.0,-28.0,-29.0
48153,-28.0,-35.0,-38.0
48157,-41.0,-41.0,-40.0
48159,-24.0,-35.0,-41.0
48161,-22.0,-24.0,-22.0
48163,-19.0,-17.0,-22.0
48165,-20.0,-31.0,-17.0
48167,-35.0,-39.0,-37.0
48169,,,
48171,-36.0,-45.0,-37.0
48175,-32.0,-34.0,-43.0
48177,-20.0,-20.0,-23.0
48179,-26.0,-35.0,-32.0
48181,-29.0,-29.0,-33.0
48183,-31.0,-34.0,-32.0
48185,-21.0,-29.0,-29.0
48187,-37.0,-37.0,-38.0
48189,-27.0,-32.0,-25.0
48191,,,
48193,-22.0,-28.0,-37.0
48197,,,
48199,-32.0,-36.0,-31.0
48201,-38.0,-40.0,-40.0
48203,-31.0,-36.0,-38.0
48205,,,
48207,,,
48209,-36.0,-39.0,-37.0
48213,-28.0,-35.0,-28.0
48215,-43.0,-44.0,-40.0
48217,-25.0,-30.0,-27.0
48219,-17.0,-27.0,-21.0
48221,-35.0,-33.0,-29.0
48223,-27.0,-31.0,-21.0
48225,-21.0,-27.0,-19.0
48227,-24.0,-27.0,-35.0
48231,-33.0,-32.0,-31.0
48233,-11.0,-31.0,-19.0
