FIPS,Total population,Male,Female,Under 5 years,5 to 9 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),16 years and over,18 years and over,62 years and over,65 years and over,18 years and over!!Male,18 years and over!!Female,65 years and over!!Male,65 years and over!!Female,One race,Two or more races,Exclusively White,Exclusively Black or African American,Margin of Error!!Exclusively Black or African American,Exclusively American Indian and Alaska Native,Exclusively American Indian and Alaska Native!!Cherokee tribal grouping,Exclusively American Indian and Alaska Native!!Chippewa tribal grouping,Exclusively American Indian and Alaska Native!!Navajo tribal grouping,Exclusively American Indian and Alaska Native!!Sioux tribal grouping,Exclusively Asian,Exclusively Asian!!Asian Indian,Exclusively Asian!!Chinese,Exclusively Asian!!Filipino,Exclusively Asian!!Japanese,Exclusively Asian!!Korean,Exclusively Asian!!Vietnamese,Exclusively Asian!!Other Asian,Exclusively Native Hawaiian and Other Pacific Islander,Exclusively Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Exclusively Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Exclusively Native Hawaiian and Other Pacific Islander!!Samoan,Exclusively Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Exclusively Some other race,Interracial White and Black or African American,Interracial White and American Indian and Alaska Native,Interracial White and Asian,Interracial Black or African American and American Indian and Alaska Native,Total White,Total Black or African American,Total American Indian and Alaska Native,Total Asian,Total Native Hawaiian and Other Pacific Islander,Total Some other race,Hispanic or Latino (of any race),Hispanic or Latino (of any race)!!Mexican,Hispanic or Latino (of any race)!!Puerto Rican,Hispanic or Latino (of any race)!!Cuban,Hispanic or Latino (of any race)!!Other Hispanic or Latino,Not Hispanic or Latino,Not Hispanic or Latino!!White alone,Not Hispanic or Latino!!Black or African American alone,Not Hispanic or Latino!!American Indian and Alaska Native alone,Not Hispanic or Latino!!Asian alone,Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino!!Some other race alone,Not Hispanic or Latino!!Two or more races,Not Hispanic or Latino!!Interracial Two races including Some other race,"Not Hispanic or Latino!!Interracial Two races excluding Some other race, and Three or more races",Total housing units
36053,70795,34819,35976,3092,4064,5654,7055,7205,9372,5222,5764,7724,3974,1389,42.4,59098,57318,16439,13087,28139,29179,6028,7059,69929,866,66512,1211,462,62,0,0,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,67255,1429,0,1991,0,782,1653,0,0,0,0,69142,65756,1053,62,1485,0,114,672,27,645,32391
36055,742474,358147,384327,40565,41752,51462,104660,85044,94181,48050,54583,72844,37580,17686,39.2,605945,588258,160356,128110,279526,308732,55674,72436,719959,22515,560874,112272,3547,3122,0,0,0,0,28479,5675,6761,1498,549,2042,1932,10022,171,0,0,0,0,15041,10282,1726,3948,1259,580162,126412,7215,34163,683,18320,67065,4540,43423,5832,13270,675409,521002,106371,1330,27607,133,2294,16672,643,16029,329236
36059,1358343,661642,696701,74276,79224,86361,159096,163265,189199,100421,94443,132963,69184,39183,41.7,1102592,1067115,293141,241330,512348,554767,104848,136482,1321443,36900,918655,162245,3656,6223,0,0,0,0,135709,55644,40714,11693,2072,13008,1304,11274,1093,0,0,0,0,97518,12548,3039,8827,910,948661,180030,11761,150097,1314,105846,234061,13265,35775,5504,179517,1124282,800985,155056,1626,134761,96,9210,22548,3989,18559,473454
36061,1628701,770362,858339,76770,59013,111359,364144,233082,199097,93224,91457,146350,82875,39609,37.6,1418001,1395722,321233,268834,653157,742565,109763,159071,1548113,80588,904573,236356,7312,12359,0,0,0,0,200213,30366,109307,8811,14557,20267,2542,14363,916,0,0,0,0,193696,24906,3020,18711,1843,964150,275247,34563,227248,2156,214954,421023,50056,99720,11398,259849,1207678,762501,202788,2631,198113,407,5688,35550,2459,33091,886282
36063,210433,102743,107690,10889,10201,12336,25584,23381,28445,14789,19096,23034,10979,5800,43.7,174363,168370,50320,39813,81372,86998,17666,22147,204802,5631,183349,15579,1315,1496,0,0,0,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,1587,2445,1555,264,145,188785,19262,4269,3181,0,1685,6562,1959,2347,44,2212,203871,179411,15083,1496,2764,0,81,5036,63,4973,100617
36065,229577,113987,115590,12745,13780,13912,30285,24998,29494,15652,17119,23065,12601,6889,41.0,185887,180928,52222,42555,89512,91416,18586,23969,224658,4919,195773,15517,965,580,0,0,0,0,9806,419,833,443,31,427,1057,6596,0,0,0,0,0,2982,2291,459,822,3,199756,18072,1161,10824,0,4126,13916,1153,7570,60,5133,215661,187252,14821,565,9598,0,0,3425,0,3425,105447
36067,461809,222736,239073,26513,29196,32733,60838,51934,58434,31972,32990,44565,22284,12018,39.3,375891,363786,98103,78867,173021,190765,34336,44531,446588,15221,367730,55880,1967,3251,0,0,0,0,15963,3649,3775,777,73,1506,2330,3853,74,0,0,0,0,3690,5149,2677,4351,381,381687,62806,7702,21256,234,4708,23429,1996,12504,2158,6771,438380,353347,53225,2701,15880,74,439,12714,394,12320,209344
36069,109864,53729,56135,5547,6387,7042,12114,12076,15508,8104,8523,12678,6322,2645,43.7,89843,87555,26280,21645,42135,45420,9557,12088,107480,2384,101177,2638,818,230,0,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,2118,1535,278,306,0,103561,4276,508,1623,0,2383,5517,1234,2786,249,1248,104347,98391,2199,230,1317,0,337,1873,40,1833,51224
36071,381951,192029,189922,25102,25194,27763,45386,45399,52407,24771,23886,31913,14421,7057,36.9,295914,284699,68651,53391,141656,143043,23532,29859,365921,16030,279314,43050,2135,797,0,0,0,0,10935,3364,2442,1538,88,756,970,1777,403,0,0,0,0,31422,5614,2409,1958,539,291776,51738,5682,15060,0,34676,80031,18100,31304,2187,28440,301920,242321,39486,122,10823,217,1163,7788,0,7788,144234
36075,117898,59222,58676,6162,6045,8771,14844,12574,16103,9824,7490,11699,6041,1709,39.4,97154,93474,23360,19449,46986,46488,8990,10459,115556,2342,112120,1609,405,158,0,0,0,0,971,45,190,267,195,189,0,85,31,0,0,0,0,667,516,806,369,60,114018,2315,1154,1626,0,1206,3158,416,2119,30,593,114740,110605,1383,158,821,0,0,1773,64,1709,54624
36079,98892,49528,49364,4456,5287,6135,11523,10716,15885,7635,7991,10434,5064,1596,43.7,82364,79302,21756,17094,39350,39952,7793,9301,97217,1675,83229,3496,653,164,0,0,0,0,1949,373,336,783,67,140,0,250,0,0,0,0,0,8379,0,0,0,0,84719,3681,690,2631,0,8780,15645,923,4274,94,10354,83247,76743,3047,56,1949,0,346,1106,121,985,38679
36081,2278906,1105577,1173329,141025,114733,130400,366269,313311,308299,159360,141673,201575,110882,45173,39.2,1869987,1820538,435146,357630,870620,949918,151243,206387,2192666,86240,848180,419389,6208,10219,0,0,0,0,588677,134636,243947,41495,7143,45874,4308,111274,822,0,0,0,0,325379,11760,3788,18491,1609,902599,453080,21234,627785,5306,361992,639612,86594,105226,8378,439414,1639294,563400,392589,6153,585745,822,37501,53084,13115,39969,865809
36083,159442,78766,80676,8115,8189,11114,22408,18678,20559,11897,11103,16007,6818,3732,39.4,132146,128263,33797,26557,62774,65489,11847,14710,153056,6386,136797,10611,1068,192,0,0,0,0,4342,0,0,0,0,0,0,0,0,0,0,0,0,1114,3689,539,799,448,142380,15432,1657,5290,0,1486,8342,481,5175,477,2209,151100,131779,9662,192,4342,0,194,4931,108,4823,73266
36085,476179,230765,245414,27413,28482,27976,64892,59313,65569,32166,33657,45983,22470,8601,40.1,384432,372142,98085,77054,177463,194679,33233,43821,464095,12084,347986,47098,2703,451,0,0,0,0,48714,10719,22225,4362,51,2909,702,7746,197,0,0,0,0,19649,4862,429,2272,119,357722,54888,1556,52604,260,22721,88888,15510,44395,1540,27443,387291,286360,42991,41,48553,0,768,8578,817,7761,181186
36087,325695,160230,165465,26348,24313,21799,36801,36443,39698,19836,19658,27953,15280,7876,35.9,243733,233983,63686,51109,113018,120965,21973,29136,315235,10460,233051,38958,2487,377,0,0,0,0,19660,9129,2200,4759,311,1920,23,1318,0,0,0,0,0,23189,4481,584,1534,218,241578,45384,1611,22163,552,25461,58839,4572,16253,1518,36496,266856,203967,36123,301,19432,0,1100,5933,228,5705,106723
36089,108047,55626,52421,5341,6234,8883,12367,11597,14073,7759,7227,10731,5187,2550,39.8,89174,86447,22410,18468,44394,42053,8486,9982,106632,1415,99965,3066,289,841,0,0,0,0,1028,0,0,0,0,0,0,0,262,0,0,0,0,1470,300,408,531,0,101312,3366,1249,1627,298,1610,2585,775,824,50,936,105462,98974,2777,841,1028,262,391,1189,0,1189,53374
36091,230163,113339,116824,11871,11907,14118,26485,28238,34499,18971,14234,24666,12108,4076,42.8,189996,183964,48607,40850,89850,94114,18663,22187,225861,4302,212657,4948,957,554,0,0,0,0,6005,1625,2278,125,280,756,188,753,0,0,0,0,0,1697,1032,486,2023,0,216898,6468,1283,8212,0,1904,7719,1087,4350,75,2207,222444,207287,4145,499,6005,0,482,4026,207,3819,107379
36093,155350,76212,79138,8710,8354,11470,17988,20252,19447,9945,11269,14836,7702,4314,39.8,125853,122013,33627,26852,58673,63340,11300,15552,147248,8102,118937,15413,2919,1502,0,0,0,0,7111,4543,1075,349,0,67,213,864,220,0,0,0,0,4065,3798,242,1053,29,124761,21370,2029,9234,0,5712,11449,1691,4729,77,4952,143901,113356,13751,1502,6931,220,1283,6858,1087,5771,69948
36101,95796,48423,47373,5064,6200,5151,10970,11318,12561,7346,7273,10810,5693,2160,42.9,78099,75407,22620,18663,37819,37588,8679,9984,94151,1645,90696,1347,391,37,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,92341,2219,581,1712,0,554,1629,0,0,0,0,94167,89611,1302,37,1564,0,60,1593,0,1593,49684
36103,1481093,729779,751314,79249,80024,95867,175556,173904,219165,114650,100797,140468,78511,31103,41.8,1208636,1168075,307579,250082,569935,598140,109628,140454,1444732,36361,1206349,116010,3670,5501,0,0,0,0,59485,17513,16967,6153,441,6140,1455,10816,232,0,0,0,0,57155,14305,2974,7553,1210,1235235,135104,11924,70597,2774,64392,292889,17201,72025,6509,197154,1188204,992720,109202,1547,58610,101,2737,23287,2530,20757,576845
36105,75498,38858,36640,4167,4242,3693,8462,8507,11018,5987,5211,8370,4711,1117,42.7,61869,59496,17853,14198,30552,28944,7082,7116,73234,2264,61078,6663,831,312,0,0,0,0,1321,0,0,0,0,0,0,0,0,0,0,0,0,3860,0,0,0,0,63005,8356,917,1622,0,3935,12550,2221,5033,257,5039,62948,53256,6427,295,1297,0,525,1148,0,1148,50941
36109,102793,51465,51328,4421,4151,17285,13162,10505,10480,4164,7239,8586,3584,2039,30.8,89103,87326,19140,14209,42256,45070,6380,7829,99530,3263,81512,4703,657,196,0,0,0,0,10518,987,5708,137,91,903,94,2598,0,0,0,0,0,2601,1052,775,1003,136,84519,6076,1263,11698,0,2721,5472,779,1344,305,3044,97321,78960,4139,97,10518,0,801,2806,0,2806,43883
36111,178599,88542,90057,7600,8227,12870,22521,21087,23993,13136,14295,20406,10321,4398,43.3,151260,147288,42153,35125,72940,74348,15852,19273,168503,10096,149143,10718,954,503,0,0,0,0,3026,591,639,220,198,219,0,1159,0,0,0,0,0,5113,3198,1021,1705,211,158799,14456,2020,4867,0,8785,18785,3078,6609,742,8356,159814,139988,9713,155,2954,0,923,6081,61,6020,85431
36113,64265,31907,32358,2946,3974,3034,7316,7081,8857,4399,6276,8507,3593,2261,47.1,54356,52908,18449,14361,25946,26962,6624,7737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61665,964,0,1366,0,429,1741,0,0,0,0,62524,0,0,0,0,0,0,0,0,0,40207
36117,90064,44790,45274,5067,4586,4799,10314,9704,12297,7606,6927,9930,5252,2110,44.0,72934,70751,21205,17292,34911,35840,7978,9314,87694,2370,84119,2042,570,7,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,886,1501,516,177,133,86340,3676,672,817,0,913,4029,0,0,0,0,86035,80904,2042,7,640,0,99,2343,0,2343,41788
36119,967612,468837,498775,53737,56684,60610,111221,123159,138580,69293,62980,88333,50422,26582,40.9,783313,755767,200656,165337,359435,396332,70421,94916,938316,29296,610737,143734,4281,2677,0,0,0,0,58946,21450,14405,5525,4810,4243,516,7997,223,0,0,0,0,121999,8669,1688,6891,1036,633317,158732,8854,68609,1272,129006,243261,45006,50487,7267,140501,724351,511494,130197,1270,58582,0,4348,18460,546,17914,375864
37001,166436,78955,87481,9419,10702,10860,19797,19543,21867,11259,10541,16087,8933,3361,39.8,133308,129481,34378,28381,59937,69544,11894,16487,162790,3646,115202,32746,1505,409,0,0,0,0,2829,0,0,0,0,0,0,0,190,0,0,0,0,11414,1113,674,387,282,118344,34522,1681,3373,0,12224,21498,14787,687,51,5973,144938,105471,32605,409,2709,190,729,2825,170,2655,71655
37019,136744,65320,71424,5543,5047,5691,11840,11715,16092,9886,14178,29382,11578,2703,54.7,119042,115834,53529,43663,54728,61106,21125,22538,135153,1591,117105,14475,815,1221,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,118627,15728,1547,0,0,1908,6663,0,0,0,0,130081,112034,14475,1087,513,0,381,1591,69,1522,92284
37021,259103,123775,135328,12897,12581,14897,34995,34717,33705,17546,18824,30369,13941,7511,42.5,217209,211527,63828,51821,99947,111580,22596,29225,253242,5861,230685,16083,923,1007,0,0,0,0,2654,0,0,0,0,0,0,0,385,0,0,0,0,2428,1586,1177,1629,247,235881,18347,2772,4533,653,3043,17326,10581,787,282,5676,241777,215962,16083,983,2654,385,185,5525,292,5233,126577
37023,90382,45015,45367,4114,5050,4540,10969,11433,12359,7007,7116,10041,6304,1702,44.4,75242,73210,22421,18047,35904,37306,8028,10019,88350,2032,77100,5663,542,691,0,0,0,0,3257,0,0,0,0,0,0,0,57,0,0,0,0,1582,0,0,0,0,79014,6699,1310,3469,0,1794,5648,0,0,0,0,84734,73229,5663,111,3257,57,480,1937,0,1937,41316
37025,211342,103559,107783,13585,13870,11245,26666,30120,31063,14160,10307,16885,8252,3071,37.6,164370,157125,34612,28208,74605,82520,12054,16154,203986,7356,148835,38874,2144,116,0,0,0,0,8764,0,0,0,0,0,0,0,189,0,0,0,0,7208,3990,126,335,0,155649,43697,0,9710,952,8727,22787,11676,4854,882,5375,188555,135112,38204,116,8764,115,973,5271,782,4489,80867
37027,82029,41480,40549,4610,5043,4306,10058,9187,11582,6831,5813,9563,4469,2011,43.7,68180,65540,19227,16043,32703,32837,7203,8840,79762,2267,72577,3770,1020,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,74699,5341,0,616,0,3444,4644,0,0,0,0,77385,0,0,0,0,0,0,0,0,0,38062
37031,69524,34225,35299,3168,2946,2933,7179,7071,9412,5789,5762,10770,5072,1613,48.9,58873,57181,21241,17455,27405,29776,7998,9457,67291,2233,62764,3291,601,102,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,64835,4959,452,1194,0,0,2965,745,656,148,1416,66559,60096,3291,80,1092,0,42,1958,0,1958,50719
37035,158652,76611,82041,8694,8698,8346,19279,19311,21972,11534,10967,16899,8115,3006,41.3,127730,123610,34702,28020,59555,64055,12222,15798,155005,3647,127259,13084,1178,363,0,0,0,0,6575,0,0,0,0,0,0,0,0,0,0,0,0,7724,1884,187,648,0,130034,15762,550,7347,0,8528,15748,10091,746,8,4903,142904,119364,12980,230,6575,0,299,3456,748,2708,69249
37037,73139,35221,37918,3762,3904,3925,6599,7622,10501,5260,5359,10282,4754,2840,46.9,59839,58146,21081,17876,27582,30564,8175,9701,71897,1242,58855,9046,754,118,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,0,0,0,59929,9800,0,1710,0,2824,9011,4960,895,148,3008,64128,52433,8910,74,1222,0,415,1074,0,1074,33007
37045,97645,46759,50886,5015,6242,5511,11705,10310,13519,5803,8084,10584,5439,2074,42.0,79201,75988,22441,18097,35935,40053,7772,10325,96877,768,71358,21214,792,240,0,0,0,0,1103,0,0,0,0,0,0,0,133,0,0,0,0,2829,0,0,0,0,72026,21715,372,1190,0,3000,3573,0,0,0,0,94072,70383,20951,240,1103,0,627,768,148,620,43673
37049,102912,52488,50424,6169,7892,9253,13584,10691,11932,5583,7218,11039,6919,1630,38.4,82120,79658,24112,19588,40180,39478,8579,11009,100277,2635,72552,23111,1207,226,0,0,0,0,2375,0,0,0,0,0,0,0,463,0,0,0,0,1550,0,0,0,0,74988,23908,503,3995,659,1597,7590,4288,1418,296,1588,95322,67484,22402,226,2269,463,106,2372,0,2372,47453
37051,332330,164324,168006,24685,21754,33010,56920,38739,36195,18200,16888,23590,12868,3700,31.5,259386,250535,49839,40158,123057,127478,16780,23378,312269,20061,164330,123982,2173,4251,0,0,0,0,8571,905,248,1923,629,2736,803,1327,1086,0,0,0,0,10049,6759,3070,3319,1610,180752,136373,10217,14643,2917,10916,39430,14388,14002,527,10513,292900,141279,121927,4089,8121,1062,698,15724,0,15724,147123
37057,166614,81141,85473,9183,10053,9029,19836,20018,24049,11096,12849,18009,9393,2636,42.2,135115,129973,38104,30038,63018,66955,13576,16462,163420,3194,141780,15428,940,275,0,0,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,3073,875,975,218,47,144374,16922,1596,3610,0,3355,12183,8461,1340,100,2282,154431,132699,15289,275,2673,0,535,2960,107,2853,75593
37063,316739,151423,165316,20497,17440,22327,57668,44590,38870,18296,17969,25580,12133,4202,35.6,257813,251054,52806,41915,118192,132862,17683,24232,307053,9686,166094,113271,3028,1101,0,0,0,0,15792,5800,3661,1281,605,1401,1682,1362,0,0,0,0,0,10795,3841,674,2536,378,174507,118602,2383,19372,0,11567,43428,26436,2712,801,13479,273311,134772,111573,1101,15698,0,1691,8476,456,8020,138960
37067,379099,180429,198670,22637,22357,25400,49298,45203,50182,26495,23080,35754,17520,7111,38.5,302037,292441,73871,60385,135571,156870,25780,34605,368364,10735,246738,99830,3368,1305,0,0,0,0,9574,1472,2337,927,374,378,609,3477,1307,0,0,0,0,9610,4410,759,1020,1074,255460,107529,4426,10782,0,11263,49429,33303,3192,615,12319,329670,212093,96398,1239,9574,1307,1796,7263,501,6762,166941
37069,67560,32424,35136,3766,3131,3630,8682,8159,9379,5707,4456,7716,2967,950,40.6,54313,52939,14266,11633,25765,27174,5084,6549,65676,1884,44940,16790,956,148,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,3338,0,0,0,0,46233,18319,0,602,0,4078,5763,0,0,0,0,61797,42810,16766,148,435,0,78,1560,527,1033,29018
37071,222846,107209,115637,13196,14980,12823,29309,27999,32289,15362,14035,21405,10339,3645,40.2,178929,172681,44127,35389,81886,90795,14823,20566,216070,6776,170312,37011,1655,529,0,0,0,0,3628,454,300,358,46,584,631,1255,104,0,0,0,0,4486,1727,1382,655,987,175659,41523,4093,5071,0,4819,16180,8825,2406,203,4746,206666,159867,36764,363,3573,104,242,5753,26,5727,93885
37081,533670,252785,280885,31600,31172,38375,73398,65553,70507,33414,33451,47619,22257,10598,37.0,427824,414633,100298,80474,192451,222182,34298,46176,518396,15274,291198,179585,3327,3586,0,0,0,0,27077,5920,3972,699,903,2306,3570,9707,51,0,0,0,0,16899,6285,860,3176,1135,304206,189995,7021,31449,210,18258,43495,25510,4903,2385,10697,490175,265176,178755,2688,26999,51,2577,13929,1063,12866,230468
37085,134214,66838,67376,9796,10069,8640,20122,18632,16693,7945,6679,10179,5482,1380,34.9,103270,99284,21013,17041,48630,50654,7294,9747,127145,7069,92030,25909,2383,1224,0,0,0,0,1757,0,0,0,0,0,0,0,624,0,0,0,0,5601,3623,1018,163,272,97438,31361,2531,2754,1818,5947,17464,12013,2304,11,3136,116750,81951,25226,978,1757,513,189,6136,82,6054,52561
37089,116748,56330,60418,4831,6830,5186,10673,11901,17240,8447,8277,16862,9816,3661,48.3,97547,94695,34899,30339,44195,50500,13109,17230,114877,1871,106541,4352,1088,286,0,0,0,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,108412,5548,864,1758,0,2037,12113,8753,761,0,2599,104635,96950,4109,286,1758,0,0,1532,46,1486,58099
37097,178435,87384,91051,9938,10278,10176,20993,23617,26238,14059,10704,16741,8579,2547,40.0,142536,137375,34649,27867,66932,70443,12474,15393,170773,7662,144822,17120,2085,1808,0,0,0,0,4624,0,0,0,0,0,0,0,344,0,0,0,0,2055,2333,4316,641,33,152389,19625,6157,5404,0,2287,13936,8018,1326,256,4336,164499,135113,16376,1392,4624,0,52,6942,70,6872,75611
37101,202675,98113,104562,12918,14029,11036,25117,28200,30653,12580,11344,17262,6999,3135,38.0,156696,150879,35095,27396,71977,78902,11536,15860,197817,4858,155875,33049,1913,737,0,0,0,0,1159,0,0,0,0,0,0,0,323,0,0,0,0,6674,1441,1130,965,484,159769,35524,2791,2412,0,7056,28310,20176,1020,854,6260,174365,136250,31975,352,1159,323,84,4222,208,4014,77354
37109,83770,41363,42407,3970,3753,3632,9004,10064,14360,7512,5365,8903,4014,1364,44.7,68773,66121,17293,14281,32286,33835,6379,7902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77586,5638,434,0,0,938,5999,0,0,0,0,77771,70859,4754,0,181,65,494,1418,33,1385,36768
37119,1093901,526422,567479,72691,73061,71303,186303,160122,147265,63731,56900,76140,33649,12802,35.2,863355,836187,155387,122591,395621,440566,51462,71129,1064506,29395,573883,348940,5007,4831,0,0,0,0,68138,29879,10108,1468,1274,3337,5894,16178,309,0,0,0,0,68405,13564,2696,5807,760,599945,367410,9831,76652,1001,71235,148350,50041,13808,3940,80561,945551,505438,341063,3113,67332,263,3044,25298,922,24376,454104
37125,98682,48150,50532,5070,5990,4064,10991,10670,12663,5786,7537,12691,7840,3053,45.5,81077,77829,28684,23584,36980,40849,10448,13136,96596,2086,81692,10406,1671,537,0,0,0,0,1672,0,0,0,0,0,0,0,1407,0,0,0,0,882,0,0,0,0,83778,11430,1349,1860,0,1073,6709,0,0,0,0,91973,76129,10406,379,1672,1407,0,1980,103,1877,47931
37127,94016,45889,48127,4796,6070,5191,10855,12078,12270,6314,7320,10666,4925,1855,41.8,75869,73595,20780,17446,34905,38690,7512,9934,91346,2670,48784,37190,1611,767,0,0,0,0,854,0,0,0,0,0,0,0,86,0,0,0,0,3665,0,0,0,0,50649,39079,2136,0,0,3975,6658,0,0,0,0,87358,46318,37027,613,854,86,100,2360,0,2360,43152
37129,232274,112021,120253,9765,12821,22465,31629,28018,28715,15441,14290,25026,11501,4952,39.3,194880,190288,51066,41479,89531,100757,17983,23496,227767,4507,188476,32739,1845,515,0,0,0,0,3650,451,1242,520,261,379,0,797,0,0,0,0,0,2387,1271,1291,1050,6,192578,34905,2302,5099,0,2387,13024,4980,3099,779,4166,219250,179260,31482,374,3612,0,414,4108,0,4108,113231
37133,197683,108587,89096,17098,14123,32441,35575,20559,16593,8932,6875,10427,5999,1610,26.5,152605,149264,21742,18036,84175,65089,8173,9863,183618,14065,146722,27738,2138,1753,0,0,0,0,3952,0,470,946,584,953,169,830,178,0,0,0,0,3275,5613,1429,2090,460,159074,35116,4771,7743,1300,5444,25261,9969,5947,1622,7723,172422,129882,26860,850,3713,178,326,10613,68,10545,80259
37135,146027,66535,79492,6612,7110,17035,16522,16375,18987,9151,8429,13577,6204,972,35.6,120504,117164,26364,20753,53570,63594,9110,11643,141610,4417,108624,16500,1240,1799,0,0,0,0,11390,1379,4834,1063,55,1657,112,2290,0,0,0,0,0,3297,1080,429,1863,479,112353,18389,2846,13384,0,3518,12584,6670,1962,519,3433,133443,100702,16080,627,11390,0,441,4203,153,4050,59198
37147,179914,83813,96101,10800,9713,21238,26668,21651,19768,8738,10806,14375,6856,2309,32.2,145695,141487,30303,23540,64118,77369,9985,13555,175897,4017,103416,62463,1477,967,0,0,0,0,3697,915,921,492,397,603,96,273,0,0,0,0,0,5354,1901,260,785,96,106436,65361,1323,5184,0,5378,11419,7147,1100,160,3012,168495,97636,62442,579,3697,0,235,3906,0,3906,80244
37151,143351,70559,72792,8362,8180,8060,17266,17396,19837,11241,9329,14752,8003,2452,40.7,115053,111219,31289,25207,53719,57500,11307,13900,139742,3609,121463,8133,890,885,0,0,0,0,1805,0,0,0,0,0,0,0,393,0,0,0,0,7063,1182,875,419,0,124950,10084,2386,2709,0,7562,16774,14404,524,26,1820,126577,112387,7944,501,1805,54,822,3064,20,3044,62628
37155,131831,64164,67667,8872,9407,8731,16865,16135,15868,7858,9155,12367,5164,2330,36.9,103123,99059,25707,19861,47296,51763,8739,11122,129205,2626,36109,31788,1008,53375,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,7093,273,1093,127,401,37951,33042,55026,1024,0,7512,11874,0,0,0,0,119957,33023,30826,52926,840,0,220,2122,48,2074,53186
37157,90690,43957,46733,3311,5305,4530,11092,9479,12091,6710,7379,10751,5492,2390,44.3,74874,72304,23498,18633,33971,38333,8171,10462,88216,2474,67009,16571,1161,110,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,4139,0,0,0,0,69145,18397,1003,387,0,4259,5661,0,0,0,0,85029,65432,16571,110,387,0,175,2354,0,2354,44290
37159,141262,71297,69965,6562,8860,7360,16403,18653,18800,10766,8348,14426,7569,2601,40.3,113492,109827,30220,24596,53042,56785,11068,13528,137512,3750,109184,21442,1666,381,0,0,0,0,1630,0,0,0,0,0,0,0,86,0,0,0,0,4789,1571,496,258,1138,111742,24209,2127,1888,0,4964,12997,0,0,0,0,128265,101160,21369,381,1630,86,0,3639,64,3575,61973
37161,66826,31983,34843,3488,3711,3425,6990,7328,8748,4380,6249,8191,4586,1281,45.0,55558,53044,17310,14058,24959,28085,6497,7561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57548,7602,665,0,0,2102,3049,0,0,0,0,63777,0,0,0,0,0,0,0,0,0,34473
37171,71948,35224,36724,3365,4310,4147,8280,7526,10467,4288,5278,8344,4758,1964,44.2,58278,56752,18137,15066,27345,29407,6816,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66362,3172,0,0,0,1896,7764,0,0,0,0,64184,0,0,0,0,0,0,0,0,0,34263
37179,235908,115848,120060,13222,15860,14593,22323,31786,38293,16023,12101,18134,8736,2920,37.9,181743,172267,37400,29790,83728,88539,13089,16701,230547,5361,190816,27967,1120,174,0,0,0,0,7860,3557,1158,724,70,389,1392,570,34,0,0,0,0,3696,2147,1284,709,91,195927,30489,1697,8817,0,4480,26958,18233,1686,977,6062,208950,168567,27175,174,7860,34,399,4741,164,4577,82559
37183,1092305,531608,560697,67798,70789,69280,160749,162889,156345,68382,56023,79867,34402,12571,36.4,860242,830773,159476,126840,398642,432131,54782,72058,1049059,43246,699803,220735,5224,2466,0,0,0,0,78213,39147,14984,3743,353,4557,6338,9091,331,0,0,0,0,47511,13065,4783,8747,5519,733635,244091,15388,91254,2375,53451,112797,58027,17533,5077,32160,979508,649332,212601,1716,77923,331,3376,34229,1837,32392,441828
37191,123248,60885,62363,8112,6226,8724,17363,13948,14766,6043,9986,12178,6341,1988,38.5,96403,94093,25572,20507,45184,48909,8857,11650,119856,3392,79135,37652,1669,22,0,0,0,0,1667,0,0,0,0,0,0,0,95,0,0,0,0,1285,792,131,466,0,81415,40271,0,4009,205,1456,15211,8375,916,158,5762,108037,65107,37652,22,1615,74,313,3254,66,3188,54467
