FIPS,03/29/20_residential,04/05/20_residential,03/29/20_workplaces,04/05/20_workplaces,03/29/20_transit,04/05/20_transit,03/29/20_parks,04/05/20_parks,03/29/20_grocery,04/05/20_grocery,03/29/20retail,04/05/20retail
17093,17.0,12.0,-38.0,-39.0,,,-25.0,6.0,-28.0,-30.0,-46.0,-37.0
17095,16.0,14.0,-32.0,-34.0,-31.0,-28.0,,,3.0,23.0,-50.0,-45.0
17097,14.0,13.0,-41.0,-41.0,-58.0,-49.0,-36.0,58.0,-25.0,-17.0,-57.0,-50.0
17101,,,-17.0,-21.0,,,,,,,-17.0,-25.0
17103,13.0,13.0,-24.0,-28.0,,,,,-18.0,23.0,-39.0,-30.0
17105,17.0,15.0,-27.0,-23.0,,,,,-1.0,22.0,-44.0,-38.0
17107,6.0,6.0,-25.0,-29.0,,,,,-31.0,-21.0,-40.0,-41.0
17109,0.0,0.0,-28.0,-25.0,,,,,-13.0,-9.0,-40.0,-43.0
17111,13.0,11.0,-38.0,-37.0,-61.0,-46.0,-26.0,89.0,-23.0,-15.0,-54.0,-47.0
17113,12.0,11.0,-41.0,-40.0,-37.0,-38.0,1.0,73.0,-28.0,-20.0,-53.0,-50.0
17115,10.0,8.0,-30.0,-31.0,-20.0,-11.0,,,-14.0,-2.0,-43.0,-40.0
17117,17.0,16.0,-30.0,-32.0,,,,,1.0,7.0,-40.0,-45.0
17119,10.0,11.0,-34.0,-36.0,-24.0,-28.0,58.0,4.0,-17.0,-15.0,-39.0,-45.0
17121,14.0,15.0,-33.0,-33.0,,-38.0,,,-5.0,5.0,-39.0,-47.0
17123,,,-39.0,-35.0,,,,,,,-72.0,-64.0
17125,,,-27.0,-34.0,,,,,4.0,35.0,-32.0,-15.0
17127,,,-22.0,-31.0,,,,,-18.0,-10.0,-48.0,-46.0
17129,,,-42.0,-48.0,,,,,,,-62.0,-61.0
17131,,,-33.0,-31.0,,,,,,,-63.0,-31.0
17133,16.0,16.0,-33.0,-41.0,,,,,-12.0,-31.0,-37.0,-47.0
17135,1.0,1.0,-28.0,-28.0,,,,,-13.0,-6.0,-37.0,-43.0
17137,6.0,6.0,-34.0,-34.0,-14.0,-35.0,,,-3.0,7.0,-39.0,-39.0
17139,,,-26.0,-26.0,,,,,,,-56.0,-56.0
17141,17.0,17.0,-27.0,-25.0,,,,,-9.0,4.0,-46.0,-43.0
17143,11.0,9.0,-35.0,-35.0,-45.0,-32.0,-16.0,57.0,-19.0,-6.0,-50.0,-46.0
17145,,,-28.0,-34.0,,,,,-4.0,-5.0,-35.0,-45.0
17147,,,-26.0,-32.0,,,,,,,-55.0,-48.0
17149,,,-19.0,-19.0,,,,,-11.0,-6.0,-36.0,-23.0
17153,,,-33.0,-36.0,,,,,,,,
17155,,,-38.0,-38.0,,,,,,,,
17157,10.0,10.0,-24.0,-27.0,,,,,9.0,4.0,-24.0,-40.0
17159,,,-19.0,-23.0,,,,,-11.0,-2.0,-32.0,-40.0
17161,10.0,9.0,-36.0,-34.0,-57.0,-40.0,-55.0,-23.0,0.0,10.0,-50.0,-43.0
17163,10.0,11.0,-34.0,-37.0,-26.0,-34.0,52.0,-15.0,-13.0,-13.0,-45.0,-52.0
17165,,,-24.0,-31.0,,,,,1.0,2.0,-20.0,-22.0
17167,10.0,9.0,-36.0,-36.0,-38.0,-38.0,31.0,49.0,-18.0,-11.0,-47.0,-46.0
17169,,,-29.0,-23.0,,,,,,,-55.0,-55.0
17173,,,-31.0,-20.0,,,,,,,-20.0,-26.0
17175,,,-36.0,-31.0,,,,,,,,
17177,17.0,16.0,-30.0,-30.0,,,,,-27.0,4.0,-44.0,-34.0
17179,11.0,9.0,-33.0,-33.0,,,-15.0,4.0,-9.0,4.0,-41.0,-39.0
17181,,,-23.0,-25.0,,,,,-5.0,-10.0,-8.0,-24.0
17183,9.0,10.0,-26.0,-26.0,-31.0,-29.0,,,-15.0,-7.0,-39.0,-36.0
17185,,,-32.0,-44.0,,,,,-17.0,-19.0,-33.0,-50.0
17187,,,-20.0,-20.0,,,,,0.0,10.0,-48.0,-19.0
17189,,,-40.0,-43.0,,,,,0.0,-6.0,-58.0,-62.0
17191,,,-24.0,-27.0,,,,,-8.0,9.0,-30.0,-38.0
17193,,,-23.0,-16.0,,,,,-7.0,-7.0,-23.0,-42.0
17195,18.0,17.0,-30.0,-28.0,,,,,-24.0,-12.0,-53.0,-45.0
17197,14.0,12.0,-36.0,-38.0,-28.0,-25.0,-36.0,51.0,-27.0,-15.0,-54.0,-48.0
17199,17.0,16.0,-32.0,-38.0,-16.0,-26.0,-45.0,-45.0,-15.0,-19.0,-33.0,-46.0
17201,11.0,9.0,-36.0,-33.0,-40.0,-35.0,-40.0,60.0,-30.0,-19.0,-47.0,-41.0
17203,15.0,19.0,-34.0,-35.0,,,,,-5.0,10.0,-61.0,-32.0
18001,8.0,8.0,-33.0,-33.0,,,,,-25.0,-29.0,-43.0,-37.0
18003,12.0,10.0,-39.0,-40.0,-44.0,-42.0,13.0,121.0,-36.0,-23.0,-54.0,-47.0
18005,26.0,24.0,-45.0,-46.0,-28.0,-35.0,10.0,-12.0,-30.0,-28.0,-49.0,-55.0
18007,,,-42.0,-43.0,,,,,,,,
18009,,,-24.0,-24.0,,,,,-17.0,-7.0,-51.0,-53.0
18011,26.0,24.0,-39.0,-39.0,-19.0,-25.0,,,-28.0,-24.0,-51.0,-50.0
18013,,,-37.0,-42.0,,,,,-4.0,-20.0,-68.0,-70.0
18015,,,-38.0,-38.0,,,,,-14.0,5.0,-52.0,-7.0
18017,18.0,15.0,-34.0,-35.0,,,,,-17.0,1.0,-38.0,-31.0
18019,10.0,10.0,-36.0,-39.0,-14.0,-18.0,64.0,60.0,-10.0,-8.0,-48.0,-48.0
18021,-1.0,-1.0,-32.0,-32.0,-21.0,-25.0,,,-35.0,-29.0,-33.0,-30.0
18023,19.0,17.0,-30.0,-25.0,,,,,-30.0,-9.0,-36.0,-33.0
18025,,,-36.0,-44.0,-38.0,-35.0,,,-16.0,-16.0,-58.0,-47.0
18027,8.0,8.0,-25.0,-27.0,,,,,-5.0,5.0,-40.0,-39.0
18029,22.0,21.0,-42.0,-45.0,,,,,-11.0,-14.0,-35.0,-46.0
18031,11.0,11.0,-43.0,-48.0,-35.0,-45.0,,,-26.0,-46.0,-45.0,-78.0
18033,22.0,18.0,-34.0,-37.0,,,,,-18.0,-5.0,-50.0,-43.0
18035,10.0,10.0,-36.0,-38.0,1.0,-18.0,,,-28.0,-24.0,-52.0,-51.0
18037,21.0,23.0,-29.0,-30.0,,,,,-19.0,-14.0,-40.0,-44.0
18039,10.0,8.0,-35.0,-36.0,-19.0,-9.0,18.0,17.0,-35.0,-21.0,-43.0,-32.0
18041,6.0,6.0,-35.0,-36.0,,,,,-21.0,-16.0,-32.0,-31.0
18043,21.0,21.0,-38.0,-39.0,,,,,-21.0,-23.0,-39.0,-45.0
18045,,,-36.0,-36.0,,,,,-10.0,0.0,-65.0,-47.0
18047,,,-36.0,-34.0,,,,,-28.0,-32.0,-38.0,-38.0
18049,,,-31.0,-17.0,-54.0,-54.0,,,-19.0,-10.0,-33.0,-21.0
18051,11.0,11.0,-29.0,-26.0,-29.0,-38.0,,,-19.0,-4.0,-35.0,-36.0
18053,17.0,13.0,-22.0,-28.0,-13.0,-16.0,,,-17.0,-1.0,-46.0,-39.0
18055,5.0,5.0,-29.0,-31.0,,,,,-23.0,-15.0,-33.0,-40.0
18057,13.0,13.0,-47.0,-48.0,,,38.0,59.0,-31.0,-28.0,-58.0,-58.0
18059,24.0,22.0,-38.0,-41.0,-12.0,-15.0,,,9.0,9.0,-46.0,-49.0
18061,20.0,20.0,-30.0,-30.0,,,,,-8.0,1.0,-44.0,-41.0
18063,12.0,11.0,-39.0,-39.0,-19.0,-23.0,-13.0,-13.0,-26.0,-26.0,-47.0,-48.0
18065,21.0,17.0,-31.0,-28.0,-28.0,-33.0,,,-19.0,-7.0,-32.0,-33.0
18067,14.0,10.0,-47.0,-44.0,,,,,-36.0,-22.0,-56.0,-44.0
18069,21.0,18.0,-34.0,-34.0,-46.0,-46.0,,,-29.0,-18.0,-47.0,-40.0
18071,22.0,21.0,-41.0,-45.0,-6.0,-19.0,,,-55.0,-54.0,-24.0,-35.0
18073,15.0,14.0,-33.0,-31.0,-22.0,-25.0,,,-24.0,-8.0,-44.0,-29.0
18075,,,-22.0,-25.0,,,,,-35.0,-20.0,-40.0,-43.0
18077,14.0,14.0,-23.0,-31.0,,,,,-1.0,1.0,-37.0,-42.0
18079,12.0,12.0,-37.0,-41.0,,,,,-11.0,-14.0,-26.0,-43.0
18081,11.0,11.0,-37.0,-38.0,-24.0,-32.0,-5.0,-11.0,-22.0,-20.0,-51.0,-54.0
18083,14.0,14.0,-31.0,-30.0,,,,,-15.0,-5.0,-44.0,-43.0
18085,23.0,21.0,-33.0,-34.0,,,,,-24.0,-10.0,-52.0,-41.0
18089,13.0,12.0,-38.0,-38.0,-25.0,-25.0,-18.0,-5.0,-27.0,-15.0,-52.0,-44.0
18093,17.0,17.0,-34.0,-38.0,,,,,-23.0,-24.0,-41.0,-44.0
18095,10.0,9.0,-35.0,-38.0,-27.0,-28.0,,,-12.0,-7.0,-44.0,-44.0
18097,11.0,11.0,-38.0,-40.0,-49.0,-50.0,17.0,15.0,-27.0,-22.0,-52.0,-50.0
18099,21.0,18.0,-25.0,-27.0,-26.0,-24.0,,,-19.0,-2.0,-48.0,-39.0
18101,,,-36.0,-41.0,,,,,-4.0,-8.0,-40.0,-53.0
18103,16.0,16.0,-39.0,-34.0,,,,,-27.0,-9.0,-43.0,-26.0
18105,12.0,13.0,-42.0,-44.0,-40.0,-41.0,39.0,35.0,-33.0,-29.0,-53.0,-55.0
18107,16.0,15.0,-31.0,-35.0,-35.0,-19.0,,,-25.0,-7.0,-40.0,-33.0
18109,20.0,18.0,-32.0,-38.0,,,,,-12.0,-2.0,-39.0,-41.0
18111,,,-27.0,-22.0,,,,,,,-45.0,-18.0
18113,23.0,21.0,-42.0,-34.0,,,,,-26.0,1.0,-42.0,-26.0
18115,,,-53.0,-40.0,,,,,,,,
18117,,,-45.0,-50.0,,,,,-19.0,-20.0,-41.0,-48.0
18119,,,-29.0,-33.0,,,,,-21.0,-7.0,-30.0,-26.0
18121,,,-37.0,-34.0,,,,,-2.0,10.0,-44.0,-53.0
18123,,,-45.0,-40.0,,,,,-4.0,85.0,-59.0,-57.0
18125,,,-39.0,-42.0,,,,,-7.0,8.0,-54.0,-54.0
18127,13.0,11.0,-34.0,-38.0,-39.0,-39.0,20.0,120.0,-28.0,-21.0,-54.0,-47.0
18129,-1.0,-1.0,-22.0,-25.0,,,,,6.0,0.0,-25.0,-27.0
18131,,,-34.0,-36.0,,,,,-23.0,-20.0,-33.0,-7.0
18133,11.0,11.0,-26.0,-33.0,,,,,-31.0,-14.0,-45.0,-41.0
18135,8.0,8.0,-28.0,-20.0,,,,,-14.0,-12.0,-24.0,-26.0
18137,0.0,0.0,-27.0,-33.0,,,,,-18.0,-15.0,-46.0,-51.0
18139,,,-35.0,-38.0,,,,,-11.0,-9.0,-44.0,-39.0
18141,11.0,9.0,-35.0,-34.0,-37.0,-29.0,-17.0,142.0,-26.0,-15.0,-53.0,-46.0
18143,3.0,3.0,-33.0,-27.0,,,,,-8.0,1.0,-30.0,-36.0
18145,21.0,18.0,-32.0,-35.0,-43.0,-47.0,,,-18.0,-14.0,-46.0,-49.0
18147,,,-24.0,-26.0,,,,,15.0,19.0,-45.0,-44.0
18149,,,-25.0,-21.0,,,,,-10.0,11.0,-50.0,-23.0
18151,19.0,20.0,-37.0,-36.0,-29.0,-32.0,,,-32.0,-17.0,-49.0,-40.0
18153,,,-20.0,-29.0,,,,,-17.0,-5.0,-38.0,-38.0
18155,,,-44.0,-46.0,,,,,-34.0,-20.0,,
18157,12.0,11.0,-41.0,-40.0,-27.0,2.0,5.0,82.0,-37.0,-28.0,-57.0,-52.0
18159,,,-33.0,-38.0,,,,,-22.0,-2.0,-46.0,-35.0
18161,,,-39.0,-37.0,,,,,,,-55.0,-38.0
18163,10.0,10.0,-29.0,-31.0,-53.0,-45.0,-16.0,29.0,-16.0,-17.0,-41.0,-44.0
18165,,,-20.0,-23.0,-32.0,-22.0,,,4.0,0.0,-34.0,-31.0
18167,9.0,10.0,-36.0,-37.0,-9.0,-15.0,-12.0,-7.0,-24.0,-20.0,-47.0,-48.0
18169,8.0,8.0,-26.0,-31.0,,,,,-36.0,-9.0,-50.0,-38.0
18171,,,-32.0,-34.0,,,,,,,,
18173,22.0,21.0,-30.0,-32.0,,,,,-1.0,-13.0,-23.0,-36.0
18175,11.0,11.0,-25.0,-24.0,,,,,-22.0,-18.0,-27.0,-40.0
18177,12.0,10.0,-32.0,-31.0,-18.0,-27.0,,,-30.0,-24.0,-48.0,-48.0
18179,11.0,11.0,-29.0,-30.0,,,,,-12.0,6.0,-35.0,-30.0
18181,6.0,6.0,-39.0,-28.0,-22.0,-34.0,,,-12.0,-8.0,-38.0,-24.0
18183,22.0,19.0,-32.0,-33.0,,,,,-34.0,-12.0,-45.0,-38.0
19001,,,-33.0,-36.0,,,,,-3.0,2.0,-46.0,-44.0
19005,,,-22.0,-25.0,,,,,-27.0,-5.0,-57.0,-75.0
19007,,,-24.0,-26.0,,,,,26.0,52.0,-21.0,-7.0
19009,,,-28.0,-28.0,,,,,,,,
19011,8.0,8.0,-33.0,-33.0,,,,,-10.0,25.0,-54.0,-16.0
19013,10.0,8.0,-30.0,-30.0,-14.0,-5.0,11.0,-25.0,-23.0,-9.0,-46.0,-43.0
19015,14.0,14.0,-22.0,-28.0,,,,,-21.0,-21.0,-32.0,-28.0
19017,-1.0,-1.0,-34.0,-31.0,,,,,-24.0,-12.0,-36.0,-32.0
19019,,,-23.0,-25.0,,,,,-13.0,0.0,-39.0,-29.0
19021,,,-13.0,-16.0,,,,,-6.0,-15.0,-28.0,-31.0
19023,,,-30.0,-32.0,,,,,-15.0,2.0,,
19025,,,-29.0,-27.0,,,,,-12.0,-12.0,,
19027,,,-29.0,-20.0,,,,,-4.0,13.0,-34.0,-29.0
19029,,,-16.0,-16.0,,,,,-6.0,13.0,-23.0,-32.0
19031,,,-18.0,-22.0,14.0,8.0,,,-23.0,0.0,-44.0,-30.0
19033,17.0,20.0,-29.0,-26.0,-44.0,-26.0,,,-13.0,6.0,-46.0,-38.0
19035,,,-20.0,-33.0,,,,,,,-75.0,-76.0
19037,,,-25.0,-27.0,,,,,-28.0,-18.0,-56.0,-25.0
19039,,,-17.0,-24.0,-29.0,-38.0,,,,,-30.0,-27.0
19041,,,-17.0,-26.0,,,,,-18.0,-12.0,-27.0,-33.0
19043,,,-19.0,-26.0,,,,,-12.0,7.0,-61.0,-59.0
19045,16.0,16.0,-24.0,-28.0,,,,,18.0,48.0,-41.0,-25.0
19047,,,-23.0,-15.0,,,,,,,-34.0,-38.0
19049,25.0,27.0,-34.0,-37.0,,,,,-40.0,-39.0,-60.0,-59.0
19051,,,-21.0,-23.0,,,,,,,-64.0,-44.0
19053,,,-25.0,-20.0,,,,,,,,
19055,,,-22.0,-13.0,,,,,-20.0,19.0,-40.0,-33.0
19057,14.0,15.0,-24.0,-27.0,-32.0,-26.0,,,-7.0,14.0,-40.0,-33.0
19059,,,-20.0,-31.0,,,-50.0,0.0,-2.0,12.0,-29.0,-33.0
19061,15.0,13.0,-34.0,-31.0,-63.0,-51.0,-25.0,1.0,-9.0,4.0,-53.0,-43.0
19063,,,-32.0,-33.0,,,,,11.0,11.0,-42.0,-17.0
19065,,,-20.0,-24.0,,,,,-11.0,7.0,-36.0,-15.0
19067,,,-16.0,-18.0,-9.0,-28.0,,,-21.0,-12.0,-40.0,-28.0
19069,,,-25.0,-32.0,,,,,-16.0,7.0,-47.0,-39.0
19071,,,-15.0,-31.0,-16.0,-28.0,,,-9.0,-9.0,-65.0,-45.0
19073,,,-31.0,-38.0,,,,,2.0,4.0,-51.0,-45.0
19075,,,-29.0,-33.0,,,,,-33.0,-25.0,-70.0,-64.0
19077,,,-34.0,-36.0,,,,,,,,
19079,,,-6.0,6.0,-39.0,-39.0,,,-6.0,-3.0,-27.0,-23.0
19081,,,-34.0,-37.0,,,,,-22.0,-2.0,,
19083,,,-25.0,-30.0,,,,,15.0,26.0,-52.0,-40.0
19085,,,-19.0,-11.0,,,,,0.0,3.0,-26.0,-30.0
19087,,,-30.0,-18.0,-17.0,-29.0,,,-17.0,12.0,-28.0,-27.0
19089,,,-21.0,-30.0,,,,,-5.0,4.0,-69.0,-37.0
19091,,,-32.0,-36.0,,,,,-7.0,-7.0,-45.0,-39.0
19093,,,-22.0,-27.0,,,,,,,-57.0,-64.0
19095,,,-41.0,-36.0,,,,,-9.0,4.0,-80.0,-71.0
19097,,,-24.0,-20.0,,,,,-10.0,16.0,-37.0,-26.0
19099,11.0,12.0,-22.0,-21.0,5.0,-2.0,,,60.0,97.0,-40.0,-35.0
19101,,,-34.0,-20.0,,,,,,,-40.0,-39.0
19103,13.0,11.0,-36.0,-38.0,-24.0,-18.0,-6.0,-26.0,-36.0,-30.0,-58.0,-52.0
19105,,,-30.0,-20.0,,,,,4.0,14.0,-43.0,-37.0
19107,,,-21.0,-29.0,,,,,,,-66.0,-66.0
19109,,,-21.0,-33.0,,,,,47.0,60.0,-70.0,-62.0
19111,14.0,14.0,-14.0,-13.0,,,,,-13.0,-4.0,-24.0,-26.0
19113,11.0,9.0,-36.0,-34.0,-55.0,-50.0,2.0,172.0,-7.0,11.0,-52.0,-48.0
19115,,,-18.0,-23.0,,,,,,,,
19117,,,-16.0,-16.0,,,,,6.0,8.0,-59.0,-59.0
19119,,,-24.0,-28.0,,,,,,,-66.0,-70.0
19121,,,-25.0,-27.0,,,,,33.0,26.0,-53.0,-46.0
19123,,,-22.0,-22.0,,,,,,,-31.0,-32.0
19125,13.0,13.0,-19.0,-22.0,,,,,26.0,43.0,-17.0,-26.0
19127,14.0,17.0,-29.0,-24.0,,,,,-15.0,-4.0,-36.0,-32.0
19129,,,-20.0,-22.0,,,,,,,-6.0,-8.0
19131,,,-28.0,-30.0,,,,,,,-73.0,-67.0
19133,,,-30.0,-39.0,,,,,,,-35.0,-25.0
19135,,,-26.0,-31.0,,,,,,,-51.0,-51.0
19137,,,-23.0,-34.0,,,,,2.0,-3.0,-56.0,-42.0
19139,16.0,17.0,-28.0,-27.0,,,,,33.0,51.0,-42.0,-35.0
19141,,,-4.0,-17.0,,,,,-6.0,-9.0,-22.0,-17.0
19143,,,-25.0,-27.0,,,,,,,,
19145,,,-22.0,-24.0,,,,,,,-35.0,-43.0
19147,,,-30.0,-28.0,,,,,-55.0,-18.0,-73.0,-33.0
19149,8.0,8.0,-30.0,-23.0,,,,,6.0,16.0,-26.0,-32.0
19151,,,-26.0,-28.0,,,,,,,,
19153,10.0,9.0,-34.0,-35.0,-45.0,-45.0,66.0,150.0,-9.0,-2.0,-44.0,-43.0
19155,7.0,8.0,-30.0,-32.0,-4.0,-11.0,14.0,93.0,2.0,7.0,-33.0,-35.0
19157,,,-28.0,-28.0,-18.0,-20.0,,,-15.0,-5.0,-36.0,-23.0
19161,,,-22.0,-28.0,,,,,,,,
19163,11.0,9.0,-31.0,-34.0,-24.0,-26.0,-1.0,137.0,-22.0,-8.0,-50.0,-45.0
19165,,,-25.0,-31.0,,,,,-5.0,-14.0,-17.0,-20.0
19167,19.0,22.0,-23.0,-32.0,,,,,4.0,11.0,-25.0,-29.0
19169,22.0,25.0,-43.0,-40.0,-38.0,-45.0,,,-29.0,-26.0,-50.0,-48.0
19171,,,-36.0,-40.0,,,,,-18.0,-7.0,-44.0,-42.0
19173,,,-18.0,-20.0,,,,,,,,
19175,,,-29.0,-31.0,,,,,,,-14.0,-22.0
19177,,,-13.0,-23.0,,,,,-7.0,-7.0,,
19179,10.0,10.0,-18.0,-19.0,,,,,8.0,19.0,-33.0,-28.0
19181,15.0,18.0,-32.0,-33.0,,,,,-13.0,-10.0,-28.0,-31.0
19183,-3.0,-3.0,-30.0,-29.0,,,,,-19.0,-9.0,-41.0,-23.0
19185,,,-25.0,-31.0,,,,,,,,
19187,15.0,18.0,-24.0,-19.0,,,,,22.0,44.0,-33.0,-29.0
19189,,,-36.0,-42.0,,,,,-18.0,-16.0,-53.0,-45.0
19191,,,-33.0,-39.0,,,,,-33.0,-17.0,-56.0,-56.0
19193,8.0,8.0,-26.0,-26.0,-13.0,-12.0,,,-3.0,9.0,-34.0,-39.0
19195,,,-31.0,-35.0,,,,,-42.0,-31.0,,
19197,,,-8.0,-26.0,,,,,-4.0,4.0,-57.0,-27.0
20001,,,-14.0,-26.0,,,,,-2.0,-2.0,-19.0,-28.0
20003,,,-27.0,-28.0,,,,,,,-18.0,-33.0
20005,,,-27.0,-24.0,,,,,,,-24.0,-20.0
20009,-1.0,-1.0,-15.0,-24.0,,,,,3.0,-16.0,-12.0,-31.0
20011,,,-29.0,-37.0,,,,,-21.0,-15.0,-38.0,-37.0
20013,,,-20.0,-31.0,,,,,0.0,-13.0,8.0,-18.0
20015,15.0,19.0,-25.0,-30.0,,,-46.0,-46.0,-11.0,-21.0,-19.0,-36.0
20021,-4.0,-4.0,-23.0,-33.0,,,,,16.0,5.0,5.0,-24.0
20027,,,-27.0,-39.0,,,,,-22.0,-22.0,-16.0,-23.0
20029,,,-20.0,-29.0,,,,,,,-27.0,-47.0
20031,,,-35.0,-40.0,-29.0,-26.0,,,-24.0,-49.0,-67.0,-73.0
20035,12.0,18.0,-28.0,-35.0,,,,,5.0,-20.0,-17.0,-35.0
20037,15.0,18.0,-22.0,-23.0,,,,,-29.0,-28.0,-42.0,-46.0
20041,,,-24.0,-29.0,-9.0,-21.0,,,-4.0,-14.0,-29.0,-44.0
20043,,,-24.0,-20.0,,,,,,,,
20045,11.0,12.0,-38.0,-40.0,-26.0,-28.0,88.0,57.0,-20.0,-21.0,-50.0,-53.0
20051,-1.0,-1.0,-14.0,-27.0,-17.0,-12.0,,,-19.0,-23.0,-34.0,-52.0
20053,,,-16.0,-26.0,,,,,,-31.0,,
20055,12.0,17.0,-15.0,-24.0,-24.0,-51.0,,,2.0,-29.0,-24.0,-50.0
20057,11.0,14.0,-16.0,-32.0,-8.0,-17.0,,,-1.0,-22.0,-21.0,-42.0
20059,15.0,12.0,-20.0,-19.0,-17.0,-28.0,,,-27.0,-19.0,-30.0,-34.0
20061,15.0,20.0,-33.0,-34.0,,,,,-18.0,-24.0,-38.0,-43.0
20067,,,-14.0,-23.0,,,,,,,-20.0,-22.0
20073,,,-27.0,-29.0,,,,,,,,
20077,,,,-28.0,,,,,,,-61.0,-65.0
20079,14.0,19.0,-31.0,-37.0,-38.0,-38.0,,,-1.0,27.0,-13.0,-52.0
20085,,,-35.0,-32.0,,,,,-33.0,-26.0,-24.0,-29.0
20087,,,-31.0,-38.0,,,,,13.0,5.0,-62.0,-62.0
20091,12.0,12.0,-40.0,-42.0,-20.0,-25.0,192.0,142.0,-24.0,-24.0,-42.0,-45.0
20095,,,-28.0,-27.0,,,,,,,-51.0,-46.0
20099,,,-6.0,-19.0,,,,,0.0,-15.0,-13.0,-34.0
20103,17.0,19.0,-32.0,-33.0,-43.0,-54.0,,,-19.0,-8.0,-30.0,-34.0
20107,,,-17.0,-25.0,,,,,,,,
20111,15.0,18.0,-23.0,-25.0,-31.0,-34.0,,,-27.0,-28.0,-41.0,-48.0
20113,13.0,16.0,-26.0,-31.0,-16.0,-26.0,,,-9.0,-20.0,-32.0,-42.0
20115,,,-28.0,-36.0,,,,,,,-32.0,-30.0
20117,,,-13.0,-26.0,,,,,,,-15.0,-30.0
20121,16.0,18.0,-28.0,-31.0,,,,,-16.0,-13.0,-19.0,-34.0
20123,,,-24.0,-24.0,,,,,,,-73.0,-71.0
20125,9.0,14.0,1.0,-5.0,,,,,13.0,-7.0,-8.0,-30.0
20127,,,-29.0,-45.0,,,,,,,,
20131,,,-15.0,-26.0,,,,,,,-40.0,-76.0
20133,,,-18.0,-27.0,-22.0,-54.0,,,15.0,-8.0,-11.0,-29.0
20139,,,-12.0,-22.0,,,,,-7.0,7.0,-51.0,-66.0
20143,,,-24.0,-35.0,,,,,,,,
20145,,,-26.0,-33.0,,,,,2.0,-21.0,-22.0,-48.0
20149,2.0,2.0,-31.0,-35.0,,,,,-26.0,-31.0,-37.0,-41.0
20151,,,-20.0,-28.0,,,,,-2.0,-13.0,-8.0,-33.0
20155,10.0,12.0,-25.0,-28.0,-16.0,-27.0,,,-11.0,-21.0,-28.0,-40.0
20159,,,-27.0,-32.0,,,,,10.0,-25.0,-26.0,-33.0
20161,20.0,25.0,-38.0,-40.0,,,-50.0,-50.0,-34.0,-32.0,-58.0,-55.0
20167,,,-17.0,-23.0,,,,,-2.0,-24.0,-66.0,-56.0
20169,11.0,18.0,-21.0,-30.0,-11.0,-24.0,-7.0,-7.0,-16.0,-32.0,-27.0,-48.0
20171,,,-19.0,-28.0,,,,,,,-53.0,-53.0
20173,9.0,10.0,-34.0,-36.0,-37.0,-44.0,76.0,5.0,-16.0,-16.0,-38.0,-45.0
20175,-1.0,-1.0,-14.0,-20.0,-11.0,-17.0,,,-1.0,-21.0,-24.0,-37.0
20177,10.0,10.0,-30.0,-30.0,13.0,12.0,55.0,25.0,-16.0,-16.0,-37.0,-39.0
20181,,,,-32.0,,,,,,,-18.0,-31.0
20189,,,,,,,,,,,-62.0,-62.0
20191,1.0,1.0,-30.0,-35.0,,,,,10.0,17.0,-26.0,-28.0
20193,,,-25.0,-25.0,-2.0,-7.0,,,,-22.0,-31.0,-44.0
20195,,,,,,,,,-14.0,-27.0,,
20197,,,-32.0,-42.0,,,,,,,,
20201,,,-16.0,-31.0,,,,,,,,
20205,,,-26.0,-40.0,,,,,2.0,-9.0,-18.0,-56.0
20209,9.0,10.0,-33.0,-37.0,-5.0,-15.0,53.0,68.0,-10.0,-9.0,-43.0,-45.0
21001,,,-39.0,-43.0,,,,,-16.0,6.0,-22.0,-28.0
21003,,,-24.0,-33.0,,,,,0.0,7.0,-17.0,-9.0
21005,-1.0,-1.0,-27.0,-33.0,,,,,-5.0,-3.0,-26.0,-21.0
21007,,,-24.0,-30.0,,,,,,,,
21009,7.0,7.0,-28.0,-35.0,,,,,-9.0,11.0,-31.0,-28.0
21011,,,-34.0,-38.0,,,,,-9.0,-11.0,,
21013,,,-25.0,-15.0,,,,,-12.0,-3.0,-28.0,-40.0
21015,9.0,11.0,-37.0,-35.0,-54.0,-60.0,53.0,47.0,-16.0,-20.0,-44.0,-49.0
21017,,,-29.0,-35.0,,,,,-25.0,-13.0,-19.0,-17.0
21019,15.0,14.0,-27.0,-30.0,-18.0,-24.0,,,-11.0,-8.0,-44.0,-47.0
21021,,,-38.0,-42.0,,,,,-15.0,-11.0,-40.0,-37.0
21023,,,-33.0,-29.0,,,,,,,,
21025,,,-33.0,-36.0,,,,,,,-14.0,-11.0
21027,,,-21.0,-29.0,,,,,7.0,19.0,-7.0,5.0
21029,18.0,18.0,-35.0,-35.0,-26.0,-29.0,,,-10.0,-6.0,-36.0,-37.0
21031,,,-33.0,-37.0,,,,,4.0,15.0,-39.0,8.0
21033,,,-30.0,-26.0,,,,,10.0,-2.0,-20.0,-31.0
21035,10.0,10.0,-34.0,-33.0,,,,,-10.0,-11.0,-39.0,-45.0
21037,13.0,13.0,-38.0,-43.0,,,,,-4.0,-11.0,-42.0,-48.0
21039,,,,-39.0,,,,,,,,
21041,,,-9.0,-27.0,,,,,-18.0,-10.0,-20.0,-20.0
21043,,,-15.0,-13.0,-13.0,-22.0,,,-6.0,-1.0,-26.0,-24.0
21045,,,-38.0,-43.0,,,,,5.0,15.0,0.0,7.0
