FIPS,1/22/20_C,1/23/20_C,1/24/20_C,1/22/20_D,1/23/20_D,1/24/20_D,1/25/20_C,1/25/20_D,1/26/20_C,1/26/20_D,1/27/20_C,1/27/20_D,1/28/20_C,1/28/20_D,1/29/20_C,1/29/20_D,1/30/20_C,1/30/20_D,1/31/20_C,1/31/20_D,2/1/20_C,2/1/20_D,2/10/20_C,2/10/20_D,2/11/20_C,2/11/20_D,2/12/20_C,2/12/20_D,2/13/20_C,2/13/20_D,2/14/20_C,2/14/20_D,2/15/20_C,2/15/20_D,2/16/20_C,2/16/20_D,2/17/20_C,2/17/20_D,2/18/20_C,2/18/20_D,2/19/20_C,2/19/20_D,2/2/20_C,2/2/20_D,2/20/20_C,2/20/20_D,2/21/20_C,2/21/20_D,2/22/20_C,2/22/20_D,2/23/20_C,2/23/20_D,2/24/20_C,2/24/20_D,2/25/20_C,2/25/20_D,2/26/20_C,2/26/20_D,2/27/20_C,2/27/20_D,2/28/20_C,2/28/20_D,2/29/20_C,2/29/20_D,2/3/20_C,2/3/20_D,2/4/20_C,2/4/20_D,2/5/20_C,2/5/20_D,2/6/20_C,2/6/20_D,2/7/20_C,2/7/20_D,2/8/20_C,2/8/20_D,2/9/20_C,2/9/20_D,3/1/20_C,3/1/20_D,3/10/20_C,3/10/20_D,3/11/20_C,3/11/20_D,3/12/20_C,3/12/20_D,3/13/20_C,3/13/20_D,3/14/20_C,3/14/20_D,3/15/20_C,3/15/20_D,3/16/20_C,3/16/20_D,3/17/20_C,3/17/20_D,3/18/20_C,3/18/20_D,3/19/20_C,3/19/20_D,3/2/20_C,3/2/20_D,3/20/20_C,3/20/20_D,3/21/20_C,3/21/20_D,3/22/20_C,3/22/20_D,3/23/20_C,3/23/20_D,3/24/20_C,3/24/20_D,3/25/20_C,3/25/20_D,3/26/20_C,3/26/20_D,3/27/20_C,3/27/20_D,3/28/20_C,3/28/20_D,3/29/20_C,3/29/20_D,3/3/20_C,3/3/20_D,3/30/20_C,3/30/20_D,3/31/20_C,3/31/20_D,3/4/20_C,3/4/20_D,3/5/20_C,3/5/20_D,3/6/20_C,3/6/20_D,3/7/20_C,3/7/20_D,3/8/20_C,3/8/20_D,3/9/20_C,3/9/20_D,4/1/20_C,4/1/20_D,4/2/20_C,4/2/20_D,4/3/20_C,4/3/20_D,4/4/20_C,4/4/20_D,4/5/20_C,4/5/20_D,4/6/20_C,4/6/20_D,4/7/20_C,4/7/20_D,4/8/20_C,4/8/20_D
23005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,13,0,20,0,24,0,25,0,0,0,35,0,41,0,53,0,66,0,74,0,87,0,90,0,92,1,120,1,142,3,0,0,154,3,154,3,0,0,0,0,0,0,0,0,0,0,0,0,192,5.0,204,5.0,222,7.0,231,7.0,238,7.0,249,7.0,253,9.0,262,10.0
23007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,0.0,4,0.0,4,0.0,4,0.0,5,0.0,5,0.0,5,0.0
23009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,3,0.0
23011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,4,0,4,0,4,0,4,0,5,0,5,0,6,0,6,0,9,0,10,0,0,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1.0,19,1.0,19,1.0,21,1.0,22,1.0,23,1.0,26,1.0,26,1.0
23013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,7,0.0,9,0.0,9,0.0,9,0.0,9,0.0,9,0.0,9,0.0
23015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,0,0,4,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,8,0.0,8,0.0,8,0.0,8,0.0,9,0.0,9,0.0,9,0.0
23017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,0,4,0,5,0,6,0,6,0,8,0,8,0,8,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,9,0.0,10,0.0,11,0.0,11,0.0,11,0.0,12,0.0,12,0.0
23019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,2,0,3,0,4,0,4,0,5,0,6,0,10,0,11,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0,16,0.0,20,0.0,22,0.0,22,0.0,25,0.0,31,0.0,31,0.0
23021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
23023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,3,0,4,0,4,0,4,0,5,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,10,0.0,12,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0
23025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,0.0,2,0.0,3,0.0,4,0.0,4,0.0,4,0.0,5,0.0
23027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0.0,3,0.0,3,0.0,3,0.0,5,0.0,5,0.0,7,1.0
23029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
23031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,5,0,8,0,8,0,12,0,16,0,23,0,27,0,33,0,38,0,47,0,0,0,53,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,65,1.0,74,1.0,89,1.0,95,2.0,101,2.0,108,2.0,115,2.0,121,2.0
24001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,2,0.0,3,0.0,6,0.0,6,0.0,7,0.0,6,0.0
24003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,3,0,4,0,5,0,0,0,15,0,15,0,18,0,20,0,24,0,31,0,41,0,63,1,88,1,99,1,0,0,110,1,127,1,0,0,0,0,0,0,0,0,0,0,0,0,158,1.0,206,1.0,249,2.0,289,6.0,319,6.0,343,8.0,370,8.0,466,11.0
24005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,3,0,4,0,6,0,10,0,12,0,0,0,19,1,19,1,28,1,35,1,42,1,51,1,81,1,103,1,141,1,162,1,0,0,186,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0,289,2.0,353,3.0,427,3.0,491,4.0,590,6.0,648,11.0,652,11.0,866,13.0
24009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,0,3,0,3,0,7,0,8,0,8,0,10,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.0,22,1.0,30,1.0,33,1.0,39,1.0,40,1.0,41,1.0,56,2.0
24011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,6,0.0,11,0.0,11,0.0
24013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,3,0,3,0,4,0,5,0,5,0,5,0,7,0,9,0,10,0,82,1,0,0,82,1,92,2,0,0,0,0,0,0,0,0,0,0,0,0,96,5.0,105,5.0,129,5.0,134,6.0,142,8.0,150,10.0,159,16.0,186,18.0
24015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,4,0,4,0,9,0,13,0,13,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,20,1.0,25,1.0,33,1.0,36,1.0,37,1.0,41,1.0,49,1.0
24017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,0,0,4,0,4,0,5,0,5,0,5,0,8,0,10,0,17,0,21,1,28,1,0,0,33,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,56,1.0,69,1.0,90,1.0,95,1.0,111,2.0,129,2.0,136,2.0,164,2.0
24019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,3,0.0,4,0.0
24021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,4,0,7,0,14,0,15,0,22,0,24,0,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2.0,45,2.0,54,2.0,73,2.0,112,3.0,138,4.0,151,4.0,199,4.0
24023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,5,0.0
24025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,3,0,3,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,9,0,18,0,21,0,23,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,1,0,1,0,34,0.0,37,0.0,41,0.0,44,0.0,52,0.0,55,0.0,59,0.0,86,0.0
24027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,8,0,16,0,0,0,19,0,19,0,24,0,26,0,30,0,30,0,49,0,62,0,73,0,81,1,0,0,96,1,117,2,0,0,0,0,0,0,0,0,0,0,0,0,142,2.0,152,2.0,166,2.0,180,3.0,199,3.0,214,3.0,236,3.0,274,3.0
24029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,5,0.0,5,0.0,5,0.0,5,0.0,5,0.0,8,0.0,9,0.0
24031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,6,0,12,0,12,0,15,0,24,0,31,0,33,0,0,0,68,0,68,1,83,1,93,1,107,1,127,1,164,1,208,1,255,1,301,1,0,0,341,1,388,1,0,0,0,0,3,0,3,0,4,0,4,0,447,2.0,498,4.0,566,7.0,640,9.0,693,13.0,793,19.0,871,21.0,1088,26.0
24033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,6,0,9,0,9,0,10,0,14,0,20,1,23,1,0,0,36,1,36,1,40,1,47,1,63,2,76,2,101,2,148,2,196,3,247,6,0,0,294,6,341,6,0,0,0,0,0,0,0,0,0,0,3,0,403,7.0,473,9.0,563,10.0,653,13.0,785,16.0,916,23.0,1020,26.0,1310,32.0
24035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,8,0.0,12,0.0,13,0.0,13,0.0,15,0.0,15,0.0,16,0.0
24037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,4,0,4,0,8,0,9,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0,27,0.0,30,0.0,34,0.0,40,0.0,41,0.0,46,0.0,62,0.0
24039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
24041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4,0.0,5,0.0,6,0.0,7,0.0,8,0.0,8,0.0,10,1.0
24043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,5,0,6,0,6,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,17,0.0,27,0.0,29,0.0,34,0.0,37,0.0,44,0.0,57,0.0
24045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,4,0,4,0,5,0,5,0,6,1,6,1,0,0,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0,7,1.0,7,1.0,8,1.0,11,1.0,11,1.0,17,1.0,20,1.0
24047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,5,0.0,5,0.0,7,0.0,9,0.0,10,0.0,10,0.0,10,0.0
24510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,0,8,0,0,0,15,0,15,0,24,0,31,0,41,0,53,0,72,0,88,0,112,2,129,2,0,0,152,2,187,2,0,0,0,0,0,0,0,0,0,0,0,0,221,2.0,265,2.0,313,3.0,343,6.0,394,7.0,435,8.0,459,9.0,571,10.0
