,Date,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential,FIPS
140,2020-04-11,-43.0,-13.0,13.839562478027126,-33.16582199090945,-32.0,5.992328715042409,1093
141,2020-03-29,-34.0,-4.0,107.0,-31.632834300968486,-30.0,8.0,1095
142,2020-04-05,-50.0,-12.0,63.0,-41.38936214690583,-31.0,8.0,1095
143,2020-04-11,-34.0,7.0,94.0,-34.86563418273711,-28.0,8.0,1095
144,2020-03-29,-39.0,-11.0,-21.0,-30.0,-29.0,9.0,1097
145,2020-04-05,-42.0,-10.0,-30.0,-37.0,-33.0,11.0,1097
146,2020-04-11,-35.0,6.0,-33.0,-36.0,-28.0,12.0,1097
147,2020-03-29,-28.0,-7.0,-12.235642287943703,-34.66424704568133,-27.0,7.586765513943723,1099
148,2020-04-05,-52.0,36.0,-27.946949454862466,-48.5361418593011,-34.0,8.173531027887444,1099
149,2020-04-11,-52.0,36.0,-25.590923736637052,-44.98139284407398,-24.0,8.173531027887444,1099
150,2020-03-29,-44.0,-14.0,-9.0,-14.0,-34.0,11.0,1101
151,2020-04-05,-52.0,-17.0,-16.0,-30.0,-38.0,13.0,1101
152,2020-04-11,-43.0,-2.0,0.0,4.0,-29.0,11.0,1101
153,2020-03-29,-37.0,-4.0,18.0,-27.0,-27.0,8.0,1103
154,2020-04-05,-49.0,-14.0,-1.0,-32.0,-34.0,11.0,1103
155,2020-04-11,-37.0,11.0,49.0,-34.0,-31.0,9.0,1103
156,2020-03-29,-53.0,4.0,20.39822111930726,-29.670812984233166,-29.0,8.045837606841092,1105
157,2020-04-05,-58.0,-16.0,-1.4233363771942213,-42.38141557821441,-37.0,7.707411206080972,1105
158,2020-04-11,-58.0,-16.0,24.452033737098034,-36.798199251087155,-44.0,9.061116809121458,1105
159,2020-03-29,-36.0,-4.0,8.338229523344083,-33.89502896974206,-36.0,12.569094045963844,1107
160,2020-04-05,-36.0,9.0,-6.009939434051505,-41.79771338754909,-35.0,14.138188091927686,1107
161,2020-04-11,-36.0,9.0,-2.352613637739325,-41.45200312006537,-36.0,14.845470229819222,1107
162,2020-03-29,-39.0,-36.0,-2.7946865643286185,-15.679164194580034,-25.0,0.0,1109
163,2020-04-05,-43.0,-34.0,-16.198779976933242,-35.037492583740104,-31.0,0.0,1109
164,2020-04-11,-31.0,-20.0,-7.787052528709341,-20.06802012231383,-34.0,0.0,1109
165,2020-03-29,-29.0,-14.0,5.723035357146649,-25.599261127825994,-22.0,11.439837413082415,1111
166,2020-04-05,-45.0,-7.0,-11.030894859133333,-35.31656643967875,-31.0,15.565179399594244,1111
167,2020-04-11,-45.0,-7.0,-5.203742073076889,-37.812027272339655,-26.0,17.019995405890224,1111
168,2020-03-29,-28.0,-5.0,8.702421906390729,-53.29745630055882,-27.0,13.0,1113
169,2020-04-05,-46.0,19.0,-9.872286926110776,-66.10441746488445,-35.0,16.0,1113
170,2020-04-11,-30.0,48.0,3.886756653519968,-60.45568931460504,-27.0,18.0,1113
171,2020-03-29,-30.0,-15.0,12.918262784209839,-24.0,-34.0,9.0,1115
172,2020-04-05,-45.0,-15.0,-11.020954991851577,-32.0,-37.0,10.0,1115
173,2020-04-11,-30.0,8.0,9.745665288676529,-34.0,-26.0,9.0,1115
174,2020-03-29,-43.0,-20.0,44.0,-29.82028903941166,-36.0,12.0,1117
175,2020-04-05,-53.0,-27.0,8.0,-39.8207110796917,-41.0,14.0,1117
176,2020-04-11,-41.0,-4.0,56.0,-32.73102271807727,-32.0,12.0,1117
177,2020-03-29,-52.0,-6.0,-4.34792717005441,-30.614688334327607,-31.0,10.920990644429681,1119
178,2020-04-05,-61.0,-11.0,-7.358781582633498,-38.61468833432761,-33.0,8.463946396995425,1119
179,2020-04-11,-61.0,-11.0,-1.4553143616172344,-43.767606113431086,-45.0,9.085305792970575,1119
180,2020-03-29,-31.0,-10.0,17.0,-12.0,-33.0,7.0,1121
181,2020-04-05,-44.0,-13.0,0.0,-29.0,-35.0,10.0,1121
182,2020-04-11,-25.0,11.0,16.0,-30.0,-26.0,9.0,1121
183,2020-03-29,-31.0,-9.0,21.03788109940724,-27.933854164895322,-25.0,13.0,1123
184,2020-04-05,-43.0,-9.0,10.08854325584248,-42.27821180407944,-30.0,14.0,1123
185,2020-04-11,-33.0,6.0,20.490414207229,-47.435798610284486,-31.0,18.0,1123
186,2020-03-29,-46.0,-14.0,-1.0,-29.0,-40.0,12.0,1125
187,2020-04-05,-52.0,-18.0,-13.0,-38.0,-42.0,13.0,1125
188,2020-04-11,-42.0,5.0,-10.0,-34.0,-35.0,12.0,1125
189,2020-03-29,-37.0,-10.0,33.902386437412865,-32.0,-24.0,12.0,1127
190,2020-04-05,-46.0,-14.0,13.125915462215804,-40.0,-26.0,13.0,1127
191,2020-04-11,-31.0,7.0,18.582723672039297,-39.0,-15.0,14.0,1127
192,2020-03-29,-28.245045758225636,-13.0,-23.622572905482052,-27.37742709451795,-25.0,9.0,1129
193,2020-04-05,-37.527454838540805,-16.0,-36.11933677945812,-37.87419096849403,-23.0,11.000000000000002,1129
194,2020-04-11,-30.047773731121996,-16.0,-36.933859358223074,-37.31128645274103,-36.0,11.562904515752992,1129
195,2020-03-29,-49.0,-17.0,-12.983829840585273,-37.05114856976771,-31.0,7.587851625291882,1131
