,Retail & recreation,Retail & recreation,Grocery & pharmacy,Grocery & pharmacy,Parks,Parks,Transit stations,Transit stations,Workplaces,Workplaces,Residential,Residential
Date,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05
FIPS,,,,,,,,,,,,
17089,-57.0,-50.0,-27.0,-19.0,-20.0,104.0,-46.0,-34.0,-39.0,-39.0,14.0,12.0
17091,-48.0,-43.0,-20.0,-6.0,,,-15.0,-21.0,-29.0,-31.0,11.0,9.0
17093,-46.0,-37.0,-28.0,-30.0,-25.0,6.0,,,-38.0,-39.0,17.0,12.0
17095,-50.0,-45.0,3.0,23.0,,,-31.0,-28.0,-32.0,-34.0,16.0,14.0
17097,-57.0,-50.0,-25.0,-17.0,-36.0,58.0,-58.0,-49.0,-41.0,-41.0,14.0,13.0
17101,-17.0,-25.0,,,,,,,-17.0,-21.0,,
17103,-39.0,-30.0,-18.0,23.0,,,,,-24.0,-28.0,13.0,13.0
17105,-44.0,-38.0,-1.0,22.0,,,,,-27.0,-23.0,17.0,15.0
17107,-40.0,-41.0,-31.0,-21.0,,,,,-25.0,-29.0,6.0,6.0
17109,-40.0,-43.0,-13.0,-9.0,,,,,-28.0,-25.0,0.0,0.0
17111,-54.0,-47.0,-23.0,-15.0,-26.0,89.0,-61.0,-46.0,-38.0,-37.0,13.0,11.0
17113,-53.0,-50.0,-28.0,-20.0,1.0,73.0,-37.0,-38.0,-41.0,-40.0,12.0,11.0
17115,-43.0,-40.0,-14.0,-2.0,,,-20.0,-11.0,-30.0,-31.0,10.0,8.0
17117,-40.0,-45.0,1.0,7.0,,,,,-30.0,-32.0,17.0,16.0
17119,-39.0,-45.0,-17.0,-15.0,58.0,4.0,-24.0,-28.0,-34.0,-36.0,10.0,11.0
17121,-39.0,-47.0,-5.0,5.0,,,,-38.0,-33.0,-33.0,14.0,15.0
17123,-72.0,-64.0,,,,,,,-39.0,-35.0,,
17125,-32.0,-15.0,4.0,35.0,,,,,-27.0,-34.0,,
17127,-48.0,-46.0,-18.0,-10.0,,,,,-22.0,-31.0,,
17129,-62.0,-61.0,,,,,,,-42.0,-48.0,,
17131,-63.0,-31.0,,,,,,,-33.0,-31.0,,
17133,-37.0,-47.0,-12.0,-31.0,,,,,-33.0,-41.0,16.0,16.0
17135,-37.0,-43.0,-13.0,-6.0,,,,,-28.0,-28.0,1.0,1.0
17137,-39.0,-39.0,-3.0,7.0,,,-14.0,-35.0,-34.0,-34.0,6.0,6.0
17139,-56.0,-56.0,,,,,,,-26.0,-26.0,,
17141,-46.0,-43.0,-9.0,4.0,,,,,-27.0,-25.0,17.0,17.0
17143,-50.0,-46.0,-19.0,-6.0,-16.0,57.0,-45.0,-32.0,-35.0,-35.0,11.0,9.0
17145,-35.0,-45.0,-4.0,-5.0,,,,,-28.0,-34.0,,
17147,-55.0,-48.0,,,,,,,-26.0,-32.0,,
17149,-36.0,-23.0,-11.0,-6.0,,,,,-19.0,-19.0,,
17153,,,,,,,,,-33.0,-36.0,,
17155,,,,,,,,,-38.0,-38.0,,
17157,-24.0,-40.0,9.0,4.0,,,,,-24.0,-27.0,10.0,10.0
17159,-32.0,-40.0,-11.0,-2.0,,,,,-19.0,-23.0,,
17161,-50.0,-43.0,0.0,10.0,-55.0,-23.0,-57.0,-40.0,-36.0,-34.0,10.0,9.0
17163,-45.0,-52.0,-13.0,-13.0,52.0,-15.0,-26.0,-34.0,-34.0,-37.0,10.0,11.0
17165,-20.0,-22.0,1.0,2.0,,,,,-24.0,-31.0,,
17167,-47.0,-46.0,-18.0,-11.0,31.0,49.0,-38.0,-38.0,-36.0,-36.0,10.0,9.0
17169,-55.0,-55.0,,,,,,,-29.0,-23.0,,
17173,-20.0,-26.0,,,,,,,-31.0,-20.0,,
17175,,,,,,,,,-36.0,-31.0,,
17177,-44.0,-34.0,-27.0,4.0,,,,,-30.0,-30.0,17.0,16.0
17179,-41.0,-39.0,-9.0,4.0,-15.0,4.0,,,-33.0,-33.0,11.0,9.0
17181,-8.0,-24.0,-5.0,-10.0,,,,,-23.0,-25.0,,
17183,-39.0,-36.0,-15.0,-7.0,,,-31.0,-29.0,-26.0,-26.0,9.0,10.0
17185,-33.0,-50.0,-17.0,-19.0,,,,,-32.0,-44.0,,
17187,-48.0,-19.0,0.0,10.0,,,,,-20.0,-20.0,,
17189,-58.0,-62.0,0.0,-6.0,,,,,-40.0,-43.0,,
17191,-30.0,-38.0,-8.0,9.0,,,,,-24.0,-27.0,,
17193,-23.0,-42.0,-7.0,-7.0,,,,,-23.0,-16.0,,
17195,-53.0,-45.0,-24.0,-12.0,,,,,-30.0,-28.0,18.0,17.0
17197,-54.0,-48.0,-27.0,-15.0,-36.0,51.0,-28.0,-25.0,-36.0,-38.0,14.0,12.0
17199,-33.0,-46.0,-15.0,-19.0,-45.0,-45.0,-16.0,-26.0,-32.0,-38.0,17.0,16.0
17201,-47.0,-41.0,-30.0,-19.0,-40.0,60.0,-40.0,-35.0,-36.0,-33.0,11.0,9.0
17203,-61.0,-32.0,-5.0,10.0,,,,,-34.0,-35.0,15.0,19.0
18001,-43.0,-37.0,-25.0,-29.0,,,,,-33.0,-33.0,8.0,8.0
18003,-54.0,-47.0,-36.0,-23.0,13.0,121.0,-44.0,-42.0,-39.0,-40.0,12.0,10.0
18005,-49.0,-55.0,-30.0,-28.0,10.0,-12.0,-28.0,-35.0,-45.0,-46.0,26.0,24.0
18007,,,,,,,,,-42.0,-43.0,,
18009,-51.0,-53.0,-17.0,-7.0,,,,,-24.0,-24.0,,
18011,-51.0,-50.0,-28.0,-24.0,,,-19.0,-25.0,-39.0,-39.0,26.0,24.0
18013,-68.0,-70.0,-4.0,-20.0,,,,,-37.0,-42.0,,
18015,-52.0,-7.0,-14.0,5.0,,,,,-38.0,-38.0,,
18017,-38.0,-31.0,-17.0,1.0,,,,,-34.0,-35.0,18.0,15.0
18019,-48.0,-48.0,-10.0,-8.0,64.0,60.0,-14.0,-18.0,-36.0,-39.0,10.0,10.0
18021,-33.0,-30.0,-35.0,-29.0,,,-21.0,-25.0,-32.0,-32.0,-1.0,-1.0
18023,-36.0,-33.0,-30.0,-9.0,,,,,-30.0,-25.0,19.0,17.0
18025,-58.0,-47.0,-16.0,-16.0,,,-38.0,-35.0,-36.0,-44.0,,
18027,-40.0,-39.0,-5.0,5.0,,,,,-25.0,-27.0,8.0,8.0
18029,-35.0,-46.0,-11.0,-14.0,,,,,-42.0,-45.0,22.0,21.0
18031,-45.0,-78.0,-26.0,-46.0,,,-35.0,-45.0,-43.0,-48.0,11.0,11.0
18033,-50.0,-43.0,-18.0,-5.0,,,,,-34.0,-37.0,22.0,18.0
18035,-52.0,-51.0,-28.0,-24.0,,,1.0,-18.0,-36.0,-38.0,10.0,10.0
18037,-40.0,-44.0,-19.0,-14.0,,,,,-29.0,-30.0,21.0,23.0
18039,-43.0,-32.0,-35.0,-21.0,18.0,17.0,-19.0,-9.0,-35.0,-36.0,10.0,8.0
18041,-32.0,-31.0,-21.0,-16.0,,,,,-35.0,-36.0,6.0,6.0
18043,-39.0,-45.0,-21.0,-23.0,,,,,-38.0,-39.0,21.0,21.0
18045,-65.0,-47.0,-10.0,0.0,,,,,-36.0,-36.0,,
18047,-38.0,-38.0,-28.0,-32.0,,,,,-36.0,-34.0,,
18049,-33.0,-21.0,-19.0,-10.0,,,-54.0,-54.0,-31.0,-17.0,,
18051,-35.0,-36.0,-19.0,-4.0,,,-29.0,-38.0,-29.0,-26.0,11.0,11.0
18053,-46.0,-39.0,-17.0,-1.0,,,-13.0,-16.0,-22.0,-28.0,17.0,13.0
18055,-33.0,-40.0,-23.0,-15.0,,,,,-29.0,-31.0,5.0,5.0
18057,-58.0,-58.0,-31.0,-28.0,38.0,59.0,,,-47.0,-48.0,13.0,13.0
18059,-46.0,-49.0,9.0,9.0,,,-12.0,-15.0,-38.0,-41.0,24.0,22.0
18061,-44.0,-41.0,-8.0,1.0,,,,,-30.0,-30.0,20.0,20.0
18063,-47.0,-48.0,-26.0,-26.0,-13.0,-13.0,-19.0,-23.0,-39.0,-39.0,12.0,11.0
18065,-32.0,-33.0,-19.0,-7.0,,,-28.0,-33.0,-31.0,-28.0,21.0,17.0
18067,-56.0,-44.0,-36.0,-22.0,,,,,-47.0,-44.0,14.0,10.0
18069,-47.0,-40.0,-29.0,-18.0,,,-46.0,-46.0,-34.0,-34.0,21.0,18.0
18071,-24.0,-35.0,-55.0,-54.0,,,-6.0,-19.0,-41.0,-45.0,22.0,21.0
18073,-44.0,-29.0,-24.0,-8.0,,,-22.0,-25.0,-33.0,-31.0,15.0,14.0
18075,-40.0,-43.0,-35.0,-20.0,,,,,-22.0,-25.0,,
18077,-37.0,-42.0,-1.0,1.0,,,,,-23.0,-31.0,14.0,14.0
18079,-26.0,-43.0,-11.0,-14.0,,,,,-37.0,-41.0,12.0,12.0
18081,-51.0,-54.0,-22.0,-20.0,-5.0,-11.0,-24.0,-32.0,-37.0,-38.0,11.0,11.0
18083,-44.0,-43.0,-15.0,-5.0,,,,,-31.0,-30.0,14.0,14.0
18085,-52.0,-41.0,-24.0,-10.0,,,,,-33.0,-34.0,23.0,21.0
18089,-52.0,-44.0,-27.0,-15.0,-18.0,-5.0,-25.0,-25.0,-38.0,-38.0,13.0,12.0
18093,-41.0,-44.0,-23.0,-24.0,,,,,-34.0,-38.0,17.0,17.0
18095,-44.0,-44.0,-12.0,-7.0,,,-27.0,-28.0,-35.0,-38.0,10.0,9.0
18097,-52.0,-50.0,-27.0,-22.0,17.0,15.0,-49.0,-50.0,-38.0,-40.0,11.0,11.0
18099,-48.0,-39.0,-19.0,-2.0,,,-26.0,-24.0,-25.0,-27.0,21.0,18.0
18101,-40.0,-53.0,-4.0,-8.0,,,,,-36.0,-41.0,,
18103,-43.0,-26.0,-27.0,-9.0,,,,,-39.0,-34.0,16.0,16.0
18105,-53.0,-55.0,-33.0,-29.0,39.0,35.0,-40.0,-41.0,-42.0,-44.0,12.0,13.0
18107,-40.0,-33.0,-25.0,-7.0,,,-35.0,-19.0,-31.0,-35.0,16.0,15.0
18109,-39.0,-41.0,-12.0,-2.0,,,,,-32.0,-38.0,20.0,18.0
18111,-45.0,-18.0,,,,,,,-27.0,-22.0,,
18113,-42.0,-26.0,-26.0,1.0,,,,,-42.0,-34.0,23.0,21.0
18115,,,,,,,,,-53.0,-40.0,,
18117,-41.0,-48.0,-19.0,-20.0,,,,,-45.0,-50.0,,
18119,-30.0,-26.0,-21.0,-7.0,,,,,-29.0,-33.0,,
18121,-44.0,-53.0,-2.0,10.0,,,,,-37.0,-34.0,,
18123,-59.0,-57.0,-4.0,85.0,,,,,-45.0,-40.0,,
18125,-54.0,-54.0,-7.0,8.0,,,,,-39.0,-42.0,,
18127,-54.0,-47.0,-28.0,-21.0,20.0,120.0,-39.0,-39.0,-34.0,-38.0,13.0,11.0
18129,-25.0,-27.0,6.0,0.0,,,,,-22.0,-25.0,-1.0,-1.0
18131,-33.0,-7.0,-23.0,-20.0,,,,,-34.0,-36.0,,
18133,-45.0,-41.0,-31.0,-14.0,,,,,-26.0,-33.0,11.0,11.0
18135,-24.0,-26.0,-14.0,-12.0,,,,,-28.0,-20.0,8.0,8.0
18137,-46.0,-51.0,-18.0,-15.0,,,,,-27.0,-33.0,0.0,0.0
18139,-44.0,-39.0,-11.0,-9.0,,,,,-35.0,-38.0,,
18141,-53.0,-46.0,-26.0,-15.0,-17.0,142.0,-37.0,-29.0,-35.0,-34.0,11.0,9.0
18143,-30.0,-36.0,-8.0,1.0,,,,,-33.0,-27.0,3.0,3.0
18145,-46.0,-49.0,-18.0,-14.0,,,-43.0,-47.0,-32.0,-35.0,21.0,18.0
18147,-45.0,-44.0,15.0,19.0,,,,,-24.0,-26.0,,
18149,-50.0,-23.0,-10.0,11.0,,,,,-25.0,-21.0,,
18151,-49.0,-40.0,-32.0,-17.0,,,-29.0,-32.0,-37.0,-36.0,19.0,20.0
18153,-38.0,-38.0,-17.0,-5.0,,,,,-20.0,-29.0,,
18155,,,-34.0,-20.0,,,,,-44.0,-46.0,,
18157,-57.0,-52.0,-37.0,-28.0,5.0,82.0,-27.0,2.0,-41.0,-40.0,12.0,11.0
18159,-46.0,-35.0,-22.0,-2.0,,,,,-33.0,-38.0,,
18161,-55.0,-38.0,,,,,,,-39.0,-37.0,,
18163,-41.0,-44.0,-16.0,-17.0,-16.0,29.0,-53.0,-45.0,-29.0,-31.0,10.0,10.0
18165,-34.0,-31.0,4.0,0.0,,,-32.0,-22.0,-20.0,-23.0,,
18167,-47.0,-48.0,-24.0,-20.0,-12.0,-7.0,-9.0,-15.0,-36.0,-37.0,9.0,10.0
18169,-50.0,-38.0,-36.0,-9.0,,,,,-26.0,-31.0,8.0,8.0
18171,,,,,,,,,-32.0,-34.0,,
18173,-23.0,-36.0,-1.0,-13.0,,,,,-30.0,-32.0,22.0,21.0
18175,-27.0,-40.0,-22.0,-18.0,,,,,-25.0,-24.0,11.0,11.0
18177,-48.0,-48.0,-30.0,-24.0,,,-18.0,-27.0,-32.0,-31.0,12.0,10.0
18179,-35.0,-30.0,-12.0,6.0,,,,,-29.0,-30.0,11.0,11.0
18181,-38.0,-24.0,-12.0,-8.0,,,-22.0,-34.0,-39.0,-28.0,6.0,6.0
18183,-45.0,-38.0,-34.0,-12.0,,,,,-32.0,-33.0,22.0,19.0
19001,-46.0,-44.0,-3.0,2.0,,,,,-33.0,-36.0,,
19005,-57.0,-75.0,-27.0,-5.0,,,,,-22.0,-25.0,,
19007,-21.0,-7.0,26.0,52.0,,,,,-24.0,-26.0,,
19009,,,,,,,,,-28.0,-28.0,,
19011,-54.0,-16.0,-10.0,25.0,,,,,-33.0,-33.0,8.0,8.0
19013,-46.0,-43.0,-23.0,-9.0,11.0,-25.0,-14.0,-5.0,-30.0,-30.0,10.0,8.0
19015,-32.0,-28.0,-21.0,-21.0,,,,,-22.0,-28.0,14.0,14.0
19017,-36.0,-32.0,-24.0,-12.0,,,,,-34.0,-31.0,-1.0,-1.0
19019,-39.0,-29.0,-13.0,0.0,,,,,-23.0,-25.0,,
19021,-28.0,-31.0,-6.0,-15.0,,,,,-13.0,-16.0,,
19023,,,-15.0,2.0,,,,,-30.0,-32.0,,
19025,,,-12.0,-12.0,,,,,-29.0,-27.0,,
19027,-34.0,-29.0,-4.0,13.0,,,,,-29.0,-20.0,,
19029,-23.0,-32.0,-6.0,13.0,,,,,-16.0,-16.0,,
19031,-44.0,-30.0,-23.0,0.0,,,14.0,8.0,-18.0,-22.0,,
19033,-46.0,-38.0,-13.0,6.0,,,-44.0,-26.0,-29.0,-26.0,17.0,20.0
19035,-75.0,-76.0,,,,,,,-20.0,-33.0,,
19037,-56.0,-25.0,-28.0,-18.0,,,,,-25.0,-27.0,,
19039,-30.0,-27.0,,,,,-29.0,-38.0,-17.0,-24.0,,
19041,-27.0,-33.0,-18.0,-12.0,,,,,-17.0,-26.0,,
19043,-61.0,-59.0,-12.0,7.0,,,,,-19.0,-26.0,,
19045,-41.0,-25.0,18.0,48.0,,,,,-24.0,-28.0,16.0,16.0
19047,-34.0,-38.0,,,,,,,-23.0,-15.0,,
19049,-60.0,-59.0,-40.0,-39.0,,,,,-34.0,-37.0,25.0,27.0
19051,-64.0,-44.0,,,,,,,-21.0,-23.0,,
19053,,,,,,,,,-25.0,-20.0,,
19055,-40.0,-33.0,-20.0,19.0,,,,,-22.0,-13.0,,
19057,-40.0,-33.0,-7.0,14.0,,,-32.0,-26.0,-24.0,-27.0,14.0,15.0
19059,-29.0,-33.0,-2.0,12.0,-50.0,0.0,,,-20.0,-31.0,,
19061,-53.0,-43.0,-9.0,4.0,-25.0,1.0,-63.0,-51.0,-34.0,-31.0,15.0,13.0
19063,-42.0,-17.0,11.0,11.0,,,,,-32.0,-33.0,,
19065,-36.0,-15.0,-11.0,7.0,,,,,-20.0,-24.0,,
19067,-40.0,-28.0,-21.0,-12.0,,,-9.0,-28.0,-16.0,-18.0,,
19069,-47.0,-39.0,-16.0,7.0,,,,,-25.0,-32.0,,
19071,-65.0,-45.0,-9.0,-9.0,,,-16.0,-28.0,-15.0,-31.0,,
19073,-51.0,-45.0,2.0,4.0,,,,,-31.0,-38.0,,
19075,-70.0,-64.0,-33.0,-25.0,,,,,-29.0,-33.0,,
19077,,,,,,,,,-34.0,-36.0,,
19079,-27.0,-23.0,-6.0,-3.0,,,-39.0,-39.0,-6.0,6.0,,
19081,,,-22.0,-2.0,,,,,-34.0,-37.0,,
19083,-52.0,-40.0,15.0,26.0,,,,,-25.0,-30.0,,
19085,-26.0,-30.0,0.0,3.0,,,,,-19.0,-11.0,,
19087,-28.0,-27.0,-17.0,12.0,,,-17.0,-29.0,-30.0,-18.0,,
19089,-69.0,-37.0,-5.0,4.0,,,,,-21.0,-30.0,,
19091,-45.0,-39.0,-7.0,-7.0,,,,,-32.0,-36.0,,
19093,-57.0,-64.0,,,,,,,-22.0,-27.0,,
19095,-80.0,-71.0,-9.0,4.0,,,,,-41.0,-36.0,,
19097,-37.0,-26.0,-10.0,16.0,,,,,-24.0,-20.0,,
19099,-40.0,-35.0,60.0,97.0,,,5.0,-2.0,-22.0,-21.0,11.0,12.0
19101,-40.0,-39.0,,,,,,,-34.0,-20.0,,
19103,-58.0,-52.0,-36.0,-30.0,-6.0,-26.0,-24.0,-18.0,-36.0,-38.0,13.0,11.0
19105,-43.0,-37.0,4.0,14.0,,,,,-30.0,-20.0,,
19107,-66.0,-66.0,,,,,,,-21.0,-29.0,,
19109,-70.0,-62.0,47.0,60.0,,,,,-21.0,-33.0,,
19111,-24.0,-26.0,-13.0,-4.0,,,,,-14.0,-13.0,14.0,14.0
19113,-52.0,-48.0,-7.0,11.0,2.0,172.0,-55.0,-50.0,-36.0,-34.0,11.0,9.0
19115,,,,,,,,,-18.0,-23.0,,
19117,-59.0,-59.0,6.0,8.0,,,,,-16.0,-16.0,,
19119,-66.0,-70.0,,,,,,,-24.0,-28.0,,
19121,-53.0,-46.0,33.0,26.0,,,,,-25.0,-27.0,,
19123,-31.0,-32.0,,,,,,,-22.0,-22.0,,
19125,-17.0,-26.0,26.0,43.0,,,,,-19.0,-22.0,13.0,13.0
19127,-36.0,-32.0,-15.0,-4.0,,,,,-29.0,-24.0,14.0,17.0
19129,-6.0,-8.0,,,,,,,-20.0,-22.0,,
19131,-73.0,-67.0,,,,,,,-28.0,-30.0,,
19133,-35.0,-25.0,,,,,,,-30.0,-39.0,,
19135,-51.0,-51.0,,,,,,,-26.0,-31.0,,
19137,-56.0,-42.0,2.0,-3.0,,,,,-23.0,-34.0,,
19139,-42.0,-35.0,33.0,51.0,,,,,-28.0,-27.0,16.0,17.0
19141,-22.0,-17.0,-6.0,-9.0,,,,,-4.0,-17.0,,
19143,,,,,,,,,-25.0,-27.0,,
19145,-35.0,-43.0,,,,,,,-22.0,-24.0,,
19147,-73.0,-33.0,-55.0,-18.0,,,,,-30.0,-28.0,,
19149,-26.0,-32.0,6.0,16.0,,,,,-30.0,-23.0,8.0,8.0
19151,,,,,,,,,-26.0,-28.0,,
19153,-44.0,-43.0,-9.0,-2.0,66.0,150.0,-45.0,-45.0,-34.0,-35.0,10.0,9.0
19155,-33.0,-35.0,2.0,7.0,14.0,93.0,-4.0,-11.0,-30.0,-32.0,7.0,8.0
19157,-36.0,-23.0,-15.0,-5.0,,,-18.0,-20.0,-28.0,-28.0,,
19161,,,,,,,,,-22.0,-28.0,,
19163,-50.0,-45.0,-22.0,-8.0,-1.0,137.0,-24.0,-26.0,-31.0,-34.0,11.0,9.0
19165,-17.0,-20.0,-5.0,-14.0,,,,,-25.0,-31.0,,
19167,-25.0,-29.0,4.0,11.0,,,,,-23.0,-32.0,19.0,22.0
19169,-50.0,-48.0,-29.0,-26.0,,,-38.0,-45.0,-43.0,-40.0,22.0,25.0
19171,-44.0,-42.0,-18.0,-7.0,,,,,-36.0,-40.0,,
19173,,,,,,,,,-18.0,-20.0,,
19175,-14.0,-22.0,,,,,,,-29.0,-31.0,,
19177,,,-7.0,-7.0,,,,,-13.0,-23.0,,
19179,-33.0,-28.0,8.0,19.0,,,,,-18.0,-19.0,10.0,10.0
19181,-28.0,-31.0,-13.0,-10.0,,,,,-32.0,-33.0,15.0,18.0
19183,-41.0,-23.0,-19.0,-9.0,,,,,-30.0,-29.0,-3.0,-3.0
19185,,,,,,,,,-25.0,-31.0,,
19187,-33.0,-29.0,22.0,44.0,,,,,-24.0,-19.0,15.0,18.0
19189,-53.0,-45.0,-18.0,-16.0,,,,,-36.0,-42.0,,
19191,-56.0,-56.0,-33.0,-17.0,,,,,-33.0,-39.0,,
19193,-34.0,-39.0,-3.0,9.0,,,-13.0,-12.0,-26.0,-26.0,8.0,8.0
19195,,,-42.0,-31.0,,,,,-31.0,-35.0,,
19197,-57.0,-27.0,-4.0,4.0,,,,,-8.0,-26.0,,
20001,-19.0,-28.0,-2.0,-2.0,,,,,-14.0,-26.0,,
20003,-18.0,-33.0,,,,,,,-27.0,-28.0,,
20005,-24.0,-20.0,,,,,,,-27.0,-24.0,,
20009,-12.0,-31.0,3.0,-16.0,,,,,-15.0,-24.0,-1.0,-1.0
20011,-38.0,-37.0,-21.0,-15.0,,,,,-29.0,-37.0,,
20013,8.0,-18.0,0.0,-13.0,,,,,-20.0,-31.0,,
20015,-19.0,-36.0,-11.0,-21.0,-46.0,-46.0,,,-25.0,-30.0,15.0,19.0
20021,5.0,-24.0,16.0,5.0,,,,,-23.0,-33.0,-4.0,-4.0
20027,-16.0,-23.0,-22.0,-22.0,,,,,-27.0,-39.0,,
20029,-27.0,-47.0,,,,,,,-20.0,-29.0,,
20031,-67.0,-73.0,-24.0,-49.0,,,-29.0,-26.0,-35.0,-40.0,,
20035,-17.0,-35.0,5.0,-20.0,,,,,-28.0,-35.0,12.0,18.0
20037,-42.0,-46.0,-29.0,-28.0,,,,,-22.0,-23.0,15.0,18.0
20041,-29.0,-44.0,-4.0,-14.0,,,-9.0,-21.0,-24.0,-29.0,,
20043,,,,,,,,,-24.0,-20.0,,
20045,-50.0,-53.0,-20.0,-21.0,88.0,57.0,-26.0,-28.0,-38.0,-40.0,11.0,12.0
20051,-34.0,-52.0,-19.0,-23.0,,,-17.0,-12.0,-14.0,-27.0,-1.0,-1.0
20053,,,,-31.0,,,,,-16.0,-26.0,,
20055,-24.0,-50.0,2.0,-29.0,,,-24.0,-51.0,-15.0,-24.0,12.0,17.0
20057,-21.0,-42.0,-1.0,-22.0,,,-8.0,-17.0,-16.0,-32.0,11.0,14.0
20059,-30.0,-34.0,-27.0,-19.0,,,-17.0,-28.0,-20.0,-19.0,15.0,12.0
20061,-38.0,-43.0,-18.0,-24.0,,,,,-33.0,-34.0,15.0,20.0
20067,-20.0,-22.0,,,,,,,-14.0,-23.0,,
20073,,,,,,,,,-27.0,-29.0,,
20077,-61.0,-65.0,,,,,,,,-28.0,,
20079,-13.0,-52.0,-1.0,27.0,,,-38.0,-38.0,-31.0,-37.0,14.0,19.0
20085,-24.0,-29.0,-33.0,-26.0,,,,,-35.0,-32.0,,
20087,-62.0,-62.0,13.0,5.0,,,,,-31.0,-38.0,,
20091,-42.0,-45.0,-24.0,-24.0,192.0,142.0,-20.0,-25.0,-40.0,-42.0,12.0,12.0
20095,-51.0,-46.0,,,,,,,-28.0,-27.0,,
20099,-13.0,-34.0,0.0,-15.0,,,,,-6.0,-19.0,,
20103,-30.0,-34.0,-19.0,-8.0,,,-43.0,-54.0,-32.0,-33.0,17.0,19.0
20107,,,,,,,,,-17.0,-25.0,,
20111,-41.0,-48.0,-27.0,-28.0,,,-31.0,-34.0,-23.0,-25.0,15.0,18.0
20113,-32.0,-42.0,-9.0,-20.0,,,-16.0,-26.0,-26.0,-31.0,13.0,16.0
20115,-32.0,-30.0,,,,,,,-28.0,-36.0,,
20117,-15.0,-30.0,,,,,,,-13.0,-26.0,,
20121,-19.0,-34.0,-16.0,-13.0,,,,,-28.0,-31.0,16.0,18.0
20123,-73.0,-71.0,,,,,,,-24.0,-24.0,,
20125,-8.0,-30.0,13.0,-7.0,,,,,1.0,-5.0,9.0,14.0
20127,,,,,,,,,-29.0,-45.0,,
20131,-40.0,-76.0,,,,,,,-15.0,-26.0,,
20133,-11.0,-29.0,15.0,-8.0,,,-22.0,-54.0,-18.0,-27.0,,
20139,-51.0,-66.0,-7.0,7.0,,,,,-12.0,-22.0,,
20143,,,,,,,,,-24.0,-35.0,,
20145,-22.0,-48.0,2.0,-21.0,,,,,-26.0,-33.0,,
20149,-37.0,-41.0,-26.0,-31.0,,,,,-31.0,-35.0,2.0,2.0
20151,-8.0,-33.0,-2.0,-13.0,,,,,-20.0,-28.0,,
20155,-28.0,-40.0,-11.0,-21.0,,,-16.0,-27.0,-25.0,-28.0,10.0,12.0
20159,-26.0,-33.0,10.0,-25.0,,,,,-27.0,-32.0,,
20161,-58.0,-55.0,-34.0,-32.0,-50.0,-50.0,,,-38.0,-40.0,20.0,25.0
20167,-66.0,-56.0,-2.0,-24.0,,,,,-17.0,-23.0,,
20169,-27.0,-48.0,-16.0,-32.0,-7.0,-7.0,-11.0,-24.0,-21.0,-30.0,11.0,18.0
20171,-53.0,-53.0,,,,,,,-19.0,-28.0,,
20173,-38.0,-45.0,-16.0,-16.0,76.0,5.0,-37.0,-44.0,-34.0,-36.0,9.0,10.0
20175,-24.0,-37.0,-1.0,-21.0,,,-11.0,-17.0,-14.0,-20.0,-1.0,-1.0
20177,-37.0,-39.0,-16.0,-16.0,55.0,25.0,13.0,12.0,-30.0,-30.0,10.0,10.0
20181,-18.0,-31.0,,,,,,,,-32.0,,
20189,-62.0,-62.0,,,,,,,,,,
20191,-26.0,-28.0,10.0,17.0,,,,,-30.0,-35.0,1.0,1.0
20193,-31.0,-44.0,,-22.0,,,-2.0,-7.0,-25.0,-25.0,,
20195,,,-14.0,-27.0,,,,,,,,
20197,,,,,,,,,-32.0,-42.0,,
20201,,,,,,,,,-16.0,-31.0,,
20205,-18.0,-56.0,2.0,-9.0,,,,,-26.0,-40.0,,
20209,-43.0,-45.0,-10.0,-9.0,53.0,68.0,-5.0,-15.0,-33.0,-37.0,9.0,10.0
21001,-22.0,-28.0,-16.0,6.0,,,,,-39.0,-43.0,,
21003,-17.0,-9.0,0.0,7.0,,,,,-24.0,-33.0,,
21005,-26.0,-21.0,-5.0,-3.0,,,,,-27.0,-33.0,-1.0,-1.0
21007,,,,,,,,,-24.0,-30.0,,
21009,-31.0,-28.0,-9.0,11.0,,,,,-28.0,-35.0,7.0,7.0
21011,,,-9.0,-11.0,,,,,-34.0,-38.0,,
21013,-28.0,-40.0,-12.0,-3.0,,,,,-25.0,-15.0,,
21015,-44.0,-49.0,-16.0,-20.0,53.0,47.0,-54.0,-60.0,-37.0,-35.0,9.0,11.0
21017,-19.0,-17.0,-25.0,-13.0,,,,,-29.0,-35.0,,
21019,-44.0,-47.0,-11.0,-8.0,,,-18.0,-24.0,-27.0,-30.0,15.0,14.0
21021,-40.0,-37.0,-15.0,-11.0,,,,,-38.0,-42.0,,
21023,,,,,,,,,-33.0,-29.0,,
21025,-14.0,-11.0,,,,,,,-33.0,-36.0,,
21027,-7.0,5.0,7.0,19.0,,,,,-21.0,-29.0,,
21029,-36.0,-37.0,-10.0,-6.0,,,-26.0,-29.0,-35.0,-35.0,18.0,18.0
21031,-39.0,8.0,4.0,15.0,,,,,-33.0,-37.0,,
21033,-20.0,-31.0,10.0,-2.0,,,,,-30.0,-26.0,,
21035,-39.0,-45.0,-10.0,-11.0,,,,,-34.0,-33.0,10.0,10.0
