,Retail & recreation,Retail & recreation,Grocery & pharmacy,Grocery & pharmacy,Parks,Parks,Transit stations,Transit stations,Workplaces,Workplaces,Residential,Residential
Date,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05
FIPS,,,,,,,,,,,,
45063,-42.0,-43.0,-15.0,-12.0,24.0,10.0,-33.0,-35.0,-35.0,-37.0,10.0,10.0
45065,-36.0,-49.0,30.0,11.0,,,,,-30.0,-32.0,,
45067,-26.0,-31.0,-7.0,-3.0,,,,,-25.0,-28.0,2.0,2.0
45069,-20.0,-29.0,4.0,-2.0,,,,,-22.0,-25.0,,
45071,-22.0,-23.0,1.0,3.0,,,-31.0,-48.0,-25.0,-25.0,10.0,14.0
45073,-26.0,-28.0,-6.0,-9.0,2.0,-7.0,,,-28.0,-37.0,8.0,11.0
45075,-34.0,-34.0,-5.0,-5.0,,,-31.0,-44.0,-24.0,-31.0,8.0,9.0
45077,-35.0,-38.0,-10.0,-8.0,3.0,-10.0,,,-35.0,-37.0,9.0,9.0
45079,-43.0,-43.0,-19.0,-15.0,-37.0,-33.0,-21.0,-29.0,-35.0,-38.0,11.0,12.0
45081,-36.0,-40.0,-1.0,3.0,,,,,-26.0,-34.0,,
45083,-34.0,-39.0,-11.0,-13.0,10.0,-6.0,-57.0,-64.0,-34.0,-38.0,9.0,9.0
45085,-33.0,-38.0,-6.0,-4.0,,,-32.0,-53.0,-31.0,-33.0,8.0,9.0
45087,-24.0,-30.0,1.0,6.0,,,,,-23.0,-24.0,4.0,4.0
45089,-21.0,-31.0,-2.0,2.0,,,,,-19.0,-15.0,,
45091,-33.0,-39.0,-16.0,-14.0,31.0,-12.0,-34.0,-37.0,-35.0,-39.0,10.0,11.0
46005,-35.0,-36.0,-22.0,-12.0,,,,,-26.0,-26.0,,
46009,,,,,,,,,-27.0,-32.0,,
46011,-44.0,-47.0,-21.0,-27.0,,,,,-30.0,-31.0,21.0,22.0
46013,-30.0,-38.0,-10.0,-12.0,,,,,-23.0,-24.0,17.0,21.0
46015,-51.0,-55.0,,,,,,,-32.0,-30.0,,
46019,-8.0,-25.0,,,,,,,-17.0,-22.0,,
46023,-59.0,-49.0,,,,,,,-18.0,-32.0,,
46027,-32.0,-47.0,,,,,,,-28.0,-30.0,,
46029,-35.0,-40.0,-14.0,5.0,,,-29.0,-40.0,-24.0,-23.0,15.0,18.0
46033,,,,,,,,,-23.0,-23.0,,
46035,-36.0,-42.0,-7.0,-4.0,,,,,-19.0,-22.0,,
46041,,,,,,,,,-42.0,-59.0,,
46047,-35.0,-37.0,-12.0,-12.0,,,,,-23.0,-23.0,,
46051,-52.0,-32.0,,,,,,,-21.0,-19.0,,
46057,,,,,,,,,-32.0,-35.0,,
46065,-20.0,-24.0,6.0,-11.0,,,,,-16.0,-20.0,,
46067,,,,,,,,,-17.0,-30.0,,
46077,,,,,,,,,-27.0,-29.0,,
46079,-13.0,-20.0,-13.0,-6.0,,,,,-27.0,-32.0,,
46081,-42.0,-46.0,-14.0,-14.0,-41.0,-26.0,,,-46.0,-52.0,0.0,0.0
46083,-13.0,-22.0,13.0,0.0,,,,,-24.0,-32.0,22.0,26.0
46087,,,,,,,,,-24.0,-37.0,,
46093,-38.0,-38.0,-10.0,-7.0,,,,,-32.0,-29.0,12.0,12.0
46099,-38.0,-42.0,-5.0,-6.0,141.0,67.0,-41.0,-46.0,-23.0,-29.0,8.0,10.0
46101,,,,,,,,,-27.0,-37.0,,
46103,-42.0,-38.0,-6.0,-1.0,90.0,71.0,-24.0,-18.0,-30.0,-33.0,8.0,8.0
46109,-37.0,-45.0,4.0,-20.0,,,-33.0,-46.0,-29.0,-42.0,,
46113,-50.0,-50.0,-11.0,-11.0,,,,,-30.0,-45.0,,
46115,,,,,,,,,-28.0,-28.0,,
46121,,,-26.0,-14.0,,,,,-43.0,-46.0,,
46123,-36.0,-71.0,,,,,,,,,,
46125,,,,,,,,,-21.0,-28.0,,
46127,-30.0,-48.0,-15.0,-9.0,,,-18.0,-13.0,-17.0,-26.0,,
46129,-19.0,-21.0,,,,,,,-37.0,-50.0,,
46135,-23.0,-30.0,-3.0,0.0,,,,,-22.0,-26.0,8.0,8.0
47001,-30.0,-40.0,-5.0,4.0,65.0,27.0,,,-31.0,-37.0,8.0,10.0
47003,-17.0,-30.0,-2.0,5.0,,,,,-33.0,-34.0,14.0,16.0
47005,-28.0,-66.0,16.0,83.0,,,-25.0,-33.0,-30.0,-25.0,,
47007,-23.0,-7.0,18.0,18.0,,,,,-29.0,-40.0,,
47009,-35.0,-46.0,-4.0,-7.0,35.0,22.0,-79.0,-82.0,-39.0,-44.0,9.0,10.0
47011,-34.0,-44.0,-6.0,-5.0,,,-18.0,-27.0,-24.0,-30.0,9.0,10.0
47013,-16.0,-23.0,-1.0,-1.0,30.0,-4.0,-12.0,-24.0,-29.0,-32.0,10.0,11.0
47015,34.0,0.0,15.0,12.0,,,,,-24.0,-32.0,,
47017,-33.0,-37.0,-2.0,4.0,,,,,-26.0,-30.0,4.0,4.0
47019,-15.0,-24.0,1.0,-2.0,16.0,16.0,,,-21.0,-27.0,11.0,14.0
47021,-9.0,-38.0,23.0,66.0,,,-36.0,-44.0,-32.0,-31.0,16.0,20.0
47023,-13.0,-19.0,-3.0,-4.0,,,,,-28.0,-38.0,,
47025,-28.0,-32.0,29.0,46.0,,,,,-26.0,-28.0,-2.0,-2.0
47027,,,,,,,,,-28.0,-37.0,,
47029,-24.0,-28.0,-11.0,3.0,-3.0,5.0,-20.0,0.0,-36.0,-41.0,11.0,13.0
47031,-29.0,-36.0,-6.0,-6.0,,,-35.0,-52.0,-33.0,-39.0,14.0,16.0
47033,-9.0,-34.0,3.0,4.0,,,,,-11.0,-13.0,,
47035,-22.0,-38.0,-13.0,-27.0,,,-25.0,-37.0,-32.0,-36.0,11.0,13.0
47037,-44.0,-51.0,-17.0,-18.0,-6.0,-34.0,-64.0,-69.0,-44.0,-47.0,11.0,12.0
47039,-10.0,-20.0,8.0,22.0,,,,,-28.0,-39.0,,
47041,-1.0,-12.0,26.0,18.0,,,,,-34.0,-43.0,,
47043,-30.0,-43.0,-13.0,-16.0,,,-19.0,-25.0,-34.0,-38.0,15.0,18.0
47045,-21.0,-28.0,-5.0,-5.0,,,-9.0,-15.0,-21.0,-22.0,11.0,13.0
47047,-15.0,-17.0,46.0,52.0,,,-30.0,-29.0,-35.0,-35.0,9.0,9.0
47049,-19.0,-26.0,0.0,1.0,,,,,-19.0,-21.0,,
47051,-15.0,-29.0,3.0,3.0,,,,,-35.0,-41.0,12.0,14.0
47053,-18.0,-26.0,4.0,13.0,,,,,-25.0,-32.0,12.0,15.0
47055,-14.0,-34.0,2.0,-10.0,,,-25.0,-44.0,-24.0,-34.0,8.0,8.0
47057,-46.0,-39.0,-1.0,4.0,,,,,-20.0,-22.0,,
47059,-26.0,-36.0,-8.0,-11.0,,,-8.0,-17.0,-19.0,-24.0,4.0,7.0
47061,-52.0,-66.0,4.0,-12.0,,,,,-33.0,-37.0,,
47063,-29.0,-40.0,-12.0,-11.0,,,,,-28.0,-33.0,12.0,13.0
47065,-46.0,-57.0,-15.0,-22.0,17.0,-44.0,-39.0,-51.0,-36.0,-40.0,10.0,12.0
47067,,,,,,,,,-39.0,-50.0,,
47069,-11.0,-36.0,-4.0,-2.0,,,,,-28.0,-32.0,,
47071,-24.0,-31.0,-3.0,9.0,,,,,-29.0,-28.0,,
47073,-14.0,-29.0,-5.0,-3.0,,,,,-25.0,-30.0,12.0,13.0
47075,-11.0,-25.0,4.0,4.0,,,,,-24.0,-17.0,,
47077,-21.0,-37.0,11.0,11.0,,,,,-33.0,-39.0,-1.0,-1.0
47079,-15.0,-29.0,8.0,10.0,,,,,-30.0,-27.0,11.0,12.0
47081,-28.0,-32.0,3.0,5.0,,,,,-26.0,-35.0,-3.0,-3.0
47083,-37.0,-70.0,-17.0,-6.0,,,,,-27.0,-33.0,,
47085,-12.0,-29.0,2.0,-5.0,,,,,-26.0,-29.0,,
47087,,,2.0,2.0,,,,,-31.0,-35.0,,
47089,-14.0,-25.0,-10.0,-3.0,,,-17.0,-28.0,-37.0,-39.0,13.0,14.0
47091,-26.0,-22.0,3.0,0.0,,,,,-20.0,-28.0,,
47093,-41.0,-47.0,-16.0,-17.0,35.0,8.0,-28.0,-35.0,-40.0,-41.0,10.0,11.0
47097,-7.0,-20.0,21.0,19.0,,,,,-21.0,-23.0,,
47099,-22.0,-40.0,2.0,-7.0,,,,,-28.0,-32.0,12.0,15.0
47101,-7.0,-20.0,-4.0,17.0,,,,,-39.0,-43.0,,
47103,-23.0,-35.0,5.0,10.0,,,,,-21.0,-23.0,7.0,7.0
47105,-27.0,-37.0,1.0,0.0,,,-22.0,-31.0,-40.0,-41.0,13.0,15.0
47107,-29.0,-37.0,-13.0,-11.0,,,-23.0,-42.0,-29.0,-34.0,12.0,16.0
47109,-17.0,-23.0,-1.0,5.0,,,-20.0,-49.0,-17.0,-28.0,,
47111,-16.0,-32.0,-5.0,-4.0,,,,,-33.0,-33.0,,
47113,-37.0,-48.0,-15.0,-18.0,-14.0,-22.0,-32.0,-38.0,-33.0,-37.0,8.0,11.0
47115,-27.0,-40.0,-26.0,-30.0,29.0,-11.0,-16.0,-26.0,-28.0,-29.0,0.0,0.0
47117,-9.0,-29.0,11.0,6.0,,,-34.0,-50.0,-29.0,-34.0,14.0,17.0
47119,-30.0,-42.0,-15.0,-20.0,-33.0,-33.0,-15.0,-30.0,-33.0,-37.0,9.0,10.0
47121,-12.0,-25.0,14.0,32.0,,,,,-28.0,-30.0,,
47123,-22.0,-29.0,-7.0,14.0,,,,,-37.0,-37.0,14.0,17.0
47125,-33.0,-39.0,-9.0,-10.0,91.0,23.0,-13.0,-23.0,-32.0,-37.0,8.0,9.0
47127,,,,,,,,,-29.0,-31.0,,
47129,-5.0,7.0,2.0,3.0,,,,,-11.0,-30.0,,
47131,-28.0,-35.0,14.0,13.0,,,,,-24.0,-23.0,6.0,6.0
47133,-11.0,-23.0,6.0,0.0,,,,,-30.0,-28.0,,
47135,-61.0,-59.0,,,,,,,-30.0,-36.0,,
47139,-29.0,-41.0,9.0,2.0,,,,,-29.0,-23.0,,
47141,-25.0,-48.0,-14.0,-21.0,,,-11.0,-27.0,-30.0,-36.0,6.0,10.0
47143,-7.0,-20.0,-1.0,-1.0,,,,,-26.0,-29.0,11.0,11.0
47145,-16.0,-33.0,-6.0,1.0,-19.0,-24.0,,,-27.0,-34.0,13.0,15.0
47147,-25.0,-35.0,6.0,6.0,,,-25.0,-26.0,-36.0,-37.0,15.0,18.0
47149,-35.0,-43.0,-12.0,-15.0,74.0,52.0,-16.0,-27.0,-35.0,-42.0,10.0,11.0
47151,-19.0,-28.0,3.0,9.0,,,,,-20.0,-26.0,,
47153,-20.0,-35.0,11.0,7.0,,,,,-25.0,-27.0,,
47155,-64.0,-70.0,-29.0,-30.0,-55.0,-65.0,,,-53.0,-57.0,12.0,13.0
47157,-36.0,-37.0,-9.0,-4.0,0.0,-32.0,-25.0,-26.0,-32.0,-35.0,10.0,10.0
47159,-17.0,-30.0,15.0,22.0,,,-10.0,-32.0,-13.0,-32.0,,
47161,-23.0,-23.0,11.0,15.0,,,,,-23.0,-32.0,,
47163,-33.0,-38.0,-10.0,-9.0,-22.0,101.0,-44.0,-56.0,-30.0,-35.0,8.0,8.0
47165,-35.0,-43.0,-13.0,-11.0,112.0,57.0,,,-36.0,-40.0,10.0,10.0
47167,-19.0,-30.0,1.0,4.0,,,,,-29.0,-31.0,16.0,16.0
47169,-20.0,-37.0,11.0,11.0,,,,,-33.0,-39.0,,
47171,-22.0,-25.0,3.0,16.0,,,,,-23.0,-37.0,,
47173,-24.0,9.0,6.0,0.0,,,,,-17.0,-30.0,,
47175,,,,,,,,,-32.0,-50.0,,
47177,0.0,-26.0,40.0,21.0,,,,,-33.0,-35.0,13.0,15.0
47179,-45.0,-48.0,-15.0,-18.0,-25.0,40.0,-8.0,-6.0,-33.0,-36.0,8.0,9.0
47181,-20.0,-29.0,3.0,16.0,,,,,-28.0,-32.0,,
47183,-27.0,-38.0,-1.0,2.0,,,,,-23.0,-26.0,7.0,7.0
47185,-35.0,-33.0,-16.0,19.0,,,,,-44.0,-32.0,-1.0,-1.0
47187,-46.0,-54.0,-20.0,-29.0,76.0,27.0,-19.0,-33.0,-45.0,-49.0,12.0,13.0
47189,-34.0,-43.0,-4.0,-14.0,51.0,55.0,-6.0,-27.0,-38.0,-40.0,10.0,10.0
48001,-23.0,-39.0,1.0,-6.0,,,-17.0,-17.0,-22.0,-26.0,11.0,15.0
48003,-28.0,-45.0,-22.0,-40.0,,,32.0,11.0,-33.0,-31.0,,
48005,-38.0,-48.0,-9.0,-17.0,-45.0,-52.0,-25.0,-40.0,-25.0,-27.0,12.0,15.0
48007,-48.0,-46.0,-31.0,-35.0,-67.0,-59.0,,,-29.0,-34.0,10.0,10.0
48009,,,,,,,,,-27.0,-38.0,,
48013,-23.0,-29.0,-24.0,-19.0,,,-65.0,-70.0,-24.0,-27.0,17.0,20.0
48015,-32.0,-37.0,-6.0,-22.0,,,,,-24.0,-27.0,1.0,1.0
48017,-29.0,-24.0,-14.0,-8.0,,,,,-31.0,-35.0,,
48019,-25.0,-45.0,15.0,-5.0,-36.0,-49.0,,,-35.0,-40.0,,
48021,-32.0,-40.0,-24.0,-29.0,-14.0,-55.0,,,-34.0,-39.0,12.0,18.0
48025,-46.0,-34.0,-35.0,-24.0,,,,,-27.0,-29.0,-1.0,-1.0
48027,-37.0,-42.0,-24.0,-25.0,8.0,-30.0,-34.0,-38.0,-33.0,-36.0,10.0,11.0
48029,-47.0,-48.0,-23.0,-22.0,-46.0,-61.0,-46.0,-50.0,-38.0,-40.0,13.0,14.0
48031,-41.0,-67.0,-10.0,-20.0,-50.0,-56.0,,,-39.0,-35.0,,
48035,-26.0,-37.0,0.0,-7.0,,,,,-17.0,-36.0,,
48037,-44.0,-45.0,-20.0,-13.0,-11.0,-26.0,-18.0,-24.0,-32.0,-30.0,10.0,11.0
48039,-39.0,-41.0,-21.0,-19.0,9.0,-12.0,-24.0,-26.0,-30.0,-33.0,13.0,13.0
48041,-50.0,-51.0,-28.0,-29.0,-37.0,-49.0,-60.0,-67.0,-39.0,-42.0,14.0,16.0
48043,-52.0,-52.0,-37.0,-43.0,,,,,-28.0,-39.0,,
48047,-53.0,-55.0,-14.0,-9.0,,,-43.0,-42.0,-31.0,-33.0,,
48049,-34.0,-42.0,-18.0,-21.0,,,,,-21.0,-28.0,12.0,18.0
48051,-26.0,-34.0,0.0,-10.0,,,,,-24.0,-22.0,,
48053,-27.0,-41.0,-15.0,-26.0,8.0,-42.0,,,-36.0,-37.0,15.0,19.0
48055,-35.0,-42.0,-36.0,-41.0,,,-35.0,-43.0,-36.0,-37.0,17.0,23.0
48057,-35.0,-43.0,-20.0,-17.0,,-36.0,,,-20.0,-21.0,,
48059,-26.0,-30.0,-5.0,-15.0,,,-18.0,-28.0,-8.0,-20.0,,
48061,-61.0,-68.0,-41.0,-46.0,-70.0,-78.0,-62.0,-71.0,-37.0,-43.0,17.0,19.0
48063,-11.0,-32.0,-4.0,-9.0,,,,,-13.0,-22.0,,
48065,,,-28.0,-24.0,,,-20.0,-26.0,-30.0,-36.0,,
48067,-28.0,-36.0,4.0,-3.0,,,-20.0,-25.0,-23.0,-36.0,6.0,6.0
48069,,,-14.0,-20.0,,,,,-20.0,-22.0,,
48071,-42.0,-47.0,-19.0,-22.0,,-55.0,-39.0,-54.0,-27.0,-27.0,20.0,20.0
48073,-22.0,-28.0,-5.0,-12.0,,,,,-22.0,-27.0,12.0,16.0
48075,-25.0,-36.0,-31.0,-20.0,,,-11.0,-15.0,-32.0,-27.0,,
48077,-53.0,-51.0,,,,,-10.0,-29.0,-24.0,-33.0,,
48081,,,-21.0,-30.0,,,,,,,,
48083,-18.0,-48.0,-16.0,-19.0,,,,,-20.0,-35.0,,
48085,-50.0,-55.0,-33.0,-34.0,-11.0,-33.0,-37.0,-41.0,-45.0,-47.0,14.0,15.0
48089,-36.0,-44.0,-8.0,-11.0,,,-31.0,-45.0,-18.0,-24.0,,
48091,-47.0,-51.0,-33.0,-35.0,-30.0,-62.0,-10.0,-24.0,-36.0,-41.0,12.0,14.0
48093,-9.0,-28.0,-22.0,-29.0,,,,,-25.0,-22.0,,
48097,-28.0,-41.0,-3.0,-10.0,-8.0,-42.0,-33.0,-47.0,-32.0,-35.0,16.0,20.0
48099,-29.0,-34.0,-18.0,-17.0,35.0,-5.0,,,-27.0,-32.0,11.0,15.0
48103,-39.0,-63.0,-27.0,-20.0,,,,,-37.0,-37.0,,
48105,,-50.0,-27.0,-24.0,,,,,,,,
48107,,,-15.0,-24.0,,,,,-35.0,-41.0,,
48109,-46.0,-54.0,,,,,-30.0,-40.0,,,,
48111,-34.0,-38.0,-12.0,-21.0,,,,,-10.0,-16.0,,
48113,-45.0,-49.0,-21.0,-20.0,-24.0,-46.0,-45.0,-51.0,-38.0,-42.0,14.0,15.0
48115,-36.0,-35.0,-10.0,-9.0,,,,,-26.0,-21.0,,
48117,-24.0,-26.0,-12.0,-14.0,,,-13.0,-29.0,-18.0,-20.0,,
48119,,,,,,,,,-37.0,-32.0,,
48121,-47.0,-52.0,-27.0,-31.0,1.0,-31.0,-30.0,-38.0,-42.0,-45.0,14.0,15.0
48123,-30.0,-38.0,-22.0,-27.0,,,,,-19.0,-25.0,,
48127,-19.0,-31.0,-17.0,-24.0,,,-34.0,-37.0,-30.0,-38.0,,
48129,,,,,,,9.0,9.0,,,,
48131,-46.0,-46.0,-28.0,-30.0,,,,,-36.0,-36.0,,
48133,-31.0,-42.0,-15.0,-12.0,,,-27.0,-36.0,-28.0,-25.0,,
48135,-32.0,-44.0,-5.0,-16.0,,,-8.0,-17.0,-24.0,-30.0,10.0,13.0
48139,-35.0,-41.0,-18.0,-17.0,4.0,-20.0,-33.0,-38.0,-34.0,-38.0,13.0,14.0
48141,-50.0,-53.0,-25.0,-23.0,-65.0,-78.0,-40.0,-44.0,-37.0,-39.0,15.0,15.0
48143,-47.0,-50.0,-32.0,-34.0,,,,,-25.0,-29.0,10.0,10.0
48145,-19.0,-16.0,-13.0,-10.0,,,,,-10.0,-27.0,,
48147,-11.0,-27.0,-2.0,-2.0,,,,,-25.0,-29.0,11.0,13.0
48149,-35.0,-49.0,-25.0,-31.0,,,-33.0,-41.0,-17.0,-28.0,,
48153,,,,,,,,,-28.0,-35.0,,
48157,-49.0,-50.0,-26.0,-25.0,-2.0,-22.0,-26.0,-37.0,-41.0,-41.0,15.0,16.0
48159,-33.0,-43.0,4.0,-2.0,,,-23.0,-27.0,-24.0,-35.0,,
48161,-52.0,-54.0,-4.0,-13.0,,,-41.0,-48.0,-22.0,-24.0,,
48163,-21.0,-25.0,-22.0,-30.0,,,-27.0,-45.0,-19.0,-17.0,,
48165,-28.0,-33.0,-8.0,-8.0,,,,,-20.0,-31.0,,
48167,-42.0,-46.0,-15.0,-16.0,-29.0,-48.0,-57.0,-59.0,-35.0,-39.0,12.0,13.0
48169,-31.0,-40.0,-13.0,-28.0,,,,,,,,
48171,-46.0,-60.0,-25.0,-32.0,-38.0,-68.0,,,-36.0,-45.0,,
48175,-54.0,-54.0,-38.0,-54.0,,,,,-32.0,-34.0,,
48177,-30.0,-32.0,-13.0,-24.0,-19.0,-57.0,,,-20.0,-20.0,,
48179,-33.0,-47.0,-10.0,-27.0,,,,,-26.0,-35.0,,
48181,-33.0,-41.0,-9.0,-14.0,47.0,-8.0,,,-29.0,-29.0,9.0,11.0
48183,-43.0,-46.0,-21.0,-15.0,2.0,-25.0,,,-31.0,-34.0,11.0,11.0
48185,-17.0,-28.0,-3.0,-5.0,,,,,-21.0,-29.0,0.0,0.0
48187,-34.0,-41.0,-24.0,-24.0,-1.0,-31.0,-23.0,-32.0,-37.0,-37.0,12.0,13.0
48189,-29.0,-39.0,-13.0,-18.0,,,,,-27.0,-32.0,11.0,11.0
48191,,,,,,,-13.0,-23.0,,,,
48193,-41.0,-54.0,-32.0,-35.0,,,,,-22.0,-28.0,,
48197,,,-24.0,-24.0,,,-16.0,-25.0,,,,
48199,-45.0,-39.0,-13.0,-10.0,,,,,-32.0,-36.0,16.0,20.0
48201,-46.0,-46.0,-23.0,-20.0,-22.0,-38.0,-58.0,-62.0,-38.0,-40.0,14.0,14.0
48203,-28.0,-38.0,-7.0,-7.0,-16.0,-36.0,,,-31.0,-36.0,15.0,18.0
48205,,,-4.0,6.0,,,,,,,,
48207,-16.0,-44.0,-22.0,-34.0,,,,,,,,
48209,-46.0,-50.0,-22.0,-25.0,-23.0,-45.0,-19.0,-28.0,-36.0,-39.0,13.0,14.0
48213,-30.0,-39.0,-3.0,-7.0,-22.0,-41.0,,,-28.0,-35.0,9.0,13.0
48215,-63.0,-64.0,-43.0,-43.0,-74.0,-78.0,-64.0,-68.0,-43.0,-44.0,18.0,18.0
48217,-35.0,-43.0,-8.0,-17.0,,-42.0,-41.0,-47.0,-25.0,-30.0,13.0,18.0
48219,-23.0,-33.0,-15.0,-22.0,,,,,-17.0,-27.0,-3.0,-3.0
48221,-34.0,-47.0,-7.0,13.0,-36.0,-53.0,,,-35.0,-33.0,16.0,19.0
48223,-31.0,-44.0,4.0,0.0,,,-22.0,-33.0,-27.0,-31.0,11.0,17.0
48225,-22.0,-30.0,5.0,4.0,,,,,-21.0,-27.0,,
48227,-35.0,-41.0,-19.0,-24.0,,,-32.0,-38.0,-24.0,-27.0,14.0,17.0
48231,-33.0,-41.0,-15.0,-17.0,-5.0,-52.0,-23.0,-31.0,-33.0,-32.0,10.0,11.0
48233,-19.0,-31.0,-13.0,-17.0,,,,,-11.0,-31.0,,
48237,-9.0,-67.0,,,,,,,-26.0,-36.0,,
48239,-21.0,-35.0,-19.0,-16.0,,,-44.0,-52.0,-21.0,-33.0,,
48241,-36.0,-38.0,-24.0,-22.0,25.0,13.0,,,-30.0,-27.0,6.0,6.0
48245,-49.0,-47.0,-22.0,-19.0,4.0,-13.0,-35.0,-39.0,-33.0,-35.0,12.0,12.0
48247,,,-29.0,-47.0,,,,,,,,
48249,-38.0,-38.0,-22.0,-19.0,,,,,-28.0,-30.0,14.0,15.0
48251,-33.0,-41.0,-18.0,-22.0,19.0,-24.0,,,-31.0,-36.0,11.0,13.0
48253,-36.0,-33.0,-8.0,-11.0,,,,,-18.0,-27.0,,
48255,-31.0,-23.0,-24.0,-22.0,,,-46.0,-31.0,-19.0,-21.0,,
48257,-46.0,-53.0,-22.0,-25.0,-26.0,-34.0,-18.0,-29.0,-38.0,-39.0,12.0,13.0
48259,-38.0,-48.0,-25.0,-33.0,-61.0,-61.0,-31.0,-46.0,-38.0,-41.0,14.0,14.0
48265,-32.0,-45.0,-18.0,-28.0,19.0,-30.0,,,-30.0,-31.0,14.0,19.0
48267,-35.0,-51.0,,,,,-24.0,-32.0,,,,
48273,-42.0,-41.0,-36.0,-35.0,-71.0,-70.0,-56.0,-53.0,-28.0,-26.0,16.0,16.0
48277,-24.0,-39.0,-6.0,-7.0,,,-20.0,-40.0,-13.0,-17.0,12.0,17.0
48279,-40.0,-19.0,-17.0,-11.0,,,,,-22.0,-24.0,,
48281,-30.0,-42.0,-27.0,-31.0,,,,,-38.0,-38.0,,
48283,-54.0,-65.0,-23.0,-26.0,,,-40.0,-45.0,,,,
48285,133.0,-35.0,-11.0,-16.0,,,,,-18.0,-20.0,,
48287,-33.0,-42.0,-37.0,-41.0,,,,,-22.0,-34.0,,
48289,-51.0,-71.0,-23.0,-40.0,,-33.0,-26.0,-36.0,-32.0,-46.0,,
48291,-38.0,-42.0,-2.0,0.0,,,-14.0,-30.0,-28.0,-28.0,11.0,12.0
48293,-26.0,-36.0,-15.0,-23.0,,,,,-24.0,-31.0,,
48297,-68.0,-73.0,-35.0,-36.0,,,-52.0,-56.0,-39.0,-39.0,,
48299,-26.0,-38.0,-3.0,-24.0,10.0,-10.0,,,-32.0,-34.0,,
48301,,,-58.0,-49.0,,,,,,,,
48303,-37.0,-44.0,-14.0,-19.0,17.0,-14.0,-36.0,-46.0,-28.0,-33.0,10.0,12.0
48305,,,,,,,,,-24.0,-33.0,,
48307,-27.0,-37.0,-10.0,-22.0,,,,,-14.0,-24.0,,
48309,-43.0,-49.0,-22.0,-23.0,-12.0,-33.0,-34.0,-36.0,-34.0,-36.0,10.0,12.0
48311,,,,,,,-50.0,-58.0,,,,
48313,-36.0,-43.0,-63.0,-68.0,,,,,-29.0,-35.0,,
48315,-30.0,-45.0,-12.0,-4.0,,,,,-26.0,-25.0,,
48317,-12.0,-33.0,-13.0,-14.0,,,,,-32.0,-30.0,,
48321,-34.0,-46.0,-16.0,-26.0,,-57.0,,,-9.0,-13.0,13.0,15.0
48323,-56.0,-61.0,-36.0,-41.0,-82.0,-86.0,-62.0,-68.0,-36.0,-41.0,19.0,22.0
48325,-24.0,-27.0,-8.0,-12.0,-54.0,-41.0,-30.0,-38.0,-30.0,-33.0,19.0,22.0
48329,-41.0,-48.0,-19.0,-20.0,-45.0,-41.0,-24.0,-31.0,-25.0,-28.0,12.0,13.0
48331,-35.0,-39.0,-20.0,-20.0,,,,,-27.0,-35.0,,
48335,-35.0,-50.0,-14.0,-23.0,-70.0,-70.0,,,-26.0,-28.0,,
48337,-21.0,-18.0,-18.0,-33.0,,,,,-30.0,-35.0,,
48339,-47.0,-48.0,-24.0,-21.0,0.0,-33.0,-26.0,-35.0,-38.0,-39.0,13.0,13.0
48341,-27.0,-36.0,-12.0,-17.0,,,-7.0,-22.0,-15.0,-18.0,-1.0,-1.0
48343,-15.0,-32.0,-9.0,-10.0,,,,,-30.0,-35.0,,
48347,-36.0,-53.0,-3.0,-24.0,-17.0,-8.0,-43.0,-52.0,-24.0,-33.0,15.0,21.0
48349,-40.0,-55.0,-18.0,10.0,-7.0,-47.0,-40.0,-56.0,-32.0,-32.0,16.0,18.0
48351,,,0.0,-2.0,,,,,-35.0,-40.0,,
48353,-36.0,-40.0,-10.0,-12.0,,,-31.0,-36.0,-18.0,-19.0,,
48355,-46.0,-45.0,-25.0,-22.0,-40.0,-38.0,-45.0,-43.0,-34.0,-37.0,13.0,13.0
48357,-44.0,-41.0,-14.0,-14.0,,,,,-26.0,-30.0,,
48359,,,,,,,-5.0,-16.0,,,,
48361,-35.0,-37.0,-18.0,-11.0,-38.0,-36.0,-37.0,-44.0,-32.0,-33.0,11.0,15.0
48363,-19.0,-31.0,-1.0,-3.0,,,-34.0,-58.0,-29.0,-28.0,8.0,8.0
48365,-21.0,-38.0,0.0,-19.0,,,-22.0,-34.0,-28.0,-41.0,,
48367,-35.0,-45.0,-15.0,-15.0,2.0,-30.0,-32.0,-34.0,-35.0,-38.0,10.0,12.0
48369,,,-10.0,-4.0,,,,,-23.0,-21.0,,
48371,-33.0,-39.0,-17.0,-28.0,,,-22.0,-29.0,-20.0,-24.0,,
48373,-36.0,-39.0,-14.0,-16.0,-7.0,-38.0,-41.0,-50.0,-36.0,-35.0,10.0,13.0
48375,-41.0,-48.0,-13.0,-16.0,2.0,-23.0,-17.0,-30.0,-26.0,-31.0,9.0,10.0
48377,-69.0,-52.0,-38.0,-42.0,,,,,-35.0,-43.0,,
48379,-22.0,-53.0,-8.0,-25.0,,,,,-20.0,-29.0,,
48381,-34.0,-37.0,-17.0,-19.0,-24.0,-44.0,,-25.0,-30.0,-36.0,9.0,11.0
48383,,,-2.0,-22.0,,,-15.0,-38.0,,,,
48385,,,,-38.0,,,,,,,,
48387,-2.0,-54.0,16.0,4.0,,,,,-23.0,-28.0,,
