,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit,FIPS
2964,0.0,0.0,0,0,0,0,2,16051
2980,0.0,0.0,0,0,0,0,0,16053
554,1.1,0.5,8579,77,1,3,0,16055
3083,0.0,0.0,0,0,0,0,0,16057
3110,0.0,0.0,0,0,0,0,0,16059
3119,0.0,0.0,0,0,0,0,0,16061
3133,0.0,0.0,0,0,0,0,1,16063
1160,0.0,0.0,0,0,0,0,0,16065
1279,0.0,0.0,0,0,0,0,0,16067
567,1.0,0.0,3777,7,0,1,0,16069
1401,0.0,0.0,0,0,0,0,0,16071
1429,0.0,0.0,0,0,0,0,0,16073
892,0.2,0.1,1143,34,1,0,0,16075
1528,0.0,0.0,0,0,0,0,0,16077
1706,0.0,0.0,0,0,0,0,0,16079
1807,0.0,0.0,0,0,0,0,1,16081
1850,0.0,0.0,0,0,0,0,0,16083
1876,0.0,0.0,0,0,0,0,0,16085
1924,0.0,0.0,0,0,0,0,0,16087
499,1.3,0.7,5599,109,2,2,0,17001
2059,0.0,0.0,0,0,0,0,0,17003
2184,0.0,0.0,0,0,0,0,0,17005
2187,0.0,0.0,0,0,0,0,0,17007
2217,0.0,0.0,0,0,0,0,0,17009
806,0.3,0.2,217,8,0,0,0,17011
2257,0.0,0.0,0,0,0,0,1,17013
2286,0.0,0.0,0,0,0,0,0,17015
2302,0.0,0.0,0,0,0,0,0,17017
50,5.4,5.3,46147,3720,11,19,6,17019
2360,0.0,0.0,0,0,0,0,0,17021
2372,0.0,0.0,0,0,0,0,0,17023
2384,0.0,0.0,0,0,0,0,1,17025
931,0.1,0.1,236,2,0,0,1,17027
789,0.3,0.2,57,5,0,0,0,17029
20,7.3,12.5,352561,3722,7,42,19,17031
2462,0.0,0.0,0,0,0,0,0,17033
2481,0.0,0.0,0,0,0,0,0,17035
422,1.7,1.1,4848,337,2,2,2,17037
2540,0.0,0.0,0,0,0,0,0,17039
2560,0.0,0.0,0,0,0,0,0,17041
171,3.4,2.3,71087,235,3,19,7,17043
2579,0.0,0.0,0,0,0,0,0,17045
2583,0.0,0.0,0,0,0,0,0,17047
760,0.4,0.3,140,4,0,0,0,17049
2622,0.0,0.0,0,0,0,0,1,17051
2639,0.0,0.0,0,0,0,0,0,17053
2650,0.0,0.0,0,0,0,0,0,17055
2671,0.0,0.0,0,0,0,0,0,17057
2680,0.0,0.0,0,0,0,0,0,17059
2760,0.0,0.0,0,0,0,0,0,17061
2776,0.0,0.0,0,0,0,0,0,17063
2795,0.0,0.0,0,0,0,0,2,17065
2803,0.0,0.0,0,0,0,0,0,17067
2819,0.0,0.0,0,0,0,0,0,17069
1076,0.0,0.0,0,0,0,0,0,17071
722,0.5,0.3,552,21,0,1,0,17073
1008,0.1,0.0,216,2,0,0,0,17075
384,1.9,1.0,7601,210,3,3,1,17077
2953,0.0,0.0,0,0,0,0,0,17079
2965,0.0,0.0,0,0,0,0,0,17081
2981,0.0,0.0,0,0,0,0,0,17083
1070,0.0,0.0,0,0,0,0,1,17085
2987,0.0,0.0,0,0,0,0,0,17087
248,2.7,1.8,27973,300,2,11,2,17089
276,2.5,1.5,9858,335,3,6,1,17091
921,0.1,0.1,131,2,0,0,3,17093
309,2.3,0.6,7833,152,2,5,0,17095
209,3.0,2.2,28367,274,2,12,4,17097
992,0.1,0.1,29,1,0,0,0,17099
3092,0.0,0.0,0,0,0,0,0,17101
3104,0.0,0.0,0,0,0,0,0,17103
641,0.7,0.5,205,12,0,0,0,17105
621,0.8,0.6,165,8,0,0,0,17107
267,2.6,1.6,4321,647,6,2,1,17109
461,1.5,1.0,9345,78,1,6,2,17111
138,3.7,2.8,36298,893,4,10,1,17113
227,2.9,1.7,17764,370,3,11,1,17115
888,0.2,0.1,2,5,0,0,0,17117
187,3.2,2.0,20477,551,3,12,1,17119
715,0.5,0.3,561,9,0,0,0,17121
1193,0.0,0.0,0,0,0,0,0,17123
1207,0.0,0.0,0,0,0,0,0,17125
1211,0.0,0.0,0,0,0,0,0,17127
1251,0.0,0.0,0,0,0,0,0,17129
1256,0.0,0.0,0,0,0,0,0,17131
570,1.0,0.3,4197,75,0,5,0,17133
1305,0.0,0.0,0,0,0,0,0,17135
1320,0.0,0.0,0,0,0,0,0,17137
1334,0.0,0.0,0,0,0,0,0,17139
1392,0.0,0.0,0,0,0,0,0,17141
237,2.8,1.9,34714,336,3,12,2,17143
747,0.4,0.3,0,8,0,0,0,17145
1476,0.0,0.0,0,0,0,0,0,17147
1486,0.0,0.0,0,0,0,0,0,17149
1516,0.0,0.0,0,0,0,0,1,17151
983,0.1,0.0,1036,10,0,0,0,17153
1546,0.0,0.0,0,0,0,0,0,17155
1559,0.0,0.0,0,0,0,0,0,17157
1586,0.0,0.0,0,0,0,0,0,17159
62,5.1,3.6,35640,1085,6,20,1,17161
61,5.1,3.8,31231,1510,3,16,4,17163
1635,0.0,0.0,0,0,0,0,0,17165
229,2.9,1.6,56685,293,4,12,1,17167
1657,0.0,0.0,0,0,0,0,0,17169
1663,0.0,0.0,0,0,0,0,0,17171
1690,0.0,0.0,0,0,0,0,0,17173
1735,0.0,0.0,0,0,0,0,0,17175
1744,0.0,0.0,0,0,0,0,0,17177
580,1.0,0.7,8740,64,1,2,0,17179
1860,0.0,0.0,0,0,0,0,0,17181
515,1.2,0.6,4631,172,3,3,0,17183
1891,0.0,0.0,0,0,0,0,0,17185
1910,0.0,0.0,0,0,0,0,0,17187
995,0.1,0.0,151,4,0,0,0,17189
1942,0.0,0.0,0,0,0,0,0,17191
1975,0.0,0.0,0,0,0,0,0,17193
1053,0.0,0.0,46,4,0,0,0,17195
425,1.7,1.0,15170,129,1,8,3,17197
1992,0.0,0.0,0,0,0,0,0,17199
288,2.4,1.4,38588,207,3,18,1,17201
2006,0.0,0.0,0,0,0,0,0,17203
2046,0.0,0.0,0,0,0,0,0,18001
349,2.1,1.2,23030,185,3,8,0,18003
2130,0.0,0.0,0,0,0,0,0,18005
2156,0.0,0.0,0,0,0,0,0,18007
2169,0.0,0.0,0,0,0,0,0,18009
2188,0.0,0.0,0,0,0,0,0,18011
2218,0.0,0.0,0,0,0,0,0,18013
2287,0.0,0.0,0,0,0,0,0,18015
2303,0.0,0.0,0,0,0,0,0,18017
396,1.8,1.0,41590,138,1,6,0,18019
2385,0.0,0.0,0,0,0,0,0,18021
2403,0.0,0.0,0,0,0,0,0,18023
2463,0.0,0.0,0,0,0,0,0,18025
2503,0.0,0.0,0,0,0,0,0,18027
2514,0.0,0.0,0,0,0,0,0,18029
2518,0.0,0.0,0,0,0,0,0,18031
967,0.1,0.1,22,2,0,0,0,18033
211,3.0,1.5,16631,502,3,9,1,18035
2565,0.0,0.0,0,0,0,0,0,18037
400,1.8,0.9,13441,193,1,6,0,18039
837,0.3,0.1,0,1,0,0,0,18041
494,1.3,0.7,25405,105,1,4,0,18043
2643,0.0,0.0,0,0,0,0,0,18045
2651,0.0,0.0,0,0,0,0,0,18047
2672,0.0,0.0,0,0,0,0,0,18049
2699,0.0,0.0,0,0,0,0,0,18051
2735,0.0,0.0,0,0,0,0,0,18053
2761,0.0,0.0,0,0,0,0,0,18055
1088,0.0,0.0,0,0,0,0,0,18057
2804,0.0,0.0,0,0,0,0,0,18059
2834,0.0,0.0,0,0,0,0,0,18061
880,0.2,0.1,2990,24,0,1,0,18063
2853,0.0,0.0,0,0,0,0,0,18065
2891,0.0,0.0,0,0,0,0,0,18067
2905,0.0,0.0,0,0,0,0,0,18069
2938,0.0,0.0,0,0,0,0,0,18071
916,0.2,0.1,0,1,0,0,0,18073
2957,0.0,0.0,0,0,0,0,0,18075
2966,0.0,0.0,0,0,0,0,0,18077
2978,0.0,0.0,0,0,0,0,0,18079
705,0.5,0.2,3230,62,0,1,0,18081
3039,0.0,0.0,0,0,0,0,0,18083
3048,0.0,0.0,0,0,0,0,0,18085
3058,0.0,0.0,0,0,0,0,0,18087
581,1.0,0.6,4812,58,1,2,2,18089
664,0.7,0.5,233,21,0,0,0,18091
3093,0.0,0.0,0,0,0,0,0,18093
1161,0.0,0.0,0,0,0,0,0,18095
72,4.8,2.5,107458,1486,3,22,1,18097
1194,0.0,0.0,0,0,0,0,0,18099
1202,0.0,0.0,0,0,0,0,0,18101
1265,0.0,0.0,0,0,0,0,0,18103
210,3.0,2.0,28219,462,5,8,4,18105
860,0.2,0.1,0,1,0,0,0,18107
1321,0.0,0.0,0,0,0,0,0,18109
1358,0.0,0.0,0,0,0,0,0,18111
1365,0.0,0.0,0,0,0,0,0,18113
1394,0.0,0.0,0,0,0,0,0,18115
1405,0.0,0.0,0,0,0,0,0,18117
1426,0.0,0.0,0,0,0,0,1,18119
1439,0.0,0.0,0,0,0,0,0,18121
1462,0.0,0.0,0,0,0,0,0,18123
1487,0.0,0.0,0,0,0,0,0,18125
635,0.8,0.4,4550,44,0,2,1,18127
1520,0.0,0.0,0,0,0,0,0,18129
1541,0.0,0.0,0,0,0,0,0,18131
1547,0.0,0.0,0,0,0,0,0,18133
1560,0.0,0.0,0,0,0,0,0,18135
1596,0.0,0.0,0,0,0,0,0,18137
1622,0.0,0.0,0,0,0,0,0,18139
212,3.0,1.8,26394,368,3,10,1,18141
1664,0.0,0.0,0,0,0,0,0,18143
1691,0.0,0.0,0,0,0,0,0,18145
1727,0.0,0.0,0,0,0,0,0,18147
1737,0.0,0.0,0,0,0,0,0,18149
1746,0.0,0.0,0,0,0,0,0,18151
1769,0.0,0.0,0,0,0,0,0,18153
1785,0.0,0.0,0,0,0,0,0,18155
112,4.2,3.3,35306,1130,5,13,3,18157
1821,0.0,0.0,0,0,0,0,0,18159
1861,0.0,0.0,0,0,0,0,0,18161
241,2.8,1.6,30068,281,3,9,1,18163
1885,0.0,0.0,0,0,0,0,0,18165
452,1.6,0.8,7424,133,2,3,1,18167
1892,0.0,0.0,0,0,0,0,0,18169
1911,0.0,0.0,0,0,0,0,0,18171
959,0.1,0.0,1728,8,0,0,0,18173
1925,0.0,0.0,0,0,0,0,0,18175
1943,0.0,0.0,0,0,0,0,0,18177
1960,0.0,0.0,0,0,0,0,0,18179
1976,0.0,0.0,0,0,0,0,0,18181
1980,0.0,0.0,0,0,0,0,0,18183
2041,0.0,0.0,0,0,0,0,0,19001
2044,0.0,0.0,0,0,0,0,0,19003
2062,0.0,0.0,0,0,0,0,0,19005
2080,0.0,0.0,0,0,0,0,0,19007
2101,0.0,0.0,0,0,0,0,0,19009
2155,0.0,0.0,0,0,0,0,0,19011
401,1.8,1.2,7132,221,3,2,0,19013
1081,0.0,0.0,0,0,0,0,0,19015
2209,0.0,0.0,0,0,0,0,0,19017
2227,0.0,0.0,0,0,0,0,0,19019
2229,0.0,0.0,0,0,0,0,0,19021
2241,0.0,0.0,0,0,0,0,0,19023
2256,0.0,0.0,0,0,0,0,0,19025
2285,0.0,0.0,0,0,0,0,0,19027
2301,0.0,0.0,0,0,0,0,0,19029
2315,0.0,0.0,0,0,0,0,0,19031
393,1.9,0.8,4827,187,2,3,0,19033
2335,0.0,0.0,0,0,0,0,0,19035
2348,0.0,0.0,0,0,0,0,0,19037
707,0.5,0.3,0,6,0,0,0,19039
2383,0.0,0.0,0,0,0,0,0,19041
2395,0.0,0.0,0,0,0,0,0,19043
378,1.9,0.9,5435,158,2,4,0,19045
2461,0.0,0.0,0,0,0,0,0,19047
601,0.9,0.4,25827,89,1,4,0,19049
2505,0.0,0.0,0,0,0,0,0,19051
2517,0.0,0.0,0,0,0,0,0,19053
2526,0.0,0.0,0,0,0,0,0,19055
475,1.4,0.1,8976,40,3,7,0,19057
2545,0.0,0.0,0,0,0,0,0,19059
204,3.1,1.2,20387,511,6,8,1,19061
2599,0.0,0.0,0,0,0,0,0,19063
2621,0.0,0.0,0,0,0,0,0,19065
2634,0.0,0.0,0,0,0,0,0,19067
2649,0.0,0.0,0,0,0,0,0,19069
2665,0.0,0.0,0,0,0,0,0,19071
2759,0.0,0.0,0,0,0,0,0,19073
2775,0.0,0.0,0,0,0,0,0,19075
2782,0.0,0.0,0,0,0,0,0,19077
2794,0.0,0.0,0,0,0,0,0,19079
2802,0.0,0.0,0,0,0,0,0,19081
2818,0.0,0.0,0,0,0,0,0,19083
2833,0.0,0.0,0,0,0,0,0,19085
800,0.3,0.2,0,3,0,0,0,19087
2890,0.0,0.0,0,0,0,0,0,19089
2901,0.0,0.0,0,0,0,0,0,19091
2912,0.0,0.0,0,0,0,0,0,19093
2918,0.0,0.0,0,0,0,0,0,19095
2937,0.0,0.0,0,0,0,0,0,19097
2952,0.0,0.0,0,0,0,0,0,19099
2963,0.0,0.0,0,0,0,0,0,19101
164,3.4,2.6,41759,765,9,13,6,19103
2993,0.0,0.0,0,0,0,0,0,19105
3016,0.0,0.0,0,0,0,0,0,19107
3049,0.0,0.0,0,0,0,0,0,19109
909,0.2,0.1,0,1,0,0,0,19111
283,2.5,1.3,34350,200,2,11,0,19113
1132,0.0,0.0,0,0,0,0,0,19115
1140,0.0,0.0,0,0,0,0,0,19117
1146,0.0,0.0,0,0,0,0,0,19119
1159,0.0,0.0,0,0,0,0,0,19121
625,0.8,0.0,2536,16,0,2,0,19123
1182,0.0,0.0,0,0,0,0,0,19125
497,1.3,0.0,7400,89,3,3,0,19127
1273,0.0,0.0,0,0,0,0,1,19129
1284,0.0,0.0,0,0,0,0,0,19131
1290,0.0,0.0,0,0,0,0,0,19133
1293,0.0,0.0,0,0,0,0,0,19135
1304,0.0,0.0,0,0,0,0,0,19137
391,1.9,0.0,7190,130,2,4,0,19139
1387,0.0,0.0,0,0,0,0,3,19141
1412,0.0,0.0,0,0,0,0,0,19143
1432,0.0,0.0,0,0,0,0,0,19145
1434,0.0,0.0,0,0,0,0,0,19147
1499,0.0,0.0,0,0,0,0,0,19149
1500,0.0,0.0,0,0,0,0,0,19151
183,3.3,1.9,84268,531,3,17,1,19153
438,1.6,0.8,23582,146,1,4,1,19155
1529,0.0,0.0,0,0,0,0,0,19157
1593,0.0,0.0,0,0,0,0,0,19159
1632,0.0,0.0,0,0,0,0,0,19161
338,2.2,2.3,13175,249,3,4,0,19163
1689,0.0,0.0,0,0,0,0,0,19165
1712,0.0,0.0,0,0,0,0,0,19167
115,4.2,3.2,20856,1223,7,9,5,19169
1791,0.0,0.0,0,0,0,0,0,19171
1797,0.0,0.0,0,0,0,0,0,19173
704,0.5,0.3,0,2,0,0,0,19175
1879,0.0,0.0,0,0,0,0,1,19177
857,0.2,0.1,0,1,0,0,0,19179
976,0.1,0.0,3935,3,0,1,0,19181
1923,0.0,0.0,0,0,0,0,0,19183
1941,0.0,0.0,0,0,0,0,0,19185
310,2.3,0.9,8910,248,5,6,0,19187
1996,0.0,0.0,0,0,0,0,0,19189
1997,0.0,0.0,0,0,0,0,0,19191
226,2.9,1.3,20795,248,3,10,1,19193
2013,0.0,0.0,0,0,0,0,0,19195
2016,0.0,0.0,0,0,0,0,0,19197
2064,0.0,0.0,0,0,0,0,0,20001
2072,0.0,0.0,0,0,0,0,0,20003
2095,0.0,0.0,0,0,0,0,0,20005
2120,0.0,0.0,0,0,0,0,0,20007
2131,0.0,0.0,0,0,0,0,0,20009
2194,0.0,0.0,0,0,0,0,0,20011
2219,0.0,0.0,0,0,0,0,0,20013
2242,0.0,0.0,0,0,0,0,0,20015
2327,0.0,0.0,0,0,0,0,1,20017
2330,0.0,0.0,0,0,0,0,0,20019
2336,0.0,0.0,0,0,0,0,0,20021
2346,0.0,0.0,0,0,0,0,0,20023
2373,0.0,0.0,0,0,0,0,0,20025
2386,0.0,0.0,0,0,0,0,0,20027
2408,0.0,0.0,0,0,0,0,0,20029
2417,0.0,0.0,0,0,0,0,0,20031
2432,0.0,0.0,0,0,0,0,0,20033
2455,0.0,0.0,0,0,0,0,0,20035
2464,0.0,0.0,0,0,0,0,0,20037
2519,0.0,0.0,0,0,0,0,0,20039
2546,0.0,0.0,0,0,0,0,0,20041
1014,0.1,0.0,0,0,1,0,0,20043
105,4.3,2.5,26769,1298,6,10,2,20045
2584,0.0,0.0,0,0,0,0,0,20047
2589,0.0,0.0,0,0,0,0,0,20049
2592,0.0,0.0,0,0,0,0,0,20051
2595,0.0,0.0,0,0,0,0,0,20053
851,0.2,0.1,0,1,0,0,0,20055
779,0.3,0.2,0,2,0,0,0,20057
2652,0.0,0.0,0,0,0,0,0,20059
2692,0.0,0.0,0,0,0,0,0,20061
2726,0.0,0.0,0,0,0,0,0,20063
2730,0.0,0.0,0,0,0,0,0,20065
2736,0.0,0.0,0,0,0,0,0,20067
2748,0.0,0.0,0,0,0,0,0,20069
2752,0.0,0.0,0,0,0,0,0,20071
2768,0.0,0.0,0,0,0,0,0,20073
2796,0.0,0.0,0,0,0,0,0,20075
2830,0.0,0.0,0,0,0,0,0,20077
762,0.4,0.2,0,2,0,0,0,20079
2841,0.0,0.0,0,0,0,0,0,20081
2872,0.0,0.0,0,0,0,0,0,20083
2939,0.0,0.0,0,0,0,0,0,20085
2967,0.0,0.0,0,0,0,0,0,20087
2982,0.0,0.0,0,0,0,0,0,20089
381,1.9,0.8,51483,177,2,11,0,20091
3009,0.0,0.0,0,0,0,0,0,20093
3028,0.0,0.0,0,0,0,0,0,20095
3033,0.0,0.0,0,0,0,0,0,20097
3050,0.0,0.0,0,0,0,0,0,20099
3076,0.0,0.0,0,0,0,0,0,20101
3101,0.0,0.0,0,0,0,0,0,20103
3134,0.0,0.0,0,0,0,0,0,20105
1111,0.0,0.0,0,0,0,0,0,20107
1123,0.0,0.0,0,0,0,0,0,20109
1147,0.0,0.0,0,0,0,0,0,20111
1238,0.0,0.0,0,0,0,0,0,20113
1183,0.0,0.0,0,0,0,0,0,20115
1195,0.0,0.0,0,0,0,0,0,20117
1241,0.0,0.0,0,0,0,0,0,20119
1266,0.0,0.0,0,0,0,0,0,20121
1285,0.0,0.0,0,0,0,0,0,20123
1306,0.0,0.0,0,0,0,0,0,20125
1328,0.0,0.0,0,0,0,0,0,20127
1332,0.0,0.0,0,0,0,0,0,20129
1346,0.0,0.0,0,0,0,0,0,20131
1348,0.0,0.0,0,0,0,0,0,20133
1350,0.0,0.0,0,0,0,0,0,20135
1380,0.0,0.0,0,0,0,0,0,20137
1409,0.0,0.0,0,0,0,0,0,20139
1411,0.0,0.0,0,0,0,0,0,20141
1419,0.0,0.0,0,0,0,0,0,20143
1445,0.0,0.0,0,0,0,0,0,20145
1475,0.0,0.0,0,0,0,0,0,20147
1521,0.0,0.0,0,0,0,0,0,20149
1533,0.0,0.0,0,0,0,0,0,20151
1567,0.0,0.0,0,0,0,0,0,20153
894,0.2,0.1,0,1,0,0,0,20155
1579,0.0,0.0,0,0,0,0,0,20157
1582,0.0,0.0,0,0,0,0,0,20159
1592,0.0,0.0,0,0,0,0,0,20161
1613,0.0,0.0,0,0,0,0,0,20163
1623,0.0,0.0,0,0,0,0,0,20165
1626,0.0,0.0,0,0,0,0,0,20167
236,2.8,1.6,10288,287,2,5,0,20169
1665,0.0,0.0,0,0,0,0,0,20171
345,2.1,1.2,34153,177,2,10,0,20173
1681,0.0,0.0,0,0,0,0,0,20175
277,2.5,1.3,38251,258,3,11,0,20177
1697,0.0,0.0,0,0,0,0,0,20179
1702,0.0,0.0,0,0,0,0,0,20181
1717,0.0,0.0,0,0,0,0,0,20183
1730,0.0,0.0,0,0,0,0,0,20185
1733,0.0,0.0,0,0,0,0,1,20187
1747,0.0,0.0,0,0,0,0,0,20189
1772,0.0,0.0,0,0,0,0,0,20191
1814,0.0,0.0,0,0,0,0,0,20193
1834,0.0,0.0,0,0,0,0,0,20195
1893,0.0,0.0,0,0,0,0,0,20197
1900,0.0,0.0,0,0,0,0,0,20199
1926,0.0,0.0,0,0,0,0,0,20201
1983,0.0,0.0,0,0,0,0,0,20203
1993,0.0,0.0,0,0,0,0,0,20205
2010,0.0,0.0,0,0,0,0,0,20207
169,3.4,2.1,53417,473,3,15,1,20209
2042,0.0,0.0,0,0,0,0,0,21001
2065,0.0,0.0,0,0,0,0,0,21003
2073,0.0,0.0,0,0,0,0,0,21005
2115,0.0,0.0,0,0,0,0,2,21007
2125,0.0,0.0,0,0,0,0,0,21009
2134,0.0,0.0,0,0,0,0,0,21011
2149,0.0,0.0,0,0,0,0,0,21013
471,1.5,0.7,25837,127,1,4,0,21015
2195,0.0,0.0,0,0,0,0,0,21017
419,1.7,1.0,11539,87,2,7,0,21019
678,0.6,0.0,2571,21,1,1,0,21021
2199,0.0,0.0,0,0,0,0,0,21023
2207,0.0,0.0,0,0,0,0,0,21025
2208,0.0,0.0,0,0,0,0,1,21027
773,0.4,0.1,3608,9,0,2,0,21029
2243,0.0,0.0,0,0,0,0,0,21031
2249,0.0,0.0,0,0,0,0,0,21033
2263,0.0,0.0,0,0,0,0,0,21035
157,3.5,2.4,73897,501,4,13,2,21037
2281,0.0,0.0,0,0,0,0,0,21039
2288,0.0,0.0,0,0,0,0,0,21041
2296,0.0,0.0,0,0,0,0,0,21043
2300,0.0,0.0,0,0,0,0,0,21045
1006,0.1,0.0,138,4,0,0,0,21047
2374,0.0,0.0,0,0,0,0,0,21049
2387,0.0,0.0,0,0,0,0,0,21051
2404,0.0,0.0,0,0,0,0,0,21053
2471,0.0,0.0,0,0,0,0,0,21055
2482,0.0,0.0,0,0,0,0,0,21057
334,2.2,1.3,17068,173,2,6,0,21059
2581,0.0,0.0,0,0,0,0,0,21061
2591,0.0,0.0,0,0,0,0,0,21063
2607,0.0,0.0,0,0,0,0,0,21065
137,3.8,2.0,52947,609,3,10,2,21067
2631,0.0,0.0,0,0,0,0,0,21069
2635,0.0,0.0,0,0,0,0,0,21071
2653,0.0,0.0,0,0,0,0,0,21073
883,0.2,0.1,0,2,0,0,0,21075
2681,0.0,0.0,0,0,0,0,0,21077
2689,0.0,0.0,0,0,0,0,0,21079
2737,0.0,0.0,0,0,0,0,0,21081
2747,0.0,0.0,0,0,0,0,0,21083
2750,0.0,0.0,0,0,0,0,0,21085
2754,0.0,0.0,0,0,0,0,0,21087
944,0.1,0.1,766,3,0,0,0,21089
2805,0.0,0.0,0,0,0,0,0,21091
2820,0.0,0.0,0,0,0,0,0,21093
2826,0.0,0.0,0,0,0,0,0,21095
2835,0.0,0.0,0,0,0,0,0,21097
2839,0.0,0.0,0,0,0,0,0,21099
440,1.6,1.3,5977,115,2,4,0,21101
2854,0.0,0.0,0,0,0,0,0,21103
2861,0.0,0.0,0,0,0,0,0,21105
2882,0.0,0.0,0,0,0,0,0,21107
2940,0.0,0.0,0,0,0,0,2,21109
108,4.3,2.9,99721,704,4,22,2,21111
645,0.7,0.0,2178,26,1,1,0,21113
2988,0.0,0.0,0,0,0,0,0,21115
192,3.2,2.3,74818,576,5,15,2,21117
3038,0.0,0.0,0,0,0,0,0,21119
3040,0.0,0.0,0,0,0,0,0,21121
3080,0.0,0.0,0,0,0,0,0,21123
3087,0.0,0.0,0,0,0,0,0,21125
3094,0.0,0.0,0,0,0,0,0,21127
3105,0.0,0.0,0,0,0,0,0,21129
3114,0.0,0.0,0,0,0,0,1,21131
3116,0.0,0.0,0,0,0,0,0,21133
3120,0.0,0.0,0,0,0,0,0,21135
3135,0.0,0.0,0,0,0,0,0,21137
1116,0.0,0.0,0,0,0,0,0,21139
1124,0.0,0.0,0,0,0,0,0,21141
1148,0.0,0.0,0,0,0,0,0,21143
541,1.1,0.6,9191,60,1,4,0,21145
1219,0.0,0.0,0,0,0,0,0,21147
1232,0.0,0.0,0,0,0,0,0,21149
1162,0.0,0.0,0,0,0,0,0,21151
1171,0.0,0.0,0,0,0,0,0,21153
1184,0.0,0.0,0,0,0,0,0,21155
1196,0.0,0.0,0,0,0,0,0,21157
1041,0.0,0.0,201,1,0,0,0,21159
940,0.1,0.1,0,0,0,0,0,21161
1242,0.0,0.0,0,0,0,0,0,21163
1253,0.0,0.0,0,0,0,0,1,21165
1257,0.0,0.0,0,0,0,0,0,21167
1264,0.0,0.0,0,0,0,0,0,21169
1294,0.0,0.0,0,0,0,0,0,21171
1307,0.0,0.0,0,0,0,0,0,21173
1322,0.0,0.0,0,0,0,0,0,21175
1335,0.0,0.0,0,0,0,0,0,21177
1344,0.0,0.0,0,0,0,0,0,21179
1361,0.0,0.0,0,0,0,0,1,21181
1395,0.0,0.0,0,0,0,0,0,21183
848,0.2,0.1,3687,13,0,0,0,21185
1427,0.0,0.0,0,0,0,0,0,21187
1428,0.0,0.0,0,0,0,0,0,21189
1454,0.0,0.0,0,0,0,0,0,21191
1463,0.0,0.0,0,0,0,0,0,21193
1048,0.0,0.0,127,1,0,0,0,21195
1526,0.0,0.0,0,0,0,0,0,21197
1542,0.0,0.0,0,0,0,0,0,21199
1603,0.0,0.0,0,0,0,0,0,21201
1606,0.0,0.0,0,0,0,0,0,21203
1620,0.0,0.0,0,0,0,0,1,21205
1627,0.0,0.0,0,0,0,0,0,21207
690,0.6,0.0,1033,27,0,1,0,21209
1692,0.0,0.0,0,0,0,0,0,21211
1710,0.0,0.0,0,0,0,0,0,21213
1728,0.0,0.0,0,0,0,0,0,21215
1798,0.0,0.0,0,0,0,0,0,21217
1825,0.0,0.0,0,0,0,0,0,21219
1837,0.0,0.0,0,0,0,0,0,21221
1838,0.0,0.0,0,0,0,0,0,21223
1862,0.0,0.0,0,0,0,0,0,21225
526,1.2,0.6,11293,69,2,3,0,21227
1927,0.0,0.0,0,0,0,0,1,21229
1944,0.0,0.0,0,0,0,0,0,21231
1954,0.0,0.0,0,0,0,0,0,21233
1981,0.0,0.0,0,0,0,0,0,21235
2004,0.0,0.0,0,0,0,0,0,21237
2007,0.0,0.0,0,0,0,0,0,21239
2039,0.0,0.0,0,0,0,0,0,22001
2067,0.0,0.0,0,0,0,0,0,22003
2089,0.0,0.0,0,0,0,0,0,22005
2093,0.0,0.0,0,0,0,0,0,22007
2108,0.0,0.0,0,0,0,0,0,22009
2140,0.0,0.0,0,0,0,0,0,22011
2164,0.0,0.0,0,0,0,0,0,22013
599,0.9,0.4,35472,49,1,20,0,22015
238,2.8,1.5,68917,284,2,39,1,22017
597,0.9,0.5,7174,40,1,2,0,22019
2252,0.0,0.0,0,0,0,0,0,22021
2269,0.0,0.0,0,0,0,0,0,22023
2311,0.0,0.0,0,0,0,0,0,22025
2367,0.0,0.0,0,0,0,0,0,22027
2436,0.0,0.0,0,0,0,0,0,22029
2535,0.0,0.0,0,0,0,0,0,22031
196,3.2,1.9,48624,466,3,14,1,22033
2574,0.0,0.0,0,0,0,0,0,22035
2575,0.0,0.0,0,0,0,0,0,22037
2609,0.0,0.0,0,0,0,0,0,22039
2661,0.0,0.0,0,0,0,0,0,22041
2744,0.0,0.0,0,0,0,0,0,22043
912,0.2,0.1,49,0,0,0,0,22045
2911,0.0,0.0,0,0,0,0,0,22047
2950,0.0,0.0,0,0,0,0,0,22049
243,2.7,1.6,82208,193,2,16,1,22051
2976,0.0,0.0,0,0,0,0,0,22053
380,1.9,1.1,31344,173,2,10,0,22055
699,0.5,0.3,3546,26,0,2,0,22057
3082,0.0,0.0,0,0,0,0,1,22059
1110,0.0,0.0,0,0,0,0,0,22061
1119,0.0,0.0,0,0,0,0,0,22063
1170,0.0,0.0,0,0,0,0,0,22065
1317,0.0,0.0,0,0,0,0,0,22067
1342,0.0,0.0,0,0,0,0,0,22069
19,7.4,9.1,124481,1737,6,29,7,22071
476,1.4,0.8,19832,106,2,10,1,22073
946,0.1,0.0,3150,55,0,1,0,22075
1503,0.0,0.0,0,0,0,0,0,22077
1564,0.0,0.0,0,0,0,0,1,22079
1573,0.0,0.0,0,0,0,0,0,22081
1590,0.0,0.0,0,0,0,0,0,22083
1631,0.0,0.0,0,0,0,0,0,22085
404,1.8,0.8,6429,195,1,2,1,22087
1096,0.0,0.0,0,0,0,0,0,22089
